date,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,GOLDEN RICH SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-06-06,0.0,61.8478487715712,0.0,17.915335098752767,0.0,8.57075987725063,9.89310735346305,1.7729488989623503
2024-06-21,0.0,61.8478487715712,0.0,17.915335098752767,0.0,8.573676391313738,9.890190839399944,1.7729488989623503
2024-06-27,0.0,61.880334247282356,0.0,17.9247450975606,0.0,8.578179700025315,9.842860817823377,1.7738801373083608
2024-06-28,0.0,61.87852860338013,0.0,17.924222060523423,0.0,8.577929392103487,9.845491567811807,1.773828376181144
2024-07-02,0.0,61.867696952474724,0.0,17.92108447919283,0.0,8.593932551458185,9.843768144032,1.773517872842255
2024-07-03,0.0,61.85867347303776,0.0,17.918470667054155,0.0,8.592679115861246,9.856917540960293,1.7732592030865504
2024-07-11,0.0,61.89297670581371,0.0,17.928407211693266,0.0,8.337684967941598,10.066688564752114,1.7742425497993133
2024-07-12,0.0,61.87130708140794,0.0,17.922130217579415,0.0,8.384365368684756,10.048575970451742,1.77362136187614
2024-07-15,0.0,61.84965262538801,0.0,17.915857617259697,0.0,8.381430908759862,10.08005823981799,1.7730006087744439
2024-07-19,0.0,49.57168708921987,19.75312892973343,14.359325396974976,0.0,6.923317387344046,7.971504413877817,1.421036782849865
2024-07-22,0.0,49.56010184038339,19.74851248580369,14.35596952253099,0.0,7.001159729944817,7.913551744689437,1.4207046766476799
2024-07-23,0.0,49.558943613323656,19.748050960086406,14.355634021356614,0.0,7.003333126877526,7.913366803790832,1.4206714745649707
2024-07-24,0.0,49.547364319504176,19.74343688908818,14.352279871889767,0.0,7.046089731825397,7.911517870124342,1.3993113175681369
2024-07-25,0.0,49.49185894497152,19.721319327959723,14.336201747843658,0.0,7.070870281194871,7.89798729860764,1.481762399422591
2024-07-26,0.0,49.47915647387687,19.716257697743117,14.33252224999914,0.0,7.094721266170338,7.8959602186493365,1.481382093561202
2024-08-21,0.0,49.479502818416826,19.71639570773942,14.332622574887012,0.0,7.094770927849077,7.896015488846009,1.480692482261658
2024-10-04,0.0,49.47719394639918,19.715475677590664,14.3319537688296,0.0,7.094439863122597,7.900313355648183,1.4806233884097741
2024-10-15,0.0,49.47601514095232,19.715935681931903,14.332288164055965,0.0,7.094605391623612,7.900497686906538,1.4806579345296622
2024-10-17,0.0,49.474836280496056,19.71639570773942,14.332622574887012,0.0,7.094770927849077,7.900682026766784,1.480692482261658
2024-11-15,0.0,49.94203110070703,19.534082633030277,14.200092038930704,0.0,7.029167177478744,7.827626197803393,1.4670008520498605
2024-11-18,0.0,49.996446459353535,19.512848169553635,14.184655873259134,0.0,7.021526143266624,7.819117201208642,1.465406153358437
2024-11-26,0.0,44.24017733715501,17.264171276268524,12.550004302958495,11.51872032624378,6.2123596158194845,6.918035615195961,1.296531526358748
2024-12-04,0.0,44.2248170978948,17.282685451186914,12.545646927368859,11.514721013609156,6.210202677583405,6.925845463200278,1.2960813691565853
2024-12-05,0.0,44.20852158704789,17.27950926382125,12.543341306209616,11.512604854548929,6.2090613753628405,6.95111843584459,1.2958431771648828
2024-12-06,0.0,44.12514710757014,17.248514612734134,12.520842027942116,11.49195443183596,6.197924039922952,7.1220989863829995,1.2935187936117027
2024-12-09,0.0,44.100876331751564,17.239027169432283,12.513955012944091,11.485633350366195,6.21284971108502,7.154851123160211,1.2928073012606334
2024-12-10,0.0,44.02091699097746,17.22288739271901,12.502239013095384,11.47488010101729,6.207033025137227,7.280446546945068,1.2915969301085628
2024-12-11,0.0,43.965437811659434,17.20118153733597,12.486482549861634,11.460418409296791,6.30491220747184,7.291598342657974,1.2899691417163583
2024-12-12,0.0,43.91839034066892,17.18277453106784,12.473120748983984,11.44815460096261,6.298165312889566,7.393445439843376,1.2859490255837
2024-12-13,0.0,43.873846262152085,17.16534696025042,12.460469928549015,11.43654334896857,6.393202081065678,7.385946662870274,1.2846447561439522
2024-12-16,0.0,43.82905096862269,17.148058953753573,12.447920419029785,11.4250250827677,6.3867631946645425,7.479830449543515,1.2833509316181917
2025-01-02,0.0,43.784687223841914,17.13070169654409,12.536540592812164,11.413460677751294,6.38029851596214,7.472259368679715,1.282051924408676
2025-01-03,0.0,43.5678945617001,17.04588185059738,12.828998080657621,11.356948808386305,6.4494262985323445,7.47554921962813,1.275301180498119
2025-02-06,0.0,43.56262947187627,17.04382189107965,12.827447722809856,11.355576344644316,6.448646898721646,7.474645814987632,1.287231855880627
2025-02-12,0.0,43.56262947187627,17.04382189107965,12.827447722809856,11.355576344644316,7.689352301980082,6.233940411729196,1.287231855880627
2025-02-20,0.0,43.55385714949021,17.040389731402154,12.824864625596053,11.353289642078781,7.687803876686414,6.2528223321630785,1.286972642583306
2025-02-25,0.0,43.275862197469884,16.93162456946645,12.743006258516813,11.280824023282042,7.636733395943662,6.214912778353187,1.9170367769679626
2025-03-06,52.83484441907884,20.414083518048685,7.990123637451416,6.013492391154229,5.325959406649367,3.6038150839867633,2.9130216982229578,0.9046598454077391
2025-03-11,52.45938167763271,20.269013955602333,7.933343045809742,5.9707584271637355,5.2881112906638235,3.5782051232501324,2.89982085747504,1.6013656224024817
2025-03-12,52.44610607570625,20.263884589755627,7.931335399115211,5.969247440767343,5.286773057955152,3.5772996069190515,2.9243934560086284,1.6009603737727438
2025-03-13,52.404847138713876,20.24326046092866,7.925095880264658,5.9645514810006635,5.282613995389549,3.574485373601679,3.005444759196465,1.5997009109044538
2025-03-17,53.79022895248231,18.1348002226911,8.134604815112384,6.12223119194785,5.4222659123009675,3.668980965146125,3.084897114064619,1.6419908262546432
2025-03-28,53.765420383324305,18.1254754257096,8.130853057403616,6.119407560242157,5.4197651112912295,3.6672887959587874,3.1420863813411666,1.6297032847291375
2025-03-31,53.76025481149163,18.121812478771535,8.13007187676317,6.118819631437722,5.41924440140374,3.6669364571586502,3.1533136337779775,1.6295467091955844
2025-04-24,53.76645361681369,18.12390200732814,8.096417927946383,6.119525159561225,5.419869265276779,3.667359271844073,3.176738147783082,1.6297346034466242
