date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS,DBS BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,274.9375978398592,218.9295303189445,73.31599359656093,96.73847749794743,51.15762369196107,39.406513530400176,25.662904475030796,19.027409618956057,13.581524876678328,15.464928622746537,828.2225040690851
2024-03-04,275.2017905363763,218.6657349515397,73.31725959618299,96.76014414009482,49.96183511047002,39.696278380514066,25.625404397610048,19.06028665529535,13.38748310198889,15.465342831853658,827.1415597019259
2024-03-05,274.52716621592106,218.21137742563744,73.32894574654057,96.71921807292759,50.81523623663317,39.870215042436115,25.74737300858422,18.85689570062763,13.231463256256722,15.462983398096464,826.7708741036608
2024-03-06,274.99643475029507,217.84479587353204,73.32844986422707,96.799702667978,50.85677335961799,39.899560264445114,26.11845243011614,18.853571640081476,13.227511389744137,15.46464542836954,827.3898976684065
2024-03-07,275.3987115188216,217.56893974972758,73.34029182992273,97.03101079708102,49.64442719106977,39.85454196711488,28.683520493307206,18.841469982155637,14.768666875519814,15.469839272972905,830.6014196776932
2024-03-08,275.2703105909984,217.19565813808384,73.33205491176625,97.02268142849061,50.23352901705543,39.73037713895018,28.638230168365876,18.830562908488574,14.324373851843845,15.47690290163348,830.0546810556764
2024-03-11,275.588890111895,217.2532059362891,73.33392170936281,97.10569516617063,50.45520464195706,39.813935191544644,28.620830788944605,18.817889927656367,14.197340982689163,15.490779815644744,830.6776942721541
2024-03-12,275.3264946154569,217.2913287556778,73.33341920489744,97.12661688115578,51.90604020884917,39.81912228415002,26.672061339928028,18.817889927656367,13.029318824293808,15.492744517212085,828.8150365592774
2024-03-13,271.6866993469429,217.28565474014084,73.31333564658516,97.17133172811506,52.045668281013114,39.82954671980731,26.739964235965136,18.787462438278133,13.036868466963142,15.47581492103519,825.372346524846
2024-03-14,272.4837032413265,217.2769290812072,73.34328101733809,97.24940430173167,51.06401918575033,39.859676861582,26.798172171819495,18.489024127368857,13.109874704861404,15.473529629409708,825.1476143223952
2024-03-15,273.4723407843492,217.31422088545935,73.34503147281552,97.20552761144526,52.168645926147605,40.24302946775779,26.210129370748458,18.52127790235575,13.435518633495331,15.473310189475217,827.3890322440495
2024-03-18,274.0790906450665,217.29231311907625,73.34753750283664,97.20706304175614,51.89438703940483,40.24112942955576,25.859624715382186,18.51908298362637,13.543600981537947,15.472853650534582,827.4566831087773
2024-03-19,274.14313165794886,217.29693564077323,73.34860172159588,97.28958531189056,52.29223345848465,40.285972564476744,26.222630305478177,18.507396833268796,13.241025643555975,15.474928851145856,828.1024419886187
2024-03-20,274.4733176036884,217.29231311907625,73.33729978589284,97.27959663979549,51.17587252466722,40.25647373451359,26.209883052668143,18.515239538619877,13.165547395318743,15.473122431992806,827.1786658262334
2024-03-21,274.9506084205907,217.31391951262626,73.32612224276807,97.25632834581853,50.786147071163114,40.275531898055064,26.185289938778983,18.515239538619877,13.095394785491685,15.470837140367324,827.1754188942796
2024-03-22,275.50430965099036,217.5079615470079,73.3320629622254,97.2478808172634,50.323764016579744,39.82825786726899,26.409816335137286,18.528743534588624,13.05767682628983,15.47077091884863,827.2112444762001
2024-03-25,276.00525959867605,217.29168985772384,73.33349049041462,97.06104848842178,50.126501149313405,39.74909250874783,26.383544700518442,18.528224150128285,13.150136609149987,15.465317382015101,827.0943049351093
2024-03-26,274.7067197610894,217.38045266199535,73.33240445750806,96.97549509057683,50.01040262150996,39.73215044734389,26.06064338152732,18.604158158229463,13.301111673618909,15.4596041529514,825.5631424063505
2024-03-27,274.86777374070334,217.14885913113133,73.3519281193721,96.83037426805258,50.14295732655471,39.73635252732024,26.883166582139012,18.597855687495514,13.374393834511725,15.454812311920337,826.388473529201
