date,FUTU SECURITIES INTERNATIONAL,GLORY SUN SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CENTRAL WEALTH SECURITIES INVESTMENT LTD,CELESTIAL SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,LUK FOOK SECURITIES (HK) LTD,MOUETTE SECURITIES CO LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,89.56493088786733,0.0,0.0,0.0,0.0,10.435069112132672,0.0,0.0,0.0,0.0
2024-03-21,89.565913119872,0.0,0.0,0.0,0.0,10.434086880128014,0.0,0.0,0.0,0.0
2024-03-28,72.22861478156413,0.0,19.3614465448568,0.0,0.0,8.409938673579061,0.0,0.0,0.0,0.0
2024-04-02,72.23072157388324,0.0,19.359977747152016,0.0,0.0,8.409300678964737,0.0,0.0,0.0,0.0
2024-04-05,72.23177485017827,0.0,19.35924343186588,0.0,0.0,8.40898171795585,0.0,0.0,0.0,0.0
2024-04-15,72.23282804657572,0.0,19.358509172282133,0.0,0.0,8.40866278114214,0.0,0.0,0.0,0.0
2024-04-25,72.25387521002564,0.0,19.343835668355293,0.0,0.0,8.402289121619061,0.0,0.0,0.0,0.0
2024-04-26,67.06509638483624,0.0,17.943399542977676,0.0,0.0,7.793988398664088,0.0,0.0,7.197515673522001,0.0
2024-04-30,67.06745417897154,0.0,17.824497257769654,0.0,0.0,7.910279848122627,0.0,0.0,7.197768715136174,0.0
2024-05-02,67.217524531303,0.0,17.78884951405214,0.0,0.0,7.81025227185011,0.0,0.0,7.183373682794755,0.0
2024-05-07,67.21407350223407,0.0,17.79072215594077,0.0,0.0,7.81107446136571,0.0,0.0,7.184129880459447,0.0
2024-05-09,67.21758252041079,0.0,17.787213137764056,0.0,0.0,7.81107446136571,0.0,0.0,7.184129880459447,0.0
2024-05-14,67.29742673254606,0.0,17.762904299681114,0.0,0.0,7.800399481375058,0.0,0.0,7.139269486397776,0.0
2024-05-27,67.33176975764576,0.0,17.744250358805616,0.0,0.0,7.792207792207792,0.0,0.0,7.131772091340824,0.0
2024-05-29,67.30820823272795,0.0,17.73804108198901,0.0,0.0,7.8244742275256325,0.0,0.0,7.1292764577574035,0.0
2024-05-30,67.26113461785036,0.0,17.72563555617722,0.0,0.0,7.888939399237682,0.0,0.0,7.124290426734739,0.0
2024-05-31,63.088123944318255,0.0,21.908090162502184,0.0,0.0,7.88397693517386,0.0,0.0,7.119808958005708,0.0
2024-06-05,63.08554386700684,0.0,21.909621500716458,0.0,0.0,7.884528011742914,0.0,0.0,7.120306620533789,0.0
2024-06-06,63.06243378851908,0.0,21.894317745258967,0.0,0.0,7.927915342437049,0.0,0.0,7.11533312378491,0.0
2024-06-11,63.06683897407239,0.0,21.888861723306903,0.0,0.0,7.928469141839265,0.0,0.0,7.115830160781438,0.0
2024-06-13,63.05582716394282,0.0,21.885039810029333,0.0,0.0,7.944545327559716,0.0,0.0,7.114587698468129,0.0
2024-06-25,63.044819198584776,0.0,21.881219231172096,0.0,0.0,7.960615900282811,0.0,0.0,7.113345669960314,0.0
2024-06-27,63.040947924668856,0.0,21.88351141839514,0.0,0.0,7.961449821914939,0.0,0.0,7.114090835021068,0.0
2024-06-28,63.098932003858266,0.0,21.849178956176132,0.0,0.0,7.9489593138793015,0.0,0.0,7.1029297260863,0.0
2024-07-18,51.121388152576465,0.0,17.67243810275788,19.031639501438157,0.0,6.429417404545711,0.0,0.0,5.745116838681782,0.0
2024-07-24,46.28910904572226,0.0,16.00194055765499,17.23266264937187,0.0,5.821672964967828,9.452558472066183,0.0,5.202056310216866,0.0
2024-08-05,47.75225652372423,0.0,13.346854915182805,17.777368032873248,0.0,6.005689600674323,9.751343377936992,0.0,5.366487549608401,0.0
2024-08-07,47.83127875531205,0.0,13.346854915182805,17.777368032873248,0.0,6.005689600674323,9.672321146349173,0.0,5.366487549608401,0.0
2024-08-13,47.82578152441166,0.0,13.34826132771338,17.779241306638564,0.0,6.006322444678609,9.673340358271865,0.0,5.367053038285915,0.0
2024-08-21,47.8271559407462,0.0,13.347909696794078,17.778772951186745,0.0,6.006164221174363,9.6730855351545,0.0,5.36691165494411,0.0
2024-08-26,47.829675878359986,0.0,13.348612977159565,17.7797096867673,0.0,6.006480676519402,9.668326352116758,0.0,5.367194429076987,0.0
2024-08-27,47.832310299709334,0.0,13.348612977159565,17.777075265417952,0.0,6.006480676519402,9.668326352116758,0.0,5.367194429076987,0.0
2024-08-28,47.8310502283105,0.0,13.34826132771338,17.776606954689147,0.0,6.00895679662803,9.668071654373025,0.0,5.367053038285915,0.0
2024-09-04,47.83368458025992,0.0,13.34826132771338,17.776606954689147,0.0,6.00895679662803,9.665437302423603,0.0,5.367053038285915,0.0
2024-09-11,47.837806987505374,0.0,13.347206490530253,17.775202170534467,0.0,6.008481942944446,9.664673497879514,0.0,5.366628910605941,0.0
2024-09-16,47.91353366927859,0.0,13.36833496029338,17.80334010500488,0.0,6.176292114080679,9.363374930744268,0.0,5.3751242205981935,0.0
2024-09-24,33.91896603247335,29.207963940631537,9.46371650562805,12.603346946907063,0.0,4.372322940531925,6.62852375734635,0.0,3.8051598764817216,0.0
2024-09-27,33.93481117914157,29.22160835632735,9.468137453363147,12.60923456390261,0.0,4.374365458520452,6.584905542856075,0.0,3.806937445888794,0.0
2024-10-03,32.27659767885822,28.43247174328051,9.736068603981698,12.268719129723342,0.0,4.112602648404594,6.407078573376563,0.0,3.704130177873398,3.0623314445016816
2024-10-04,32.277771380432604,28.43350565761005,9.736422644985728,12.269165267668289,0.0,4.2400256971254375,6.274583482324135,0.0,3.7060830671701037,3.0624428026836523
2024-10-08,32.275308649457855,28.434539647136546,9.736776711739285,12.269611438061007,0.0,4.2401798864194244,6.274811658676429,0.0,3.706217839544708,3.062554168964744
2024-10-17,30.100865601435395,28.438159202773804,11.903838227093082,12.27117329001285,0.0,4.24071963727178,6.275610406614455,0.0,3.706689620056737,3.0629440147418956
2024-10-18,27.62771864316369,28.438159202773804,14.376985185364788,12.27117329001285,0.0,4.24071963727178,6.275610406614455,0.0,3.706689620056737,3.0629440147418956
2024-10-22,27.625900152753196,28.438159202773804,14.376985185364788,12.27117329001285,0.0,4.242538127682273,6.275610406614455,0.0,3.706689620056737,3.0629440147418956
2024-10-23,27.63403461146929,28.427820059140046,14.371758204469437,12.266711910417373,0.0,4.259173978379951,6.273328808958263,0.0,3.7053419942798973,3.0618304328857433
2024-10-25,27.662461160138342,28.41593933410458,14.365751873095864,12.261585332614581,0.0,4.259211028400797,6.270707021762437,0.0,3.7037934355334006,3.060550814350004
2024-10-28,27.730746655209764,28.389115135818756,14.352190830040481,12.250010589566553,0.0,4.255190400406639,6.264787573294929,0.0,3.7002971129815987,3.057661702681278
2024-11-07,27.728122673992893,28.390145899268386,14.352711935177398,12.250455367894899,0.0,4.255344899577008,6.265015037730483,0.0,3.7004314648625427,3.05777272149639
2024-11-11,27.760908749984882,28.377266733605122,14.346200839553367,12.244897959183673,0.0,4.253414465964216,6.262172918960116,0.0,3.6987527672598377,3.056385565488792
2024-11-18,27.754353914742513,28.37984163183333,14.347502586034807,12.246009037511115,0.0,4.253800412555728,6.262741136403506,0.0,3.6990883849229634,3.056662895996032
2024-11-22,27.784496311524975,28.36800096746886,14.341516507437415,12.240899746039425,0.0,4.252025637924779,6.260128189623897,0.0,3.697545047768775,3.0553875922118756
2024-11-25,27.775930750584838,28.359255520428455,14.337095223990667,12.237126052553633,0.0,4.281543362489497,6.2581982820632165,0.0,3.6964051477655335,3.0544456601241605
2024-11-29,27.777240470519963,28.358741250287125,14.336835233386125,12.236904143041938,0.0,4.281465720468586,6.2580847951448915,0.0,3.696338116711196,3.0543902704401757
2024-12-13,27.777744195465182,28.359255520428455,14.31896077518724,12.237126052553633,0.0,4.297864366412583,6.2581982820632165,0.0,3.6964051477655335,3.0544456601241605
2024-12-17,27.658363506460482,28.406132309667107,14.342629482071715,12.257353564465543,0.0,4.304968575545841,6.268542849877087,0.0,3.7025151672943486,3.059494544617881
2024-12-27,27.653416487542003,28.406648300081745,14.342890012412582,12.257576216281675,0.0,4.3086797251067175,6.26865671641791,0.0,3.7025824225727346,3.0595501195846326
2024-12-30,27.649473798941543,28.408196383805844,14.343671660227919,12.258244220265704,0.0,4.308914536228549,6.268998340862026,0.0,3.7027842030688,3.059716856599615
2025-01-02,27.650788076222078,28.407680337150087,14.343411101490169,12.258021544181315,0.0,4.308836263010978,6.2688844619101545,0.0,3.702716940459827,3.0596612755753894
2025-01-03,27.6521023057547,28.407164309242393,14.343150552218562,12.257798876186786,0.0,4.308757992637085,6.268770587095523,0.0,3.702649680294517,3.0596056965704324
2025-01-07,27.650788076222078,28.407680337150087,14.334328394359034,12.258021544181315,0.0,4.317918970142114,6.2688844619101545,0.0,3.702716940459827,3.0596612755753894
2025-01-08,27.649473798941543,28.408196383805844,14.334588788102648,12.258244220265704,0.0,4.31799740835382,6.268998340862026,0.0,3.7027842030688,3.059716856599615
2025-01-21,27.650788076222078,28.407680337150087,14.334328394359034,12.258021544181315,0.0,4.317918970142114,6.2688844619101545,0.0,3.702716940459827,3.0596612755753894
2025-01-22,27.66605322420515,28.400973436327092,14.330944136377946,12.25512749110105,0.0,4.318715645204252,6.267404411942756,0.0,3.701842748867956,3.0589389059737995
2025-01-23,27.63724859504533,28.472331799919893,14.294124072972677,12.285918894971294,0.0,4.329566557830726,6.283151468071418,0.0,3.692936992486678,3.00472161870198
2025-01-24,27.63976474729757,28.474923979873633,14.286321232830984,12.287037430428686,0.0,4.32996073052155,6.283723499171518,0.0,3.693273205105639,3.004995174770422
2025-01-27,27.663401472983157,28.50866532169855,14.19386986218128,12.301596947084418,0.0,4.335091514547532,6.291169393062882,0.0,3.6976495466809265,3.0085559417612604
2025-02-04,27.666038767697636,28.5076259342529,14.193352372850459,12.301148447469162,0.0,4.334933462964089,6.2909400255210555,0.0,3.6975147353709668,3.0084462538737315
2025-02-05,27.664720144378883,28.508145618501885,14.193611112799044,12.301372693188792,0.0,4.335012487315197,6.291054707201322,0.0,3.6975821397971647,3.0085010968177097
2025-02-13,27.938736207168034,28.412325432104744,14.138636886665617,12.260025920228678,0.0,4.320441855113189,6.26990952144475,0.0,3.6851540073400275,2.974770169934957
2025-02-14,25.76284172422217,26.047102978080794,12.961646938639543,11.239423482644519,0.0,8.809322880810145,5.747962424215506,3.426125385862444,3.3783783783783785,2.6271958071465056
2025-02-17,25.774500877212464,26.047102978080794,12.949987785649247,11.239423482644519,0.0,8.809322880810145,5.747962424215506,3.426125385862444,3.3783783783783785,2.6271958071465056
2025-02-18,25.8276235124414,26.02846126106133,12.940719576132487,11.231379511220839,0.0,8.803018114233405,5.743848650448001,3.4236733335182663,3.3759604982107687,2.6253155427335013
2025-02-19,25.94312696398189,26.00076480987824,12.92694957242694,11.219428387747524,0.0,8.79032570925032,5.737736716970466,3.4200302598690953,3.339115591591525,2.6225219882839994
2025-02-21,25.966514122353097,25.992553769100358,12.922867242124392,11.215885292585902,0.0,8.787549724644586,5.7359247398805495,3.4189502144115593,3.3380610989839,2.621693795915654
2025-02-26,26.470085234325435,25.881995972747085,12.733842716464844,11.168179185170883,0.0,8.750172399525557,5.71152732187681,3.4044079110694283,3.323862852729429,2.5559264060905305
2025-02-27,24.21940417461134,23.665042422041303,11.643110075360916,10.211555340334735,8.548974506421315,8.00066583941164,5.222299567204383,3.1127992494173906,3.0391533750996236,2.336995450097354
2025-02-28,24.235772603873365,23.673640336270147,11.61857761361228,10.215265372854159,8.552080494918608,8.003572618002362,5.224196917860063,3.1139301825668353,3.0251193395702765,2.3378445204719087
2025-03-03,24.23806640427894,23.672923604803714,11.618225855283077,10.214956100514684,8.551821576344738,8.003330305782622,5.224038752649107,3.113835906751438,3.025027752548189,2.337773741043496
2025-03-05,24.33249548267264,23.564297467268304,11.62139244723055,10.217740225916842,8.554152408063556,8.005511644105265,5.225462584415977,3.114684594651888,3.0258522354461306,2.338410910228844
2025-03-06,24.347637362082715,23.54915558785823,11.62139244723055,10.217740225916842,8.554152408063556,8.005511644105265,5.225462584415977,3.114684594651888,3.0258522354461306,2.338410910228844
2025-03-07,24.373471573798984,23.468036944966553,11.633723397805129,10.228581822591403,8.563228844560317,8.014005941914752,5.231007093918632,3.1179894500697265,3.02906283473797,2.3408920956365327
2025-03-12,24.51152734840678,23.34262795255703,11.630902588349397,10.226101715463418,8.561152532783739,8.012062799296842,5.229738740377039,3.1172334363823726,3.028328382938312,2.340324503445071
2025-03-13,24.538953326763195,23.28911126272964,11.636722007429308,10.231218254870745,8.565436029616153,8.016071563945113,5.232355393829126,3.1187931165188387,3.029843580218836,2.3414954640790437
2025-03-17,24.631514123609342,23.260544753366847,11.622448361499787,10.21866860500333,8.554929634340864,8.006239021139985,5.225937367496517,3.1149675934338843,3.026127162961617,2.3386233771478184
2025-03-19,25.171930461439175,22.780029848338174,11.6090876089061,10.206921587608907,8.545095191997419,7.997035333978703,5.2199298160697,3.111386737657309,3.0226484349790255,2.335934979025492
