date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CCB INTERNATIONAL SECURITIES LTD,ICBC INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,11.801325584580159,27.6683048245274,14.835180454686075,0.0,5.7908031476747235,5.4168829846701705,0.0,2.70108977214888,2.3474604605355927,1.3084678237737999,71.8695150525968
2024-03-04,11.797284826777963,27.677064230420985,14.838968638541703,0.0,5.746376398004072,5.4168829846701705,0.0,2.7327443244211747,2.3376076043135923,1.3084279478744358,71.85535695502409
2024-03-05,11.83726706187339,27.68254052060028,14.82505194966374,0.0,5.74625065600141,5.4168829846701705,0.0,2.7371404296545694,2.323354761603992,1.3084279478744358,71.87691631194198
2024-03-06,11.833771274695833,27.649549859859967,14.8192965281889,0.0,5.743738474341492,5.4168829846701705,0.0,2.6977962089489607,2.328312665091557,1.300000841142221,71.7893488369391
2024-03-07,11.863771242983859,27.672704465423877,14.800472711135226,0.0,5.650818191527673,5.4168829846701705,0.0,2.6937155752473996,2.2920811570902857,1.2992564910207636,71.68970281909925
2024-03-08,11.881077383307744,27.631592413179806,14.800474518842663,0.0,5.637686074261659,5.417148823999263,0.0,2.6958954577459537,2.308898073296844,1.2990969874233085,71.67186973205723
2024-03-11,11.88834808895841,27.6483402909126,14.800474518842663,11.960832611362674,5.614225753469294,5.417148823999263,0.0,2.6953763798719685,1.3608388362032364,1.2990969874233085,82.68468229104342
2024-03-12,11.88568969566749,27.675482486412882,14.80474124007459,11.958174218071754,5.596600605950498,5.417148823999263,0.0,2.6934224608031427,1.3714325334675506,1.2987646882619437,82.7014567527091
2024-03-13,11.914905437934694,27.668836503185588,14.810696041046251,11.952857431489916,5.59770383916623,5.4168829846701705,0.0,2.696320109490245,1.3441331737559035,1.2992963669201276,82.70163188765912
2024-03-14,11.911675490086228,27.64624016021277,14.810682749079795,11.950199038198997,5.580461500281326,5.4168829846701705,0.0,2.7979371930356423,1.3234200365903752,1.279371709204686,82.71687086136
2024-03-15,11.916487181942792,27.686435066771477,14.818764264684189,11.948178659297898,5.577801804377694,5.4168829846701705,0.0,2.6928376142791404,1.268909682160071,1.2788666144794114,82.60516387266284
2024-03-18,11.863146520560493,27.78318729059449,14.800487810809118,11.947912819968806,5.523202367188211,5.4168829846701705,0.0,2.6980613570957974,1.2086490103700447,1.2693096905985557,82.51083985185569
2024-03-19,11.845813796303698,27.780422561571932,14.803531671127221,11.948178659297898,5.507564342070444,5.4168829846701705,0.0,2.693180547013669,1.2412145674392048,1.2700806246529224,82.50686975414716
2024-03-20,11.90303571189074,27.799071190507735,14.801830299421034,11.948178659297898,5.5026064385828795,5.4168829846701705,0.0,2.6930875032484867,1.2509974547497884,1.2710110623047441,82.58670130467347
2024-03-21,11.889384862341867,27.833218252329594,14.809606099796973,11.948178659297898,5.496361394231717,5.4168829846701705,0.0,2.6992150997840563,1.2350601477153298,1.271835164224929,82.59974266439254
2024-03-22,11.898516443296177,27.83172955208668,14.808928209507787,11.948178659297898,5.500481903832642,5.4168829846701705,0.0,2.6928349558858495,1.2522865362404882,1.2715693248958373,82.62140856971352
2024-03-25,11.888534176488772,27.79368794409362,14.811334294691466,11.948178659297898,5.491323738945425,5.4168829846701705,0.0,2.708811899564276,1.269409460098764,1.2715693248958373,82.59973248274623
2024-03-26,11.907302433122666,27.84910215224284,14.803997129208529,11.948178659297898,5.494208095666073,5.417148823999263,0.0,2.6966630422247735,1.2499205662115698,1.273164360870389,82.639685262844
2024-03-27,11.914865562035331,27.84979333449848,14.80112664930086,11.947912819968806,5.474698997989867,5.417148823999263,0.0,2.6988296327568726,1.2359108335684241,1.2736960395285728,82.61398269364648
2024-03-28,11.92830374012093,27.814117696534336,14.801777955657137,11.947912819968806,5.397698636318384,5.417414663328354,0.0,2.6929014157181226,1.3124687322605666,1.2745467253816671,82.5871423852883
