date,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,LEI SHING HONG SECURITIES LTD,CITIBANK N.A.,MIB SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874128535600641,0.9874128535600641
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5938469321110842,0.0,0.9874128535600641,1.5812597856711483
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978292747352197,0.0,0.9874128535600641,1.5852421282952838
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,3.233692516425387,0.5978292747352197,0.0,0.995377538808335,4.826899329968942
2024-03-21,0.0,0.0,5.048957582153999,0.0,0.0,0.0,3.233692516425387,0.5978292747352197,0.0,0.995377538808335,9.875856912122941
2024-04-03,11.363223134043816,6.548465329561042,5.049754050678827,0.0,0.0,0.0,3.233692516425387,0.5978292747352197,1.1812091369633049,0.995377538808335,28.96955098121593
2024-04-05,11.363223134043816,6.5604123574334485,5.049754050678827,0.0,0.0,0.0,3.233692516425387,0.5978292747352197,1.189173822211576,0.995377538808335,28.98946269433661
2024-04-15,11.363223134043816,6.5604123574334485,5.049754050678827,0.0,0.0,0.0,3.1988470184642015,0.5978292747352197,1.189173822211576,0.995377538808335,28.95461719637542
2024-04-19,11.360037259944505,6.5604123574334485,5.049754050678827,0.0,0.0,0.0,3.1988470184642015,0.5978292747352197,1.189173822211576,0.995377538808335,28.95143132227611
2024-04-22,11.360037259944505,6.5604123574334485,5.049754050678827,0.0,0.0,0.0,3.1988470184642015,0.5978292747352197,1.189173822211576,1.0251654616368686,28.981219245104644
2024-04-23,11.360037259944505,6.532137724802086,5.049754050678827,0.0,0.0,0.0,3.1988470184642015,0.5978292747352197,1.189173822211576,1.0251654616368686,28.952944612473285
2024-04-24,10.269034674636348,6.532137724802086,5.050072638088758,0.0,0.0,0.0,3.1988470184642015,0.5978292747352197,1.189173822211576,1.0251654616368686,27.862260614575057
2024-04-29,10.269034674636348,6.532137724802086,5.054054980712894,0.0,0.0,0.0,3.1988470184642015,0.6086612466728683,1.189173822211576,1.0251654616368686,27.877074929136842
2024-05-08,10.269034674636348,6.532137724802086,5.054054980712894,0.0,0.0,0.0,3.1829176479676597,0.6217233304800327,1.189173822211576,1.040935538428445,27.889977719239038
2024-05-09,10.269034674636348,6.5294297318176735,5.054054980712894,0.0,0.0,0.0,3.1829176479676597,0.6217233304800327,1.189173822211576,1.040935538428445,27.887269726254626
2024-05-14,10.269034674636348,6.523217277324022,5.054054980712894,0.0,0.0,0.0,3.1829176479676597,0.627935784973684,1.189173822211576,1.040935538428445,27.887269726254626
2024-05-16,10.271583373915794,6.523217277324022,5.054054980712894,0.0,0.0,0.0,3.1829176479676597,0.627935784973684,1.189173822211576,1.040935538428445,27.889818425534074
2024-05-20,10.271583373915794,6.5120667179764435,5.054054980712894,0.0,0.0,0.0,3.182838001115177,0.6854408124662005,1.189173822211576,1.040935538428445,27.936093246826527
2024-05-27,10.343424834855199,6.502110861416105,5.054054980712894,0.0,4.177098930875131,0.0,3.182838001115177,0.6854408124662005,1.188855234801645,1.040935538428445,32.17475919467079
2024-05-30,10.384044729621381,6.502110861416105,5.054054980712894,0.0,4.177098930875131,0.0,3.182838001115177,0.6854408124662005,1.188855234801645,0.996492594743093,32.170936145751625
2024-06-06,10.384044729621381,6.502110861416105,5.053895687007929,0.0,4.177098930875131,0.0,3.182838001115177,0.6854408124662005,1.188855234801645,0.996492594743093,32.170776852046664
2024-06-07,10.384044729621381,6.502110861416105,5.053736393302962,0.0,4.177098930875131,0.0,3.182838001115177,0.6854408124662005,1.188855234801645,0.996492594743093,32.1706175583417
2024-06-13,10.384044729621381,6.502110861416105,5.053417805893032,0.0,4.173116588250996,0.0,3.182838001115177,0.6854408124662005,1.188855234801645,0.996492594743093,32.16631662830763
2024-06-17,10.384044729621381,6.500040043251554,5.02984233755815,0.0,4.173116588250996,0.0,3.182838001115177,0.7563265111758122,1.188855234801645,0.996492594743093,32.211556040517806
2024-06-18,10.384044729621381,6.500040043251554,5.012479323716919,0.0,4.173116588250996,0.0,3.182838001115177,0.7849993780695877,1.188536647391714,0.9812003990664127,32.20725511048374
2024-06-20,10.384044729621381,6.4998807495465885,5.012479323716919,0.0,4.173116588250996,0.0,3.182838001115177,0.785477259184484,1.188536647391714,0.9676604341443521,32.19403373297161
2024-06-25,10.384044729621381,6.4998807495465885,5.012479323716919,0.0,4.173116588250996,0.0,3.182838001115177,0.7873887836440691,1.1880587662768178,0.9676604341443521,32.1954673763163
2024-06-26,10.384044729621381,6.502588742531001,5.012479323716919,0.0,4.173116588250996,2.830729660203366,3.182838001115177,0.8128757764385361,1.1878994725718526,0.9676604341443521,35.05423272859358
2024-06-28,10.384044729621381,6.502588742531001,5.012320030011954,0.0,4.173116588250996,2.830729660203366,3.182838001115177,0.8128757764385361,1.1878994725718526,0.9676604341443521,35.054073434888615
2024-07-02,10.383726142211449,6.502588742531001,5.0121607363069876,0.0,4.173116588250996,2.830729660203366,3.182838001115177,0.8128757764385361,1.1878994725718526,0.9676604341443521,35.05359555377372
