date,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CLSA LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-03-01,46.53616037976545,26.312227837909724,11.085484637858725,6.829758895110852,3.4229046750356487,0.0,1.8946395660245696,2.3394108577135584,1.5794131505814692,0.0
2024-03-04,46.54312953409469,26.190358888425873,11.106840342874396,6.840556093951973,3.464656849784192,0.0,1.8946602131182328,2.342932423714172,1.6168656540364645,0.0
2024-03-05,45.86824832306892,25.770775452259482,10.936358455882782,6.733049128666019,3.4736520757590297,0.0,1.8670760925807355,2.3174568403921523,1.5993703229571183,1.434013308433766
2024-03-06,45.87042344427796,25.650036172623103,10.996826365027678,6.73482645289346,3.530368927502623,0.0,1.8681447553689743,2.3189322954528073,1.596049741660592,1.434391845192796
2024-03-07,45.88644755212016,25.624903052091486,11.035004437502554,6.732912853502191,3.501954247348153,0.0,1.869053067098742,2.3214394629736135,1.5945888663648224,1.4336964609982785
2024-03-08,45.89935827310458,25.600728016917135,11.028369951337494,6.733519041223516,3.5229146675233447,0.0,1.8697970430767763,2.3171868062607164,1.5943006588452928,1.43382554171114
2024-03-11,45.90708988174057,25.625752957107135,11.000775382312213,6.727997402323147,3.5283280413645834,0.0,1.8682637669360773,2.316580919953298,1.5925618761366618,1.4326497721263232
2024-03-12,45.9527439173976,25.60966624177729,11.035223739154123,6.726642754954419,3.4669749413277473,0.0,1.8678876017200956,2.3171209320956825,1.5913785560450284,1.4323613155280122
2024-03-13,46.02946876768772,25.635176757468404,11.01273692947234,6.726168570125823,3.3837519464398995,0.0,1.8683309978584848,2.3232833615784783,1.5888223260538195,1.4322603433150327
2024-03-14,46.18362186596674,25.839385898781984,11.035028983672026,6.754067597522131,2.9595465847648534,0.0,1.8731932466101906,2.3245468503654805,1.5924078515529774,1.4382011207636187
2024-03-15,45.99495491307981,25.809215746974072,11.017845885579746,6.811895010996466,3.1644460696393186,0.0,1.8656970080127109,2.302725906663339,1.6003320827048189,1.4328873763497136
2024-03-18,45.87119689939049,25.924378854094567,11.023004576345667,6.771793778854117,3.2091860945175994,0.0,1.8643801111192393,2.3085744397176287,1.5956092690646426,1.431875976896048
2024-03-19,45.89989266907823,25.847439229539145,11.030261568423168,6.729428834375206,3.2901544717159212,0.0,1.8668554815859966,2.310214780633636,1.5921404232138292,1.433612541434875
2024-03-20,45.91740068680312,25.82977461266666,11.03574421875021,6.724843432085581,3.292781306511103,0.0,1.8658550949381996,2.308155811647024,1.5929316232181054,1.4325132133799994
2024-03-21,45.80267175569997,25.94117926236244,10.994932628650158,6.722258109837339,3.3244978347015985,0.0,1.8664148812058998,2.308507765324519,1.6076976721688612,1.4318400900492136
2024-03-22,45.876267841350604,25.8389974887861,11.062733443616606,6.724450222963914,3.27923765186891,0.0,1.8672629329806918,2.315305433928724,1.6032543024878225,1.432490682016633
2024-03-25,45.72386386607557,25.88656027946092,10.920125277190383,6.724470593042343,3.5011621116945473,0.0,1.8680031610640837,2.331320838107139,1.611876377317258,1.4326174960477571
2024-03-26,45.819744400133885,25.795434314148473,10.91752061188722,6.739543086976705,3.458329746755109,0.0,1.8701914699335995,2.3317495155468047,1.633191090760967,1.4342957638572396
2024-03-27,45.82679779851006,25.81798128715263,10.89759969074391,6.971082339513342,3.19382378829107,0.0,1.872806711912327,2.34746994382091,1.637241278030716,1.4351971620250379
2024-03-28,45.96923706257135,25.87202442423432,10.89029329689445,6.747933086732169,3.211178762245452,0.0,1.8759631781479065,2.3492629258965207,1.6464911909859128,1.4376160722919202
2024-04-02,45.966593581139975,25.680042154715117,11.088674980343935,6.751571214187657,3.1971019979773696,0.0,1.8709135566921609,2.345478656092999,1.6612327002567564,1.4383911585940266
2024-04-03,45.99200106344623,25.596147458827463,11.134895394018429,6.744865139586703,3.2158448955954775,0.0,1.8690552506053126,2.3415631439956406,1.6686651936453547,1.4369624602793862
2024-04-05,45.86720921973345,25.670951966701743,11.183076396127085,6.752831742659218,3.1954377926807713,0.0,1.868579445011102,2.3452571393311428,1.679006318990311,1.4376499787651729
2024-04-08,45.846483418096604,25.671628427273095,11.175459437938006,6.743277033110886,3.258146326748892,0.0,1.8650718771104333,2.3381959343929344,1.6668414627203265,1.4348960826088166
2024-04-09,45.80560436039768,25.663203038515498,11.171791669429428,6.755822713381746,3.27190000655119,0.0,1.8661867146726883,2.3433289589369872,1.6858665223073561,1.4362960158074298
2024-04-10,46.122820695792356,25.626418981670334,11.067580809857407,6.694686833583365,3.220457938113256,0.0,1.8523192676109377,2.3226031442014468,1.667554407032281,1.42555792213862
2024-04-11,46.067106080945905,25.786893618502194,11.14639468818728,6.790113102998943,2.920783517843794,0.0,1.8626507654173896,2.335600963630523,1.6555079353989675,1.4349493270749996
2024-04-12,46.00013459088899,25.82849815188071,11.143186180680802,6.734580491102879,3.004493428342898,0.0,1.8619466428878972,2.3359058551884955,1.6557295583640288,1.4355251006633027
2024-04-15,46.004559562164346,25.7369960313451,11.174119373720028,6.733791942510396,3.057814594634772,0.0,1.8614419212450792,2.3349142392489397,1.6610044912428643,1.435357843888477
2024-04-16,45.9287435352398,25.77485888365177,11.165053474707081,6.732562207980257,3.1223106573111576,0.0,1.8604345870451022,2.3181873915525837,1.6626025008741403,1.435246761638108
2024-04-17,45.99057460412186,25.83341862941338,11.168947552728127,6.736555986766558,3.0117656879307098,0.0,1.8594300986307413,2.321106006882858,1.6437295923034894,1.4344718412222794
2024-04-18,45.87755722283185,25.89705367136939,11.1928399092009,6.7237638823096395,3.0477221526148455,0.0,1.8580013665308717,2.3171671657458597,1.6525249946877658,1.4333696347088845
2024-04-19,45.84434321411332,25.919468577731248,11.203659968567976,6.722496526843861,3.052348481650866,0.0,1.8559271822010053,2.31960369112648,1.649052897451651,1.4330994603135865
2024-04-22,45.813523657191766,25.944805449040402,11.206534631119219,6.728411749822811,3.055783997564528,0.0,1.8550475081637277,2.318504243279912,1.6443941804773816,1.432994583340254
2024-04-23,45.800762115612606,25.887302849681294,11.292974335100993,6.718825840326104,3.0479553527047267,0.0,1.8547400606176458,2.313382095191557,1.6513002657456224,1.4327570850194524
2024-04-24,45.731144236926866,25.916446092808563,11.263578129714068,6.719532608432013,3.1256897405218163,0.0,1.855796689835927,2.312045982416194,1.642858719447932,1.432907799896616
2024-04-25,45.81225503263724,25.771490047261956,11.314364108111347,6.734964271427551,3.1321657845702613,0.0,1.8552950293112713,2.3221871398637033,1.6247581317637119,1.432520455052961
2024-04-26,45.81349995706695,25.736921354421987,11.333251953371281,6.7324553285015325,3.1348733451050395,0.0,1.8546038854310856,2.329931779778292,1.6320451053899663,1.4324172909338633
