date,MIRAE ASSET SECURITIES (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD
2024-11-26,78.1248632803955,21.875136719604498,0.0,0.0,0.0,0.0
2024-12-03,78.1248632803955,21.820448877805486,0.0,0.0,0.0,0.05468784179901125
2024-12-05,87.71921206464607,12.219383995677163,0.0,0.0,0.0,0.061403939676769666
2024-12-10,87.66538206632465,12.273251675298853,0.0,0.0,0.0,0.06136625837649427
2024-12-13,87.66538206632465,12.211885416922359,0.0,0.0,0.06136625837649427,0.06136625837649427
2024-12-23,87.61161809439702,12.265724659012854,0.0,0.0,0.06132862329506427,0.06132862329506427
2025-01-02,87.61161809439702,12.143067412422726,0.0,0.12265724659012854,0.06132862329506427,0.06132862329506427
2025-02-13,87.61161809439702,11.89775291924247,0.24531449318025708,0.12265724659012854,0.06132862329506427,0.06132862329506427
2025-02-20,87.61161809439702,11.77509567265234,0.3679717397703856,0.12265724659012854,0.06132862329506427,0.06132862329506427
2025-04-10,85.30957385820753,14.093254347410664,0.3583030766290846,0.11943435887636156,0.05971717943818078,0.05971717943818078
2025-04-14,85.2078064608484,14.195734122250322,0.35787565014076445,0.11929188338025482,0.05964594169012741,0.05964594169012741
