date,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,VALUABLE CAPITAL LTD
2024-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2024-03-14,68.13559322033899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.864406779661014
2024-03-18,68.27004219409282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.729957805907173
2024-03-26,50.0,0.0,0.0,27.85630153121319,0.0,0.0,0.0,0.0,22.143698468786805
2024-03-28,52.06124852767962,0.0,0.0,27.85630153121319,0.0,0.0,0.0,0.0,20.082449941107186
2024-04-02,52.59172976121141,0.0,0.0,27.548048922539316,0.0,0.0,0.0,0.0,19.860221316249273
2024-04-09,30.536451169188446,0.0,41.47180192572215,16.26547455295736,0.0,0.0,0.0,0.0,11.72627235213205
2024-04-11,30.570839064649242,0.0,41.47180192572215,16.26547455295736,0.0,0.0,0.0,0.0,11.691884456671252
2024-05-06,30.48696844993141,0.0,41.63237311385459,16.22085048010974,0.0,0.0,0.0,0.0,11.659807956104252
2024-05-13,33.129667345553294,0.0,39.27359131025119,16.055668703326546,0.0,0.0,0.0,0.0,11.541072640868975
2024-05-14,31.66936790923825,4.473257698541329,37.50405186385738,15.332252836304699,0.0,0.0,0.0,0.0,11.021069692058347
2024-05-16,34.28927680798005,4.301745635910224,36.066084788029926,14.74438902743142,0.0,0.0,0.0,0.0,10.598503740648379
2024-05-20,31.703789412785653,3.991900491755858,33.23691061614117,13.68238356956899,0.0,0.0,7.549898756146948,0.0,9.835117153601388
2024-05-21,25.527569775357385,3.1313818924438395,26.07215793056501,10.732924892216927,20.89857045609258,0.0,5.922396187882914,0.0,7.714998865441343
2024-05-22,25.804988662131517,3.1292517006802725,26.05442176870748,10.72562358276644,20.657596371882086,0.0,5.918367346938775,0.0,7.709750566893423
2024-05-24,25.573472632296163,3.1342266636384286,26.209402679990916,10.742675448557803,20.69043833749716,0.0,5.92777651601181,0.0,7.722007722007722
2024-05-28,24.949244304083013,3.113016016241823,27.15993683735619,10.669975186104217,20.550417324610873,0.0,5.887660726370403,0.0,7.669749605233476
2024-06-07,25.45373067443424,3.092090522070356,26.977369482410936,10.598252296661439,20.41227873627605,0.0,5.8480842482635,0.0,7.618194039883486
2024-06-11,23.550797818622502,2.7873156937992327,24.3183195314078,9.55362553019592,18.400323167036962,9.25065643304383,5.271662290446375,0.0,6.867299535447384
2024-06-12,23.404684975767367,2.7867528271405493,24.31340872374798,9.71324717285945,18.396607431340872,9.248788368336026,5.27059773828756,0.0,6.8659127625201934
2024-06-19,21.73668417104276,2.5881470367591897,22.543135783945985,9.021005251312829,17.273068267066765,8.589647411852964,4.894973743435859,6.976744186046512,6.3765941485371345
2024-06-25,21.75135945996625,2.5876617288580537,22.538908681792613,9.019313707106694,17.26982936433527,8.588036752297018,4.894055878492406,6.975435964747796,6.3753984624039
2024-06-26,21.960344182566406,2.581369248035915,22.48410026187804,8.997381219603442,17.22783389450056,8.567153011597457,4.882154882154882,6.958473625140292,6.341189674523008
2024-07-08,21.85802584753699,2.584753699194606,22.513579321970408,9.009177748642069,17.250421427233565,8.578385465442967,4.888555909346319,6.96759692826372,6.349503652369358
2024-07-09,21.910112359550563,2.584269662921348,22.50936329588015,9.00749063670412,17.209737827715355,8.576779026217228,4.8876404494382015,6.96629213483146,6.348314606741573
2024-07-16,22.542595019659238,2.583785807901142,22.505148848530236,9.005804156524995,17.206515633776444,7.957311364912938,4.886725332334769,6.964987829994383,6.3471260063658494
2024-07-17,23.304218546738525,2.5645790745214647,22.337855417208697,8.938858948150902,17.078609923805985,7.898160193272625,4.664560490615127,6.913213157405687,6.2999442482809895
2024-07-22,22.505110574242707,2.5645790745214647,23.136963389704515,8.938858948150902,17.078609923805985,7.898160193272625,4.664560490615127,6.913213157405687,6.2999442482809895
2024-07-26,23.15554729604163,1.9141423527225425,23.136963389704515,8.938858948150902,17.078609923805985,7.898160193272625,4.664560490615127,6.913213157405687,6.2999442482809895
2024-08-01,23.126975274214537,1.9148540620933259,23.145566090351366,8.942182561814464,17.084960029745304,7.901096858152074,4.66629485034393,6.915783602900167,6.30228667038483
2024-08-02,23.226884515410323,1.9123653917564054,23.115484589676942,8.930560712959524,17.062755291496472,7.890828072781285,4.660230226513183,6.906795395469737,6.294095803936131
2024-08-05,23.56108429261047,1.9123653917564054,23.115484589676942,8.930560712959524,17.062755291496472,7.556628295581136,4.660230226513183,6.906795395469737,6.294095803936131
2024-08-06,23.18975120683253,1.9123653917564054,23.486817675454883,8.930560712959524,17.062755291496472,7.556628295581136,4.660230226513183,6.906795395469737,6.294095803936131
