date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,BOCI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,99.05863211458569,0.9413678854143048,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,99.5710041167732,0.4289958832268058,0.0,0.0
2024-03-08,0.0,0.0,0.0,16.346226345046734,0.0,83.29490240980965,0.35887124514361973,0.0,0.0
2024-03-13,0.0,0.0,0.0,16.299431167780224,0.0,83.34272494612391,0.3578438860958577,0.0,0.0
2024-03-15,0.0,0.0,0.0,13.031968478137657,20.046482947831326,66.63543980154122,0.28610877248979466,0.0,0.0
2024-03-18,0.0,67.58415656352128,0.0,4.22442249856436,6.498236526889406,21.600439839276625,0.09274457174832292,0.0,0.0
2024-03-19,0.0,67.6594571320385,0.0,4.229129243931521,6.282641725688996,21.735923992921943,0.09284790541903272,0.0,0.0
2024-03-21,0.0,67.65160549470298,0.0,4.228638468650785,6.274949862843352,21.751969043050266,0.09283713075261335,0.0,0.0
2024-03-25,0.0,67.6513051787019,0.0,4.228677726481486,6.275008118218266,21.752170983964447,0.09283799263389944,0.0,0.0
2024-03-26,0.0,67.6513051787019,0.0,4.191542529427926,6.275008118218266,21.789306181018006,0.09283799263389944,0.0,0.0
2024-04-02,0.0,66.88757262323568,0.0,4.145360891360291,6.205871242771464,22.66938012178027,0.09181512085229553,0.0,0.0
2024-04-03,76.5027771118177,15.695231801140142,0.0,0.9767350595885728,1.46223505672104,5.341387378414046,0.021633592318513646,0.0,0.0
2024-04-08,76.4867266899867,15.691290041345038,0.0,0.9549010852444669,1.4619282771456772,5.344592556333968,0.060561349944155185,0.0,0.0
2024-04-10,76.22334214180367,15.635058003755233,0.3249972681195065,0.9516128520858433,1.4568940792473584,5.326188276838808,0.081907378149589,0.0,0.0
2024-04-11,76.24306278193386,15.639103134074148,0.3250813519970668,0.9518590550739561,1.4572710095030694,5.327566277846397,0.056056389571502996,0.0,0.0
2024-04-12,76.25950444535586,15.64247567526767,0.3251514551379858,0.9520643215682136,1.4575852670706255,5.324402196970853,0.038816638628797584,0.0,0.0
2024-04-15,76.27266288265528,15.645174755688895,0.3252075594238236,0.9522285985166609,1.4578367707288884,5.325320912781759,0.021568520204685516,0.0,0.0
2024-04-16,76.27266288265528,15.645174755688895,0.3252075594238236,0.9479148944757237,1.4578367707288884,5.3296346168226965,0.021568520204685516,0.0,0.0
2024-04-17,76.23648810150834,15.63775452475159,0.32505331920400093,0.9474653151302859,1.4571453444152405,5.327106864957611,0.06898653003292259,0.0,0.0
2024-04-18,76.25621554539805,15.641801050668905,0.3251374320910901,0.9477104873477782,1.4575224047145399,5.324172567545796,0.04744051223384177,0.0,0.0
2024-04-25,76.25631420826915,15.641691905177618,0.32513785276489776,0.9477117135276639,1.4575242905063288,5.324179456140358,0.04744057361398121,0.0,0.0
2024-05-09,76.2431614107729,15.638994003918377,0.32508177252577025,0.9475482508638533,1.457272894644387,5.318949098552691,0.06899256872202622,0.0,0.0
2024-05-10,76.2628923089175,15.643041204900943,0.3251659001409385,0.9477934660107459,1.4576500209665526,5.294446675817405,0.06901042324590745,0.0,0.0
2024-05-13,75.83944768688292,15.556184262160698,0.32336043817227905,0.9425309060181865,1.4495565164652198,5.265049613843378,0.04289202967158236,0.580978546785737,0.0
2024-05-14,75.80368257505845,15.548848123954691,0.3232079446799927,0.942086418033636,1.4488729203620239,5.266853850242711,0.08574360445367459,0.5807045632148229,0.0
2024-05-16,75.79393430737359,15.546848559704587,0.32316638050453866,0.9805449268532539,1.4486865969462053,5.261889909909357,0.06429943344247441,0.5806298852659985,0.0
2024-05-17,75.79230983984625,15.54437208048384,0.32315945418126685,0.9805239111425994,1.4486555477025482,5.266063670502026,0.06429805533296462,0.5806174408085016,0.0
2024-05-20,75.76308132707406,15.538377555724663,0.32303483111259473,0.9801457823361174,1.4480968888192396,5.2811724038981245,0.08569767927920761,0.5803935317559832,0.0
2024-05-21,75.7716202164643,15.540128810886516,0.3230712388014551,0.9802562498128232,1.4482600967952532,5.281767619222234,0.085707337848943,0.5691884301684799,0.0
2024-05-22,75.75035773254406,15.535768052359566,0.3229805808875755,0.9799811773953427,1.4459258225601468,5.310274638348677,0.08568328727581742,0.5690287086288128,0.0
2024-05-24,75.78932100152694,15.543759094614664,0.3231467105221549,0.9804852445886334,1.4466695549785813,5.261569637479806,0.08572735968774255,0.5693213966014764,0.0
2024-05-27,75.78997072893507,15.543892348299696,0.32314948079733224,0.9804936501018149,1.4458246760549087,5.261614743913775,0.08572809461206277,0.5693262772853317,0.0
2024-05-28,75.80296761689456,15.5465579018731,0.32320489627718646,0.980661790635355,1.4460726141546734,5.262517035030329,0.06859423659605972,0.5694239085387428,0.0
2024-05-30,75.80329259620625,15.546624552425778,0.3232062819076972,0.9806659948875597,1.4456500978800009,5.262539596273213,0.06859453067040135,0.5694263497491028,0.0
2024-05-31,75.82279645546993,15.550624631669182,0.3232894414858575,0.9809183160057312,1.446022057396374,5.263893624945847,0.04288261234150391,0.5695728606855828,0.0
2024-06-03,75.82279645546993,15.550624631669182,0.3232894414858575,0.9723417935374303,1.446022057396374,5.272470147414148,0.04288261234150391,0.5695728606855828,0.0
2024-06-06,75.82305657472925,15.550677979964819,0.32329055056932576,0.9723451292733696,1.4460270181496584,5.272488235259673,0.04288275945548389,0.569231752598417,0.0
2024-06-07,75.82308908976216,15.55068464852751,0.32329068920529436,0.9723455462419712,1.4459847554683674,5.272490496249089,0.042882777844802364,0.5692319967008049,0.0
2024-06-11,75.82265013917086,15.55059462341374,0.32328881762975065,0.9723399171960224,1.4459763844580187,5.272459973055577,0.04288252959033374,0.5698076154857022,0.0
2024-06-18,75.82915363101964,15.551928435476384,0.323316546892529,0.9724233171393655,1.4461004093452074,5.264334963137171,0.04288620772847761,0.5698564892612281,0.0
2024-06-19,75.84606793218822,15.555097147485302,0.3233886652425971,0.9726402239629531,1.4458653285850487,5.265509215291588,0.02144788692061464,0.5699836003236718,0.0
2024-06-20,75.84673625808804,15.56822632597275,0.3233940754158541,0.9597875484341336,1.4448171050926528,5.265597305321335,0.021448245735863004,0.5699931359393654,0.0
2024-06-27,75.85649819097122,15.55735944694175,0.3234356981858607,0.9599110788863607,1.4450030617772014,5.266275019485719,0.021451006254583585,0.57006649749731,0.0
2024-06-28,75.84348283877327,15.55469013689843,0.3233802035397108,0.9597463786817855,1.444755130166533,5.269660904504459,0.03431572115334101,0.5699686862824751,0.0
