date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,SHANGHAI COMMERCIAL BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,40.88719623097085,12.702280656433384,0.0,2.3513326860511334,3.076125380131052,0.8760228506245233,0.38627527375228893,0.523268204148122,0.12487221804181675,0.23143116141495315,61.15880466156812
2024-03-04,40.882423815753135,12.656178942672259,0.0,2.350662014458713,3.135906321276056,0.8940261911835563,0.39178857149475477,0.5168758655328658,0.1268842328190777,0.21390688995778076,61.168652845148195
2024-03-05,40.884528047874355,12.447679761598113,0.0,2.349446422197451,3.468400859201904,0.8384442829617219,0.39505687991554256,0.5171273673800234,0.12652793853560443,0.16387545983481694,61.191087019499534
2024-03-06,40.88570243574966,12.412898774732168,7.88548420717771,2.3521500670543953,3.495673509922804,0.8401419204300358,0.4173986273380446,0.5160165675550772,0.12812078356760268,0.1681332603562719,69.10172015388378
2024-03-07,40.88750486565429,12.385064729971438,7.885735709024868,2.380444024859628,3.494238566133846,0.8489654435678158,0.5018822894957424,0.5149057677301311,0.13151605850423057,0.16168638775715702,69.19194384269915
2024-03-08,40.889391213341916,12.34423034514626,7.885861459948447,2.418001634035166,3.483926235894842,0.8474773909721333,0.505843443588475,0.5181543751728915,0.1318304358131776,0.1721669308149349,69.19688346472824
2024-03-11,40.893687787064806,12.379451669829601,7.886595007002656,2.4338672088933597,3.4945735246772855,0.8567200838551758,0.5073105376968945,0.512244123681662,0.1351628352880161,0.17107117918384365,69.2706839571733
2024-03-12,40.89106311378787,12.384985800308405,7.886238712719183,2.4292144247209437,3.4814644938978887,0.8535134353039162,0.5149813440352019,0.5204808091760741,0.13568679746959447,0.17032350610921856,69.26795243752831
2024-03-13,40.89603027526923,12.35952840608634,7.886196795744657,2.430492892443995,3.5342618575019435,0.851480462039392,0.5159663929365693,0.520459850688811,0.13524666923706866,0.17115736048346966,69.30082096243149
2024-03-14,40.88903014052335,12.306014220300913,7.88581954297392,2.416702207824852,3.544108406320011,0.8463875496344501,0.5173525872841531,0.5203969752270216,0.13322287578996578,0.18168753323908668,69.24072203911771
2024-03-15,40.88764436534551,12.268548618884461,7.88581954297392,2.4256724403734737,3.5960446695163726,0.853492476816653,0.5355416200403376,0.5205227261506004,0.1367439016501725,0.18344792041826644,69.29347828216976
2024-03-18,40.8887159308823,12.249467089906661,7.885714750537605,2.4234717992108443,3.594039151870163,0.8487139417206582,0.5465029088789571,0.5323013959924824,0.13498338872006913,0.18908562774112625,69.29299598546088
2024-03-19,40.88637922722036,12.297126689943031,7.886343505155498,2.375770282199949,3.5364932238069002,0.8565314574698076,0.56911711663588,0.5311067622184836,0.136513358290278,0.18966244722758224,69.26504407016778
2024-03-20,40.885831581948175,12.271656888296507,7.886322546668236,2.3761894519452116,3.575381487338775,0.8568039178042284,0.5687817808396699,0.526977940227646,0.1358007697233314,0.19375354394134622,69.27749990873312
2024-03-21,40.88607838909418,12.285082434150551,7.889801655553915,2.388387291532356,3.560442529119459,0.8611423246676974,0.5720060345202306,0.5179364488223295,0.13925892012174873,0.17536540555616195,69.27550143313863
2024-03-22,40.88173998223071,12.286357297013794,7.8898435725284415,2.384006967694361,3.481910197088027,0.8622950414671697,0.557799533513787,0.5188376637746444,0.13915412768543303,0.17710768460234638,69.17905206759872
