date,ZHONGTAI INTERNATIONAL SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,HAITONG INTERNATIONAL SECURITIES CO LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-06-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-06-11,0.0,0.0,0.0,0.0,58.47006818011538,34.4197197872181,0.0,0.0,0.0,7.110212032666517
2024-07-08,0.0,0.0,0.0,0.0,58.51829634073186,34.36562687462508,0.0,0.0,0.0,7.116076784643072
2024-09-13,0.0,0.0,0.0,0.0,22.748075355127508,13.359101659732108,0.0,0.0,61.12655908047405,2.7662639046663258
2024-09-23,0.0,0.0,0.0,0.0,22.72555263876019,13.34587490305458,0.0,0.0,61.16504741280038,2.7635250453848563
2024-09-24,0.0,53.42728002827547,0.0,0.0,10.583907992476638,6.215536946376272,0.0,0.0,28.486226252136053,1.2870487807355624
2024-10-02,0.0,53.37009874565221,0.0,0.0,10.572580419112315,6.208884682315703,0.0,0.0,28.562764853876004,1.2856712990437709
2024-10-14,0.0,51.84905156464396,0.0,0.0,10.271262002612591,6.031931542538891,0.0,0.0,30.598725207928894,1.2490296822756726
2024-10-15,0.0,50.891228005991394,0.0,0.0,10.081517804284694,5.920501806386053,1.9765148949968712,0.0,30.03346549758782,1.0967719907531657
2024-10-17,0.0,50.87808273953864,0.0,0.0,10.07891373590242,5.918972533526498,2.001834481118497,0.0,30.025707816707747,1.0964886932061961
2024-10-22,0.0,50.91556466456674,0.0,0.0,10.086338879867608,5.923333045416868,2.009771522064855,0.0,30.04782778013213,1.0171641079517948
2024-10-24,0.0,50.9254375096525,0.0,0.0,10.08829468379317,5.924481616584329,2.010161229279649,0.0,30.053654241073712,0.997970719616649
2024-11-14,0.0,50.892542906241054,0.0,0.0,10.081778285133696,5.920654777135793,2.073456451517117,0.0,30.034241486158503,0.9973260938138406
2024-11-26,0.0,41.87506781088082,0.0,17.71653101797644,8.29542257540578,4.857775649616148,1.659297109201489,0.0,24.71257726693442,0.8833285699849055
2024-12-05,0.0,41.87284233086052,0.0,17.715589460437055,8.316239991507741,4.8575174797022465,1.6592089246860409,0.0,24.711263899581656,0.8673379132247339
2024-12-09,0.0,41.848822210923316,0.0,17.70542701241799,8.2902233398278,4.936528429033802,1.658257128840492,0.0,24.697088422359982,0.8636534565966174
2024-12-10,0.0,41.92141148799261,0.0,17.73613813113375,8.19606023195489,4.853574489476273,1.6877371498156915,0.0,24.739926994620387,0.8651515150064041
2024-12-11,0.0,41.970093448664144,0.0,17.756734526825536,8.099039771580232,4.850687724283714,1.688631680867491,0.0,24.76865666068408,0.8661561870948076
2024-12-12,0.0,41.9835120016812,0.0,17.762411656993223,8.078183257935358,4.852238571685974,1.6806457780691368,0.0,24.776575621669224,0.86643311196589
2024-12-17,0.0,41.99425302347657,0.0,17.76695597550422,8.080249972659868,4.853479963788968,1.6810757528871516,0.0,24.782914437220345,0.8410708744628805
2024-12-18,0.0,42.0144072597431,0.0,17.775482842936945,8.062797761600967,4.855809286847778,1.672283980183904,0.0,24.79480846264001,0.8244104060472944
2025-01-03,0.0,41.97322367709786,0.0,17.758058865914126,8.063418101472257,4.85104950000042,1.6706447652098968,0.0,24.77050396544263,0.9131011248628071
2025-01-06,0.0,41.99067207226956,0.0,17.765440944330557,8.067835993738404,4.853066095850305,1.6287030517151913,0.0,24.78080113835258,0.9134807037434023
2025-01-07,0.0,41.9991778287675,0.0,17.76903956534074,8.060941270387072,4.854049147476834,1.6173056351246118,0.0,24.785820811768236,0.9136657411349983
2025-01-15,0.0,34.71176957394626,17.351311695986833,14.685878124975247,6.662262224931771,4.011807950021737,1.3366818932973807,0.0,20.485155786309555,0.7551327505312165
2025-01-17,0.0,34.71176957394626,17.317828563524536,14.685878124975247,6.662262224931771,4.011807950021737,1.3366818932973807,0.0,20.51863891877185,0.7551327505312165
2025-02-05,0.0,36.46885602790151,18.194445410040117,15.429267408626165,6.9995014625680945,4.214882973029035,14.644241983383772,0.0,3.2554476714410128,0.7933570630102973
2025-02-06,0.0,36.43849679229348,18.17929907656209,15.416423003412048,6.993674586236184,4.21137420858793,14.71529810771478,0.0,3.252737608290382,0.7926966169031093
2025-02-07,32.92583053837322,24.54662352000831,12.246400087074434,10.38520149848731,4.696924995235936,2.8369726059046454,9.636858845359377,0.0,2.19119152843217,0.533996381124595
2025-02-10,33.011072183088345,24.6194903977133,12.282753638378296,10.416030064661193,4.710867860287758,2.845394185180441,9.381114015757435,0.0,2.1976961006394364,0.5355815542937926
2025-02-11,32.789759260706205,24.454436341387662,12.200407567110668,10.346198886793198,4.6743191706697536,2.8325256807126276,9.987399885379238,0.0,2.1829623002998786,0.5319909069407674
2025-02-12,32.68398425197756,24.370474808101374,12.158518851633772,10.310676386495373,4.502994745143087,2.8166142429779466,10.352743104817907,0.0,2.168662436540577,0.6353311723123987
2025-02-13,33.57494047854956,25.024860250678532,12.484994137916013,10.587534206606605,4.794151356408475,3.4880992577234573,3.2664007254077614,2.9475105729078206,2.313286973015204,1.5182220407865714
2025-02-14,33.27939792384637,24.804579558467,12.37509529638772,10.494337707585943,4.7141721015597255,3.464951125268221,3.4756551356497516,2.915268709793179,2.2929243236099635,2.1836181178321263
2025-02-17,33.163314793444925,24.868622702108937,12.407046654554508,10.521433122593873,4.69099235219266,3.461271843234068,3.498516971585483,2.9227956655432674,2.298844443379416,2.167161451362859
2025-02-18,33.12782128731103,24.936943103229638,12.441131952092539,10.55033816248735,4.703879695532699,3.4707808330784267,3.367600589454173,2.9308253250324845,2.3051599509315275,2.1655191008501364
2025-02-19,34.08921799237377,24.697899869320068,12.321872410014235,10.449203595080252,4.649384643974029,3.386728134674718,3.1735686445248836,2.902730704099212,2.2604930721316228,2.068900933807214
2025-02-20,34.08387585884406,24.694029452608405,12.319941444986963,10.447566096651965,4.648656037245513,3.3485869135606166,3.159907643440485,2.9022758161335935,2.2601388294547444,2.135021907073654
2025-02-21,34.02163056755486,24.67979675906662,12.312840702219335,10.441544519379754,4.645976729808619,3.3529217176288735,3.252058414837721,2.900603055422587,2.2588361719284284,2.133791362153203
2025-02-24,33.99671159786241,24.661720167874616,12.303822224881005,10.433896663381077,4.643825850420642,3.3692465256085056,3.2621968868349907,2.898478523516793,2.257181698901431,2.172919860718529
2025-02-25,33.985533484153294,24.657243739685786,12.301588918515392,10.432002773221535,4.656126995259795,3.368634962829441,3.2659861085180277,2.8979524113527155,2.256771990587676,2.178158615876339
2025-02-27,33.981279655586604,24.654157494538435,12.30004917954435,10.430697042610445,4.668060793234014,3.3682133247332704,3.240544146315287,2.897589686643449,2.256489519777955,2.202919157016186
2025-02-28,33.95599137671158,24.635810298185923,12.290895696303537,10.422934698803859,4.664586903364612,3.365706758802566,3.2381325895725914,2.895433350660699,2.254810279418761,2.275698048175871
2025-03-03,33.96788705310338,24.644440870143185,12.306462007968058,10.42658612682003,4.667472196088332,3.366885854355637,3.273048455962225,2.896447697076663,2.255600198732596,2.195169539749894
2025-03-04,33.964487438021834,24.641974375458737,12.305230337779761,10.425542600639249,4.66825610059223,3.3665488856207135,3.2727208787750968,2.896157811301357,2.255374451030316,2.2037071207807086
2025-03-05,33.960451278845404,24.639046054188405,12.315651518135933,10.424303684565112,4.667701349847569,3.366148822843309,3.2723319660193595,2.8958136472992417,2.2551064343171707,2.2034452439384946
2025-03-06,33.96130091684692,24.639662485038414,12.31595963670177,10.42456448453143,4.6678181285209135,3.366233038684116,3.2724138347074128,2.89588609608091,2.255162853594651,2.2009985252934605
2025-03-07,33.959176901550514,24.638121465742817,12.31518936919281,10.423912509082149,4.667526192792948,3.3660225069826675,3.2722091706676544,2.8957049809234023,2.255021810693831,2.207115092371206
2025-03-10,33.963212757798175,24.641049567231747,12.316652959847579,10.425151332171023,4.668706398471502,3.3664225397338723,3.272598054234043,2.8960491190947284,2.2552898072913248,2.1948674641260046
2025-03-11,33.96469989402811,24.642128516912283,12.317192265153551,10.42560781490601,4.668910825610995,3.3640678483569038,3.2727413504282863,2.89617592746234,2.2553885589378586,2.1930869982036643
