date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE BANK OF EAST ASIA LTD,TOTAL_CCASS_PCT
2024-03-01,24.190573112007318,4.172920214972158,0.0,1.5032036970033917,1.0228572941394496,0.2807463428552938,0.7453201196643046,0.5992728363793606,0.5013711976137737,0.3370874037728967,33.35335221840794
2024-03-04,24.171276919320725,4.162155840106369,0.0,1.5246773799753495,1.0249674806074993,0.2818053190018562,0.7430922691799701,0.6039524519710193,0.501253533597489,0.336969739756612,33.350150933516886
2024-03-05,24.137724554421077,4.144928416154093,0.0,1.5119696662166018,1.0323110095278438,0.28257013510770673,0.742739277131116,0.6040054007783475,0.500900541548635,0.336969739756612,33.294118740642034
2024-03-06,24.086585654991456,4.143146629955494,0.0,1.512204994249171,1.0342642321981697,0.2823936390832797,0.7470340137255075,0.6214322652382256,0.4967823009786705,0.3370874037728967,33.260931134192866
2024-03-07,24.121930160523135,4.118637333027407,0.0,1.5052823495150771,1.0023359837153003,0.2813934949448597,0.779162291036061,0.6903833787810596,0.4967823009786705,0.3370874037728967,33.33299469629446
2024-03-08,24.078582736923853,4.148485399366379,0.0,1.500575671199673,1.0448198710990702,0.27721642236675287,0.7842806757444455,0.6322868884045054,0.49713529302752457,0.3370874037728967,33.3004703619051
2024-03-11,24.12499460216325,3.999263070266009,0.0,1.496970563404726,1.0096372712537982,0.2771575903586105,0.7834139626004923,0.6366672844027522,0.49725295704380923,0.3370874037728967,33.162444705266346
2024-03-12,24.047696520969197,4.160916602686858,1.7252911154842905,1.4905974096266814,0.9903403725831076,0.2665089968848452,0.7848259307959089,0.6136716173801519,0.498723757247368,0.3370874037728967,34.91565972743131
2024-03-13,24.086814864495175,4.1593161367373535,1.7252911154842905,1.4800232974752243,0.9942938835302735,0.26692082094184166,0.7842411406349739,0.6092003847613332,0.4991355813043645,0.3370874037728967,34.94232462913773
2024-03-14,24.11041626587361,4.1714238816770655,1.7263500916308527,1.4599246361975695,0.9943410668008036,0.26509702868942875,0.7847640395233431,0.6091133133892825,0.49925324532064913,0.33826404393574366,34.95894761303835
