date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,PRIME CHINA SECURITIES LTD,BOCI SECURITIES LTD,PARTNERS CAPITAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,32.653179016535276,33.76152285390487,0.0,15.343182590284973,11.812243494696062,0.0,6.429872044578822,0.0,0.0
2024-03-05,0.0,32.40444948950598,33.3892159427774,0.0,15.196197281229814,12.234556089056007,0.0,6.775581197430798,0.0,0.0
2024-03-06,0.0,32.39442170522311,33.37888341560527,0.0,15.19149471134646,12.230770019821982,0.0,6.804430148003182,0.0,0.0
2024-03-07,0.0,32.451328021873884,33.4810279673574,0.0,15.229058373180843,12.252255449565542,0.0,6.586330188022334,0.0,0.0
2024-03-13,0.0,32.40795043929976,33.50252840567528,0.0,15.238837984204473,12.260123453582777,0.0,6.590559717237711,0.0,0.0
2024-03-14,0.0,32.124110989009864,33.321010794478,0.0,15.805787298965738,12.194239032321848,0.0,6.55485188522455,0.0,0.0
2024-03-18,0.0,32.197508740049166,33.284979041667,0.0,15.788695673971157,12.181052763476615,0.0,6.547763780836063,0.0,0.0
2024-03-19,0.0,32.310811818190174,33.377042876161724,0.0,15.842659890331761,11.860822804466874,0.0,6.6086626108494695,0.0,0.0
2024-03-21,0.0,32.25236953618827,33.31667204539664,0.0,15.814004429671074,12.020244817075582,0.0,6.596709171668431,0.0,0.0
2024-03-22,0.0,32.19326815993143,33.255620370791114,0.0,15.785025801453486,12.181464742582659,0.0,6.584620925241319,0.0,0.0
2024-03-25,0.0,32.167533659127635,33.229036651955504,0.0,15.88043132130695,12.17172718152946,0.0,6.551271186080447,0.0,0.0
2024-03-28,0.0,32.168054895869766,33.2279547076643,0.0,15.880688644867199,12.171924409936508,0.0,6.551377341662222,0.0,0.0
2024-04-02,0.0,32.15632874919383,33.23369884296877,0.0,15.883433948486001,12.174028577386524,0.0,6.552509881964876,0.0,0.0
2024-04-03,0.0,32.33905854544222,32.85429630912109,0.0,15.973692282133756,12.243208046809748,0.0,6.589744816493185,0.0,0.0
2024-04-05,0.0,32.37423576476349,32.89003398482639,0.0,15.8822916048013,12.256525750973996,0.0,6.596912894634829,0.0,0.0
2024-04-08,0.0,32.49654165629438,32.636500765270746,0.0,15.942292954281589,12.302829401813403,0.0,6.62183522233988,0.0,0.0
2024-04-09,0.0,32.42556442300612,32.662891902631635,0.0,15.95518450923811,12.3127779457154,0.0,6.643581219408727,0.0,0.0
2024-04-12,0.0,32.45429073946516,32.63714231718427,0.0,15.969319457620054,12.323686028953189,0.0,6.615561456777326,0.0,0.0
2024-04-16,0.0,32.47027180803912,32.65321342511932,0.0,15.977183033853489,12.329754430604414,0.0,6.569577302383658,0.0,0.0
2024-04-18,0.0,29.82907355547751,29.997134327635628,0.0,14.677566321084761,11.326827012899104,0.0,6.0311734528744365,0.0,8.138225330028561
2024-04-19,0.0,29.82742443090317,29.995475911684917,0.0,14.682283441174343,11.326200800062106,0.0,6.030840014548412,0.0,8.137775401627053
2024-04-23,0.0,29.758163652395453,30.027017204632145,0.0,14.697722376182936,11.338110696690041,0.0,6.032653512765388,0.0,8.146332557334041
2024-04-25,0.0,27.30325629854069,27.549930707930887,0.0,13.485229993666492,10.402770342585793,8.249525684885967,5.534988211749632,0.0,7.474298760640541
2024-04-26,0.0,24.978502986942303,25.204174145150805,0.0,12.337021415808412,9.517019773522115,7.547114516585881,5.097493376817351,8.480778997951818,6.837894787221314
2024-04-29,0.0,24.978924947115893,25.204599917572118,0.0,12.337229824282728,9.51718054389806,7.547242009484603,5.095890195145902,8.480922263181926,6.838010299318774
2024-05-02,0.0,25.042237769304144,25.18332890337001,0.0,12.32681801883193,9.50914867339921,7.540872636731395,5.0915896010849835,8.473764926088814,6.832239471189518
2024-05-06,0.0,25.04033585454574,25.18563562158934,0.0,12.3258818182683,9.508426469961623,7.540299920463338,5.094578382523024,8.473121358260704,6.8317205743879255
2024-05-07,0.0,25.04931965856421,25.158372138682978,0.0,12.330304015608357,9.511837839538549,7.543427265015704,5.096406181239909,8.47616128800244,6.834171613347856
2024-05-08,0.0,25.06993739500359,25.192990916513324,0.0,12.253075645621113,9.517421709646793,7.547855590932253,5.099397997397309,8.481137170102954,6.838183574782665
2024-05-09,0.0,25.067714135806966,25.202581048591284,0.0,12.249032938955889,9.516577682994045,7.547186229892657,5.098945771158514,8.480385043525445,6.837577149075201
2024-05-10,0.0,25.06781999635082,25.202687478675884,0.0,12.24908466642021,9.516617871344831,7.546795803183093,5.09896730392251,8.480420856051785,6.837606024050865
2024-05-14,0.0,25.0663380300947,25.207531640094018,0.0,12.248360521674211,9.516055265320066,7.5459273762523384,5.098665861775305,8.479919508206292,6.83720179658307
2024-05-17,0.0,24.995289597842536,25.21253553399979,0.0,12.250791917871396,9.517944277367299,7.547425302370238,5.155851496335703,8.481602839131131,6.838559035081904
2024-05-20,0.0,24.995500738442495,25.21274850972301,0.0,12.250895402951869,9.51802467749458,7.547489057098912,5.155050327365885,8.481674485058857,6.8386168018643945
2024-05-21,0.0,24.96582927162406,25.17410065105657,0.0,12.23221883267836,9.503514386539733,7.535982860602493,5.291418594975781,8.468744116759485,6.828191285763518
2024-05-22,0.0,25.000410624404324,25.208970490390502,0.0,12.249162258435863,9.516678154507447,7.546421307449708,5.160233252432084,8.480474575408433,6.837649336971635
2024-05-23,0.0,25.000447449713032,25.208860324089976,0.0,12.24918030130677,9.51669217246164,7.546432423238903,5.160240853394539,8.480487067047026,6.837659408748112
2024-05-24,0.0,24.999814001951187,25.208221595675894,0.0,12.248869938227795,9.516451043683087,7.546241215831994,5.162643851712306,8.48027219307076,6.83748615984697
2024-05-27,0.0,25.08122039498425,25.162738632478238,0.0,12.218581932369801,8.972679812472778,7.527581486460747,5.757315890970515,8.459302868132506,6.820578982131166
2024-05-28,0.0,25.13012764302487,25.08476232266324,0.0,12.242407615803872,8.990176133236558,7.542259930695379,5.700589424172222,8.475798127019718,6.83387880338414
2024-05-29,0.0,25.145091892019387,25.09969955794899,0.0,12.249697608057698,8.995529517671104,7.546751123783912,5.644436909551591,8.480845214539595,6.837948176427718
2024-05-30,0.0,25.240066896880737,25.19450311236714,0.0,12.295965686729723,9.029506345568175,7.575255800869472,5.2880484699430506,8.512878039034257,6.863775648607446
2024-05-31,0.0,25.225737527951647,25.222567006295883,0.0,12.204250192528248,9.024380086267762,7.570955153191066,5.3841860275657165,8.508045081555656,6.859878924644026
2024-06-03,0.0,25.24284910819608,25.19728030118879,0.0,12.212528801082751,9.030501667602353,7.57609082093863,5.362400645580527,8.51381641315597,6.864532242254902
2024-06-05,0.0,25.24289191623788,25.197153447126553,0.0,12.2125495116785,9.030516981962917,7.576103668839086,5.362409739398345,8.513830851296742,6.864543883459978
2024-06-06,0.0,25.18173437910117,25.36461443381888,0.0,12.191151566464256,9.014694363806768,7.562829368408351,5.333546028646726,8.498913533176951,6.852516326576906
2024-06-07,0.0,25.178644114052666,25.361501726001638,0.0,12.1896554864477,9.01358809390113,7.56190126921895,5.345163355299798,8.497870559128922,6.8516753959491945
2024-06-11,0.0,25.194936248922417,25.292894689739725,0.0,12.156680462136677,8.98920485461628,7.541445081719042,5.516815755883288,8.474882420654398,6.833140486328175
2024-06-12,0.0,25.173749556028213,25.271383163627192,0.0,12.146457778776039,8.981645735564097,7.535103399432322,5.59651014070863,8.467755800869101,6.827394424994404
2024-06-14,0.0,25.16933866067415,25.28404125808076,0.0,12.144436297110301,8.980150959678545,7.533849365239901,5.595578738085116,8.466346549430275,6.826258171700955
2024-06-19,0.0,25.16711047861272,25.281802921669488,0.0,12.143361178869485,8.979355968139553,7.533182411362588,5.60393613836533,8.465597043781292,6.825653859199544
2024-06-20,0.0,25.163928045652046,25.278605985613144,0.0,12.141825625834828,8.978220510081188,7.5322298249293915,5.61587271508304,8.464526551597187,6.824790741209178
2024-06-24,0.0,25.16265529781449,25.277327437564278,0.0,12.141211513352818,8.977766407259145,7.53184885780835,5.620646500546236,8.464098430524638,6.824445555130046
2024-06-25,0.0,25.162183763356015,25.276917264135147,0.0,12.141014498760489,8.977620725669889,7.531726639022311,5.622241209538285,8.46396108418981,6.824334815328055
2024-07-02,0.0,25.153702363383474,25.302104122232382,0.0,12.136922135354956,8.974594645227416,7.529187925105023,5.620346124561215,8.461108142649355,6.822034541486179
2024-07-03,0.0,25.13874930338557,25.337593182505774,0.0,12.129707128901511,8.969259539872018,7.533628482566949,5.617005011130061,8.456078288360787,6.817979063277327
2024-07-04,42.15367247953688,12.041877593310108,12.137126996450212,9.944678632867456,5.81032816127907,4.296423074847664,3.608731969305897,2.690636289959664,4.050601610508349,3.265923191934704
2024-07-05,42.145256484695324,12.039473428411851,12.150837175399007,9.942693174444686,5.809168127313897,4.2955652925404975,3.612044824864064,2.6898974365171227,4.0497929065389435,3.2652711492746107
