date,GRANSING SECURITIES CO LTD,SUNCORP SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KGI ASIA LTD,CIS SECURITIES ASSET MANAGEMENT LTD,KINGSTON SECURITIES LTD,SORRENTO SECURITIES LTD,BLACK MARBLE SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,29.140972331535924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.140972331535924
2024-04-30,28.75815044741295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75815044741295
2024-05-07,27.17890682176526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17890682176526
2024-06-11,27.17890682176526,0.0,8.651292126385727,0.0,0.0,0.0,0.0,0.0,35.83019894815098
2024-06-27,27.17890682176526,0.0,8.651333467841896,0.0,0.0,0.0,0.0,0.0,35.830240289607154
2024-10-03,27.17890682176526,0.0,8.662702368288313,0.0,0.0,0.0,0.0,0.0,35.84160919005357
2024-10-23,25.658574771158086,0.0,8.662702368288313,0.0,0.0,0.0,0.0,0.0,34.3212771394464
2024-11-04,25.658574771158086,0.0,8.66787005030941,0.0,0.0,0.0,0.0,0.0,34.3264448214675
2024-11-13,25.658574771158086,0.0,8.662702368288313,0.0,0.0,0.0,0.0,0.0,34.3212771394464
2024-12-05,25.658574771158086,13.449643014045495,8.662702368288313,0.0,0.0,0.0,0.0,0.0,47.7709201534919
2024-12-06,25.658574771158086,13.449643014045495,8.67200419592629,0.0,0.0,0.0,0.0,0.0,47.78022198112987
2024-12-10,25.658574771158086,13.449643014045495,8.66890358671363,0.0,0.0,1.762220910650745,0.0,0.0,49.53934228256796
2024-12-12,25.696815618114215,13.449643014045495,8.677171877947387,0.0,0.0,1.762220910650745,0.0,0.0,49.58585142075785
2024-12-13,25.704050372943755,13.449643014045495,8.677171877947387,0.0,0.0,1.762220910650745,0.0,0.0,49.59308617558739
2024-12-16,25.728855246645026,13.449643014045495,8.676138341543167,0.0,0.0,1.762220910650745,0.0,0.0,49.61685751288444
2024-12-17,25.728855246645026,13.449643014045495,8.675104805138949,0.0,0.0,1.762220910650745,0.0,0.0,49.615823976480215
2024-12-18,25.728855246645026,13.449643014045495,8.679238950755828,0.0,0.0,1.762220910650745,0.0,0.0,49.619958122097096
2025-01-02,25.73092231945347,13.449643014045495,8.679238950755828,0.0,0.0,1.762220910650745,0.0,0.0,49.62202519490553
2025-01-03,25.75055951113364,13.449643014045495,8.679238950755828,0.0,2.1435545023516425,1.762220910650745,0.0,1.8554045528551923,53.64062144179255
2025-01-09,25.75055951113364,13.449643014045495,8.679238950755828,0.0,2.1435545023516425,1.9600397784183938,0.0,1.8554045528551923,53.8384403095602
2025-03-10,25.75055951113364,13.449643014045495,8.674071268734728,0.0,2.1435545023516425,1.9600397784183938,0.0,1.8554045528551923,53.833272627539095
2025-04-09,24.293273181183874,13.449643014045495,8.674071268734728,0.0,2.1435545023516425,1.9600397784183938,1.8785557683097132,1.8554045528551923,54.25454206589904
2025-04-16,24.293273181183874,13.449643014045495,8.678205414351607,0.0,2.1435545023516425,1.9600397784183938,1.8785557683097132,1.8554045528551923,54.25867621151592
2025-04-23,23.959440922620914,13.449643014045495,8.678205414351607,5.677271692759161,2.1435545023516425,1.9600397784183938,1.8785557683097132,1.8554045528551923,59.60211564571212
2025-04-24,23.958820800778383,13.449643014045495,8.678205414351607,5.677271692759161,2.1435545023516425,1.9600397784183938,1.8785557683097132,1.8554045528551923,59.60149552386959
