date,SINOLINK SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,KGI ASIA LTD,OCBC BANK (HONG KONG) LTD,FIRST SHANGHAI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-05-22,0.0,28.406682342034532,16.639814188326213,24.068792186738737,0.0,30.88471128290052,0.0,0.0,0.0,0.0
2024-05-23,0.0,28.393238121689397,16.65933918120643,24.077328427862046,0.0,30.87009426924212,0.0,0.0,0.0,0.0
2024-05-24,0.0,28.383339994247958,16.695862638245103,24.061464679099544,0.0,30.85933268840739,0.0,0.0,0.0,0.0
2024-05-27,0.0,28.37768701928044,16.717433058692755,24.05169334028752,0.0,30.853186581739283,0.0,0.0,0.0,0.0
2024-05-31,0.0,28.376980555731894,16.71950638122018,24.05109457250866,0.0,30.852418490539264,0.0,0.0,0.0,0.0
2024-06-03,0.0,28.376980555731894,16.72448538848082,24.046115565248023,0.0,30.852418490539264,0.0,0.0,0.0,0.0
2024-06-04,0.0,28.419721965427957,16.71492186887608,24.025989376804905,0.0,30.83936678889106,0.0,0.0,0.0,0.0
2024-06-05,0.0,28.414745064469532,16.72238722031372,24.023500926325692,0.0,30.83936678889106,0.0,0.0,0.0,0.0
2024-06-06,0.0,28.414745064469532,16.724875670792933,24.02101247584648,0.0,30.83936678889106,0.0,0.0,0.0,0.0
2024-06-07,0.0,28.420402885683956,16.733183747680613,24.00090597633261,0.0,30.845507390302817,0.0,0.0,0.0,0.0
2024-06-12,0.0,28.418988219160696,16.739817295571267,23.997222474561127,0.0,30.84397201070691,0.0,0.0,0.0,0.0
2024-06-13,0.0,28.42111027176233,16.74604527754305,23.98656931327027,0.0,30.84627513742435,0.0,0.0,0.0,0.0
2024-06-17,0.0,28.419695534817617,16.752678350317893,23.98288643346653,0.0,30.84473968139796,0.0,0.0,0.0,0.0
2024-06-18,71.1686390368572,8.438029863959477,4.114580119587375,7.120706543165219,0.0,9.158044436430735,0.0,0.0,0.0,0.0
2024-06-19,71.16758722385593,8.437905156930707,4.115997225950882,7.120601305074094,0.0,9.157909088188381,0.0,0.0,0.0,0.0
2024-06-20,71.16653544194406,8.437780453588015,4.117414290427714,7.1204960700935835,0.0,9.157773743946636,0.0,0.0,0.0,0.0
2024-06-24,71.16653544194406,8.437780453588015,4.119631132292625,7.118279228228673,0.0,9.157773743946636,0.0,0.0,0.0,0.0
2024-06-26,71.1644319713829,8.437531057960204,4.1224650700704535,7.118068833122185,0.0,9.157503067464262,0.0,0.0,0.0,0.0
2024-06-27,71.16127699867701,8.437156992159979,4.12671566264081,7.117753263781365,0.0,9.157097082740833,0.0,0.0,0.0,0.0
2024-06-28,71.16127699867701,8.437156992159979,4.1296712333929255,7.114797693029249,0.0,9.157097082740833,0.0,0.0,0.0,0.0
2024-07-03,71.16075119708967,8.43709465108452,4.1303796070080505,7.114745122697766,0.0,9.157029422119994,0.0,0.0,0.0,0.0
2024-07-04,66.77128712631031,7.916662766798638,3.876295492827189,6.675880754861923,6.16768461888583,8.592189240316108,0.0,0.0,0.0,0.0
2024-07-05,66.77128712631031,7.916662766798638,3.8804553520575533,6.671720895631558,6.16768461888583,8.592189240316108,0.0,0.0,0.0,0.0
2024-07-08,66.76897254692072,7.916388341289365,3.8837872680135597,6.6714896251507465,6.16747082046566,8.59189139815995,0.0,0.0,0.0,0.0
2024-07-10,66.77313890536509,7.912722346308872,3.881949627560941,6.67190592356116,6.1678556682947185,8.592427528909223,0.0,0.0,0.0,0.0
2024-07-11,66.77962094098746,7.903782928095139,3.8823264697490214,6.672553602142317,6.168454415947008,8.593261643079055,0.0,0.0,0.0,0.0
2024-07-12,66.77869485884898,7.903673320521857,3.8836594042490047,6.672461068932008,6.168368873451017,8.593142473997128,0.0,0.0,0.0,0.0
2024-07-15,66.77823182741169,7.9036185178752145,3.8843258576355053,6.672414803289266,6.168326103092727,8.59308289069561,0.0,0.0,0.0,0.0
2024-07-16,66.78008399168888,7.885115900279198,3.889980803187427,6.683000887900254,6.168497188084732,8.593321228859498,0.0,0.0,0.0,0.0
2024-07-17,66.77962094098746,7.885061225169042,3.890647226605065,6.682954548212372,6.168454415947008,8.593261643079055,0.0,0.0,0.0,0.0
2024-07-18,66.77915789670753,7.88500655081711,3.8913136407808557,6.682908209167122,6.168411644402441,8.593202058124938,0.0,0.0,0.0,0.0
2024-07-29,75.94995799883195,5.708067913642487,2.8179809673344605,4.837851899388943,4.465400549591622,6.22074067121054,0.0,0.0,0.0,0.0
2024-07-31,75.94957676537666,5.708039261797099,2.818468775858447,4.837827615623101,4.46537813535828,6.220709445986418,0.0,0.0,0.0,0.0
2024-08-01,75.93318734657653,5.706305659332952,2.845462052601904,4.836783644264048,4.458894239394694,6.219367057829876,0.0,0.0,0.0,0.0
2024-08-02,74.1805335176064,5.574595417571915,2.781255232012723,4.72514329739796,4.35597615660727,6.075814576120867,0.0,2.30668180268286,0.0,0.0
2024-08-06,74.18089719821359,5.5746227478181405,2.781759131722472,4.724185934662979,4.355997512399394,6.075844363665245,0.0,2.306693111518194,0.0,0.0
2024-08-15,74.17980616708988,5.574540757883393,2.783188989416087,4.724116452706255,4.355933445651212,6.075755001908326,0.0,2.3066591853448455,0.0,0.0
2024-08-16,74.1805335176064,5.573614893957597,2.783216279241359,4.724162773783642,4.35597615660727,6.075814576120867,0.0,2.30668180268286,0.0,0.0
2024-08-23,74.18016984056518,5.573587568786458,2.7836928936654317,4.724139613131402,4.355954801024544,6.075784788868562,0.0,2.306670493958411,0.0,0.0
2024-08-29,74.18307935674463,5.573806177657856,2.7847826337424957,4.72432490470822,4.351222865222649,6.076023095065272,0.0,2.3067609668588807,0.0,0.0
2024-08-30,74.19290065909527,5.574544109221082,2.786622349417337,4.72396968402017,4.338069316434134,6.07682751651048,0.0,2.3070663653015258,0.0,0.0
2024-09-02,74.18635283527162,5.574052133137116,2.7952018235247538,4.72355277457244,4.337686464256008,6.076291211882525,0.0,2.3068627573555456,0.0,0.0
2024-09-03,74.17871516805886,5.573478270781137,2.8052092962145605,4.7230664732141,4.337239888781933,6.075665642779981,0.0,2.3066252601694353,0.0,0.0
2024-09-04,74.18145350927476,5.5723582133300065,2.8070963120283365,4.7221173162355505,4.3363682682931195,6.074444664740209,0.0,2.3061617160980137,0.0,0.0
2024-09-05,74.18108990972193,5.5723309004794395,2.810513595136547,4.720133575368843,4.33536671590212,6.074414890918596,0.0,2.3061504124725243,0.0,0.0
2024-09-12,74.18072631373343,5.572303587896617,2.810499819503565,4.722561172116646,4.333384880403038,6.074385117388852,0.0,2.306139108957843,0.0,0.0
2024-09-16,74.17890838725425,5.57216702899856,2.815332287876549,4.7224454376202205,4.3308280110858615,6.074236254118048,0.0,2.3060825930465114,0.0,0.0
2024-09-19,74.1785448126507,5.572139718022131,2.8158086210796482,4.722422291401638,4.330806784309795,6.07420648233944,0.0,2.3060712901966482,0.0,0.0
2024-10-02,74.19582590889028,5.57211240731342,2.818245468200021,4.722399145409948,4.311180371876066,6.074176710852671,0.0,2.3060599874575822,0.0,0.0
2024-10-03,74.21430904852966,5.570288396901031,2.821255385125132,4.702419069647414,4.3112860263309,6.0743255712049615,0.0,2.306116502260901,0.0,0.0
2024-10-04,74.23941665177358,5.547657519245181,2.8545701437557014,4.69910688041131,4.312744586821564,6.039607528475219,0.0,2.3068966895174468,0.0,0.0
2024-10-07,71.6451150636833,5.460676351130993,2.4342198869208898,4.311191544458836,4.212853621626552,5.696473587835362,0.0,2.211890670082682,2.0817235644979193,1.9458557097634592
2024-10-08,71.70302286445522,5.467942669721886,2.3919708513319513,4.317528781742288,4.212930573176788,5.701077813222307,0.0,2.1751672917598244,2.0734217616097474,1.9569373929799863
2024-10-09,71.71063939447032,5.490471380383332,2.371605586015515,4.285816510092993,4.213070789431331,5.703644869655596,0.0,2.1752396864516803,2.0782453922361297,1.971266391263096
2024-10-10,71.66969803229905,5.494040582867391,2.3812502774761977,4.31189108071014,4.207429453383168,5.696007642792516,0.0,2.172327022822254,2.072613651282872,1.9947422563664021
2024-10-14,72.96177264328584,5.582833752110902,2.433653817576963,4.398553821998713,4.282090245740562,3.990206428064533,0.0,2.2108749434897947,2.10939215919846,2.0306221885342333
2024-10-15,72.9782146543401,5.5676076652222655,2.459000751951802,4.379823343260321,4.2807869671993934,3.9856102561104843,0.0,2.210202051115814,2.108750153687547,2.030004157112273
2024-10-16,72.97744386689541,5.565620597382842,2.4635937601517575,4.379400201869771,4.2803733938636706,3.98522520024549,0.0,2.2099885201361356,2.1085464241298864,2.0298080353250363
2024-10-17,72.97431019732244,5.563793723361279,2.4615500521214027,4.38993328895106,4.279339810054493,3.9842628860116878,0.0,2.2094548731519357,2.108037272417093,2.0293178966086196
2024-10-18,72.97163466959023,5.562853437946418,2.4683769383482783,4.389191386851692,4.278616598338046,3.9835895425221626,0.0,2.209081473580472,2.10768101249809,2.0289749403246216
2024-10-21,72.97369647671488,5.5618329164205536,2.4756484395762914,4.383558469452559,4.277831673768627,3.9828587415180197,0.0,2.2086762112054474,2.107294352330443,2.028602719013178
2024-10-22,72.95784661505198,5.560142222333772,2.5098626743117727,4.3821236961685734,4.276902530207042,3.9819936659754083,0.0,2.208196487495454,2.106836648725171,2.0160954597308223
2024-10-23,72.98689062917212,5.559657418219297,2.5138615755220988,4.375016432241397,4.27467423156809,3.9799190170902548,0.0,2.2070460003864136,2.104774142007852,1.998160553792465
2024-10-24,72.98724273016043,5.559684238938123,2.516285786579311,4.3735902877929504,4.274694853312743,3.9799382168863717,0.0,2.2070566475460787,2.1033370455302522,1.9981701932537395
2024-10-25,72.98794694232869,5.559737881152109,2.516792486190084,4.372185221840279,4.274736097398953,3.9799766170343482,0.0,2.207077942173593,2.1033573394266374,1.9981894724553053
2024-10-28,72.98759483454593,5.559711059915727,2.517262763783738,4.372164129584519,4.274715475256363,3.9799574168677347,0.0,2.2070672948084713,2.1033471924294935,1.998179832808019
2024-10-29,72.98055339224871,5.571234003019169,2.52280838257352,4.363541994026781,4.274303074184314,3.979573452434329,0.0,2.206854369077219,2.103144273044082,1.9979870593918778
2024-10-30,72.98125747533906,5.571287751743613,2.521385589897864,4.364066468682988,4.2743443107107275,3.979611845543787,0.0,2.206875659801555,2.1031645632207168,1.9980063350596808
2024-10-31,72.98055339224871,5.569786885400103,2.5237731276528983,4.36402436656647,4.274303074184314,3.979573452434329,0.0,2.206854369077219,2.103144273044082,1.9979870593918778
2024-11-01,72.97914526682284,5.569679418983839,2.526136248801026,4.363457801537918,4.274220603518406,3.979496668437744,0.0,2.2068117888609304,2.1031036938652803,1.9979485091720164
2024-11-04,72.97703318056527,5.569518227134896,2.528957235637025,4.363331518896153,4.274096903486493,3.979381497998371,0.0,2.2067479216172785,2.103042828033079,1.9978906866314248
2024-11-05,72.97527320206837,5.569383907721092,2.529860920353274,4.364673301864018,4.273993825595874,3.9792855277244055,0.0,2.2066947017380794,2.1029921091973827,1.9978425037375138
2024-11-06,72.97351330845979,5.5692495947858625,2.532211539505032,4.3645680420916255,4.273890752676969,3.9791895620793363,0.0,2.206641484425814,2.1029413928079888,1.9977943231675892
2024-11-07,72.96999377588308,5.572357107562917,2.533536318481865,4.364357537776965,4.273684621752866,3.978997644674546,0.0,2.206535057501339,2.1028399673673963,1.9976979689990264
2024-11-08,72.96084457982592,5.576963093757784,2.543827986110458,4.363328079303777,4.27025532075983,3.9784987460495316,0.0,2.2062583955365587,2.1025763070031465,1.997447491652989
2024-11-11,72.95451186490287,5.57985443816057,2.545535993488366,4.3643959608,4.271813481021677,3.9781534279748088,0.0,2.2060669009678486,2.1023938116327474,1.99727412105111
2024-11-12,72.95529432300177,5.579693006343404,2.54546234810825,4.364269693640418,4.271689892383214,3.9780383352705173,0.0,2.2060030768318324,2.102332986882358,1.9972163375382403
2024-11-13,72.95494254414335,5.579666101948675,2.545932258432376,4.364248649824135,4.271669294972049,3.9780191538005876,0.0,2.2059924398348714,2.1023228497661286,1.9972067072778221
2024-11-14,72.96208423972595,5.57958539032121,2.5454132535555143,4.364185519592907,4.265339200786528,3.977961610500661,0.0,2.2059605294594578,2.102292439003986,1.9971778170537868
2024-11-18,72.94424242803984,5.607664247209278,2.542924502952487,4.362397588366747,4.263591765185311,3.9763319085212308,0.0,2.205056785634501,2.101431166200311,1.9963596078902957
2024-11-19,71.649498323326,5.505507685337748,4.276246569901578,4.284767818463321,4.187720265399021,3.905572257465738,0.0,2.165817342776455,2.064035762733408,1.9608339745967378
2024-11-20,71.65049384711767,5.505038587316303,4.277302298434614,4.284402733856982,4.187363449751284,3.90523948230252,0.0,2.165632803822306,2.063859896101695,1.9606669012966105
2024-11-21,71.65148920127618,5.504096247195271,4.278831169107786,4.284037711459576,4.187006694903482,3.904906763842835,0.0,2.165448296312845,2.063684059436941,1.960499856465094
2024-11-22,71.6486908396757,5.503445021750124,4.284477371139717,4.283530839079375,4.186511302894282,3.9044447489122573,0.0,2.165192088033161,2.0634398915463565,1.9602678969690386
2024-11-25,71.64835175236567,5.503418975937612,4.284930358050087,4.283510566678964,4.186491489652205,3.9044262705890453,0.0,2.165181840963016,2.0634301260325136,1.960258619730888
2024-11-26,71.64699543522053,5.503314795152829,4.286742262815918,4.283429478996123,4.1864122385592415,3.9043523590451894,0.0,2.1651408536523324,2.0633910649014577,1.9602215116563848
2024-11-27,71.64597823106008,5.503236662152668,4.2885743944849555,4.282895417136267,4.186352802208555,3.904296927223669,0.0,2.1651101141876707,2.06336177002366,1.960193681522477
2024-11-28,71.64796905863089,5.50229923917032,4.291156049931474,4.281692699948165,4.185639697617578,3.903631868114969,0.0,2.1647413086819376,2.0630102963613655,1.9598597815432974
2024-11-29,71.64796905863089,5.501826071671155,4.291629217430639,4.281692699948165,4.185639697617578,3.903631868114969,0.0,2.1647413086819376,2.0630102963613655,1.9598597815432974
2024-12-02,71.64525704206277,5.501617816731658,4.296198266711111,4.280584330279232,4.185481262921419,3.903484107969897,0.0,2.164659368965125,2.062932207363485,1.9597855969953109
2024-12-04,71.64322316436774,5.501461635872994,4.29891512244882,4.280462812326048,4.185362444770225,3.9033732952017135,0.0,2.164597918248223,2.062873644494481,1.9597299622697573
2024-12-05,71.6415283544974,5.501331491930972,4.301179051067453,4.280361552635271,4.185263434797347,3.9032809560341533,0.0,2.1645467119825756,2.062824844643504,1.9596836024113287
2024-12-06,71.6428841959787,5.501435606591985,4.30173358633381,4.2780768904124855,4.185342642400889,3.903354827018691,0.0,2.164587676801274,2.0628638843395746,1.959720690122596
2024-12-09,71.64254523079718,5.501409577557283,4.30218636514931,4.2780566494754275,4.185322840218937,3.9033363590104257,0.0,2.1645774354512364,2.0628541242770253,1.959711418063174
2024-12-12,71.64186731005658,5.500884393023928,4.30356503712984,4.278016168175903,4.185283236417169,3.9032994235181597,0.0,2.1645569530418887,2.062834604428991,1.9596928742075415
2024-12-13,71.63915575538641,5.500676191460709,4.306713917669047,4.277854250638638,4.185124828704866,3.903624797834484,0.0,2.1644750272806648,2.062756528730863,1.9596187022943201
2024-12-17,71.63953732325756,5.500051681322323,4.309063295546442,4.277368571558999,4.184649677506183,3.9031816062744205,0.0,2.1642292872022146,2.0625223370932577,1.959396220238595
2024-12-18,71.63174359014383,5.499453325490925,4.319473603177452,4.276903232581091,4.184194425504571,3.9027569754508495,0.0,2.1639938386483624,2.062297953334833,1.9591830556680911
2024-12-19,71.63140477064967,5.499427312973283,4.319926173866504,4.276883002748377,4.184174634186258,3.9027385153369676,0.0,2.1639836029168134,2.062288198626734,1.959173788695397
2024-12-23,71.6303883313984,5.499349276896811,4.321283860246009,4.276822314398469,4.184115261354663,3.902683136043107,0.0,2.1639528963031407,2.062258935056108,1.9591459883033024
2024-12-27,71.63004952472488,5.4993232653634605,4.3217364138101635,4.276802085331235,4.184095470785237,3.90266467662774,0.0,2.163942660958903,2.0622491807171186,1.959136721681263
2024-12-30,71.62869433008086,5.499219221690667,4.323546585256664,4.276721170975906,4.184016310379657,3.9025908407124748,0.0,2.1639017205501845,2.0622101642838913,1.9590996560696972
2025-01-02,71.62835553943214,5.499193211387603,4.323999117416063,4.27670094286546,4.18399652074628,3.902572382170196,0.0,2.1638914856900557,2.0622004104062603,1.9590903898859475
2025-01-03,71.62361280683545,5.498356142550096,4.331280019050443,4.275944818981771,4.183719485533984,3.9023139809112477,0.0,2.163748207813472,2.0620638658069375,1.9589606725165905
2025-01-07,71.62056423894992,5.497649181724176,4.33582496660521,4.275762818834828,4.183541410840934,3.9021478838852075,0.0,2.1636561106259635,2.061976096683978,1.9588772918497792
2025-01-08,71.6198868146625,5.495705478822027,4.338621511078405,4.275722376461725,4.183501840745539,3.902110975355126,0.0,2.1636356456489763,2.0619565934490787,1.9588587637766248
2025-01-09,71.61887070225887,5.495627508096967,4.339978713910655,4.275661714336519,4.183442487005956,3.90205561386911,0.0,2.163604948909366,2.0619273392884887,1.958830972324064
2025-01-16,71.61683856394619,5.495471573283949,4.342693004045945,4.275540395249852,4.1833237845791595,3.9019448956096143,0.0,2.163543558043145,2.06186883345751,1.9587753917846351
2025-01-21,71.61683856394619,5.494998667588202,4.343165909741692,4.275540395249852,4.1833237845791595,3.9019448956096143,0.0,2.163543558043145,2.06186883345751,1.9587753917846351
2025-01-22,71.61717724565652,5.495024653872773,4.344132264782097,4.274141890823056,4.183343567849166,3.901963348216534,0.0,2.163553789612246,2.0618785841987743,1.958784654988836
2025-01-24,71.61548386913718,5.4948947249076845,4.34639403223217,4.274040829432526,4.183244653370228,3.9018710869271716,0.0,2.1635026327344336,2.061829831414673,1.9587383398439393
2025-01-27,71.6161612101353,5.494473794533404,4.345962239310245,4.2740812534152335,4.183284218600482,3.901907990919351,0.0,2.1635230951952527,2.0618493322516507,1.9587568656390681
2025-02-03,71.61074284087628,5.494058091046932,4.353672143000185,4.273285017518483,4.18296771771257,3.9016127785266126,0.0,2.163359406345807,2.061693335883654,1.9586086690894715
2025-02-04,71.60566386427077,5.493668426152995,4.3604558383274235,4.272981935693442,4.182671041622683,3.901336057475555,0.0,2.163205970543045,2.0615471107251753,1.9584697551889165
2025-02-05,71.60397103216528,5.493538550137791,4.362716856271718,4.272880917971987,4.182572158944361,3.9012438258478324,0.0,2.1631548301119663,2.0614983736149015,1.9584234549341561
2025-02-06,71.60363247534902,5.4935125756716445,4.365533139493512,4.270496622539305,4.18255238296974,3.9012253800455943,0.0,2.163144602315912,2.061488626469372,1.9584141951459035
2025-02-10,71.6012626672747,5.493330761285863,4.368698276846396,4.27035528533297,4.182413956383465,3.9010962643138107,0.0,2.163073010451543,2.061420399031416,1.9583493790798452
2025-02-11,71.59855450725998,5.493122988152245,4.372315320147519,4.270193768552377,4.182255765789895,3.9009487139421686,0.0,2.1629911969804168,2.0613424303463646,1.9582753088290463
2025-02-12,71.59720050407378,5.491128003398314,4.376487619296164,4.2696402387235235,4.182176674980433,3.900874942941844,0.0,2.1629502925656205,2.061303448215542,1.9582382758047652
2025-02-13,71.59686201127896,5.491102042784609,4.377412475980138,4.269620052983758,4.181684128960397,3.900856500627725,0.0,2.1629400667036536,2.0612937029132086,1.958229017767548
2025-02-14,71.59820477370215,5.49084245014777,4.377205533177341,4.269418206083224,4.181486439243286,3.9006720870770324,0.0,2.1628378134016994,2.061196254957685,1.9581364422098009
2025-02-17,71.63227959584921,5.4923753182613035,4.344401212613086,4.26877242423118,4.180853957737215,3.900082080869391,0.0,2.1625106677951114,2.0608844834069258,1.9578402592365793
2025-02-18,71.63087170780219,5.4908180785669005,4.352620373391601,4.267562109662312,4.179668570475379,3.8989763001687225,0.0,2.1618975364527824,2.0603001658872415,1.9572851575928796
2025-02-19,71.63786989459435,5.487985606770373,4.356417591651625,4.265727775149715,4.17787201541349,3.8973003956107073,0.0,2.160968283834564,2.0594145830641963,1.9564438539109865
2025-02-21,71.63922342543326,5.486199890272696,4.3564999021051065,4.265808372103569,4.177950952414579,3.8973740314723226,0.0,2.1610091133178857,2.0594534937849143,1.9564808190956684
2025-02-25,71.65152481609253,5.481248435137589,4.364269999502076,4.262325334216854,4.174539650221246,3.8941918206868853,0.0,2.1592446466661617,2.0577719474239267,1.9548833500527305
2025-02-26,71.66370103611791,5.469434651451672,4.365955741415898,4.257857150780777,4.175249057500661,3.8948535865955862,0.0,2.1596115814658594,2.0581216382931466,1.9552155563784894
2025-02-28,71.64168400421526,5.466854043515812,4.4068317215448545,4.25584819361184,4.173279076773473,3.893015903047815,0.0,2.158592625917313,2.0571505680873194,1.9467438632863026
2025-03-03,71.64134598349145,5.4668282497340694,4.407282750472824,4.255828113613625,4.173259386353937,3.8929975349696258,0.0,2.1585824412175536,2.0571408620127944,1.946734678134126
2025-03-04,71.64100796595731,5.466802456195728,4.4110365086521,4.252505300297506,4.173239696120208,3.892979167064764,0.0,2.1585722566139007,2.0571311560298593,1.946725493068624
2025-03-05,71.64066995161282,5.466776662900782,4.411487513485116,4.252485236261106,4.173220006072283,3.8929607993332285,0.0,2.158562072106353,2.0571214501385136,1.9467163080897951
2025-03-06,71.6399939324926,5.466725077041066,4.412389510383765,4.252445108756295,4.173180626533832,3.892924064390125,0.0,2.158541703379569,2.057102038630583,1.9466979383921528
2025-03-07,71.64033194045794,5.466750869849229,4.412410328682578,4.2519933577937765,4.173200316210159,3.8929424317750163,0.0,2.1585518876949097,2.0571117443387554,1.9467071231976385
2025-03-10,71.67550219230078,5.469434651451672,4.4188249211151716,4.254080780802257,4.175249057500661,3.8948535865955862,0.0,2.1062703555192708,2.0581216382931466,1.9476628164214507
2025-03-18,72.66157318369432,5.278723330050083,4.269061182658511,4.093539124208754,4.032448329839228,3.761642868231032,0.0,2.034232272215109,1.9877303242621862,1.8810493848407752
2025-03-19,72.66124192003845,5.278699264383569,4.264938625686784,4.093520461789592,4.0324299459326145,3.761625718924816,0.0,2.0342229981629534,1.9922802559327897,1.8810408091484414
2025-03-20,72.66124192003845,5.278699264383569,4.262659128826448,4.095799958649927,4.0324299459326145,3.761625718924816,0.0,2.0342229981629534,1.9922802559327897,1.8810408091484414
2025-03-21,72.66057940178797,5.278651133708824,4.26353205273887,4.095762613537854,4.032393178622253,3.7615914207814822,0.0,2.0342044503123224,1.9922620905120683,1.881023657998351
2025-03-24,70.30854306348651,5.040028418004861,4.132605890032817,3.953560111422922,3.9006401768584213,3.638686500764142,3.311464905373644,1.9677395668900255,1.9271676170572416,1.8195637501094228
2025-03-26,70.30792294837286,5.039983965401252,4.133451431945675,3.95352524137341,3.9006057735580386,3.6386544078719476,3.3114356985468976,1.9677222116015791,1.9271506196097938,1.8195477017185375
2025-03-28,70.30823300456234,5.039565194095132,4.133469660363563,3.953542676321278,3.9006229751323707,3.63867045424728,3.3114503018958708,1.9677308892075343,1.9271591182960384,1.819555725878594
2025-03-31,70.30265241152473,5.038724224914691,4.137110235996519,3.9474963582008993,3.9003133700052457,3.6383816411433894,3.3111874613193204,1.9777168416589626,1.927006153411297,1.8194113018249456
2025-04-01,70.30141240004383,5.038635350943743,4.13791917432109,3.9483086409709114,3.9002445755402855,3.638317466679807,3.3111290579685706,1.9776819583152268,1.9269721645122724,1.8193792107042643
2025-04-02,70.3007924107069,5.038149964294006,4.1392055344621825,3.9482738207706807,3.9002101792178547,3.6382853802969497,3.311099857065785,1.9776645171048137,1.9269551705123826,1.819363165568442
2025-04-03,70.3004824201392,5.038127748627382,4.139628231576659,3.9482564109008735,3.9001929812841443,3.6382693373177477,3.3110852568075346,1.9776557966149677,1.9269466736248402,1.819355143106657
2025-04-07,70.29986244720511,5.038083317881886,4.140473614622442,3.9482215916218686,3.9001585858717247,3.6382372517837878,3.3110560566773075,1.977638355865991,1.9269296800745552,1.819339098395335
2025-04-08,70.29955246483864,5.0376201597404435,4.141337243616412,3.9482041822126654,3.9001413883930116,3.6382212092290263,3.3110414568053277,1.977629635606858,1.9269211834118103,1.819331076145796
