date,CHAOSHANG SECURITIES LTD,SOOCHOW SECURITIES INTERNATIONAL,LIVERMORE HOLDINGS LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GLORY SUN SECURITIES LTD,GRAND CHINA SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,46.92435064132665,0.0,33.03511850332402,0.0,9.386352964436647,10.654177890912687,0.0,0.0
2024-03-04,0.0,0.0,45.713804186880786,0.0,32.14917719004683,0.0,9.144205419590943,10.504520338513766,0.0,2.4882928649676774
2024-03-05,0.0,0.0,45.2486757438942,0.0,31.765556306066102,0.0,10.191143185561756,10.08923175370614,0.0,2.705393010771801
2024-03-06,0.0,0.0,45.00076684402393,0.0,31.638804667130703,0.0,10.240317119497893,10.072791194271085,0.0,3.0473201750763894
2024-03-07,0.0,0.0,44.73674938635536,0.0,31.613562427331555,0.0,10.65686401165044,9.888780579468449,0.0,3.104043595194194
2024-03-08,0.0,0.0,44.70643329625944,0.0,31.460516302757124,0.0,10.986360709477259,9.771117485219223,0.0,3.0755722062869517
2024-03-11,0.0,0.0,34.473544042105644,22.977547869891396,23.851438579385928,0.0,8.639601332502776,7.617654759002971,0.0,2.4402134171112855
2024-03-12,0.0,0.0,34.47105446076352,22.975888496709608,23.846105238452026,0.0,8.638977405057007,7.615299204708559,0.0,2.452675194309288
2024-03-13,0.0,0.0,34.468565238976396,22.974229363180935,23.849799160536172,0.0,8.638353567721262,7.614749289163695,0.0,2.4543033804215373
2024-03-14,0.0,0.0,34.277725161232134,22.957651197402246,23.81274523068597,0.0,8.933387453208857,7.609254498714653,0.0,2.409236458756145
2024-03-15,0.0,0.0,34.25029547894656,22.66752077374884,24.103864233062964,0.0,8.935644234326084,7.611176773099236,0.0,2.431498506816316
2024-03-18,0.0,0.0,34.108680947012395,22.515445321307777,24.371589627959413,0.0,8.957835400225479,7.608568207440812,0.0,2.437880496054115
2024-03-19,0.0,0.0,34.24075360697303,22.31766627265919,24.43808819150568,0.0,8.961715105524828,7.611863535059146,0.0,2.429913288278127
2024-03-20,0.0,0.0,34.41265263821926,22.14752399405218,24.409498490515027,0.0,8.97219844094985,7.60960663272203,0.0,2.4485198035416573
2024-03-21,0.0,0.0,34.553897479825075,21.984581398494207,24.435327532572924,0.0,8.977052432261846,7.611920111807404,0.0,2.4372210450385463
2024-03-22,0.0,0.0,34.51530681173387,22.260850768718083,24.23871240846986,0.0,8.92559601545542,7.62323356960794,0.0,2.436300426014825
2024-03-25,0.0,0.0,34.342710172331905,22.809108587917947,23.99383440723382,0.0,8.880962836172673,7.579735990751611,0.0,2.3936480055920493
2024-03-26,0.0,0.0,34.138483430136304,22.778081063907855,24.179561299098793,0.0,8.926158279562193,7.587324031895758,0.0,2.3903918953991
2024-03-27,0.0,0.0,20.182944510346644,13.059180176617899,14.337155660999077,41.146171082114144,5.300645841571108,4.537234743640438,0.0,1.4366679847106893
2024-03-28,0.0,0.0,20.20830144058447,13.235006888833755,14.053220859705338,41.197865253356,5.307305331059931,4.556659997782904,0.0,1.4416402286776078
2024-04-02,0.0,0.0,20.221110623979886,13.369111067680134,13.83922204556379,41.223978829159556,5.310669406339631,4.583846141656587,0.0,1.4520618856204144
2024-04-03,0.0,0.0,19.87413540747473,13.37377345430143,14.139951704350306,41.23835541159624,5.312521466200971,4.602353488224633,0.0,1.4589090678516892
2024-04-05,0.0,0.0,19.456026247022763,13.414794445642059,14.378026530944881,41.445268753319,5.286209271634603,4.567991461305096,0.0,1.451683290131603
2024-04-08,0.0,0.0,20.445435509749,13.740516139558915,14.723846300274657,39.39629619557828,5.468142387077475,4.724118238925298,0.0,1.5016452288363746
2024-04-09,0.0,0.0,20.617244324518406,13.424220828323822,14.862607919833312,39.4065837218538,5.473922433724846,4.725351844497516,0.0,1.4900689272482959
2024-04-10,0.0,0.0,20.850945767303706,13.424074769202313,14.345633476408858,39.64008073158923,5.473862875981264,4.759029262481027,0.0,1.5063731170336037
2024-04-11,0.0,0.0,20.262366082845002,13.426265989803523,14.328387444297535,40.253769268019305,5.474756378238088,4.752188651116226,0.0,1.5022661856803181
2024-04-12,0.0,0.0,19.941333014057218,13.429188730278804,14.32715280083157,40.59777196066373,5.497716994378201,4.700977964505929,0.0,1.5058585352845457
2024-04-15,0.0,0.0,19.762687448213114,13.363588607697766,14.053538838132477,41.32552761696389,5.479526241395931,4.519878040194746,0.0,1.495253207402072
2024-04-16,0.0,0.0,19.781756679839326,13.3764832793959,13.728838366590232,41.60717286540578,5.484813495741924,4.5264076585733415,0.0,1.4945276544534973
2024-04-17,0.0,0.0,19.551756082497683,13.327049033788946,14.04324248186492,41.581476485342954,5.481426102596608,4.523612172038118,0.0,1.4914376418707709
2024-04-18,0.0,0.0,19.643118089269187,13.106236503271687,14.214659544182673,41.54096781351648,5.508559428902347,4.49647393744554,0.0,1.4899846834120811
2024-04-19,0.0,0.0,19.942970614175103,12.84189225017179,14.211896091809736,41.529729408009004,5.512479912562156,4.483353804033179,0.0,1.477677919239031
2024-04-22,0.0,0.0,20.55110496491446,12.42660126729293,14.177907184027571,41.461978511119874,5.503486946234585,4.423100816231721,0.0,1.455820310178858
2024-04-23,0.0,0.0,20.379398561567793,12.790354673832011,14.351069706574847,41.21145811545001,5.4641115991697635,4.360348184260912,0.0,1.4432591591446637
2024-04-24,0.0,0.0,20.12042174466508,12.8091782639288,14.336740448707964,41.456877521095294,5.450668442735218,4.376433432341993,0.0,1.4496801465256555
2024-04-25,0.0,0.0,20.387353265103286,12.812206194428773,14.05753888306874,41.46667741155613,5.451956912993258,4.378542455744486,0.0,1.4457248771053266
2024-04-26,0.0,0.0,20.2830416512373,12.798591768500481,14.294837736740137,41.42261435172514,5.446163588843629,4.310562272919987,0.0,1.4441886300333275
2024-04-29,0.0,0.0,20.223476285847756,13.028420470470738,14.099087731355947,41.44352149657161,5.448912418988503,4.311664044587869,0.0,1.4449175521775781
2024-04-30,0.0,0.0,3.9017094017094016,2.6025641025641026,2.841025641025641,8.220726495726497,1.5457264957264956,0.864957264957265,0.0,0.30288461538461536
2024-05-02,0.0,0.0,20.736142562299744,13.287093487888432,14.397694341953157,37.065775652293254,8.084583023220214,4.6229288402561135,0.0,1.8057820920890804
2024-05-03,0.0,0.0,20.79717932564283,13.326204001249398,14.45489726879523,36.860411560106094,8.108379965165096,4.641830473659412,0.0,1.81109740538194
2024-05-06,0.0,0.0,21.010400402254746,13.323100537221796,14.419773996347951,36.68351549474687,8.12766295286739,4.630163812951544,0.0,1.805382803609707
2024-05-07,0.0,0.0,21.02399339427398,13.32366469588783,14.358985216512199,37.08945783291959,7.772314174257781,4.630359874448861,0.0,1.801224811699757
2024-05-08,0.0,0.0,21.12197937794913,13.330720712609956,14.20029974526948,37.12286908122249,7.743595989980247,4.62751619206999,0.0,1.8530189008987064
2024-05-09,0.0,0.0,21.27094195802345,13.324511023476166,13.976656168117938,37.10557658206072,7.853267342455601,4.620067226001112,0.0,1.8489796998650185
2024-05-10,0.0,0.0,21.52842843001805,13.324652088527522,13.976804137354232,36.86882321491904,7.853350484085267,4.611646630988868,0.0,1.836295014107023
2024-05-13,0.0,0.0,21.80348792255181,13.331003108731457,13.968637295244754,36.58876302145395,7.85709368032496,4.613844711714145,0.0,1.8371702599789221
2024-05-14,0.0,0.0,22.07827317688593,13.343440393963329,14.019835989970685,36.23699290208697,7.864424030066738,4.6181492417054075,0.0,1.8388842653209434
2024-05-16,0.0,0.0,22.351013569046245,13.347402580186754,13.781145441723094,36.19472827441395,7.866759283316807,4.619520549761123,0.0,1.839430301552036
2024-05-17,0.0,0.0,22.57200587608254,13.349526148036976,13.560598427034224,36.20048684510583,7.868010882420013,4.609648866944915,0.0,1.839722954375507
2024-05-20,0.0,0.0,22.937886058163887,13.346411813048434,13.211738819225365,36.189920733808755,7.866175339996288,4.6085734736618855,0.0,1.8392937620953846
2024-05-21,0.0,0.0,23.147937508927676,13.317179754416223,13.15423317232659,36.09795840629778,7.848946402213534,4.598479517932059,0.0,1.8352652378861385
2024-05-22,0.0,0.0,22.939959468540497,13.58385937805904,13.087534195111886,36.1036885744673,7.850192339236675,4.599209477800295,0.0,1.8355565667843101
2024-05-23,0.0,0.0,22.718780597528383,13.88975627828204,12.985789515467463,36.112096112625366,7.852020429225435,4.606631559448517,0.0,1.8349255074227948
2024-05-24,0.0,0.0,22.448687881499048,14.147692079642974,12.984070346704218,36.122037343893105,7.854181997215355,4.607899710418067,0.0,1.8354306406272332
2024-05-27,0.0,0.0,22.342800741065254,14.44338293121922,12.944362045213426,36.014504610544876,7.830800656613373,4.594182321054382,0.0,1.8299666942894695
2024-05-28,0.0,0.0,22.323837685138738,14.765688940517993,12.618739604509333,36.02819653087626,7.833777754310003,4.595928927845394,0.0,1.8338305568022812
2024-05-29,0.0,0.0,22.19806776030097,14.470164256203798,13.076123490272845,36.002342748297025,7.828156246537323,4.592630895784636,0.0,1.8325146026034054
2024-05-30,0.0,0.0,22.093692115276024,14.258046471373612,13.38202466581879,36.013995239929706,7.829312956151415,4.59330951539107,0.0,1.8296190360593796
2024-05-31,0.0,0.0,4.454700854700855,2.875,2.7405982905982906,7.298290598290598,1.585042735042735,0.9243589743589744,0.0,0.36997863247863244
2024-06-03,0.0,0.0,22.02646434825855,14.043775693220958,13.881878640699648,35.788771963239846,7.849361670608277,4.5765016480696685,0.0,1.8332460359030522
2024-06-04,0.0,0.0,22.446303794935524,13.902301604435763,14.002348468493137,35.62826797815819,7.791017897857418,4.406274518063725,0.0,1.8234857380562475
2024-06-05,0.0,0.0,22.526873508856013,13.893643579061573,14.087459380316108,35.67580093853195,7.792659226527484,4.38192246314603,0.0,1.6416409035608388
2024-06-06,0.0,0.0,22.545634721922063,13.838798606315855,14.023287808426414,35.70445884045901,7.863456905957947,4.385571890170943,0.0,1.6387912267477718
2024-06-07,0.0,0.0,22.596242766930008,13.802943430126563,14.110497529526778,35.75448516394958,7.82730467408249,4.390308346764605,0.0,1.5182180886199699
2024-06-11,0.0,0.0,22.739290822061673,13.6653174096376,14.220500614817903,35.759709109332036,7.820061534564377,4.340139429090122,0.0,1.4549810804962875
2024-06-12,0.0,0.0,23.024733723470582,13.999884740115153,14.03341488843367,35.59749152577892,7.763277152871281,4.142021134471612,0.08696882220114946,1.352208012657631
2024-06-13,0.0,0.0,23.011472225276595,13.95621599828257,14.065126215422316,35.64924626799244,7.758805757580518,4.123927260541514,0.0869187309865276,1.3482875439175215
2024-06-14,0.0,0.0,23.18832983011579,13.971285846826401,13.949270614382236,35.7202388128548,7.767183675180971,4.128380255481531,0.08701258537454724,1.1882983797837265
2024-06-17,0.0,0.0,23.222474936247146,14.195812723002454,14.191571368738037,36.12891596286694,6.422470694892879,4.224388847358962,0.08800810098664504,1.526357365906934
2024-06-18,0.0,0.0,23.202792683508232,14.301378860996191,14.188018794463368,36.1978821796916,6.3110833302433,4.199619661085184,0.08793350955349907,1.5112909804586314
2024-06-19,0.0,0.0,23.217305113404464,14.310323808312264,14.260498990252357,36.19932047428986,6.315030663465157,4.097296208543366,0.08798850848877086,1.5122362332437547
2024-06-20,0.0,0.0,23.192472850690713,14.29501808189005,14.25054139773275,36.232613058142675,6.337927492415137,4.092913911141939,0.08789439964418654,1.5106188083425554
2024-06-21,0.0,0.0,23.183634583322306,14.414481170773016,14.22817371053537,36.18175563024321,6.302696694630429,4.091354169423346,0.08786090454389076,1.5100431365284357
2024-06-24,0.0,0.0,23.16916420263101,14.405484176394978,14.192845392561873,36.21735703744452,6.316747155559551,4.10995858304285,0.08780606496590902,1.5006373873993009
2024-06-25,0.0,0.0,23.22325820268861,14.419365598741999,14.209698683228236,36.09765395428626,6.3048323988330655,4.11709579554299,0.08789067670526444,1.54020468997358
2024-06-26,0.0,0.0,23.19304980514708,14.49790341428851,14.180639498299993,36.01897238217611,6.371716979436011,4.111740351211155,0.08777635009015583,1.5382012193509838
2024-06-27,0.0,0.0,23.215145789337186,14.51171554539344,14.194149372542169,36.019413878700306,6.331210932744777,4.100837845419373,0.08785997448885079,1.5396666613738972
2024-06-28,0.0,0.0,23.441304313381675,14.533566422486413,14.193439350167159,36.26684130748227,6.303970085718361,4.080468572575406,0.08767250621893832,1.0927374419697795
2024-07-02,0.0,0.0,23.403569408991697,14.524968422832801,14.106405804913882,36.39486520909634,6.646267023924659,3.9700030123824774,0.08772903355371289,0.8661920843044303
2024-07-03,0.0,0.0,23.259502812632952,14.504887310849778,14.019570252795562,36.202341497234634,7.183112647131431,3.901444921241025,0.08718899527813816,0.8419515628364787
2024-07-04,0.0,0.0,22.961879428009226,14.383058911718315,13.863540533365262,35.875919438212186,7.802145746248068,4.310232638039365,0.06038490169233893,0.7428384027152384
2024-07-05,0.0,0.0,23.010031351232925,14.329756545417554,13.734030954778065,35.9960145853656,7.808074116192573,4.343267309688627,0.059468228837917775,0.7193569084867423
2024-07-08,0.0,0.0,23.042485725778224,14.535937606109837,13.859968970218722,35.70618871748795,7.872370434991563,4.333721640921699,0.059552105480360856,0.589774799011644
2024-07-09,0.0,0.0,23.026126902095896,14.48176859029572,13.926343538746638,35.955419831388824,7.825020228121003,4.0278756557826325,0.05950982695168742,0.6979354266175972
2024-07-10,0.0,0.0,23.011231734736995,14.45257683017805,13.924638346488322,36.009369343050466,7.819958370068184,4.025270098962381,0.05947133116662928,0.6974839453489767
2024-07-11,0.0,0.0,22.92917478882391,14.381286549707603,13.941520467836257,36.030669265756984,7.945938921377518,4.019233268356075,0.04366471734892787,0.7085120207927226
2024-07-12,0.0,0.0,22.93334441575713,14.373211011080691,13.939957505831261,36.01406775170522,7.95648763357351,4.016685974326872,0.043637043694187444,0.7226086640311278
2024-07-15,0.0,0.0,22.940733234598696,14.383038428560294,13.945488086886481,35.96331228726583,7.998544963234338,4.028373216930392,0.007275183828305661,0.7332345986956635
2024-07-16,0.0,0.0,22.889823346105782,14.336601629135709,13.786988691454555,35.88350279732245,8.33856156961159,4.023581506043151,0.007259038799562384,0.7336814215271981
