date,ASTRUM CAPITAL MANAGEMENT LTD,VALUABLE CAPITAL LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GRANSING SECURITIES CO LTD,LUK FOOK SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-04-26,0.0,26.960250476449772,0.0,21.440239586169344,20.541791451129868,18.6087666757419,12.44895181050912
2024-04-29,0.0,26.96208563065823,0.0,21.44169899938738,20.54318970798448,18.610033353753998,12.442992308215914
2024-05-02,0.0,26.963921034717497,0.0,21.443158611300202,20.544588155207624,18.61130020422056,12.437031994554118
2024-05-03,0.0,27.00531118071633,0.0,21.448999046711155,20.550183848563258,18.616369331335967,12.379136592673294
2024-05-06,0.0,27.00347245863689,0.0,21.447538639613263,20.548784639477088,18.615101790699256,12.3851024715735
2024-05-07,0.0,26.964760411696542,0.0,21.470929043691637,20.5711948742417,18.635403176334265,12.357712494035852
2024-05-09,0.0,27.12867247007617,0.0,21.422742110990207,20.525027203482047,18.593579978237216,12.329978237214362
2024-05-13,0.0,27.14528751275944,0.0,21.435862538278325,20.537597822388566,18.54372235454236,12.337529772031303
2024-05-16,0.0,27.138482477033005,0.0,21.435862538278325,20.537597822388566,18.54372235454236,12.344334807757742
2024-05-23,0.0,22.602272727272727,17.017045454545453,17.897727272727273,17.147727272727273,15.482954545454545,9.852272727272728
2024-05-28,0.0,22.593476531424024,17.018979429480623,17.899761336515514,17.149676099556768,15.484714172065006,9.853392430958063
2024-06-03,0.0,22.57661748013621,16.997729852440408,17.877412031782068,17.128263337116913,15.465380249716231,9.954597048808173
2024-06-04,0.0,22.59181472441392,17.02332973832094,17.880456377362776,17.131180110120905,15.473690185616165,9.899528864165296
2024-06-06,0.0,22.59694543802873,17.004485323340717,17.884517118037813,17.1350706864248,15.477204337705105,9.90177709646284
2024-06-07,0.0,22.791489361702126,16.99290780141844,17.872340425531917,17.123404255319148,15.580141843971631,9.639716312056738
2024-06-11,0.0,22.886784965134076,16.97942060207495,17.85815522421906,17.10981348148988,15.567775951017632,9.598049776064403
2024-06-14,0.0,22.885487528344672,16.978458049886623,17.857142857142858,17.108843537414966,15.566893424036282,9.603174603174605
2024-06-17,0.0,23.068657391697773,16.93812917090827,17.81472684085511,17.0682049541907,15.52991743015496,9.58036421219319
2024-06-18,0.0,23.136988626718725,16.94675493690941,17.823799015447293,17.076896961466645,15.424659084479151,9.590901374978781
2024-06-19,0.0,23.138297872340424,16.947713897691262,17.824807605251245,17.077863286555004,15.425531914893616,9.585785423268447
2024-06-21,0.0,23.136988626718725,16.94675493690941,17.823799015447293,17.076896961466645,15.424659084479151,9.590901374978781
2024-06-25,0.0,23.138297872340424,16.94205522861023,17.824807605251245,17.077863286555004,15.425531914893616,9.59144409234948
2024-06-27,0.0,23.616111611161116,16.842934293429344,17.72052205220522,16.977947794779478,15.307155715571557,9.535328532853285
2024-06-28,0.0,23.25344788605019,16.92290300700882,17.804657472303866,17.058557540131133,15.379832692742482,9.580601401763507
2024-07-02,0.0,23.314305092409427,16.921946532526988,17.80365116147629,17.057593398519188,15.32244390436896,9.580059910699147
2024-07-03,0.0,23.40365363950003,16.93343136700413,17.81573440416266,17.06917029579775,15.332843164979357,9.445167128556077
2024-07-04,0.0,23.031440104610837,17.02200238785605,17.908920347944736,17.15845130479277,15.413042242310535,9.466143612485075
2024-07-05,0.0,23.033196907685312,17.019099590723055,17.90586630286494,17.155525238744886,15.410413824465666,9.475898135516143
2024-07-08,0.0,23.086973811282167,17.008464466284156,17.894677043685736,17.144804862807476,15.400783957280009,9.464295858660456
2024-07-09,0.0,23.533401152933198,16.92099016615802,17.80264496439471,17.056629365886742,15.270713236125241,9.415621114502091
2024-07-16,0.0,23.537722520486014,16.92003390788358,17.801638881039842,17.055665442215314,15.269850240180844,9.415089008194405
2024-07-18,0.0,23.537722520486014,16.97654704718847,17.801638881039842,17.055665442215314,15.213337100875954,9.415089008194405
2024-07-23,0.0,23.31027443864822,17.033340893626672,17.861193014288954,17.11272397369018,15.264232252211386,9.418235427534588
2024-07-25,0.0,23.3189704048078,17.03140945685452,17.859167706089128,17.11078353554825,15.262501417394262,9.417167479306043
2024-07-29,0.0,23.330875262351807,16.989052130013047,17.868285211866812,17.119518974417154,15.270293266776335,9.421975154574849
2024-08-01,0.0,23.359773371104815,16.96883852691218,17.847025495750707,17.09915014164306,15.223796033994333,9.501416430594901
2024-08-02,0.0,23.393069139012944,16.931426310136246,17.80767708745548,17.061450619028776,15.325908756854542,9.480468087512014
2024-08-05,0.0,23.372296572364334,16.912304477949068,17.787565644587495,17.042181941385735,15.308600146818002,9.577051216895365
2024-08-07,0.0,23.370025402201524,16.906576347727913,17.781541066892466,17.036409822184588,15.303415184871577,9.60203217612193
2024-08-12,0.0,23.205295016122644,16.942920178763366,17.819765797363807,17.073032754426656,15.336312722747072,9.622673530576455
2024-08-13,0.0,23.170455830788374,16.994683859291936,17.81472684085511,17.0682049541907,15.331976020812125,9.619952494061758
2024-08-15,0.0,23.166110514111192,16.995645042701206,17.81573440416266,17.06917029579775,15.332843164979357,9.620496578247836
2024-08-16,0.0,23.170455830788374,16.994683859291936,17.81472684085511,17.0682049541907,15.331976020812125,9.619952494061758
2024-08-19,0.0,23.179144989821307,16.992761818593078,17.812712056095904,17.066274598507125,15.330242026690794,9.618864510291788
2024-08-20,0.0,23.17783432287249,16.99180096126661,17.8117048346056,17.065309584393553,15.335029686174725,9.618320610687023
2024-08-21,0.0,23.182177993893475,16.990840212597536,17.810697727015718,17.06434467940744,15.334162614497343,9.617776772588488
2024-08-23,0.0,23.17783432287249,16.99180096126661,17.8117048346056,17.065309584393553,15.335029686174725,9.618320610687023
2024-08-27,0.0,23.16914550698411,16.993722784595374,17.813719391505966,17.06723972176667,15.336764123734662,9.619408471413221
2024-08-29,0.0,23.141662901039314,17.086534116583824,17.79258924536828,17.046995029371896,15.318572074107548,9.613646633529147
2024-09-02,0.0,23.13297932437013,17.088464580273417,17.794599480284713,17.048921025872783,15.320302790645124,9.614732798553836
2024-09-09,0.0,23.131672597864767,17.087499293904987,17.793594306049823,17.04795797322488,15.319437383494321,9.619838445461221
2024-09-11,0.0,23.140355831685962,17.085569048291443,17.79158429822084,17.046032194295396,15.317706862468231,9.618751765038125
2024-09-12,0.0,23.141662901039314,17.086534116583824,17.79258924536828,17.046995029371896,15.318572074107548,9.613646633529147
2024-09-13,0.0,23.183567224988682,17.117473970122226,17.824807605251245,17.077863286555004,15.159574468085108,9.636713444997737
2024-09-16,0.0,22.924946065629612,17.173838991711136,17.883501759963664,17.134097876688998,15.209492449188144,9.67412285681844
2024-09-17,0.0,22.83442203919341,17.750639023004826,17.892644135188867,17.142857142857142,14.70604941777904,9.673388241976712
2024-09-20,0.0,22.87514903764265,17.742576505989895,17.884517118037813,17.1350706864248,14.699369783682506,9.663316868222335
2024-09-23,0.0,22.719009203499603,17.838881945233496,17.895693671173728,17.145778888762642,14.708555845926599,9.692080445403931
2024-09-24,0.0,22.717718570698175,17.837868545134352,17.894677043685736,17.144804862807476,14.707720274953132,9.697210702721128
2024-09-25,0.0,22.767274172486232,17.827740873218644,17.884517118037813,17.1350706864248,14.699369783682506,9.686027366150004
2024-09-26,0.0,22.776043145046835,17.825716718705646,17.882486517172865,17.13312517740562,14.697700823162076,9.684927618506954
2024-09-27,0.0,22.767274172486232,17.827740873218644,17.884517118037813,17.1350706864248,14.699369783682506,9.686027366150004
2024-09-30,0.0,22.641830881935373,17.87154296098586,17.888579703560676,17.138963030268613,14.702708842069395,9.75637458118008
2024-10-02,0.0,22.650616092215092,17.869513372324118,17.8865481801147,17.13701663732894,14.701039123275224,9.755266594741922
2024-10-03,0.0,22.54282624779466,17.824824995731603,17.92726651869558,17.17602868362643,14.7345057196517,9.794547834500028
2024-10-04,0.0,22.5400978273234,17.813673074735526,17.91605050619952,17.16528267546354,14.725287225571607,9.839608690706404
2024-10-07,0.0,22.367604760024815,19.767638599063787,17.765495459928935,17.02103660256049,13.451017991089053,9.62720658733292
2024-10-08,0.0,22.35128277417536,19.875951508316888,17.7614885819002,17.017197631801523,13.44798421201015,9.546095291795883
2024-10-09,0.0,22.34048544236076,19.98085262150138,17.739483020780536,16.99611420848116,13.431322858590978,9.511741848285183
2024-10-10,0.0,22.016333427203605,20.264714165023936,17.74148127288088,16.998028724303012,13.432835820895523,9.546606589693043
2024-10-14,0.0,22.047554654045527,20.272706783862972,17.748478701825558,17.00473292765382,13.42686499887311,9.499661933739013
2024-10-16,0.0,22.046312468308074,20.27156459518846,17.74747873119612,17.003774860555524,13.426108513155672,9.504760831596146
2024-10-17,0.0,22.056338028169016,20.270422535211267,17.74647887323944,17.00281690140845,13.425352112676055,9.498591549295774
2024-10-18,0.0,22.055095487578164,20.26928060390964,17.745479127936452,17.001859050194355,13.424595797419864,9.503689932961523
2024-10-21,0.0,22.05261082633921,20.2669971272461,17.743479975215458,16.999943671492144,13.423083422520138,9.513884977186954
2024-10-22,0.0,22.058823529411764,20.272706783862972,17.748478701825558,17.00473292765382,13.42686499887311,9.488393058372774
2024-10-23,0.0,22.071259443003722,20.284135753749013,17.75848460931334,17.014319539970685,13.434434547299585,9.43736610666366
2024-10-24,0.0,22.080045095828634,20.28184892897407,17.756482525366405,17.01240135287486,13.432919954904172,9.43630214205186
2024-10-25,0.0,22.074408117249156,20.28184892897407,17.756482525366405,17.01240135287486,13.432919954904172,9.441939120631341
2024-10-29,0.0,22.061971830985915,20.270422535211267,17.74647887323944,17.00281690140845,13.425352112676055,9.492957746478874
2024-10-31,0.0,22.057001239157373,20.26585558184071,17.74248056775938,16.998986143967556,13.422327362847808,9.51334910442717
2024-11-01,0.0,22.060728973015607,20.26928060390964,17.745479127936452,17.001859050194355,13.334460030420821,9.588192214523126
2024-11-05,0.0,22.083262914765363,20.26928060390964,17.745479127936452,17.001859050194355,13.334460030420821,9.565658272773366
2024-11-06,0.0,22.08450704225352,20.270422535211267,17.74647887323944,17.00281690140845,13.335211267605635,9.56056338028169
2024-11-07,0.0,22.036285778679286,20.32905116069416,17.748478701825558,17.00473292765382,13.336713995943207,9.544737435203967
2024-11-08,0.0,22.039436619718312,20.32676056338028,17.74647887323944,17.00281690140845,13.335211267605635,9.549295774647886
2024-11-11,0.0,22.04507042253521,20.32676056338028,17.74647887323944,17.00281690140845,13.335211267605635,9.543661971830986
2024-11-12,0.0,22.04507042253521,20.32676056338028,17.74647887323944,17.00281690140845,13.329577464788734,9.549295774647886
2024-11-13,0.0,22.04507042253521,20.32676056338028,17.74647887323944,17.00281690140845,13.318309859154931,9.56056338028169
2024-11-15,0.0,22.038862292312025,20.35482962545762,17.74148127288088,16.998028724303012,13.314559279076315,9.55223880597015
2024-11-18,0.0,22.038862292312025,20.360461841734722,17.74148127288088,16.998028724303012,13.314559279076315,9.546606589693043
2024-11-19,0.0,22.037621085830143,20.364947060148683,17.74048209056094,16.997071412480288,13.313809416535255,9.546068934444694
2024-11-22,0.0,22.038862292312025,20.36609405801183,17.74148127288088,16.998028724303012,13.314559279076315,9.540974373415938
2024-11-25,0.0,22.0476431829701,20.363800191473786,17.739483020780536,16.99611420848116,13.31305963845244,9.539899757841978
2024-11-26,0.0,22.05203288658633,20.36265345196531,17.73848406352067,16.99515711228742,13.312309944813606,9.53936254082667
2024-11-27,0.0,22.043252984906513,20.364947060148683,17.74048209056094,16.997071412480288,13.313809416535255,9.540437035368326
2024-11-29,0.0,22.04888488398288,20.359315161072313,17.74048209056094,16.997071412480288,13.313809416535255,9.540437035368326
2024-12-02,0.0,22.057664151368396,20.35702218718324,17.73848406352067,16.99515711228742,13.312309944813606,9.53936254082667
2024-12-03,0.0,22.03037120359955,20.3318335208099,17.716535433070867,16.974128233970752,13.307086614173228,9.640044994375703
2024-12-04,0.0,22.042768711311197,20.2870005627462,17.726505346088913,16.983680360157567,13.33145751266179,9.628587507034329
2024-12-05,0.0,22.0515417510691,20.28471753319829,17.724510465901417,16.98176907494936,13.329957236101734,9.627503938780103
2024-12-06,0.0,22.060312816473502,20.282435017441205,17.722516034657364,16.979858219871723,13.32845729717565,9.626420614380555
2024-12-09,0.0,22.054108780021373,20.276730974745487,17.71753191968052,16.97508296304629,13.32470892626132,9.651836436245008
2024-12-10,0.0,22.0428595534057,20.276730974745487,17.71753191968052,16.97508296304629,13.32470892626132,9.663085662860677
2024-12-11,0.0,22.03847451906851,20.277871526605917,17.71852851839352,16.976037799527504,13.325458431769603,9.663629204634942
2024-12-13,0.0,22.04600416174568,20.274450255891118,17.715539058545637,16.973173612282775,13.32321016815702,9.667622743377763
2024-12-16,0.0,22.09295790479402,20.26639689765638,17.703591299949416,16.961726521665824,13.314224695104818,9.66110268082954
2024-12-17,0.0,22.102956052602003,20.26525795211869,17.702596380802518,16.960773294368888,13.313476452736877,9.654939867371024
2024-12-18,0.0,22.09419964028777,20.267535971223023,17.70458633093525,16.962679856115106,13.314973021582736,9.656025179856115
2024-12-19,0.0,22.09295790479402,20.26639689765638,17.703591299949416,16.961726521665824,13.314224695104818,9.66110268082954
2024-12-23,0.0,22.08982069585746,20.2686751728402,17.705581473778878,16.96363329773481,13.315721432184812,9.656567927603845
2024-12-27,0.0,22.08054822220974,20.255013200022468,17.693647138122788,16.95219906757288,13.362916362410829,9.655676009661294
2024-12-30,0.0,22.197925427530137,20.218671152228765,17.661900756938604,16.92178301093356,13.366975049060837,9.632744603308103
2025-01-02,0.0,22.19044414535666,20.22207267833109,17.66487213997308,16.92462987886945,13.369223867205024,9.628757290264693
2025-01-03,0.0,22.248361619895814,20.19268470285106,17.644093429675685,16.904721895479753,13.353498011538678,9.65664034055901
2025-01-06,0.0,22.199820788530467,20.18929211469534,17.641129032258064,16.901881720430108,13.35125448028674,9.716621863799284
2025-01-07,0.0,22.202934259155562,20.18143129129802,17.63915332064061,16.899988800537574,13.349759211557846,9.726733116810394
2025-01-09,0.0,22.32852187534967,20.11860803401589,17.623363544813696,16.884860691507217,13.337809108201856,9.706836746111671
2025-01-10,0.0,22.330368630083345,20.115231862169267,17.62040610840745,16.882027185769424,13.335570845220115,9.716395368350394
2025-01-13,0.0,22.309153906337322,20.096121605007262,17.603666033307253,16.865988599530567,13.294959204202526,9.830110651615067
2025-01-14,0.0,22.309110204993576,20.08601910294364,17.59481651119924,16.857509914539463,13.288275707981903,9.864268558342177
2025-01-16,0.0,22.33080187625642,20.0804109895019,17.58990395354032,16.85280321643958,13.28456555729283,9.861514406968952
2025-01-20,0.0,22.339475153545504,20.078168620882188,17.587939698492463,16.850921273031826,13.283082077051928,9.860413176996092
2025-01-21,0.0,22.3338355935041,20.068084156481948,17.57910597689603,16.84245772643563,13.29873318823595,9.877783358446342
2025-01-22,0.0,22.392980887448307,20.096121605007262,17.603666033307253,16.865988599530567,13.049066726276964,9.99217614842964
2025-01-27,0.0,22.398569352855706,20.096121605007262,17.603666033307253,16.865988599530567,13.049066726276964,9.986587683022243
2025-02-04,0.0,22.401563808991902,20.206646188215583,17.592851158894163,16.85562691985479,13.04104998603742,9.902261938006143
2025-02-12,0.0,22.405897464537027,20.205517703563054,17.591868647380764,16.85468558025243,13.040321679883837,9.90170892438289
2025-02-14,0.0,22.41023063606411,20.204389344948904,17.590886245602277,16.853744345786563,13.039593455073433,9.90115597252471
2025-02-19,0.0,22.393477411068297,20.204389344948904,17.590886245602277,16.853744345786563,13.056346680069247,9.90115597252471
2025-02-21,0.0,22.39781103417467,20.203261112352024,17.58990395354032,16.85280321643958,13.055617601072148,9.900603082421263
2025-02-27,22.365283738674297,17.388477045129406,15.684744440109247,13.655872024970735,13.08362595916244,10.135691680756057,7.686305111197815
2025-02-28,22.36237537928045,17.42089293454703,15.682704811443433,13.654096228868662,13.081924577373211,10.112700476809708,7.685305591677503
2025-03-03,22.36140609423085,17.424472281218847,15.682025053096963,13.653504399462529,13.081357548437433,10.11226214728447,7.684972476268909
2025-03-04,22.355592148026172,17.428608571304764,15.6779477401742,13.649954500151665,13.077956406811978,10.109632967890107,7.700307665641115
2025-03-05,22.35656092910383,17.433697347893915,15.678627145085802,13.650546021840873,13.078523140925638,10.110071069509447,7.691974345640492
2025-03-10,22.35946777618862,17.435964113899363,15.680665713171237,13.652320894552075,13.080223638018463,10.111385602219045,7.679972261951199
2025-03-12,22.35365483773127,17.483426491615756,15.568265522769616,13.64877161055505,13.076823085922268,10.126088652021318,7.7429697993847215
2025-03-13,22.316909633602975,17.454687026863347,15.542674222433705,13.626335597179565,13.055327248345375,10.260846995717438,7.7432192758575935
2025-03-14,22.313048743566455,17.417066735867827,15.539985294753686,13.623978201634879,13.0530686388997,10.319622853682798,7.733229531594654
2025-03-17,22.314979021583977,17.444526147324712,15.541329642285568,13.625156797439336,13.054197845927593,10.320515593235001,7.699294952203815
2025-03-18,29.505445177407392,15.74222256918693,14.024747257894532,12.295561887661501,11.78031929427378,9.703735508802062,6.947968304773801
2025-03-19,29.499687792694353,15.739150796128628,14.02201061504839,12.293162660006244,11.778020605682173,9.721354979706526,6.946612550733687
2025-03-20,29.490480649188516,15.730337078651685,14.017634207240947,12.289325842696629,11.77434456928839,9.737827715355806,6.960049937578027
2025-03-21,29.48472910246909,15.699964894488435,14.014900339353279,12.286929047860514,11.772048211569217,9.755431602761634,6.985996801497834
2025-03-24,29.482429111899837,15.710441124848861,14.013807090760169,12.285970591676742,11.771129919263622,9.758570927103241,6.977651234447521
2025-03-25,29.481279251170044,15.713728549141967,14.013260530421217,12.285491419656786,11.770670826833074,9.758190327613105,6.977379095163807
2025-03-27,29.44223728285425,15.751343771909324,14.05312767780634,12.269221780789904,11.755082963309183,9.760847550050634,6.968138973280362
2025-03-28,29.439943916497896,15.750116840629383,14.05203302695124,12.26826608505998,11.754167315781276,9.760087241003273,6.975385574076959
2025-03-31,29.438797367293684,15.753397982630368,14.051485765471044,12.267788293024887,11.753709545507652,9.759707130895354,6.975113915177007
2025-04-02,29.439943916497896,15.754011528275432,14.05203302695124,12.26826608505998,11.754167315781276,9.760087241003273,6.971490886430908
2025-04-07,29.41588512277698,15.787835155854768,14.075573024088413,12.258240261509126,11.74456162197922,9.752111141378371,6.965793672413121
2025-04-10,29.41359585976108,15.790497684734813,14.074477606132534,12.257286275730573,11.743647612747578,9.759134596676914,6.961360364216507
2025-04-11,29.40901840252111,15.803602692292728,14.072287281640275,12.255378749562308,11.741820021009222,9.757615842508656,6.960277010465704
2025-04-14,29.407874260815436,15.806878306878309,14.071739807033925,12.254901960784313,11.741363211951446,9.757236227824464,6.960006224712107
2025-04-17,29.406730208130718,15.810153666601828,14.071192375024314,12.254425209103287,11.740906438436102,9.75685664267652,6.959735460027232
2025-04-22,29.40558624445655,15.813428771493038,14.070644985606473,12.2539484945149,11.740449700459036,9.756477087061386,6.959464716408621
2025-04-28,29.39643773819709,15.812397915532394,14.066267402971144,12.250136112623473,11.73679707552306,9.761219569106323,6.976744186046512
2025-04-30,29.394151501011045,15.826722662933582,14.065173432882252,12.24918338777415,11.735884274381709,9.760460413750193,6.968424327267071
