date,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,KGI ASIA LTD
2024-03-01,33.092321071395446,33.01474663560954,0.0,17.44797353649897,0.0,3.8962076758128004,7.418102123712098,5.130648956971148,0.0
2024-03-04,33.105531342216075,33.0142644042505,0.0,17.450685636210082,0.0,3.8924991296097193,7.413885680292634,5.1231338074209845,0.0
2024-03-05,27.216985085600097,27.137536788443057,17.981763592135287,14.35077989948758,0.0,3.0150121778042966,6.091620306443335,4.206302150086344,0.0
2024-03-06,27.137327787646058,27.082454332074672,17.945040415410716,14.342957099676129,0.0,3.0086303432717276,6.097004354723884,4.386585667196815,0.0
2024-03-07,27.166507564817373,27.06236006000447,17.930416225134902,14.372874442022907,0.0,3.0066225387087595,6.081068592106606,4.380150577204986,0.0
2024-03-08,27.20430217570285,27.059163485119335,17.878542293768355,14.349141101236912,0.0,3.013749788147868,6.06519753178534,4.4299036242393415,0.0
2024-03-11,27.171485408678965,27.040913263971007,17.86255839530475,14.437902437189615,0.0,3.011717145854633,6.149302066888848,4.326121282112189,0.0
2024-03-12,27.17821973644789,27.048545668761047,17.867600173107434,14.453308962385991,0.0,3.1175039293863125,6.147896361808209,4.186925168103119,0.0
2024-03-13,27.239491218013068,27.053128728273716,17.870627628851075,14.433801994675507,0.0,3.1180321539427944,6.098854633768248,4.186063642475588,0.0
2024-03-14,27.185738516606705,27.06740965049463,17.88552506078538,14.397074711636915,0.0,3.119678114198261,6.080967358370973,4.263606587907135,0.0
2024-03-15,27.187253795371625,27.069141910871586,17.88666969881258,14.396648769236196,0.0,3.121973608683665,6.074432766776471,4.26387945024788,0.0
2024-03-18,27.193799365359638,27.069324266967225,17.88679019554872,14.384544882256142,0.0,3.1145094425200694,6.087123672716991,4.263908174631216,0.0
2024-03-19,27.189042105601285,27.064067318569517,17.8824558937254,14.394099536144623,0.0,3.1119803371954013,6.100048391948323,4.258306416815454,0.0
2024-03-20,27.142055277934883,27.014917005169035,17.848933298816995,14.363588765517793,0.0,3.1063287547089673,6.090201902199443,4.433974995652885,0.0
2024-03-21,27.147474930344618,27.00964389653848,17.843581400626427,14.371988143670583,0.0,3.1057224226975584,6.089348298283028,4.432240907839309,0.0
2024-03-22,27.17963977863196,27.029710184607374,17.855494446034225,14.384123009460554,0.0,3.1070581068923184,6.088265643669406,4.355708830704163,0.0
2024-03-25,27.209969465527223,27.021641124634655,17.849827883591388,14.350650771666027,0.0,3.0883580150564973,6.076360923649472,4.403191815874741,0.0
2024-03-26,27.273572983834022,26.99610448053929,17.832959008021454,14.265425241551124,0.0,3.272063160130883,6.094058440994026,4.265816684929203,0.0
2024-03-27,27.715964712236364,26.999067822014826,17.834914278385778,13.871044001771903,0.0,3.2729449359120797,6.0897999724636245,4.2162642772154255,0.0
2024-03-28,27.75028234841824,26.990947040779766,17.82954989180193,13.865192575188992,0.0,3.2722590403407317,6.0819974620171084,4.209771641453234,0.0
2024-04-02,27.772455065858964,26.99838981183218,17.874295287680255,13.86625364522494,0.0,3.2699138392198352,6.049492471181515,4.169199879002308,0.0
2024-04-03,27.76239535723997,26.99082340287574,17.868614229281928,13.873450854978145,0.0,3.268810845246349,6.0656721368544195,4.17023317352345,0.0
2024-04-05,27.77440363481466,26.988023597214582,17.868327856949303,13.88775806965102,0.0,3.2684717657387266,6.065154874747834,4.14786020088387,0.0
2024-04-08,27.771457187100168,26.982586835740797,17.860552598310917,13.941441753039522,0.0,3.2433778556303987,6.056207890159569,4.144375880018631,0.0
2024-04-09,27.771457187100168,26.982586835740797,17.86152255603962,13.941441753039522,0.0,3.2424078979016975,6.056207890159569,4.144375880018631,0.0
2024-04-10,27.789640053057013,26.97785688037638,17.856565493770177,13.937058290493942,0.0,3.2418395148654944,6.054474866106401,4.142564901330601,0.0
2024-04-11,27.802544857931068,26.976951275609483,17.854697935250126,13.93744830540706,0.0,3.241730691346592,6.04908716659219,4.137539767863482,0.0
2024-04-12,27.798486099990587,26.9806623800227,17.85803182493338,13.922481388316601,0.0,3.2424232056498457,6.049819808423266,4.148095292663612,0.0
2024-04-15,27.794268871224652,26.977582948931563,17.85576979107015,13.953718095931904,0.0,3.236980062579712,6.302378456047765,3.8793017742142535,0.0
2024-04-16,27.8892754501553,26.960164785169948,17.843980210198936,13.934121908922778,0.0,3.2319078638814087,6.040364872288028,4.100184909383603,0.0
2024-04-17,27.92113205753744,26.967674363339512,17.871957405831782,13.949898130365623,0.0,3.2065631049086054,6.161854633187031,3.920920304830007,0.0
2024-04-18,27.948315410505455,26.952930845896912,17.86147852455258,13.952706582593072,0.0,3.210288423419135,6.038744124305912,4.035536088726935,0.0
2024-04-19,28.025344738395997,26.92396270234655,17.8420209867651,13.97333770864736,0.0,3.2068381086307585,6.1252118022331254,3.903283952981114,0.0
2024-04-22,28.037751782902493,26.879253363417394,17.81239292003892,14.028777199006978,0.0,3.2334756846565136,6.096271568391498,3.9120774815862047,0.0
2024-04-23,28.09611226520028,26.876596299459386,17.810632132021716,14.019995120732077,0.0,3.232933075497975,6.063084063004929,3.90064704408363,0.0
2024-04-24,28.101550577304835,26.87678607232094,17.826046589845703,14.028901653635176,0.0,3.217667204107414,6.05569435130668,3.8933535514792563,0.0
2024-04-25,28.107400045561576,26.86639246460111,17.819487356648096,14.058953062706811,0.0,3.215308442515853,6.039644833392144,3.892813794574416,0.0
2024-04-26,28.251606333449335,26.87914846935412,17.82794794419133,13.932537157944111,0.0,3.2342550711671207,6.032923624363896,3.8415813995300847,0.0
2024-04-29,28.281299594586024,26.872966160989826,17.825593841585622,13.920414861003083,0.0,3.2335111799608374,6.025702327614713,3.8405120342598917,0.0
2024-04-30,28.43087136671796,26.87291923027029,17.833068478819587,13.785546832780057,0.0,3.196088166284769,6.037767915777023,3.8437380093503135,0.0
2024-05-02,28.519502463687736,26.89195459045277,17.858380087850538,13.66699123227401,0.0,3.1948196660774157,6.155764243392034,3.7125877162655003,0.0
2024-05-03,28.445394584372075,26.88875511537171,17.856255383902855,13.747196535485056,0.0,3.1913536913796823,6.0243656948190445,3.8466789946695807,0.0
2024-05-06,28.44692815215661,26.890204760532683,17.858556584689143,13.74793768385169,0.0,3.191525745846905,6.131028621045139,3.733818451877839,0.0
2024-05-07,28.45370765636659,26.89661326465679,17.86608537860061,13.751214107967073,0.0,3.1920632137197478,6.115903022413651,3.724413356275539,0.0
2024-05-08,28.44731921400445,26.89869582085264,17.869849063390635,13.758118126075464,0.0,3.194430365121078,6.112545696298337,3.7190417142573935,0.0
2024-05-09,28.63784916970123,26.90525630975455,17.87420745114445,13.584169049272024,0.0,3.1952094744540314,6.105294057858009,3.6980144878157075,0.0
2024-05-10,28.625684096432785,26.90787899874888,17.875949805375342,13.598515177887894,0.0,3.1953721168514124,6.098038811275941,3.6985609934277472,0.0
2024-05-13,28.637902313100412,26.903104485022983,17.881259283046095,13.597850620770547,0.0,3.1889648889527824,6.093460073585543,3.6974583355216426,0.0
2024-05-14,28.44610862713976,26.576908131102815,17.680008539851684,13.03784847037282,0.0,3.162211622266594,6.042890948667823,3.582367128911727,1.4716565316867736
2024-05-16,28.46748570227305,26.53184389480558,17.65108131982392,13.020856511218648,0.0,3.157980849670957,6.0308319456386315,3.6890872196374334,1.4508325569317833
2024-05-17,28.490121634263943,26.530436717068547,17.657812050157357,12.991309409827764,0.0,3.1541814877202463,6.028861319369804,3.6965217729225155,1.450755608669824
2024-05-20,28.718428855419177,26.541477794521096,17.668683741125587,12.840268201803138,0.0,3.1188933412071975,6.004983761957948,3.6522350414188276,1.4550292625470278
2024-05-21,28.362583427960043,26.509472681861745,17.80838785002684,12.798169345614244,0.0,3.1344750914152244,6.013889210580137,3.9234352015143803,1.4495871910273879
2024-05-22,28.18905671472442,26.53313482401229,17.754321580455535,12.879958337784217,0.0,3.137272898677198,5.945577050374071,4.019070841707284,1.541607752264987
2024-05-23,28.235833534962406,26.517293666268042,17.70115352289836,12.887761071337286,0.0,3.1176777237789137,5.968914683184525,4.020528668519612,1.5508371290508538
2024-05-24,28.294470678363933,26.490886409004617,17.68394120147702,12.880343742114178,0.0,3.1151568660087174,5.974867574617281,4.0110236635732575,1.5493098648409973
2024-05-27,28.31028166541998,26.482137431735715,17.678101387470633,12.883706090961311,0.0,3.09633748853689,5.982229152724428,4.018408599066237,1.5487981840848044
2024-05-28,28.15358422205167,26.524590377132306,17.695401498696132,13.006317090220106,0.0,3.094809627880477,5.9826136288343585,4.000571357572189,1.5421121976127605
2024-05-29,28.09985539161714,26.523102322869985,17.625572678074487,13.052199148222627,0.0,3.2141187991776046,5.9743180656568535,3.9688079107013094,1.5420256836799908
2024-05-30,28.0523961035888,26.512873582356562,17.61881196458763,13.132691255226439,0.0,3.2128792614049897,5.9691546342053385,3.9597622033238604,1.5414309953063836
2024-05-31,28.101161260946732,26.517413313560755,17.61636564349777,13.149422766209526,0.0,3.219512918056376,5.970140051809791,3.8842891153448846,1.541694930574161
2024-06-03,28.052245075223663,26.52032072448453,17.618297129548218,13.199011441503403,0.0,3.219865910518971,5.962874032075525,3.8855217222133156,1.5418639644323762
2024-06-04,28.058763974952463,26.518580090857967,17.61714077096775,13.197961803056577,0.0,3.218297898387269,5.962409331017795,3.885083364963065,1.5417627657971125
2024-06-05,28.10554736433439,26.521624890796986,17.619163528934482,13.158405388487532,0.0,3.2168338543608606,5.952789306126335,3.883695879649115,1.5419397873103005
2024-06-06,28.10724371453004,26.524933264792306,17.620767190600237,13.157414277628185,0.0,3.2159591938205785,5.947423285442499,3.8824860374899135,1.5437730356962442
2024-06-07,28.106044399058366,26.522521069546418,17.618211335930365,13.1694187987727,0.0,3.213283206664009,5.945085611117399,3.8818029349711987,1.543632643939543
2024-06-11,28.119690799174034,26.524670625477242,17.614761773770006,13.162711542601627,0.0,3.2135436318308397,6.065864010955968,3.7549998663192135,1.5437577498710677
2024-06-12,28.132208642198375,26.524232904843288,17.614471087985457,13.165978165594733,0.0,3.213710632613854,6.057659399339425,3.748006893256417,1.5437322741684478
2024-06-13,28.14670668380036,26.517231338956897,17.60567857860201,13.167085549164526,0.0,3.2118357690242876,6.054043940012091,3.7540933631919273,1.5433247772479028
2024-06-14,28.166979502025125,26.509086947512035,17.58066293143458,13.157800365206107,0.0,3.2117655755255754,5.970569231023053,3.860284680338075,1.5428507669354463
2024-06-17,28.187540762791823,26.507639363543724,17.57970290267681,13.151144709909948,0.0,3.2115901903692965,5.960677793475971,3.8589377608801954,1.5427665163522355
2024-06-18,28.18399111605599,26.503336406584125,17.57684920816576,13.15073212430752,0.0,3.211068856342849,5.954800027411238,3.867545405121739,1.5516768560107743
2024-06-19,28.18224486319545,26.500695102566564,17.575097511635274,13.142313478332039,0.0,3.2107488434606655,5.954206576194572,3.883171407637689,1.5515222169777532
