date,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CLSA LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,15.192546412938363,10.564271899017662,0.0,0.0,8.887773101491323,2.0034324578816105,0.0,2.056611696442205,0.0,3.592469906347025,42.29710547411818
2024-03-04,15.166142890772127,10.569043619891078,0.0,0.0,8.894310040973176,2.031903725759658,0.0,2.069972514887769,0.0,3.588334255866035,42.319707048149844
2024-03-05,15.128764410597038,10.569043619891078,9.025550974703517,0.0,8.860271765409477,2.0358801598208376,2.4719104697918257,2.075539522573421,0.0,3.5939012635516874,53.760862186338876
2024-03-06,15.153100187051457,10.569043619891078,9.025550974703517,6.227254797170052,8.811282097775743,2.0198153662136713,2.4719104697918257,2.071244973787347,0.0,3.5741781506082355,59.92338063699293
2024-03-07,15.138785024431211,10.569043619891078,9.025550974703517,6.227572911894946,8.826503887361937,2.0207697103883544,2.5228088257749275,2.070767801700005,0.0,3.5528644640403115,59.95466722018629
2024-03-08,15.163120800885633,10.569043619891078,9.025550974703517,6.227572911894946,8.811234380567008,2.0010465974449025,2.5259899730238713,2.0694953428004275,0.0,3.5601811027128822,59.95323570392427
2024-03-11,15.18101284547259,10.569043619891078,9.025550974703517,6.236321066829541,8.782124020206647,2.009842469588232,2.5228088257749275,2.0704496869751106,0.0,3.5577952422761747,59.954948751717815
2024-03-12,15.163357478240952,10.569043619891078,9.024278515803939,6.24491016440169,8.751425949254338,2.0414948847152234,2.5228088257749275,2.0760166946607628,0.0,3.5584314717259633,59.95176760446888
2024-03-13,15.163198420878507,10.569043619891078,9.024278515803939,6.24491016440169,8.730987078179876,2.0395861963658573,2.5228088257749275,2.0771300961978927,0.0,3.556204668651702,59.928147586145464
2024-03-14,15.186738910520688,10.570634193515549,9.024278515803939,6.2557260650480995,8.696153515803939,2.044198859876826,2.5228088257749275,2.0790387845472593,0.0,3.5610708695984123,59.94064854048964
2024-03-15,15.174014321524915,10.575405914388964,9.024278515803939,6.256362294497888,8.670386223087494,2.061695169746017,2.523126940499822,2.0931948898050594,0.0,3.561229926960859,59.93969419631496
2024-03-18,15.161925961978929,10.577632717463226,9.024278515803939,6.256998523947677,8.649867823331807,2.0771237339033948,2.523126940499822,2.0931948898050594,0.0,3.587315334402199,59.951464441136046
2024-03-19,15.174491493612258,10.58017763526238,9.024278515803939,6.268927826131216,8.640595415330585,2.113229755178908,2.5263080877487654,2.1021021021021022,0.0,3.625648158751972,60.055758989922126
2024-03-20,15.175604895149386,10.57858706163791,9.024278515803939,6.269564055581005,8.65682451519316,2.0841222578510714,2.5263080877487654,2.101943044739655,0.0,3.6520513628034816,60.06928379650838
2024-03-21,15.145702111009316,10.58017763526238,9.024278515803939,6.267814424594086,8.678536640454015,2.088575863999593,2.5263080877487654,2.101943044739655,0.0,3.6827494337557893,60.09608575736753
2024-03-22,15.104824368860386,10.58017763526238,9.024119458441493,6.272586145467502,8.70653073624472,2.0712386114928485,2.5263080877487654,2.096853209141345,0.0,3.704381235048608,60.08701948770805
2024-03-25,15.073012896370946,10.58017763526238,9.021256425917443,6.27544917799155,8.715437948541762,2.0699661525932713,2.523126940499822,2.1001934137527356,0.0,3.655868739502214,60.01448933043213
2024-03-26,15.052017324527917,10.58017763526238,9.021256425917443,6.275608235353998,8.699214097572149,2.0776009059907365,2.523126940499822,2.1001934137527356,0.0,3.6522104201659285,59.98140539904311
2024-03-27,15.009549008754517,10.58017763526238,9.021256425917443,6.28006184150252,8.757482535501603,2.090484552348959,2.527421489285896,2.113395174835853,0.0,3.626125012724589,60.005953676133764
2024-03-28,14.848423900595511,10.58017763526238,9.003760116048252,6.284515447651041,8.929105429582124,2.0539013589861046,2.527421489285896,2.1289827963556776,0.0,3.6273974716241666,59.98368564539115
2024-04-02,14.893437134168067,10.58017763526238,9.003760116048252,6.284674505013488,8.927769347737568,2.0473800071257697,2.527898661373238,2.1289827963556776,0.0,3.623739152287881,60.017819355372325
2024-04-03,14.737878715579985,10.580972922074618,8.999624624624625,6.288809996437116,8.97326786532295,2.06039089937395,2.52153636687535,2.1418664427139,0.0,3.618967431414465,59.923315264416956
2024-04-05,14.700023063317555,10.580972922074618,8.99930650989973,6.29310454522319,9.086760701379346,2.026352623810251,2.5161284165521454,2.13566320557846,0.0,3.6164225136153103,59.9547345014506
2024-04-08,14.692229252557642,10.580972922074618,8.998829337812388,6.293263602585636,9.099167175650226,2.0109240596528735,2.5196276785259837,2.134390746678882,0.0,3.5998805479208023,59.92928532345905
2024-04-09,14.685389785972413,10.590039191734107,8.998829337812388,6.295967577747239,9.21112081361022,2.0109240596528735,2.519945793250878,2.1369356644780373,0.0,3.5908142782613126,60.03996650251947
2024-04-10,14.679504663561868,10.590039191734107,8.998829337812388,6.296285692472132,9.213188559322035,2.0109240596528735,2.519945793250878,2.1401168117269815,0.0,3.5911323929862062,60.03996650251947
2024-04-11,14.657554747544154,10.616124599175446,8.998829337812388,6.297876266096606,9.203486060212756,2.0134689774520282,2.519945793250878,2.1270741080063114,0.0,3.5849291558507663,60.01928904540134
2024-04-12,14.69238830992009,10.616124599175446,8.998829337812388,6.303761388507151,9.167698153662137,2.0174454115132083,2.519945793250878,2.129778083167914,0.0,3.581748008601822,60.02771908561103
2024-04-15,14.70256798111671,10.616124599175446,8.998511223087494,6.3043976179569405,9.14765692599379,2.0198312719499163,2.5201048506133255,2.129778083167914,0.0,3.579521205527562,60.018493758589095
2024-04-16,14.725154126584211,10.616124599175446,8.998034051000154,6.304556675319387,9.15958622817733,2.0323968035832443,2.5201048506133255,2.129778083167914,0.0,3.577453459815748,60.06318887743676
2024-04-17,14.69581154247468,10.616124599175446,8.998034051000154,6.309010281467908,9.158882876520588,2.0432127042296533,2.5201048506133255,2.135981320303354,0.0,3.579362148165114,60.056524373950225
2024-04-18,14.682075030539012,10.617238000712577,8.998034051000154,6.315531633328243,9.218370330075839,2.040508729068051,2.5201048506133255,2.1495011961113657,0.0,3.5539129701735632,60.09527679162213
2024-04-19,14.668873269455895,10.616124599175446,8.998034051000154,6.3139410597037715,9.257816555962743,2.0373275818191074,2.5202639079757723,2.148069679849341,0.0,3.5508908802870662,60.1113415852293
2024-04-22,14.653921877385862,10.619146689061944,8.989763068152898,6.3258703618873104,9.317860710286558,2.0546648343258513,2.518355219626406,2.1544319743472284,0.0,3.5221014976841247,60.15611623275818
2024-04-23,14.65280847584873,10.619146689061944,8.989604010790451,6.330005853310938,9.374860824807858,2.0570506947625593,2.518355219626406,2.1582493510459613,0.0,3.520033751972311,60.22011487122716
2024-04-24,14.46750664859775,10.627099557184302,8.989604010790451,6.3301649106733855,9.414147993332316,2.0538138774367587,2.518355219626406,2.151887056548073,0.0,3.523214899221255,60.0757941734107
2024-04-25,14.45955378047539,10.627099557184302,8.984991347279484,6.329846795948491,9.415738566956787,2.0600171145721995,2.518355219626406,2.15093271237339,0.0,3.521624325596783,60.06815942001323
2024-04-26,14.462098698274545,10.627099557184302,8.984991347279484,6.330323968035832,9.417647255306154,2.0509508449127094,2.518355219626406,2.1558634906092533,0.0,3.5221014976841247,60.069431878912816
2024-04-29,14.428696652160635,10.625827098284725,8.984991347279484,6.330801140123174,9.421305574642439,2.0802173996029927,2.5186733343513006,2.1502964829236015,0.0,3.521624325596783,60.06243335496514
2024-04-30,14.419630382501145,10.679747544154324,8.980219626406068,6.308214994655673,9.312669396091005,2.053972934799206,2.5393507914694355,2.155704433246806,0.0,3.5184431783478396,59.967953281671505
2024-05-02,14.420584726675829,10.679747544154324,8.980219626406068,6.291195856873823,9.272430269252304,2.0476106403013183,2.5401460782816714,2.1690652516923703,0.0,3.513035228024635,59.914035221662346
2024-05-03,14.336284324578816,10.681338117778797,8.980219626406068,6.294377004122767,9.204033217539573,2.0414074031658775,2.5592329617753347,2.1798811523387798,0.0,3.5011059258410957,59.7778797335471
2024-05-06,14.370958829592304,10.62391840993536,8.980219626406068,6.294377004122767,9.191308628543798,2.040771173716089,2.557960502875757,2.1860843894742197,0.0,3.494425516618313,59.74002408128467
2024-05-07,14.366505223443781,10.615011197638315,8.980219626406068,6.302329872245127,9.227198968035832,2.0226386343971092,2.557960502875757,2.1871977910113505,0.0,3.4939483445309714,59.75301016058431
2024-05-08,14.363483133557287,10.615011197638315,8.979742454318727,6.2905596274240345,9.14623877055021,2.0164353972616684,2.557960502875757,2.1739960299282335,0.0,3.496493262330127,59.63992037588436
2024-05-09,14.316084039548022,10.615011197638315,8.979742454318727,6.288969053799562,9.052396517279993,2.02200240494732,2.5547793556268132,2.1767000050898355,0.0,3.566478501806892,59.57216353005548
2024-05-10,14.36777768234336,10.615011197638315,8.975447905532652,6.28849188171222,8.958959224054563,2.010550274851122,2.5675039446225885,2.165565989718532,0.0,3.554390142260905,59.50369824273426
2024-05-13,14.33548903776658,10.622964065760677,8.974811676082863,6.2899233979742455,8.928738325189595,2.0272512979080775,2.5675039446225885,2.1749503741029166,0.0,3.549618421387489,59.471250540795026
2024-05-14,14.363960305644627,10.622964065760677,8.97322110245839,6.2899233979742455,8.938514626915051,2.0148448236371967,2.567026772535247,2.168110907517687,0.0,3.5518452244617498,59.49041122690487
2024-05-16,14.415784057362446,10.622964065760677,8.965745406423373,6.282447701939227,8.851188953784293,2.0073691276021783,2.5638456252863033,2.168747136967476,0.0,3.5446876431516263,59.422779718277596
2024-05-17,14.408944590777217,10.622964065760677,8.965745406423373,6.279266554690284,8.798381909451825,2.030591502519469,2.5638456252863033,2.169701481142159,0.0,3.555980715885377,59.39542185193668
2024-05-20,14.46318315137171,10.622964065760677,8.965745406423373,6.278630325240495,8.755754536315976,2.0377490838295924,2.5531887820023416,2.1676337354303454,0.0,3.55693506006006,59.401784146434565
2024-05-21,14.355919637858197,10.622964065760677,8.965745406423373,6.270359342393241,8.716467367791521,2.0465529088410443,2.5531887820023416,2.1714511121290783,0.0,3.55582165852293,59.258470281722396
2024-05-22,14.371437751310634,10.632507507507508,8.964950119611137,6.271154629205476,8.649186103476357,2.0406677864304985,2.5355334147707027,2.177972463989413,0.0,3.541188381177788,59.18459815747952
