date,CMB INTERNATIONAL SECURITIES LTD,RUIBANG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,PATRONS SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,VALUABLE CAPITAL LTD,GRAND CHINA SECURITIES LTD
2024-05-28,5.727824703368642,3.391598854389235,2.7015474837477838,6.267900168204756,0.32030185934445604,0.0,0.118167931990726,0.01297108696640451,0.07023685047961085,0.0
2024-05-30,31.381634549503207,16.651676320825274,14.179282970078313,32.362467149764186,3.083716373181263,0.0,1.6389250318650077,0.13259789995767776,0.5696997048250746,0.0
2024-05-31,5.9192144383325,3.104514251943447,2.7679201709324,6.2581261081056505,0.6833311360640087,0.0,0.31873073600945584,0.06930126835477565,0.08773923716870483,0.0
2024-06-03,30.751205145023334,16.07911339589186,14.387791950872852,32.47834431531344,3.3101415865631623,0.0,2.0898878429865837,0.4132988915227907,0.49021687182597123,0.0
2024-06-04,30.653530102923376,16.00085538823419,14.411704728731344,32.41377018239009,3.272984329298381,0.0,2.0040497433876503,0.5178809706127591,0.7252245544222103,0.0
2024-06-05,30.695422223667173,15.902133984897409,14.33941888008633,32.247977664286175,3.3881707393499516,0.0,2.287884258595462,0.40493953553944306,0.7340527135780517,0.0
2024-06-06,14.953169249631436,31.421312489897435,14.321695630186282,32.11027014782507,3.383456986019859,0.0,2.391835760729199,0.5534700565816036,0.8647896791291134,0.0
2024-06-07,14.945644276029672,31.397345865588054,14.287695777601545,32.12905804966285,3.4681897571220976,0.0,2.3743235275811614,0.5031009066647544,0.8946418397498666,0.0
2024-06-11,15.291580281103235,31.199993508313227,14.194415762602627,31.93752459921561,3.519317265320459,0.0,2.4138054655626955,0.5057264768758142,0.9376366410063299,0.0
2024-06-12,13.810759115991122,32.72809538535711,14.226934692796277,31.788021232434765,3.6194731887894016,0.0,2.350829484954436,0.5057000837529324,0.9701868159239551,0.0
2024-06-13,14.097859838425416,32.511213167209846,14.240932896986694,31.862753089101226,3.4023422631568474,0.0,2.4149932288913525,0.4906474576634771,0.9792580585651387,0.0
2024-06-14,14.074018548558062,32.447382914051765,14.19615747317675,31.783863562627072,3.5843509382059833,0.0,2.435260693645987,0.48978182660263947,0.9891840431317369,0.0
2024-06-17,14.045322266184002,32.373286956113,14.1866912635961,31.69751175049173,3.8194543423858245,0.0,2.361979318363377,0.4886633741924944,1.0270907286734767,0.0
2024-06-18,14.019421555152881,32.37461648976099,14.151690301986768,31.477959135998518,4.031915134512727,0.0,2.4093482315916117,0.48207105565084546,1.0529780953456624,0.0
2024-06-19,13.917067416686765,31.68283888525495,14.256754160090326,31.583354793446656,5.4248374259556575,0.0,1.9118797290092546,0.25583907699117037,0.9674285125652222,0.0
