date,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,ZHESHANG INTERNATIONAL FINANCIAL,KGI ASIA LTD,PRUDENTIAL BROKERAGE LTD
2024-05-20,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,0.0,72.21345541708206,0.0,27.786544582917944,0.0,0.0,0.0
2024-05-22,0.0,72.18303379466245,0.0,27.816966205337547,0.0,0.0,0.0
2024-06-04,0.0,58.01984303920176,0.0,22.370248486656983,0.0,0.0,19.609908474141267
2024-06-12,0.0,58.036876058832775,0.0,22.376815772290044,0.0,0.0,19.58630816887718
2024-06-24,44.11125963898088,32.436078974167515,0.0,12.506120468038759,0.0,0.0,10.946540918812845
2024-06-27,44.096789377307324,32.42543863983424,0.0,12.502017959128912,0.0,0.0,10.975754023729518
2024-07-19,44.08955780600619,32.42012109008049,0.0,12.499967713849012,0.0,0.0,10.990353390064303
2024-07-22,44.096789377307324,32.42543863983424,0.0,12.502017959128912,0.0,0.0,10.975754023729518
2024-08-16,38.090852740635796,28.009127778269725,0.0,10.799256176392454,0.0,13.648231647923492,9.452531656778536
2024-09-11,30.89976649040142,22.721347664266137,18.878774647548997,8.760488939239808,0.0,11.071612751736554,7.668009506807086
2024-09-24,30.900476787977905,22.719571248270075,18.879208616779263,8.760690317915737,0.0,11.071867256562918,7.6681857724941045
2024-10-04,30.903140694752256,22.721529885354347,18.872215254599464,8.761445570413814,0.0,11.072821753879962,7.668846841000152
2024-10-07,30.906693285010757,23.000043224536636,18.874384783215728,8.76245277633153,0.0,10.786697487907189,7.66972844299816
2024-10-08,30.82324608162995,23.20794094410508,18.82342447467776,8.738794400063378,0.0,10.757573707799754,7.649020391724076
2024-10-09,30.81971264816475,23.216744028329604,18.821266644908878,8.737792625347732,0.0,10.7563405096206,7.648143543628436
2024-10-10,30.791474317780153,23.28709611028719,18.804021800615782,8.729786688439642,0.0,10.746485093364537,7.641135989512689
2024-10-15,30.805587011718266,23.25193619158612,18.812640270837083,8.73378782220828,0.0,10.751410542970099,7.644638160680155
2024-10-16,30.81264821101547,23.234344143298927,18.81695246921228,8.735789764791246,0.0,10.75387496127646,7.646390450405619
2024-10-25,30.816180024719426,23.23700731507455,18.81910930981041,8.725328859705057,0.0,10.755107594145235,7.647266896545321
2024-10-28,30.817769605047673,23.238205941565106,18.814921784076617,8.725778935317988,0.0,10.755662371130772,7.647661362861842
2024-11-04,30.808940677805865,23.231548469849354,18.838180350737186,8.723279102645627,0.0,10.752581000813283,7.6454703981486904
2024-11-14,30.808058063305886,23.233747732367643,18.837640674566412,8.723029198155114,0.0,10.752272960884136,7.645251370720805
2024-11-18,30.6841136411286,23.140275646857294,19.16416634224936,8.687935431083549,0.0,10.709015308730576,7.6144936299506165
2024-11-27,30.6849891680904,23.13808256539064,19.164713164117156,8.688183328800301,0.0,10.70932087504892,7.614710898552583
2024-11-29,30.68148735999182,23.135442019406767,19.162526063857893,8.698603943823606,0.0,10.708098714390331,7.613841898529583
2024-12-04,30.66399030157923,23.122248324601006,19.151598046127262,8.750671362889763,0.0,10.701992092944796,7.609499871857938
2024-12-05,30.639527919920802,23.103802412710394,19.13631974424399,8.823466060554464,0.0,10.69345451474612,7.603429347824228
2024-12-13,30.594201178408742,23.069623685066695,19.10801033227112,8.958348529913641,0.0,10.677635098404993,7.592181175934807
2024-12-17,30.114432603653405,22.707853151788726,18.853169374613348,8.817866545066414,0.0,10.510191806029226,8.99648651884888
2025-01-02,30.080738559613174,22.682446084877473,18.832075186070373,8.80800052541993,0.0,10.498432299541276,9.09830734447777
2025-01-03,29.940043073125754,22.721126734526308,18.74399264199916,8.989529949676005,0.0,10.449328384196512,9.155979216476256
2025-01-06,29.916721683686614,22.703428421809196,18.707136938021034,9.060421317797928,0.0,10.441189021937408,9.171102616747822
2025-01-07,29.916721683686614,22.82583271361524,18.707136938021034,9.060421317797928,0.0,10.441189021937408,9.048698324941777
2025-01-13,29.876826573161885,22.584249928294504,18.648851773045468,9.426174900509668,0.0,10.427265290773144,9.036631534215328
2025-01-17,29.880147101236737,22.620102131531997,18.606468182172318,9.427222531131314,0.0,10.42842418316947,9.037635870758166
2025-02-04,29.86355183767202,22.6075390556053,18.596134255687765,9.421986705415417,0.0,10.422632295756799,9.088155849862702
2025-02-05,29.880147101236737,22.620102131531997,18.606468182172318,9.427222531131314,0.0,10.42842418316947,9.037635870758166
2025-02-06,29.8701877305468,22.57923154789568,18.600266448518564,9.490742463874405,0.0,10.424948278522807,9.034623530641746
2025-02-07,29.837037724292454,22.554173062365457,18.579623828034787,9.48020961503951,0.0,10.413378645825762,9.135577124442033
2025-02-10,29.866869415514753,22.57672319394313,18.55376364213836,9.48968812589477,0.0,10.42379015849715,9.089165464011838
2025-02-17,29.840349413454277,22.556676407743595,18.570586772151035,9.592254406487825,0.0,10.414534453366644,9.025598546796628
2025-02-18,29.807265566715557,22.53166793298116,18.549997655110037,9.692489023642144,0.0,10.40298791090039,9.015591910650713
2025-02-19,29.8867903721514,22.591781682915883,18.59948843953158,9.71834826598254,0.0,10.163946025690523,9.039645213728068
2025-02-25,29.876826573161885,22.584249928294504,18.593287654441855,9.748446788410615,0.0,10.160557521475809,9.036631534215328
2025-02-28,4.241274018452295,3.2060296702713527,2.639478046749204,1.3996519773187046,0.0,1.4423790466265962,1.282828028824951
2025-03-05,29.840349413454277,22.556676407743595,18.570586772151035,9.85863654742995,0.0,10.148152312424518,9.025598546796628
2025-03-07,27.111344481674156,20.493788996192514,16.872241280780855,8.95702955262601,9.145351798560643,9.22006808239953,8.200175807766298
2025-03-10,27.110661009040953,20.49327235106859,16.86425298255086,8.966887683007045,9.145121245712941,9.21983564596633,8.199969082653281
2025-03-18,27.195675235184176,20.55753561965829,16.91713628983418,8.984890695842092,9.173798724488945,8.94528070316879,8.225682731823532
2025-03-20,27.23976249480357,20.59086170559516,16.519018744421725,9.262887062232396,9.188670487832383,8.959782013002744,8.23901749211202
2025-03-25,27.24528345482152,20.595035065191574,16.502098803953842,9.26476446586729,9.190532849238476,8.961597983251119,8.240687377676176
2025-04-01,27.220456742760764,20.576268257120272,16.487061601052897,9.3474451092934,9.18215816254779,8.95343190881466,8.233178218410222
