date,FUTU SECURITIES INTERNATIONAL,USMART SECURITIES LTD,FORTHRIGHT SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA INDUSTRIAL SECURITIES,CITIBANK N.A.,VALUABLE CAPITAL LTD,BOCI SECURITIES LTD,ZINVEST GLOBAL LTD,PRUDENTIAL BROKERAGE LTD
2024-03-01,40.93621954452757,32.193156925384656,1.8796206782186353,10.280438839050344,6.984004733961638,1.8615275897421422,2.7288829120719047,1.1623206492866296,1.0080838241861487,0.9657443035703305
2024-03-04,20.304404422933324,66.36774035932159,0.9322936713964664,5.099107591170174,3.46407309194224,0.923319482041071,1.3535285594526043,0.576512164406669,0.5000105502226097,0.47901010711326014
2024-03-05,20.285899039572282,65.60928106669947,0.921639296323651,5.040834316900714,3.4244852076375905,1.2923872725013343,1.8758547001998638,0.56992370733345,0.5061594764175653,0.47353591641408943
2024-03-06,17.864444147677393,64.64554665806367,3.1367764610606717,4.694049564059263,3.374182961174785,2.5942440763558903,2.4444319113938,0.5615521007844294,0.21819196977573663,0.4665801496543654
2024-03-07,25.511533972079057,54.51251911694016,4.93423268328383,4.673110626657444,3.359131606296199,2.5671562070865845,2.460680268757681,0.9003907899670963,0.6167458722876394,0.46449885664430707
2024-03-08,25.30949477928227,54.45337766502841,4.928879460030035,4.668040698650414,3.3554872338918935,2.7038601374025526,2.45801063972306,0.8994139424562999,0.7594405286868489,0.46399491484821503
2024-03-11,25.307635269694,54.126210343768776,4.899265717799581,4.670805463118883,3.3353267623673077,2.799305859188936,2.2968885657122438,0.8940100747280731,1.209344807602003,0.4612071360201907
2024-03-12,25.240365083911286,54.155410850419,4.901908818808598,4.673325312284776,3.3371261351792345,2.8008160545053657,2.2981277123181476,0.8944923835201843,1.2369716967581226,0.4614559522952809
2024-03-13,24.853009598741696,54.18464288079268,4.904554773205955,4.675847881781149,3.338927450523582,2.7984723057462806,2.461302322434171,0.8949752129939799,1.4265625365978354,0.4617050371826778
2024-03-14,24.896444700777575,54.153324055118645,4.901719931306403,4.673145232895744,3.3369975441663278,2.796854783480976,2.45987968505448,0.8944579156346524,1.4257379807639046,0.4614381708012908
2024-03-15,24.709423707410267,53.84340489327023,4.873667416354967,4.646400849627584,3.317899926429592,2.7808483996544555,2.468789567082065,1.3299376581545868,1.570830219210315,0.4587973628059396
2024-03-18,24.709512742758942,53.82690676024669,4.8721740781549245,4.644977148072124,3.3168832902333203,2.7799963211704384,2.4910138220386786,1.3295301525660985,1.5703489018425651,0.4586567829162126
2024-03-19,24.693199483372453,53.83309237518529,4.872733972723927,4.645510933900921,3.317264455789072,2.7803157894031214,2.4913000813323527,1.3296829378935122,1.5781904801213598,0.4587094902779923
2024-03-20,24.56679102258603,53.83309237518529,4.872733972723927,4.645510933900921,3.317264455789072,2.776485229985351,2.4913000813323527,1.3296829378935122,1.7084295003255496,0.4587094902779923
2024-03-21,24.557248543756817,53.82896847394256,4.872360695380958,4.645155063051445,3.3170103356854677,2.7762725364471352,2.4911092344935755,1.32958107710718,1.7236196894439497,0.4586743506909178
2024-03-22,24.577600125713708,53.79805934249702,4.869562937195113,4.642487768609452,3.3151056752140056,2.7746783730219304,2.489678814685114,1.3288176183702791,1.7455983693967514,0.45841097529662495
2024-03-25,24.576918438410935,53.76307187714083,4.866396026220123,4.639468535537555,3.312949702556604,2.7728738662304746,2.518664273003123,1.3279534243648514,1.76359100794295,0.45811284859255585
2024-03-26,24.49751849235128,53.76512870355129,4.866582201070647,4.639646028770014,3.313076446847934,2.7729799487142652,2.518760630131072,1.3280042281894793,1.7636584780564637,0.5346448423175505
2024-03-27,24.526392606786974,53.744567518702304,4.864721093348378,4.637871707347714,3.3118094401674876,2.7719194889946874,2.517797390496847,1.327496364801546,1.7629840091422766,0.5344403802117856
2024-03-28,24.55027703523206,53.74662292947823,4.864907140061912,4.611278232366929,3.3119360972255936,2.7720254984659825,2.5178936813058894,1.3275471336598548,1.7630514328187055,0.5344608193848461
2024-04-02,24.40410743036681,53.73634744744334,4.863977048770693,4.610396630806646,3.3113029087941572,2.7714955321786663,2.5174123008976363,1.327293328193039,1.7627143659978135,0.6949530065511987
