date,ABN AMRO CLEARING HONG KONG LTD,MIRAE ASSET SECURITIES (HK) LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.
2024-03-11,100.0,0.0,0.0,0.0,0.0
2024-03-19,100.0,0.0,0.0,0.0,0.0
2024-03-25,100.0,0.0,0.0,0.0,0.0
2024-05-13,2.877070619006103,0.0,97.1229293809939,0.0,0.0
2024-05-16,12.075769534333071,0.0,87.92423046566694,0.0,0.0
2024-05-17,65.90143862871135,0.0,34.098561371288646,0.0,0.0
2024-05-20,12.075769534333071,0.0,87.92423046566694,0.0,0.0
2024-05-21,74.39669041599632,0.0,25.603309584003675,0.0,0.0
2024-05-24,82.4594552039049,0.0,17.540544796095105,0.0,0.0
2024-05-27,86.66028020596336,0.0,13.339719794036641,0.0,0.0
2024-05-28,87.21450705841846,0.0,12.785492941581545,0.0,0.0
2024-06-03,74.39669041599632,0.0,25.603309584003675,0.0,0.0
2024-07-04,72.89742343218279,0.0,27.07826932425863,0.0,0.024307243558580455
2024-07-05,79.92437882607129,0.0,20.057616132517104,0.0,0.018005041411595247
2024-07-08,82.98748855660665,0.0,16.99725358559658,0.0,0.015257857796765334
2024-07-10,86.96516249707739,0.0,13.023147065700257,0.0,0.011690437222352116
2024-07-22,98.73655913978494,0.0,1.25,0.0,0.013440860215053764
2024-07-23,98.75215717509624,0.0,1.2345679012345678,0.0,0.013274923669188903
2024-07-25,98.1662114709325,0.0,1.8142801404603979,0.0,0.019508388607101055
2024-07-31,93.8682322243966,0.0,6.066536203522505,0.0,0.06523157208088715
2024-08-02,85.70577724836212,0.0,14.234663490172721,0.0,0.05955926146515784
2024-08-06,87.48696558915537,0.0,12.46089676746611,0.0,0.05213764337851929
2024-08-12,57.035275465715415,0.0,42.92508917954816,0.0,0.03963535473642489
2024-08-23,57.035275465715415,0.0,42.92508917954816,0.0,0.03963535473642489
2024-09-03,88.06693086745926,0.0,11.9220607661823,0.0,0.011008366358432409
2024-09-09,85.8337689492943,0.0,14.153162571876635,0.0,0.013068478829064296
2024-09-10,88.80627839735646,0.0,11.183395291201983,0.0,0.010326311441553078
2024-09-24,80.92892329345531,0.0,19.053483462350457,0.0,0.017593244194229415
2024-09-26,80.92892329345531,0.0,19.053483462350457,0.0,0.017593244194229415
2024-09-30,73.45739471106758,0.0,26.518119490695398,0.0,0.024485798237022526
2024-10-02,34.49457452884066,0.0,65.49114791547687,0.0,0.014277555682467162
2024-10-03,42.332952598515135,0.0,57.652769845802396,0.0,0.014277555682467162
2024-10-04,25.124792013311147,0.0,74.86480865224625,0.0,0.010399334442595673
2024-10-08,39.158357275646445,0.0,60.8331924961974,0.0,0.008450228156160216
2024-10-10,44.57274826789838,0.0,55.419553502694384,0.0,0.007698229407236336
2024-11-05,44.57274826789838,0.0,55.419553502694384,0.0,0.007698229407236336
2024-11-13,8.373631967421735,0.0,91.61364214812929,0.0,0.012725884448969204
2024-11-14,14.332389457634504,0.0,85.6458287954694,0.0,0.02178174689610107
2024-11-18,23.675528818164178,0.0,76.30506501067339,0.0,0.019406171162429653
2024-11-25,23.675528818164178,0.0,76.30506501067339,0.0,0.019406171162429653
2024-11-26,12.016152861223283,49.24652811976756,38.727469713385204,0.0,0.009849305623953511
2024-11-28,32.143574633362356,41.51878390142637,26.330944887162662,0.0,0.006696578048617156
2024-12-04,36.16152146253265,37.500837072256076,26.330944887162662,0.0,0.006696578048617156
2024-12-05,40.17946829170294,33.482890243085784,26.330944887162662,0.0,0.006696578048617156
2024-12-06,30.100837806652287,50.16806301108714,19.726082375959464,0.0,0.005016806301108715
2024-12-10,51.17142427130889,29.09747654643054,19.726082375959464,0.0,0.005016806301108715
2024-12-11,48.16134049064365,32.10756032709577,19.726082375959464,0.0,0.005016806301108715
2024-12-12,9.677659495272836,61.04369835479788,29.271197796471377,0.0,0.007444353457902181
2024-12-17,19.068200597470288,55.933388419246164,24.99205491641772,0.0,0.006356066865823428
2024-12-18,3.8136401194940572,71.1879488972224,24.99205491641772,0.0,0.006356066865823428
2024-12-19,5.222538153542622,71.95497011547613,22.816688910810655,0.0,0.005802820170602913
2024-12-20,8.654262224145391,34.617048896581565,56.71426510889946,0.0,0.014423770373575654
2024-12-27,6.870491240123669,48.09343868086568,45.02461926027711,0.0,0.011450818733539448
2024-12-30,44.22398852566784,32.271559194406265,23.498476065260267,0.0,0.00597621466563079
2024-12-31,56.346607781923396,13.705931622630017,29.939846188989566,0.0,0.007614406457016675
2025-01-02,38.07203228508338,31.980507119470037,29.939846188989566,0.0,0.007614406457016675
