date,ABN AMRO CLEARING HONG KONG LTD,MIRAE ASSET SECURITIES (HK) LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.
2025-01-03,52.077908551192586,43.74544318300177,4.166232684095407,0.0,0.010415581710238516
2025-01-07,48.07230074031344,48.07230074031344,3.8457840592250747,0.0,0.009614460148062687
2025-01-10,48.07230074031344,48.07230074031344,3.8457840592250747,0.0,0.009614460148062687
2025-01-13,63.283128717883805,31.641564358941903,5.062650297430705,0.0,0.012656625743576764
2025-01-24,68.48376934666483,26.02383235173264,5.478701547733187,0.0,0.013696753869332967
2025-02-04,63.283128717883805,31.641564358941903,5.062650297430705,0.0,0.012656625743576764
2025-02-06,41.649312786339024,41.649312786339024,16.659725114535608,0.0,0.04164931278633903
2025-02-14,23.803856224708404,66.65079742918353,9.52154248988336,0.0,0.023803856224708403
2025-02-17,35.701535166012135,49.982149232416994,14.280614066404857,0.0,0.03570153516601214
2025-02-25,30.29385034837928,57.55831566192063,12.11754013935171,0.0,0.030293850348379277
2025-02-26,17.38374619730552,65.1890482398957,17.38374619730552,0.0,0.0434593654932638
2025-02-28,39.113428943937414,43.459365493263796,17.38374619730552,0.0,0.0434593654932638
2025-03-07,47.343503419253025,31.56233561283535,21.041557075223565,0.0,0.052603892688058915
2025-03-14,46.783625730994146,31.89792663476874,21.26528442317916,0.0,0.053163211057947905
2025-03-17,28.551034975017846,42.82655246252677,28.551034975017846,0.0,0.07137758743754462
2025-03-18,26.954177897574123,40.43126684636118,26.954177897574123,5.592991913746631,0.06738544474393532
2025-03-19,26.109660574412537,39.1644908616188,26.109660574412537,8.550913838120104,0.06527415143603134
2025-04-09,80.67440174039159,14.5032632342277,3.625815808556925,1.187454677302393,0.009064539521392313
2025-04-10,88.44603672189879,5.597850425436633,4.478280340349306,1.4666368114643977,0.011195700850873264
