date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,81.31838756004957,0.0,0.0,0.0,0.0,0.0,18.68161243995042
2024-03-08,85.6499659576457,8.071634329003388,0.0,4.4240694835478545,0.0,0.0,0.0,1.8543302298030542
2024-03-11,85.64954850980358,8.071869135856328,0.0,4.424198181379084,0.0,0.0,0.0,1.8543841729610104
2024-03-13,85.6319937420592,8.081743374868235,0.0,4.429610259987361,0.0,0.0,0.0,1.8566526230852045
2024-03-14,85.62240207065419,8.092039172912195,0.0,4.4291140976979015,0.0,0.0,0.0,1.856444658735717
2024-03-15,85.62336826976815,8.091495374071982,0.0,4.428816453672949,0.0,0.0,0.0,1.8563199024869192
2024-03-18,85.62912269292575,8.087558758064489,0.0,4.4291140976979015,0.0,0.0,0.0,1.854204451311865
2024-03-21,82.41988422633742,7.779219965826003,0.0,4.260253786147293,3.757129255987822,0.0,0.0,1.7835127657014658
2024-03-22,82.44320870551488,7.779387596019012,0.0,4.260345588046143,3.757210216328976,0.0,0.0,1.759847894090985
2024-03-25,82.47233450834163,7.78004142280616,0.0,4.2607036532580365,3.7575259950010187,0.0,0.0,1.7293944205931575
2024-03-27,82.47251223882273,7.7800581890407186,0.0,4.260712835208743,3.757534092588007,0.0,0.0,1.7291826443397988
2024-04-02,80.53951663268165,7.618753944057947,0.0,4.160849996477241,3.6694647869038906,0.0,2.3227606803459264,1.6886539595333379
2024-04-03,78.09194326656778,7.36589261452449,0.0,4.033896976462515,3.55648442256951,3.042358529849705,2.272293289508018,1.6371309005179715
2024-04-05,78.09226193141964,7.365922672056426,0.0,4.033913437330672,3.556498935290467,3.0423709446096616,2.271894498238685,1.6371375810544524
2024-04-10,78.09321794157962,7.366012846124099,0.0,4.033962820741208,3.556542474163999,3.04118398349248,2.2719223109075593,1.6371576229910294
2024-04-12,78.09187693878916,7.3664637495819845,0.0,4.034209755931636,3.556760184522808,3.041370146672326,2.2720613844670865,1.6372578400350029
2024-04-15,78.09028353135572,7.3663134422957866,0.0,4.0341274408424725,3.556687611441725,3.041308089746695,2.274055451327164,1.6372244329904417
2024-04-17,78.06718642855105,7.364134675730035,0.0,4.06251168436169,3.55563563447749,3.0404085488251753,2.273382844055585,1.636740183998979
2024-04-18,78.0703714234909,7.364435118627386,0.0,4.058597614586587,3.555780697749549,3.0405325917974673,2.27347559381622,1.6368069599318948
2024-04-19,78.03452541514616,7.376472969692467,0.0,4.0652317681680215,3.5615929505252346,3.0455026238378076,2.277191800172527,1.6394824724577788
2024-04-22,78.03362776341469,7.376774420212367,0.0,4.065397899899957,3.5617385003091244,3.0456270828242475,2.2772848609964322,1.6395494723431876
2024-04-24,78.00627849239629,7.382983307931481,0.0,4.072429393057986,3.567898866529667,3.0468010684355016,2.2812236422211125,1.6423852294279526
2024-04-25,78.00785401067183,7.382454428581724,0.0,4.072137664942196,3.567643280413077,3.046582811113129,2.281060226969279,1.6422675773087536
2024-04-26,78.01372428124454,7.380415174966283,0.0,4.071012819332089,3.566657791165759,3.045741254274221,2.280430130250107,1.6420185487670034
2024-04-30,78.0130857764752,7.380354769821773,0.0,4.071797951901999,3.566628599789097,3.04571632634859,2.2804114660275268,1.6420051096358197
2024-05-02,78.03288428560256,7.3822277891981924,0.0,4.0728313109611,3.5675337547151464,3.046489281832743,2.280990199028214,1.6170433786620357
2024-05-03,78.0113299422499,7.377119535414628,0.0,4.102397561854079,3.5665483259670574,3.045647776657047,2.2803601409907084,1.616596716866577
2024-05-07,78.01290450247117,7.376591276136667,0.0,4.102103798202354,3.5662929332986257,3.0454296845293953,2.2801968494247,1.6164809559370834
2024-05-08,78.01306411228992,7.376606368208987,0.0,4.102112190865695,3.5660956356001883,3.045435915299587,2.280201514573475,1.6164842631621386
2024-05-09,78.01865086743175,7.377134629648602,0.0,4.156422672542949,3.505172990684019,3.0456540083196795,2.2803648068076776,1.6166000245653296
2024-05-10,78.02008759094696,7.3772704805339915,0.0,4.1564992136023795,3.5052375388965893,3.0438685815372497,2.2804068000196183,1.6166297944632213
2024-05-13,78.02024723015944,7.377285575385666,0.0,4.1565077183385535,3.5050400981045495,3.043874809686926,2.2804114660275268,1.6166331022973353
2024-05-14,78.01769308115121,7.377044065171269,0.0,4.218776557253672,3.4437480806653644,3.0437751623504665,2.2840197249441165,1.6149433284639088
2024-05-16,78.00173343788757,7.375534984513145,0.0,4.21791354572124,3.443043612375075,3.043152514283761,2.3040089366825898,1.6146129685366235
2024-05-17,74.72646121650811,7.06295231545126,4.184101320267865,4.059869585286839,3.298038653273911,2.9149891055234742,2.2069748124468207,1.5466129912417215
2024-05-20,74.72221657267718,7.072348021588761,4.183863653187584,4.055524277322934,3.2978513166973364,2.914821567708387,2.2068494509367187,1.5465251398811026
2024-05-22,74.7337846901637,7.073442926913735,4.18451137790063,4.038710953362716,3.298361873439823,2.915272825712955,2.2071911042614527,1.5487242482449763
2024-05-23,74.72436092587351,7.073886529347762,4.192613028578792,4.038964236244582,3.298568726222898,2.9154556535288716,2.207329525587012,1.5488213746165689
2024-05-24,74.72084640511464,7.071594108457384,4.192415836855233,4.045437298191117,3.2984135842033577,2.915318530517193,2.2072257079652453,1.5487485286958351
2024-05-27,74.70737713760852,7.088345492014842,4.191660107053977,4.044708062913815,3.297819008297853,2.9147930117758745,2.2068278308675238,1.5484693494675965
2024-05-29,74.70815859455374,7.087421358976914,4.19169295920591,4.044739763328547,3.2978448549667965,2.9148158564771225,2.2068451268889904,1.5484814856019764
