date,KINGSTON SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,REALINK FINANCIAL TRADE LTD,CINDA INTERNATIONAL SECURITIES LTD
2024-05-28,0.0,41.747701291920045,12.845200337658206,15.570113522523208,16.120456268532863,13.716528579365683,0.0,0.0,0.0
2024-05-29,0.0,41.624413355745645,12.85108750376886,15.524132376189662,16.324345385271602,13.676021379024226,0.0,0.0,0.0
2024-05-30,0.0,41.65457135897872,12.787945780608517,15.535380026225965,16.33617281108297,13.685930023103825,0.0,0.0,0.0
2024-05-31,0.0,37.43294663016525,11.610133299293517,13.960893905002353,14.680527611445774,12.298882725835407,5.65255142275439,4.364064405503313,0.0
2024-06-03,0.0,37.46954109802546,11.604332485364935,13.974542082057559,14.694879302782175,12.310906119907848,5.658077359929784,4.28772155193224,0.0
2024-06-04,0.0,37.43936154123973,11.612122936214533,14.026693560445239,14.683043424055564,12.30099039424263,5.653520104570414,4.2842680392318995,0.0
2024-06-05,0.0,37.43807838313838,11.611724954277717,14.026212824002732,14.68254019255411,12.303996099736056,5.653326341647527,4.284121204643474,0.0
2024-06-07,0.0,37.435934126808334,11.612122936214533,14.026693560445239,14.683043424055564,12.304417808674014,5.653520104570414,4.2842680392318995,0.0
2024-06-13,0.0,37.43978377646504,11.613317045727696,14.028135967515054,14.684553325555157,12.295399808302138,5.654101473039971,4.284708603394946,0.0
2024-06-14,0.0,37.43336813348521,11.611326999620012,14.042868018032104,14.682036995545952,12.293292881191253,5.653132592005846,4.283974380119617,0.0
2024-06-19,0.0,37.330552748362344,11.714142384742882,14.042868018032104,14.682036995545952,12.293292881191253,5.653132592005846,4.283974380119617,0.0
2024-06-21,0.0,37.30115006885345,11.7836790132018,14.031807427783063,14.67047297635696,12.283610309568726,5.648680012721944,4.280600191514053,0.0
2024-06-27,0.0,37.290933903809595,11.799281141717104,14.027964348942831,14.66645497763785,12.280246032863438,5.647132933149774,4.287986661879414,0.0
2024-07-04,0.0,37.290933903809595,11.794145828349583,14.027964348942831,14.671590291005371,12.280246032863438,5.647132933149774,4.287986661879414,0.0
2024-07-05,0.0,37.273816192584526,11.794145828349583,14.045082060167898,14.671590291005371,12.280246032863438,5.647132933149774,4.287986661879414,0.0
2024-07-10,0.0,37.273816192584526,11.777028117124516,14.062199771392967,14.671590291005371,12.280246032863438,5.647132933149774,4.287986661879414,0.0
2024-07-12,0.0,37.29743872364825,11.849580414519709,14.052270369176128,14.680888509776768,12.178405939156786,5.650711841529992,4.29070420219237,0.0
2024-07-19,0.0,37.2910513036669,11.847551099657872,14.049863829863755,14.678374315670675,12.17632031086437,5.649744121735802,4.307095018540632,0.0
2024-07-22,0.0,37.2846660710823,11.845522479742783,14.064580808627783,14.675860982560106,12.17423539680345,5.64877673334101,4.306357527842571,0.0
2024-07-24,0.0,37.28147427471267,11.85306904434869,14.063376794144197,14.674604638739947,12.17319320749516,5.648293163365194,4.305988877194139,0.0
2024-07-25,0.0,37.52238526916819,11.929662974883264,14.154253621168655,14.123236264803788,12.251855764123345,5.684792147094643,4.333813958758117,0.0
2024-07-31,0.0,37.367845033701855,12.31126771379577,14.174897817606306,13.96725100938229,12.20139509481608,5.661378680421695,4.315964650276012,0.0
2024-08-01,0.0,37.29041268199412,12.518661261340716,14.119837086706847,13.93830855654421,12.176111787323913,5.64964736798616,4.307021258104029,0.0
2024-08-05,0.0,37.236209670213725,12.645818664361528,14.099313374553946,13.918048702910196,12.158413352708132,5.64143539389369,4.300760841358784,0.0
2024-08-07,0.0,37.29424474016273,12.766577848417521,14.03565261288788,13.939740892775406,12.00609210693643,5.65022794019733,4.3074638586226985,0.0
2024-08-08,0.0,37.271902163610385,12.846225374762344,14.027244006006296,13.93138974556257,11.971512456132768,5.646842950068916,4.304883303856722,0.0
2024-08-14,0.0,37.24257831524154,12.92676638213793,14.016208004289524,13.920429157646423,11.950121455274058,5.642400269206973,4.301496416203557,0.0
2024-09-13,0.0,37.244489333580205,12.939402659966365,14.01692721417634,13.904039209766864,11.95073464862112,5.642689796164459,4.301717137724649,0.0
2024-09-16,0.0,37.234936202575156,12.961733514990803,14.01333190264539,13.900472853765026,11.947669311016881,5.641242458429182,4.300613756577566,0.0
2024-09-17,0.0,37.241304411961515,12.963950331815319,14.015728572033275,13.902850221117571,11.93260991422528,5.642207267741035,4.301349281106003,0.0
2024-09-19,0.0,37.23175291452812,12.96233523025766,14.036071626882265,13.89928447495748,11.929549487240537,5.640760177498428,4.30024608863551,0.0
2024-09-20,0.0,37.21966138227242,12.99060192867072,14.03151321639836,13.89477048801343,11.925675199270477,5.638928261773442,4.298849523601154,0.0
2024-09-26,0.0,37.22347891232226,13.007319477879808,14.032952394546653,13.896195640793001,11.901256495411596,5.639506632916239,4.299290446130446,0.0
2024-09-30,0.0,37.13601010331735,13.102248696845404,14.06027919892443,13.88266848148387,11.889671296357571,5.634016892657804,4.2951053304135725,0.0
2024-10-03,0.0,37.13030311697326,13.115602966155418,14.058118443874035,13.880535021286533,11.887844115905628,5.633151068424685,4.294445267380444,0.0
2024-10-04,0.0,37.144647249279394,13.12187665629841,14.061426275528616,13.846174214938578,11.893530522443232,5.6358456181471155,4.296499463364654,0.0
2024-10-08,0.0,37.13132625846344,13.117170826215984,14.09224597731869,13.841208633806106,11.88926520771846,5.63382446427222,4.294958632205103,0.0
2024-10-09,0.0,37.174940166751966,12.803738836355908,14.249853057994391,13.853739241860353,11.990979873747259,5.632670169940511,4.294078653349616,0.0
2024-10-10,0.0,37.164153055272145,12.870006114939528,14.204752754603167,13.84971928032325,11.987500432056962,5.631035729083856,4.292832633721097,0.0
2024-10-14,0.0,37.16225009718117,12.874467530394984,14.204025412609273,13.84901011750921,11.986886622537241,5.630747396803412,4.292612822964711,0.0
2024-10-15,0.0,36.83976031942658,13.607076883403597,14.258960042315596,13.659801162657592,12.168712587145063,5.6154123408856575,3.8502766641659156,0.0
2024-10-16,0.0,36.69049777476022,14.02661811443933,14.240178409092355,13.54173156331306,12.065160683036938,5.592660544237581,3.84315291112052,0.0
2024-10-17,0.0,36.68179185375417,14.014815593193624,14.2334097855116,13.563941237610063,12.062297861810675,5.591333517790279,3.852410150329586,0.0
2024-10-18,0.0,36.60222253211998,14.011565780109454,14.221764063341785,13.553741287834315,12.066797191082914,5.593419127916612,3.9504900175949396,0.0
2024-10-21,0.0,36.627062849057154,13.953209215639117,14.231415748466345,13.562939615312345,12.074986395068546,5.597215135215841,3.953171041240651,0.0
2024-10-22,0.0,36.62768428897492,13.963625967684399,14.231657208445508,13.563169733466069,12.075191267585442,5.597310101414131,3.941361432429532,0.0
2024-10-23,0.0,36.609050259861,13.99891722815495,14.224416971452387,13.581706667186713,12.052090059145458,5.594462516550002,3.9393562976494865,0.0
2024-10-25,0.0,36.57245859064402,14.047607047669306,14.210199307871136,13.624037056974208,12.021408475042152,5.588870710141496,3.935418811657683,0.0
2024-10-28,0.0,36.49869692892004,14.101080026311319,14.211162319072615,13.624960344537671,12.02222315404617,5.589249462401115,3.952627764711065,0.0
2024-10-30,69.38953478195874,11.172420928465364,4.316406196822189,4.350102898759109,4.170663747236618,3.680058437004605,1.7108952626378515,1.2099177471155222,0.0
2024-10-31,69.36687092805194,11.168771817450228,4.3388446622817805,4.326389120207128,4.20040798704831,3.6788564645883497,1.7103364538721764,1.2095225665000873,0.0
2024-11-04,69.35896005363178,11.16749808619937,4.468463662929523,4.294792816421193,4.140315054285585,3.6504442985199814,1.7101414002864836,1.2093846277260887,0.0
2024-11-06,69.38161873763661,11.009876972454954,4.814241383722499,4.268712661890033,4.023956542306445,3.6298577056888033,1.710700081581052,1.1610359147196045,0.0
2024-11-07,69.37226574079752,11.008392784763808,4.841071902842845,4.275395954368989,4.0156368744346125,3.6226281267494693,1.7104694704660794,1.1541391455766878,0.0
2024-11-08,69.39925239641221,11.012675183526216,4.7864187033939105,4.27705913542564,4.0171990060479725,3.62403737317717,1.7111348639060375,1.172223338110835,0.0
2024-11-11,69.03722917164639,10.955227242149762,4.755774461735843,4.254747731667622,3.9921153528877498,3.584493389751997,1.702208678968164,1.1661084008693698,0.5520955703231089
2024-11-12,69.01123516979122,10.951102363433263,4.790088612790306,4.241798503997511,4.003506807882864,3.583143750884084,1.701567760784021,1.1656693359720784,0.5518876944646567
2024-11-13,69.01123516979122,10.951102363433263,4.799888487738745,4.235609109293234,3.999896327638704,3.583143750884084,1.701567760784021,1.1656693359720784,0.5518876944646567
2024-11-14,69.01408287245155,10.951554253379259,4.770685713939389,4.250226405795266,4.00006138069688,3.5832916069247225,1.7016379748444883,1.176549324225607,0.5519104677428319
2024-11-15,69.02227132687409,10.952853644737187,4.764545501325065,4.245572037310994,4.000535984124759,3.583716761020593,1.7018398725503006,1.1766889206690618,0.5519759513879422
2024-11-18,68.96605934759322,10.943933602404346,4.762211574555097,4.236959976062722,4.08232640029401,3.580798169550819,1.7004538882032751,1.1757306210947773,0.5515264202417413
2024-11-19,68.97530312565365,10.945400458627333,4.748930984357877,4.237527871604967,4.082873569721575,3.58127811727977,1.7006818063777116,1.176403722993009,0.5516003433841016
2024-11-22,69.00767587192792,10.95053755344041,4.717635680329609,4.226622798155811,4.084274062061728,3.5829589479912647,1.7014800013564388,1.1769558542271579,0.5518592305096665
2024-11-25,69.00767587192792,10.95053755344041,4.722793243231569,4.226622798155811,4.084274062061728,3.5778013850893053,1.7014800013564388,1.1769558542271579,0.5518592305096665
2024-11-26,68.98917343984627,10.947601480390853,4.74318291767862,4.225489550292156,4.09142886901382,3.576842100106978,1.7010237982201124,1.1735465791903534,0.5517112652608428
2024-11-29,68.99095208869993,10.947883726689115,4.74330520435693,4.225598490025305,4.091534352452813,3.574356160202004,1.7010676532755928,1.1735768350576687,0.551725489240644
2024-12-02,68.99095208869993,10.947883726689115,4.717008008140787,4.225598490025305,4.091534352452813,3.574356160202004,1.7010676532755928,1.1735768350576687,0.5780226854567868
2024-12-03,68.99949087999633,10.949238711530594,4.6949012321374495,4.2261214789465535,4.102354651009132,3.5747985469258703,1.7012781890231459,1.1737220849398848,0.5780942254910416
2024-12-06,69.00340519909474,10.949859858348566,4.631733474676192,4.241832956618168,4.109291793110463,3.575001344106644,1.7013747019918952,1.1753358429340797,0.6121648291192421
2024-12-09,69.00340519909474,10.99885367365297,4.583255383743413,4.241832956618168,4.108776068738838,3.575001344106644,1.7013747019918952,1.1753358429340797,0.6121648291192421
2024-12-10,69.00055837752586,10.998399902222692,4.572236530834339,4.257129047350698,4.108090852961315,3.574853852966086,1.7013045096559603,1.1752873529875518,0.612139573495491
2024-12-11,69.00091421737591,10.998456621603868,4.571744404366944,4.257151001610162,4.108112038622235,3.574872288693113,1.7013132833812143,1.1752934140120606,0.6121427303344958
2024-12-13,68.99913505482648,10.998173030547944,4.574720678403741,4.257041232577169,4.107490420045687,3.5747801119594107,1.7012694156598525,1.1752631095146417,0.6121269464650636
2024-12-18,68.97992594397968,11.011093194355102,4.588913559335359,4.255856087620627,4.1027380672664995,3.573784906043148,1.7007957883780072,1.1749359204951435,0.6119565325264306
2024-12-20,68.97992594397968,11.011093194355102,4.539936414777642,4.255856087620627,4.151715211824217,3.573784906043148,1.7007957883780072,1.1749359204951435,0.6119565325264306
2024-12-23,68.97957032057052,10.998147771274306,4.553317211343409,4.25583414671492,4.151693807812871,3.5737664815297188,1.700787019989403,1.1749298631572747,0.6119533776075845
2024-12-27,68.97779225852534,10.997864275899827,4.555777506807935,4.255724445579762,4.151586791066484,3.5736743618121034,1.7007431794024999,1.1748995774047581,0.6119376035012936
2024-12-30,68.96357106142197,10.995596838939866,4.5548382391427635,4.254847040052903,4.171347921883482,3.5729375750026318,1.700392536055061,1.1746573475809288,0.6118114399203872
2025-01-02,68.9621492642243,10.995370146665497,4.556805997793247,4.254759319398288,4.171261922700223,3.572863913030761,1.700357479672314,1.1746331300919077,0.6117988264234727
2025-01-03,68.96250470802757,11.003158099141041,4.548582785454008,4.254781249222845,4.171283422163596,3.5728823282389777,1.7003662436324853,1.1746391843705468,0.6118019797489421
2025-01-06,68.96321560662633,11.003271524975965,4.490902186570344,4.25482510955015,4.1708109977564884,3.5729191592249103,1.7003837718238572,1.2318633569745436,0.6118082864973988
2025-01-07,68.96321560662633,11.003271524975965,4.4842016745868,4.261525621533694,4.1708109977564884,3.5729191592249103,1.7003837718238572,1.2318633569745436,0.6118082864973988
2025-01-08,68.96321560662633,11.003271524975965,4.497087274555154,4.24864002156534,4.1708109977564884,3.5729191592249103,1.7003837718238572,1.2318633569745436,0.6118082864973988
2025-01-09,68.96321560662633,11.003271524975965,4.5022415145424945,4.24864002156534,4.1708109977564884,3.5213767593514986,1.7003837718238572,1.2782515168606143,0.6118082864973988
2025-01-14,68.95895043486856,10.978882967462908,4.544740610232003,4.248377255694149,4.160245202955619,3.51858201196457,1.70027860809596,1.2781724607693181,0.6117704479569277
2025-01-15,68.99130782947624,10.984034554694002,4.499950434685871,4.2503707085880515,4.162197301919537,3.5202330252979044,1.701076424558047,1.2787722136720086,0.6120575071083364
2025-01-17,68.9920193220349,10.984147830686235,4.4989655631599454,4.250414541749443,4.1622402257675,3.5202693287059863,1.7010939673943242,1.278785401375545,0.6120638191261177
2025-01-22,68.9920193220349,10.984147830686235,4.5067001522811685,4.250414541749443,4.1545056366462765,3.5202693287059863,1.7010939673943242,1.278785401375545,0.6120638191261177
2025-01-23,69.00127006089613,10.98562063122452,4.493896010750458,4.250984455130209,4.155062690159419,3.5207413411590367,1.7013220571969623,1.278956866277195,0.6121458872060608
2025-01-24,68.99237507381737,10.984204469558497,4.4613469005601285,4.295297306892419,4.154527059019474,3.520287480690821,1.7011027389481497,1.2787919953293154,0.6120669751838296
2025-01-27,69.00020254134596,10.985450672544276,4.450507649062244,4.295784625964409,4.154998407130281,3.520686871723772,1.7012957360211984,1.2789370795188155,0.612136416689046
2025-02-03,69.00198175894741,10.985733939933017,4.450622408457912,4.295895395720685,4.152526977952335,3.5207776550522345,1.7013396050999448,1.2789700577895917,0.6121522010468731
2025-02-04,69.00233761347856,10.960004775533795,4.476431180677241,4.29591755035745,4.152032676822068,3.5207958122797485,1.7013483791871822,1.2789766536478362,0.6121553580161215
2025-02-05,69.00020254134596,10.959665650779785,4.502077692591229,4.270515304635206,4.151904204518542,3.520686871723772,1.7012957360211984,1.2815155816952646,0.612136416689046
2025-02-12,68.99771179084564,10.959270031756976,4.498305405080317,4.277580694213444,4.151754330212469,3.5205597829288946,1.7012343231115314,1.2814693218951667,0.6121143199555585
2025-02-13,68.98348237975716,10.957009899435716,4.5025334734151885,4.2766985279418055,4.150898113135561,3.5198337372222674,1.700883477236892,1.2966723083512528,0.6119880835041499
2025-02-21,69.00304933355217,10.931753127626555,4.503810603264183,4.27791160039922,4.152075502690069,3.520832127296621,1.7013659276331559,1.297040105485719,0.6121616720523055
2025-02-24,69.01194707342412,10.920268039660504,4.504391356369553,4.278463224493854,4.1526109005907195,3.521286128224176,1.701585313755904,1.2972073549851768,0.612240608495986
2025-02-25,68.96037210016698,10.909529938521471,4.501025071637761,4.27526578353265,4.149507513347965,3.5959649634366846,1.7003136612265477,1.2962379078462465,0.6117830602836957
2025-02-27,68.95326435979855,10.908405494090808,4.511383493428841,4.274825132209726,4.148564474296357,3.595594327598222,1.7001384100253023,1.2961043047025267,0.6117200038496617
2025-03-04,68.98063720179861,10.91273587732697,4.473476733876461,4.276522138348714,4.150211357891156,3.5970216949076517,1.7008133254264504,1.2966188279622681,0.6119628424617146
2025-03-13,68.97174753316551,10.911329531868807,4.485787422382041,4.275971014638435,4.149676512096372,3.5965581397386814,1.7005941383112955,1.2964517301766925,0.6118839776221606
2025-03-18,68.98063720179861,10.91273587732697,4.517298841382144,4.276522138348714,4.150211357891156,3.5531995874019686,1.7008133254264504,1.2966188279622681,0.6119628424617146
2025-03-20,69.06288627985569,10.925747680369103,4.625918829081113,4.218648641359506,4.152579018688025,3.374196276589636,1.7028412905720067,1.275969587842983,0.6612123956419341
2025-03-21,69.0639557398938,10.925916868932743,4.625990462857135,4.217681614591083,4.152127145731326,3.3742485270568974,1.702867659593193,1.2759893466245449,0.6612226347192727
2025-03-24,69.06466873165375,10.926029664219577,4.613649845964765,4.211530969450915,4.15217001081789,3.374283361600764,1.7028852393943583,1.2729054259916601,0.6818767509063193
2025-03-25,69.06502523305427,10.92608606273634,4.613673660929228,4.2110365238249665,4.152191443693066,3.374300779142413,1.7028940294310573,1.2729119965374316,0.6818802706512357
2025-03-31,69.05254987348658,10.90862971080416,4.657740259059957,4.210275875514044,4.150925333017829,3.373691272154364,1.7025864321305257,1.2618441426369007,0.6817571011956425
2025-04-01,69.05112440507148,10.908404521334209,4.659708432286493,4.210188961775298,4.1508396444666245,3.373621628233038,1.7025512852288194,1.2618180940844084,0.6817430275196333
2025-04-03,69.05575739261472,10.909136421107014,4.65847272864278,4.205310288081561,4.150602029547363,3.3738479814910605,1.7026655179652759,1.2624188714589468,0.6817887690912791
2025-04-07,69.06039100190058,10.90986841910009,4.667559864722174,4.205592462451035,4.150880533018069,3.358589856795396,1.7027797660316597,1.2625035791795818,0.6818345168014013
2025-04-09,69.06039100190058,10.90986841910009,4.672721367498869,4.20043095967434,4.150880533018069,3.358589856795396,1.7027797660316597,1.2625035791795818,0.6818345168014013
2025-04-10,69.05326262976452,10.908742309025724,4.682560992021012,4.199997393710145,4.150452081619192,3.358243185164895,1.7026040061255552,1.2623732643174017,0.6817641382515486
2025-04-11,69.03580433569246,10.905984321583356,4.706659489572381,4.198935535272052,4.149402749404993,3.3573941420515165,1.702173547660666,1.2620541065710786,0.6815917721914944
2025-04-23,69.03010557996234,10.90508405626099,4.701111725777146,4.201168541899666,4.149060225218851,3.3406074307749396,1.7020330369307377,1.2619499267452512,0.7088794764300799
2025-04-25,69.02013502100345,10.90350894953587,4.715392340229509,4.200561734213492,4.147945094536497,3.340124920672033,1.7017871989647932,1.2617676534307016,0.7087770874136484
2025-05-02,69.02013502100345,10.90350894953587,4.715908189638107,4.200561734213492,4.147429245127899,3.340124920672033,1.7017871989647932,1.2617676534307016,0.7087770874136484
