date,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA CONSTRUCTION BANK (ASIA),CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,95.70077386070507,0.0,0.0,0.0,4.299226139294927,0.0,0.0
2024-04-05,0.0,0.0,0.0,91.75597691673538,0.0,0.0,0.0,8.244023083264633,0.0,0.0
2024-04-10,0.0,0.0,0.0,93.60204734484965,0.0,0.0,0.0,6.397952655150352,0.0,0.0
2024-04-24,0.0,0.0,0.0,93.54219948849105,0.0,0.0639386189258312,0.0,6.3938618925831205,0.0,0.0
2024-05-07,0.0,0.0,0.0,86.78010471204189,0.0,0.13089005235602094,0.0,13.089005235602095,0.0,0.0
2024-05-20,0.0,0.0,0.0,75.0,0.0,0.24752475247524752,0.0,24.752475247524753,0.0,0.0
2024-06-03,0.0,0.0,0.0,86.60477453580901,0.0,0.1326259946949602,0.0,13.262599469496022,0.0,0.0
2024-06-13,0.0,0.0,0.0,86.23978201634877,0.0,0.13623978201634876,0.0,13.623978201634879,0.0,0.0
2024-06-27,0.0,2.3282887077997674,12.223515715948778,73.69033760186264,0.0,0.11641443538998836,0.0,11.641443538998836,0.0,0.0
2024-07-09,0.0,4.550625711035267,11.945392491467576,72.01365187713311,0.0,0.11376564277588168,0.0,11.376564277588168,0.0,0.0
2024-07-10,0.0,3.4071550255536627,34.49744463373084,53.4923339011925,0.0,0.08517887563884156,0.0,8.517887563884157,0.0,0.0
2024-07-11,0.0,6.968641114982578,70.55749128919861,4.878048780487805,0.0,0.17421602787456447,0.0,17.421602787456447,0.0,0.0
2024-07-12,0.0,4.854368932038835,49.150485436893206,33.737864077669904,0.0,0.12135922330097086,0.0,12.135922330097088,0.0,0.0
2024-07-17,64.54388984509465,1.7211703958691909,17.42685025817556,11.962134251290877,0.0,0.04302925989672978,0.0,4.3029259896729775,0.0,0.0
2024-07-22,57.273768613974795,1.5273004963726613,15.463917525773196,21.878579610538374,0.0,0.038182512409316534,0.0,3.8182512409316534,0.0,0.0
2024-07-23,66.10841780520053,1.762891141472014,17.849272807404144,9.828118113706479,0.0,0.044072278536800354,0.0,4.407227853680036,0.0,0.0
2024-07-24,66.25441696113074,1.76678445229682,17.8886925795053,9.628975265017669,0.0,0.044169611307420496,0.0,4.41696113074205,0.0,0.0
2024-07-29,59.665871121718375,1.591089896579157,16.10978520286396,8.671439936356403,0.0,9.98408910103421,0.0,3.977724741447892,0.0,0.0
