date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB INTERNATIONAL SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA MERCHANTS BANK CO LTD
2024-04-11,0.0,33.675728743459324,0.0,0.0,22.140641482239655,22.59026392471827,0.0,10.79407187692565,0.0,10.799293972657106
2024-04-12,0.0,33.6716844979819,0.0,0.0,22.149991906723685,22.58755097458711,0.0,10.792775576058522,0.0,10.79799704464878
2024-04-15,0.0,33.66957484245206,0.0,0.0,22.15486949756956,22.586135781004444,0.0,10.792099368764,0.0,10.797320510209941
2024-04-16,0.0,33.668520113817316,0.0,0.0,22.15730806380035,22.58542825071136,0.0,10.791761296890908,0.0,10.796982274780067
2024-04-17,0.0,33.669047469874485,0.0,0.0,22.156088799782804,22.585782010316812,0.0,10.791930330179813,0.0,10.797151389846082
2024-04-18,0.0,33.66746545126109,0.0,0.0,22.159224395821262,22.584720764744883,0.0,10.791423246197942,0.0,10.797166141974825
2024-04-19,0.0,33.669750636982585,0.0,0.0,22.152896704398312,22.586253707029783,0.0,10.7921557161355,0.0,10.798943235453825
2024-04-22,0.0,33.668520113817316,0.0,0.0,22.1557417704336,22.58542825071136,0.0,10.791761296890908,0.0,10.798548568146813
2024-04-23,0.0,33.669750636982585,0.0,0.0,22.152896704398312,22.586253707029783,0.0,10.7921557161355,0.0,10.798943235453825
2024-04-24,0.0,33.66693814476047,0.0,0.0,22.15939940692478,22.584367038382826,0.0,10.791254228793385,0.0,10.798041181138537
2024-04-25,0.0,33.66746545126109,0.0,0.0,22.15400358147864,22.584720764744883,0.0,10.791423246197942,0.0,10.802386956317447
2024-04-26,0.0,33.6618417000308,0.0,0.0,22.16178689063699,22.5809482547123,0.0,10.789620666795425,0.0,10.805802487824485
2024-04-29,0.0,33.66465334078107,0.0,0.0,22.155285371978053,22.58283435217716,0.0,10.790521881215513,0.0,10.806705053848201
2024-04-30,0.0,33.65692245865105,0.0,0.0,22.173161935480504,22.577648342127652,0.0,10.788043903737455,0.0,10.80422336000334
2024-05-02,0.0,33.67695979361523,0.0,0.0,22.123695081128222,22.59108973455117,0.0,10.794466465086403,0.0,10.81378892561897
2024-05-03,0.0,33.68329233067469,0.0,0.0,22.10905140218646,22.595337710432435,0.0,10.796496231411693,0.0,10.815822325294723
2024-05-06,0.0,33.680301669208426,0.0,0.0,22.115967159003073,22.593331522760984,0.0,10.795537635531787,0.0,10.814862013495729
2024-05-07,0.0,33.678718592833604,0.0,0.0,22.11962794487066,22.59226956762431,0.0,10.79503021250594,0.0,10.814353682165482
2024-05-08,0.0,33.67484947702077,0.0,0.0,22.128575083942998,22.58967409751487,0.0,10.793790045901023,0.0,10.813111295620342
2024-05-09,0.0,33.66588358131036,0.0,0.0,22.14878621769773,22.583659618898462,0.0,10.790916209866875,0.0,10.810754372226574
2024-05-10,0.0,33.66746545126109,0.0,0.0,22.145128197096184,22.584720764744883,0.0,10.791423246197942,0.0,10.811262340699903
2024-05-13,0.0,33.666410854777155,0.0,0.0,22.147566915691712,22.58401332310086,0.0,10.791085216683111,0.0,10.810923689747163
2024-05-14,0.0,33.670629637171515,0.0,0.0,22.13781112451246,22.586843355628304,0.0,10.792437461819206,0.0,10.812278420868513
2024-05-16,0.0,33.66588358131036,0.0,0.0,22.148264160793527,22.583659618898462,0.0,10.790916209866875,0.0,10.811276429130775
2024-05-17,0.0,33.663598920459584,0.0,0.0,22.15354739693991,22.582127028705962,0.0,10.790183908165982,0.0,10.81054274572856
2024-05-20,0.0,33.65973327765744,0.0,0.0,22.161964663204323,22.57953388835243,0.0,10.788944854764203,0.0,10.809823316021609
2024-05-21,0.0,33.604269613516244,0.0,0.0,22.289703123810423,22.542327898818357,0.0,10.771167102072988,0.0,10.792532261781988
2024-05-22,0.0,33.602693676381264,0.0,0.0,22.293347498291,22.541270732807806,0.0,10.770661967385685,0.0,10.79202612513425
2024-05-23,0.0,33.598316848690764,0.0,0.0,22.3050319949112,22.538334680749823,0.0,10.769259064035202,0.0,10.789057411613012
2024-05-24,0.0,33.60356917876279,0.0,0.0,22.294970522165606,22.54185803501635,0.0,10.770942591918166,0.0,10.788659672137094
2024-05-27,0.0,33.602168396849805,0.0,0.0,22.301336109171434,22.540918366171876,0.0,10.770493599684983,0.0,10.785083528121904
2024-05-28,0.0,33.59604134886176,0.0,0.0,22.317587645125737,22.53680823592989,0.0,10.768529698714044,0.0,10.781033071368574
2024-05-29,0.0,33.58729229819382,0.0,0.0,22.33833846680133,22.530939220735444,0.0,10.765725367960462,0.0,10.777704646308942
2024-05-30,0.0,33.590791371583265,0.0,0.0,22.32868511483673,22.533286459958138,0.0,10.766846924971329,0.0,10.780390128650538
2024-05-31,0.0,33.589916534888644,0.0,0.0,22.32810358780854,22.53269960430394,0.0,10.766566513811286,0.0,10.782713759187587
2024-06-03,0.0,33.56753622029657,0.0,0.0,22.39182710889177,22.51768650043899,0.0,10.75939295786019,0.0,10.763557212512481
2024-06-04,0.0,33.56788568335688,0.0,0.0,22.39206022449418,22.517920926331435,0.0,10.75950497115677,0.0,10.762628194660735
2024-06-05,0.0,33.5636926068117,0.0,0.0,22.401754491063777,22.515108137734234,0.0,10.758160965509294,0.0,10.761283798880996
2024-06-06,0.0,33.560548486788086,0.0,0.0,22.41006444872244,22.511958160450824,0.0,10.757153181601094,0.0,10.760275722437553
2024-06-11,0.0,33.55723033242249,0.0,0.0,22.418256190696777,22.50973238776187,0.0,10.756089614514133,0.0,10.758691474604728
2024-06-12,0.0,33.55530959556348,0.0,0.0,22.422176444825173,22.508443983675615,0.0,10.755473961268118,0.0,10.758596014667615
2024-06-13,0.0,33.55635724295553,0.0,0.0,22.41975434812846,22.509146731256337,0.0,10.75580976339248,0.0,10.758931914267194
2024-06-14,0.0,33.600979574822844,0.0,0.0,22.313984993747397,22.539078782826177,0.0,10.77011254689454,0.0,10.775844101709046
2024-06-17,0.0,33.60255535117841,0.0,0.0,22.307736398643122,22.54013579211197,0.0,10.770617630047262,0.0,10.778954828019238
2024-06-18,0.0,33.60588247555917,0.0,0.0,22.299522648156255,22.542367581764744,0.0,10.771684072290663,0.0,10.78054322222917
2024-06-19,0.0,33.60132973457414,0.0,0.0,22.309528027595118,22.539313665211182,0.0,10.770224783501286,0.0,10.77960378911827
2024-06-20,0.0,33.60378105719526,0.0,0.0,22.303339169584792,22.540957978989496,0.0,10.771010505252626,0.0,10.780911288977823
2024-06-24,0.0,33.592557674377424,0.0,0.0,22.331664782819313,22.53168249272071,0.0,10.766578290786164,0.0,10.777516759296397
2024-06-25,0.0,33.54566907293955,0.0,0.0,22.437702237931582,22.501977252595815,0.0,10.752383887258835,0.0,10.762267549274217
2024-06-26,0.0,33.546018080839204,0.0,0.0,22.436895282655907,22.50221136233445,0.0,10.752495754662899,0.0,10.762379519507535
2024-06-27,0.0,33.54844119625607,0.0,0.0,22.43434767781095,22.501743147728416,0.0,10.752272022182453,0.0,10.763195956022114
2024-06-28,0.0,33.59307855383029,0.0,0.0,22.331143903366442,22.53168249272071,0.0,10.766578290786164,0.0,10.777516759296397
2024-07-02,0.0,33.54914450539838,0.0,0.0,22.432721592351754,22.50221487401761,0.0,10.752497432691682,0.0,10.763421595540569
2024-07-03,0.0,33.55246075223625,0.0,0.0,22.42505426594049,22.504439160210932,0.0,10.753560289468988,0.0,10.76448553214334
2024-07-04,0.0,33.55787287845044,0.0,0.0,22.412541162938243,22.50806920290777,0.0,10.755294875375167,0.0,10.766221880328377
2024-07-05,0.0,33.55036620427857,0.0,0.0,22.42989696422586,22.503034296721783,0.0,10.75288898705965,0.0,10.763813547714138
2024-07-08,0.0,33.55071527744433,0.0,0.0,22.43013033500618,22.503268428455947,0.0,10.753000864974096,0.0,10.76288509411945
2024-07-09,0.0,33.5941284633055,0.0,0.0,22.329758252290638,22.532386692155832,0.0,10.766914786667153,0.0,10.776811805580877
2024-07-10,0.0,33.59447844771455,0.0,0.0,22.328949081911706,22.532621435082692,0.0,10.767026956634979,0.0,10.776924078656075
2024-07-11,0.0,33.60025424346938,0.0,0.0,22.31559533609111,22.53649539965198,0.0,10.768878098592282,0.0,10.778776922195247
2024-07-12,0.0,33.60077941429308,0.0,0.0,22.31438113150532,22.53684764430366,0.0,10.769046415788349,0.0,10.778945394109588
2024-07-15,0.0,33.59867882949295,0.0,0.0,22.319237722127,22.53543873175967,0.0,10.768373178571615,0.0,10.778271538048772
2024-07-16,0.0,33.550446490463486,0.0,0.0,22.430751775440434,22.503088146589224,0.0,10.752914718773825,0.0,10.762798868733025
2024-07-17,0.0,33.54957383515072,0.0,0.0,22.430688550992695,22.502502835766894,0.0,10.752635032834032,0.0,10.764599745255667
2024-07-18,0.0,33.549399309535644,0.0,0.0,22.430051663879684,22.50238577725619,0.0,10.752579097391992,0.0,10.76558415193649
2024-07-19,0.0,33.54678164318527,0.0,0.0,22.43610400006866,22.500630045730006,0.0,10.751740135590522,0.0,10.764744175425538
2024-07-22,0.0,33.55683228787907,0.0,0.0,22.42719812621861,22.500044862770636,0.0,10.75146051074899,0.0,10.764464212382698
2024-07-24,0.0,33.559429500101295,0.0,0.0,22.425287747921455,22.499693767605113,0.0,10.751292742825385,0.0,10.76429624154675
2024-07-25,0.0,33.563405272748504,0.0,0.0,22.42360126689099,22.498523529517318,0.0,10.750733554225281,0.0,10.76373637661791
2024-07-26,0.0,33.56881774099871,0.0,0.0,22.411091219364636,22.50215166388838,0.0,10.75246722825376,0.0,10.76547214749451
2024-07-29,0.0,33.57004015284978,0.0,0.0,22.408265811501398,22.502971081988857,0.0,10.752858780421889,0.0,10.765864173238075
2024-07-30,0.0,33.57597884844971,0.0,0.0,22.39453947431748,22.50695196180733,0.0,10.754761010947535,0.0,10.76776870447795
2024-08-01,0.0,33.57755120783391,0.0,0.0,22.390905219165184,22.508005959883956,0.0,10.75526465521884,0.0,10.768272957898107
2024-08-02,0.0,33.58066161812066,0.0,0.0,22.38985670464653,22.50695196180733,0.0,10.754761010947535,0.0,10.76776870447795
2024-08-05,0.0,33.63192479455552,0.0,0.0,22.27137951339493,22.541310363156004,0.0,10.7711788891147,0.0,10.784206439778844
2024-08-06,0.0,33.63683269662746,0.0,0.0,22.26055776477149,22.54459981341825,0.0,10.772750725740464,0.0,10.78525899944234
2024-08-07,0.0,33.642268116470845,0.0,0.0,22.247995746499726,22.548242824824598,0.0,10.774491508637315,0.0,10.78700180356752
2024-08-08,0.0,33.61959735323103,0.0,0.0,22.256636475980415,22.555414769972,0.0,10.777918563361334,0.0,10.790432837455223
2024-08-09,0.0,33.59574301588544,0.0,0.0,22.258392675483215,22.566711010251193,0.0,10.783316378433367,0.0,10.795836919946787
2024-08-12,0.0,33.63229634882727,0.0,0.0,22.242326905628502,22.556238071897127,0.0,10.778311971382983,0.0,10.790826702264123
2024-08-13,0.0,33.57573859545155,0.0,0.0,22.372567531493456,22.518306372654155,0.0,10.760186622344623,0.0,10.773200878056215
2024-08-14,0.0,33.568650725475194,0.0,0.0,22.375976801453554,22.520186796195354,0.0,10.76108516719509,0.0,10.774100509680812
2024-08-15,0.0,33.585051090024685,0.0,0.0,22.34420406845334,22.528044830064474,0.0,10.764840063745353,0.0,10.777859947712146
2024-08-16,0.0,33.58747220356107,0.0,0.0,22.343389525104023,22.5272235849204,0.0,10.764447638539535,0.0,10.777467047874973
2024-08-19,0.0,33.593945328777394,0.0,0.0,22.328423201933497,22.531565130427538,0.0,10.766522210184181,0.0,10.77954412867739
2024-08-20,0.0,33.59285491094678,0.0,0.0,22.340901989376107,22.527340901989376,0.0,10.764503697531508,0.0,10.774398500156233
2024-08-21,0.0,33.59110555642347,0.0,0.0,22.34598760610321,22.526167786283395,0.0,10.76394313388533,0.0,10.772795917304588
2024-08-23,0.0,33.59128854355989,0.0,0.0,22.34471912218849,22.526988954448164,0.0,10.764335522307224,0.0,10.772667857496238
2024-08-27,0.0,33.586216233103535,0.0,0.0,22.356445129444108,22.523587361756192,0.0,10.762710099348093,0.0,10.771041176348072
2024-08-28,0.0,33.587265550961746,0.0,0.0,22.35401934953084,22.52429105526801,0.0,10.763046353477812,0.0,10.771377690761588
2024-08-29,0.0,33.587440443646024,0.0,0.0,22.353615038142102,22.524408341794892,0.0,10.763102397875498,0.0,10.771433778541487
2024-08-30,0.0,33.55603964936784,0.0,0.0,22.347588622174044,22.543542385424374,0.0,10.772245442511544,0.0,10.780583900522196
2024-09-03,0.0,33.56251140243426,0.0,0.0,22.332612265109855,22.547890223878653,0.0,10.77432302118898,0.0,10.782663087388256
2024-09-04,0.0,33.53541666666667,0.0,0.0,22.397395833333334,22.5296875,0.0,10.765625,0.0,10.771875
2024-09-05,0.0,33.542579404977104,0.0,0.0,22.380820904463974,22.534499554592387,0.0,10.767924400523029,0.0,10.774175735443507
2024-09-09,0.0,33.55306697794152,0.0,0.0,22.360721004278293,22.541545292054675,0.0,10.771291147947618,0.0,10.773375577777895
2024-09-10,0.0,33.57897975894314,0.0,0.0,22.29958433078299,22.56035548323502,0.0,10.780279442366968,0.0,10.780800984671872
2024-09-11,0.0,33.584012182783475,0.0,0.0,22.296162631815005,22.5595318807172,0.0,10.779885890709584,0.0,10.780407413974737
2024-09-12,0.0,33.3618273470001,0.14143392238230676,0.5351693839594245,22.13414981634313,22.410282712422873,0.0,10.708568408946084,0.0,10.708568408946084
2024-09-13,0.0,33.23836068958398,0.23020542995767523,0.8821100443893879,21.984102405285434,22.327345927531745,0.0,10.66893775162589,0.0,10.66893775162589
2024-09-16,0.0,33.22479436078974,0.2502760777352337,0.8989297472469632,21.969079293653824,22.32411010083288,0.0,10.666405209870682,0.0,10.666405209870682
2024-09-17,0.0,33.22479436078974,0.24769591198538593,0.9040900787466586,21.966499127903976,22.32411010083288,0.0,10.666405209870682,0.0,10.666405209870682
2024-09-19,0.0,33.22873820079169,0.2477253139144212,0.9041973957876376,21.95155937924165,22.332437049385074,0.0,10.667671330439763,0.0,10.667671330439763
2024-09-20,0.0,33.2290811876487,0.24772787093377924,0.9042067289082942,21.95849525962397,22.32492606871352,0.0,10.66778144208587,0.0,10.66778144208587
2024-09-23,0.0,33.219823027113485,0.2631375280551041,0.9194334803807755,21.949281531357222,22.318705982509094,0.0,10.66480922529216,0.0,10.66480922529216
2024-09-24,0.0,33.21879466105324,0.2662250220564335,0.9013471192492042,21.966659959447117,22.318015075765786,0.0,10.66447908121411,0.0,10.66447908121411
2024-09-25,0.0,33.149434675611275,0.11893328275322208,0.8968908162602288,22.3087637765673,22.24155360024433,0.0,10.64221192428182,0.0,10.64221192428182
2024-09-26,0.0,33.161898567494575,0.10610159361503271,0.9657305244086716,22.332088304956997,22.14175440736234,0.0,10.646213301081197,0.0,10.646213301081197
2024-09-27,0.0,33.14636282698088,0.20077784425755288,0.9261521585111222,22.380829854985883,22.063425823963957,0.0,10.641225745650303,0.0,10.641225745650303
2024-09-30,0.0,33.12334209660132,0.2814082181694637,1.0191401831694837,22.268567977884913,22.03987106873491,0.0,10.633835227719954,0.0,10.633835227719954
2024-10-02,0.0,33.07299882161712,0.12224528217960667,1.0329212708537352,22.604868218044906,21.932755438451196,0.0,10.616848666607016,0.0,10.617362302246427
2024-10-03,0.0,33.07439525068327,0.2275501956212562,1.0622433511168348,22.46291291371502,21.93368149711797,0.0,10.61729693790376,0.0,10.62191985384189
2024-10-04,0.0,33.061451029038366,0.22749293744837756,1.061976060142765,22.467531160370093,21.92816235210648,0.0,10.615652376823617,0.0,10.637734084070297
2024-10-07,0.0,33.040875398670956,0.22738667725546025,1.0614800193324871,22.445744409572786,21.917919876942232,0.0,10.610180599430292,0.0,10.696413018795793
2024-10-08,0.0,33.03816210281427,0.22736800440488297,1.0613928512625237,22.454679346444788,21.91611999118038,0.0,10.609309298088796,0.0,10.692968405804361
2024-10-09,0.0,33.04173686594296,0.22738200875528522,1.0614582259727536,22.461708459103473,21.917469877786534,0.0,10.609962760678332,0.0,10.680281801760666
2024-10-10,0.0,32.96542328435264,0.5060257007790132,1.20514015580265,22.21237714279861,21.870246405834664,0.0,10.58710249069128,0.0,10.653684819741148
2024-10-14,0.0,32.92408430529977,0.5197462656026192,1.3556374053611624,22.141395539185595,21.84417843257622,0.0,10.574483323102108,0.0,10.640474728872519
2024-10-15,0.0,32.9201158305109,0.5136653398684117,1.496485178401498,22.00063440739187,21.846637129204225,0.0,10.575673546234997,0.0,10.646788568388093
2024-10-16,0.0,32.90173185842518,0.5162860122272885,1.6342241396937043,21.91608563191363,21.827652483284602,0.0,10.566483325495328,0.0,10.637536548960272
2024-10-17,0.0,32.90341379627642,0.4933083867537752,1.651177294522999,21.91822838389105,21.828768313754356,0.0,10.56702348454641,0.0,10.638080340254987
2024-10-18,0.0,32.874172591321404,0.51636430497671,1.8218313312086294,21.79200375909128,21.809369126419874,0.0,10.557632589687014,0.0,10.628626297295089
2024-10-21,0.0,32.884510237765525,0.5033291261490979,1.9044747747793782,21.69118586386097,21.819956361109266,0.0,10.56275773261726,0.0,10.633785903718504
2024-10-22,0.0,32.85784303714747,0.5125901117078848,2.0728245553127618,21.577797292053834,21.80090673310597,0.0,10.553536054894112,0.0,10.624502215777973
2024-10-23,0.0,32.85968844616225,0.5345736940727163,2.1546332273035937,21.469745783913773,21.802131146703974,0.0,10.554128777628575,0.0,10.625098924215116
2024-10-24,0.0,32.865729416150465,0.5484600732301438,2.173413474550738,21.4231364358266,21.806139280261057,0.0,10.556069063072908,0.0,10.627052256908094
2024-10-25,0.0,32.89489827216031,0.6502402617319293,1.9742357632143954,21.447704733667315,21.82854513853389,0.0,10.566404253143851,0.0,10.637971577548308
2024-10-28,0.0,32.907514894269866,0.6228745301592984,1.9811296632488686,21.439054948988723,21.836917333606078,0.0,10.570456928072822,0.0,10.642051701654351
2024-10-29,0.0,32.89775719186311,0.551116291672418,2.14618385198591,21.368281672571484,21.830442273380264,0.0,10.567322587076886,0.0,10.638896131449926
2024-10-30,0.0,32.911049282952476,0.6904523229884822,2.0483418915324973,21.296106871790677,21.83926269920828,0.0,10.571592234201429,0.0,10.643194697326159
2024-10-31,0.0,32.92401520616842,0.6825379770474861,2.048125578801414,21.274309659396152,21.847866685085982,0.0,10.575757110623341,0.0,10.6473877828772
2024-11-01,0.0,32.92148857578455,0.6860668569849894,2.0479684030655574,21.27676990924067,21.846190052286378,0.0,10.574945513705988,0.0,10.646570688931863
2024-11-04,0.0,32.947615804861066,0.6768830610269986,1.9794477412483937,21.294167643760847,21.86352767693938,0.0,10.583338026798835,0.0,10.655020045364477
2024-11-05,0.0,32.948121902265186,0.7434563552205792,1.9083070495227954,21.297566870110188,21.86386351534019,0.0,10.583500593945848,0.0,10.655183713595216
2024-11-06,0.0,32.947278415229206,0.7797899738363311,1.926690526294231,21.244796706756986,21.863303790403922,0.0,10.583229651475353,0.0,10.654910936003974
2024-11-07,0.0,32.94671295869563,0.7609508300816256,1.9402709927182227,21.2446615663502,21.86632664556897,0.0,10.584692905644145,0.0,10.656384100941203
2024-11-08,0.0,32.940977697679656,0.780786008314731,1.9389092547461548,21.23942738946118,21.862520223637596,0.0,10.582850355321632,0.0,10.65452907083905
2024-11-11,0.0,32.91755135453173,0.8610677649586861,1.9728326213194851,21.179299583024225,21.84697244890128,0.0,10.575324243431993,0.0,10.646951983832595
2024-11-12,0.0,32.9219307267601,0.8734629967916737,1.9459752646741273,21.183652375031343,21.849878984183515,0.0,10.576731191378967,0.0,10.648368461180276
2024-11-13,0.0,32.953631665480096,0.8804503152514073,1.8454115682669112,21.204050378762656,21.87091850584662,0.0,10.586915658084111,0.0,10.658621908308193
2024-11-14,0.0,32.954813198520746,0.9317024698566848,1.869039204236967,21.125418728295276,21.87170267473903,0.0,10.587295245705155,0.0,10.660028478646137
2024-11-15,0.0,32.93692439220424,1.0095373636331058,1.9105443413178251,21.046703901462603,21.860169860292725,0.0,10.581712629967697,0.0,10.654407511121805
2024-11-18,0.0,33.11690633700289,1.0370105489004113,1.8380118004648667,21.003805777630202,21.813491353988404,0.0,10.559117263926847,0.0,10.631656918086383
2024-11-19,0.0,33.153872872525184,1.0869787303598064,1.8797376540056803,20.878879512902763,21.811597164047974,0.0,10.5582003555156,0.0,10.630733710642993
2024-11-20,0.0,33.17204273604717,1.084240699391456,1.8496471874632752,20.880575127865804,21.818172528140696,0.0,10.561383249962956,0.0,10.633938471128642
2024-11-21,0.0,33.204023429114656,1.0784343790569064,1.8006276385864841,20.890449466916085,21.82475185787155,0.0,10.564568064031404,0.0,10.63714516442291
2024-11-22,0.0,33.21785517199093,1.1190140413268748,1.7664070962863039,20.882130520980237,21.81872994461136,0.0,10.56165307498927,0.0,10.634210149815031
2024-11-25,0.0,33.197631951290525,1.144182292757428,1.7847200584350242,20.873154112160513,21.811485751354887,0.0,10.558146424685733,0.0,10.63067940931589
2024-11-26,0.0,33.197617393436595,1.1724018145408477,1.7501736891577098,20.874882504393312,21.813825656953696,0.0,10.559279087825411,0.0,10.631819853692427
2024-11-27,0.0,33.183146365884056,1.1861705388340587,1.7547354870348801,20.871901755246327,21.813379921943643,0.0,10.559063323729541,0.0,10.631602607327489
2024-11-28,0.0,33.16083066668708,1.2360989899917831,1.7832080392367011,20.85598068786714,21.79300700728288,0.0,10.549201537213113,0.0,10.6216730717213
2024-11-29,0.0,33.18173001337376,1.2398803507804763,1.7472665462007289,20.860004287770664,21.796677998631996,0.0,10.550978530519739,0.0,10.623462272722632
2024-12-02,0.0,33.10306179632177,1.2894187172041367,1.953232462173315,20.76723215650313,21.754037393652247,0.0,10.530337765550971,0.0,10.602679708594428
2024-12-03,0.0,33.15647569099352,1.2548228110681283,1.890898712048236,20.790201984679133,21.763683531852216,0.0,10.536536138591153,0.0,10.607381130767624
2024-12-04,0.0,33.1659649087035,1.2779471285695352,1.9013732706678765,20.740770948239827,21.766900812543966,0.0,10.53809373311448,0.0,10.608949198160817
2024-12-05,0.0,33.13449272702244,1.3669017064602802,1.838510836813044,20.738055542809363,21.77100700020904,0.0,10.5400816776029,0.0,10.610950509082937
2024-12-06,0.0,33.09524943450495,1.3493727553703203,1.7823728363733908,20.938052189586262,21.726834851835616,0.0,10.518696444860721,0.0,10.589421487468744
2024-12-09,0.0,33.115849326830535,1.334672009698413,1.7485119577856785,20.947916435483013,21.736014296770378,0.0,10.523140524979135,0.0,10.593895448452848
2024-12-10,83.42972493616557,5.375033674667921,0.4659510357394543,0.4007228573484986,3.3584234183729156,3.535897040797039,0.0,1.7114946908774127,0.0,1.7227523460311818
2024-12-11,83.43711506636582,5.373854106160896,0.4805623299483009,0.37948281145271506,3.3582241992562913,3.5362102473852923,0.0,1.7116462935419585,0.0,1.7229049458887231
2024-12-12,83.42344090219667,5.373304489972068,0.4879329302872137,0.3863733534488064,3.3585015401754,3.5364584189061055,0.0,1.711365778900497,0.0,1.7226225861132303
2024-12-13,83.41391307435178,5.370373489241066,0.500539665016643,0.39088109091825485,3.3546419943426935,3.536054518436027,0.0,1.711170323062849,0.0,1.7224258446306837
2024-12-16,83.42095517205289,5.372813311373833,0.4894082187225171,0.39273499033288406,3.3538492188153413,3.5363530446707703,0.0,1.7113147861164828,0.0,1.7225712579152757
2024-12-17,83.40984024684471,5.368042342859798,0.507053039924489,0.39069649118386046,3.3550574982175148,3.5358818645036267,0.0,1.711086772234166,0.0,1.7223417442318372
2024-12-18,83.40783849436583,5.363361981377027,0.5169714904746534,0.3887837461581434,3.3539011631113738,3.5357970068865123,0.0,1.7110457078684063,0.0,1.7223004097580417
2024-12-19,83.42779128642093,5.3639828031714565,0.4922626729184385,0.3916910994198841,3.354289607310221,3.5358150893532905,0.0,1.7114550235852757,0.0,1.7227124178205049
2024-12-20,83.42164563778931,5.35961476392852,0.4920608730202775,0.4039948059229562,3.353214827362574,3.5355546260612574,0.0,1.711328950473887,0.0,1.7225855154412137
