date,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,40.70439770623209,27.032849936982355,9.852803007146564,7.593415611447598,2.2176662106986567,3.0549782262349425,2.2537404816085354,4.63820847591773,1.7671640437877012,0.8847762999438215
2024-03-04,40.74207435654314,27.17468499183491,9.78028268078753,7.692214582665471,2.140699542932451,3.053954807347787,2.2589551584676415,4.529766419441226,1.7626072392168939,0.8647602207629448
2024-03-05,40.71409539889488,27.462596873670957,9.82423294394336,7.545536044424322,2.051158984912222,3.060550366153424,2.2615368817049823,4.460713774672014,1.7536106405926997,0.8659680910311388
2024-03-06,40.71172139292425,27.76161930750839,9.853359868827464,7.412707393586064,2.052744119128237,3.0876769983493895,2.252692638428624,4.451488495640691,1.7338787333789616,0.682111052227934
2024-03-07,40.68618493206745,27.993517970036024,9.787231213599142,7.322550833683048,2.0511882225041895,3.0631337089963946,2.2542881079766652,4.455821259314818,1.7011867930283604,0.6848969587939117
2024-03-08,40.703385353157685,28.12499497269181,9.697556753562232,7.344086011276493,2.051951896158875,3.0467298387715545,2.260911341320057,4.370957525414452,1.6976232664565019,0.701803041190342
2024-03-11,40.70772973127427,28.176890767728185,9.662507506871014,7.316838941916118,2.0554639891407693,3.0593456828230297,2.2925027196963725,4.313689760168812,1.7112628187396517,0.7037680816417764
2024-03-12,40.69557901333531,28.32670307451604,9.724755959912146,7.287547842635904,2.0546797430845443,3.0345780419582984,2.2935276634648165,4.295206054752923,1.6899532564419228,0.5974693498980896
2024-03-13,40.70665903645709,28.36816423446581,9.658714566859642,7.286134270711504,2.0504639835295113,2.999039429579741,2.2943357738333576,4.291232992904914,1.6670884603722618,0.6781672512861713
2024-03-14,40.75659823673337,28.5481849137301,9.690461008344165,7.141302286773943,2.0553184512495153,2.961131290068766,2.299172257453428,4.207252230213404,1.6684153118109346,0.6721640136223758
2024-03-15,40.8186416880223,28.625162364176283,9.706497115369382,7.051863221388867,2.057520725816417,2.8521204919168355,2.307362915379513,4.208824304517664,1.6937255706185694,0.678281602794169
