date,SHANGHAI COMMERCIAL BANK LTD,CHONG HING BANK LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,CMB WING LUNG BANK LTD,BNP PARIBAS,CITIBANK N.A.,CHONG HING SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4105772877838205,0.0,1.4105772877838205
2024-03-18,0.0,0.0,0.0,2.2954962440769076,0.0,0.0,0.0,1.4119021050153475,0.0,3.707398349092255
2024-03-26,0.0,0.0,0.0,2.2954962440769076,2.533555302044418,0.0,0.0,1.4119021050153475,0.0,6.240953651136674
2024-04-02,0.0,0.0,0.0,2.2988082871557247,2.533555302044418,0.0,1.5587153697743745,1.413226922246874,0.0,7.804305881221392
2024-04-03,0.0,0.0,0.0,2.2986410289802444,2.533555302044418,0.0,1.5252849317540276,1.4145517394784008,0.0,7.772033002257091
2024-04-05,0.0,0.0,0.0,2.299965846211771,2.533555302044418,0.0,1.522635297290974,1.4158765567099278,0.0,7.772033002257091
2024-04-09,35.37801539994046,0.0,0.0,2.3012906634432984,2.533555302044418,0.0,1.522635297290974,1.4158765567099278,0.0,43.151373219429075
2024-04-17,35.37801539994046,0.0,0.0,2.299965846211771,2.533555302044418,0.0,1.522635297290974,1.4158765567099278,0.0,43.150048402197555
2024-04-18,35.37801539994046,0.0,0.0,2.299965846211771,2.533555302044418,0.0,1.5232977059067374,1.4158765567099278,0.0,43.15071081081332
2024-04-30,35.37801539994046,0.0,0.0,2.3012906634432984,2.533555302044418,0.0,1.5232977059067374,1.4158765567099278,0.0,43.15203562804484
2024-05-10,35.37801539994046,0.0,0.0,2.299965846211771,2.533555302044418,0.0,1.5232977059067374,1.4158765567099278,0.0,43.15071081081332
2024-05-13,35.37801539994046,0.0,0.0,2.309901975448222,2.533555302044418,0.0,1.5232977059067374,1.4158765567099278,0.0,43.160646940049766
2024-05-14,35.37801539994046,0.0,0.0,2.309901975448222,2.533555302044418,0.0,1.5219728886752106,1.4158765567099278,0.0,43.15932212281824
2024-05-16,35.37801539994046,0.0,0.0,2.311226792679749,2.533555302044418,0.0,1.5219728886752106,1.4158765567099278,0.0,43.160646940049766
2024-05-20,35.37801539994046,0.0,0.0,2.3125516099112753,2.533555302044418,0.0,1.5219728886752106,1.4158765567099278,0.0,43.16197175728129
2024-05-21,35.37801539994046,0.0,0.0,2.311889201295512,2.533555302044418,0.0,1.5206480714436839,1.4158765567099278,0.0,43.159984531434006
2024-05-22,35.37801539994046,0.0,0.0,2.3125516099112753,2.533555302044418,0.0,1.5206480714436839,1.4158765567099278,0.0,43.160646940049766
2024-05-23,35.37801539994046,0.0,0.0,2.3152012443743293,2.533555302044418,0.0,1.5206480714436839,1.4158765567099278,0.0,43.16329657451282
2024-05-29,35.37801539994046,0.0,0.0,2.3152012443743293,2.533555302044418,0.0,1.5213104800594472,1.4158765567099278,0.0,43.16395898312859
2024-06-05,35.37801539994046,0.0,0.0,2.3152012443743293,2.533555302044418,1.756011457549345,1.5213104800594472,1.4158765567099278,0.0,44.91997044067793
2024-06-17,35.37801539994046,0.0,0.0,2.3152012443743293,2.533555302044418,1.756011457549345,1.5213104800594472,1.413226922246874,0.0,44.917320806214875
2024-06-19,35.37801539994046,0.0,0.0,2.3152012443743293,2.533555302044418,1.756011457549345,1.5219728886752106,1.413226922246874,0.0,44.91798321483064
2024-07-02,35.37801539994046,0.0,0.0,2.3152012443743293,2.533555302044418,1.756011457549345,1.5232977059067374,1.418327468588252,0.0,44.92440857840354
2024-07-11,35.37801539994046,0.0,0.0,2.284730448049213,2.533555302044418,1.756011457549345,1.5232977059067374,1.418327468588252,0.0,44.89393778207843
2024-07-16,35.37801539994046,0.0,0.0,2.2814184049703963,2.533555302044418,1.756011457549345,1.5232977059067374,1.418327468588252,0.0,44.89062573899961
2024-07-22,35.37801539994046,0.0,0.0,7.928601889904774,2.533555302044418,1.756011457549345,1.5206480714436839,1.4136906082779086,0.0,50.53052272916059
2024-07-25,35.37801539994046,10.792615627729537,0.0,7.928601889904774,2.533555302044418,1.756011457549345,1.5206480714436839,1.4136906082779086,0.0,61.32313835689013
2024-08-01,35.37801539994046,10.792615627729537,0.0,7.927939481289011,2.533555302044418,1.756011457549345,1.5206480714436839,1.4136906082779086,0.0,61.322475948274366
2024-08-09,35.37801539994046,10.792615627729537,0.0,7.929269266585155,2.533555302044418,1.756011457549345,1.5206480714436839,1.4136906082779086,0.0,61.32380573357052
