date,CHINA SECURITIES DEPOSITORY AND CLEARING,ORIENT SECURITIES (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,ZHESHANG INTERNATIONAL FINANCIAL,FORTUNE (HK) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,ZINVEST GLOBAL LTD,ORIENTAL PATRON SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES
2024-03-01,0.0,0.0,0.0,0.0,0.0,94.94527253726417,5.054727462735823,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,94.8368953880765,5.16310461192351,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,94.87958586540626,5.1204141345937435,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,23.564053537284895,0.0,64.8642447418738,3.4799235181644357,8.091778202676863,0.0,0.0
2024-03-08,0.0,0.0,0.0,23.475180006857403,0.0,65.00057145034096,3.4629890662501426,8.061259476551488,0.0,0.0
2024-03-11,0.0,0.0,0.0,32.349853002939945,0.0,51.774464510709784,4.766904661906762,11.10877782444351,0.0,0.0
2024-03-14,0.0,0.0,0.0,32.33796903699817,0.0,51.7554447651535,4.765153503017581,11.141432694830753,0.0,0.0
2024-03-19,0.0,0.0,0.0,32.327473104172135,0.0,51.7554447651535,4.775649435843611,11.141432694830753,0.0,0.0
2024-03-20,0.0,0.0,0.0,32.33086653020521,0.0,51.760877552091536,4.765653702828951,11.142602214874298,0.0,0.0
2024-03-27,0.0,49.28681675448401,0.0,16.381925594762894,0.0,26.24407898238331,2.410985150886157,5.676193517483634,0.0,0.0
2024-04-09,0.0,33.35734740557967,32.31993948453794,11.087297156133493,0.0,17.762008537002682,1.6317562091385553,3.8416512076076583,0.0,0.0
2024-04-10,0.0,33.35794820071323,32.3205215950434,11.087496848096249,0.0,17.762328446381616,1.629984510644429,3.8417203991210696,0.0,0.0
2024-04-18,0.0,35.46589559955574,34.36291218260503,11.788135268660719,0.0,12.565585385469724,1.7329860978131821,4.084485465895599,0.0,0.0
2024-04-19,0.0,35.4665747496218,34.363570211217706,11.788361004193714,0.0,12.56582600869382,1.7311043449953083,4.084563681277647,0.0,0.0
2024-04-22,0.0,35.46589559955574,34.36291218260503,11.788135268660719,0.0,12.565585385469724,1.7329860978131821,4.084485465895599,0.0,0.0
2024-05-03,0.0,30.104678001365365,29.168427554370798,10.006176652254478,0.0,25.782646858034525,1.4710184974480673,3.4670524365267705,0.0,0.0
2024-05-14,0.0,30.10223154062444,29.16605717814943,10.00536349895168,0.0,25.780551627740667,1.479025468493507,3.4667706860402747,0.0,0.0
2024-05-20,0.0,30.10223154062444,29.16605717814943,10.00536349895168,15.115315227461116,10.665236400279552,1.479025468493507,3.4667706860402747,0.0,0.0
2024-05-21,0.0,30.10223154062444,29.16605717814943,10.00536349895168,15.115315227461116,10.665236400279552,1.4806507712061372,3.465145383327645,0.0,0.0
2024-05-22,0.0,30.102720800962196,29.166531222572573,10.005526119039105,15.11556090108247,10.66540974547346,1.4790495075252739,3.465201703344927,0.0,0.0
2024-05-28,0.0,30.105167341233074,29.168901675850524,10.160758115115163,15.116789388989126,10.666276555972757,1.3166235919442142,3.4654833308951414,0.0,0.0
2024-06-04,0.0,30.05045998085441,29.297616536595655,10.142293900994597,15.08931903363458,10.646893709538721,1.3142310126068826,3.4591858257751533,0.0,0.0
2024-06-17,0.0,30.049484870609234,29.29666585543928,10.141964792731404,15.088829398880508,10.646548227468159,1.3174332765474162,3.459073578324004,0.0,0.0
2024-06-20,0.0,30.046559919534076,29.293814182119043,10.14097759608053,15.087360685258188,10.645511915770347,1.3270388215635698,3.458736879674243,0.0,0.0
2024-06-21,0.0,30.047534839955226,29.29476467820698,10.141306640276449,15.087850224695403,10.645857330586155,1.3238371810055323,3.458849105274258,0.0,0.0
2024-06-28,0.0,30.04704737183647,29.29428942245295,10.141142115509409,15.087605451005839,10.645684620376379,1.3254380272550292,3.4587929915639193,0.0,0.0
2024-07-02,0.0,30.047534839955226,29.29476467820698,10.141306640276449,15.087850224695403,10.645857330586155,1.3238371810055323,3.458849105274258,0.0,0.0
2024-07-04,0.0,30.044122895240566,29.291438211725012,10.15151023586283,15.086136975635078,10.644648476786815,1.3236868572170133,3.4584563475326866,0.0,0.0
2024-07-05,0.0,27.620609947058384,26.928640668108265,9.243158601148311,13.869211841026024,9.785996569979867,1.3734993661919321,3.1794795317276865,0.0,7.999403474759525
2024-07-08,0.0,27.62019804342639,26.928239083750892,9.090909090909092,13.869005010737295,9.785850632307325,1.7075280362681937,3.1794321164399904,0.0,7.818837986160821
2024-07-15,0.0,27.611962549943346,26.95002683523168,9.088198461446718,13.864869700041742,9.78293279265311,1.7070189039298707,3.1784841075794623,0.0,7.816506649174071
2024-07-17,0.0,27.611550904184746,26.949625057769428,9.088062972404847,13.86466299923968,9.782786946345245,1.7084842792611477,3.178436721976236,0.0,7.816390118818671
2024-07-18,0.0,27.61113927069978,26.94922329228659,9.087927487402725,13.864456304600614,9.78264110438594,1.7099496109007424,3.178389337785861,0.0,7.816273591937745
2024-07-19,0.0,27.60620062602474,26.944403040691604,9.086301982411687,13.861976449545388,9.780891339991058,1.7275301833358174,3.1778208376807275,0.0,7.814875540318974
2024-07-22,0.0,27.60620062602474,26.944403040691604,9.086301982411687,13.861976449545388,9.780891339991058,1.7320017886421224,3.1778208376807275,0.0,7.810403935012669
2024-07-24,0.0,27.601675086809436,26.939985991266894,9.08481244690839,13.859704028255912,9.779287939076914,1.748111056467117,3.177299891208775,0.0,7.809123560006557
2024-07-29,0.0,27.60496624088951,26.9431982472091,9.085895697017571,13.861356624387044,9.78045399669116,1.7363957491839686,3.1776787444293744,0.0,7.81005470019227
2024-08-02,0.0,27.60620062602474,26.944403040691604,9.086301982411687,13.861976449545388,9.780891339991058,1.7364733939484276,3.1778208376807275,0.0,7.805932329706365
