date,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,WATON SECURITIES INTERNATIONAL LIMITED,SINOPAC SECURITIES (ASIA) LTD,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,EMPEROR SECURITIES LTD,CITIBANK N.A.
2024-03-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,92.4367088607595,0.0,0.0,0.0,0.0,0.0,7.563291139240507,0.0,0.0
2024-03-08,0.0,92.44865718799367,0.0,0.0,0.0,0.0,0.0,7.551342812006319,0.0,0.0
2024-03-11,0.0,92.44627054361567,0.0,0.0,0.0,0.0,0.0,7.553729456384324,0.0,0.0
2024-03-12,0.0,92.71921494143717,0.0,0.0,0.0,0.0,0.0,7.280785058562836,0.0,0.0
2024-03-13,0.0,92.72151898734177,0.0,0.0,0.0,0.0,0.0,7.2784810126582276,0.0,0.0
2024-03-14,0.0,92.7508705286483,0.0,0.0,0.0,0.0,0.0,7.249129471351694,0.0,0.0
2024-03-15,0.0,92.72842238381284,0.0,0.0,0.0,0.0,0.0,7.271577616187164,0.0,0.0
2024-03-19,0.0,73.44024054121773,20.79679278376347,0.0,0.0,0.0,0.0,5.7629666750187925,0.0,0.0
2024-03-20,0.0,73.44689378757515,20.791583166332668,0.0,0.0,0.0,0.0,5.761523046092185,0.0,0.0
2024-03-21,0.0,73.47347347347348,20.77077077077077,0.0,0.0,0.0,0.0,5.7557557557557555,0.0,0.0
2024-03-22,0.0,73.48011008256192,20.765574180635475,0.0,0.0,0.0,0.0,5.754315736802602,0.0,0.0
2024-03-25,0.0,53.53553809610817,15.165357208112553,0.0,27.1149278275169,0.0,0.0,4.184176868262379,0.0,0.0
2024-03-27,76.14958810966309,12.766421130628078,3.6176611602667483,0.0,6.468203809440788,0.0,0.0,0.9981257900013076,0.0,0.0
2024-03-28,71.33932217231524,12.155982033483054,3.3646386280114333,0.0,6.059616169865252,0.0,6.145365455287872,0.9350755410371581,0.0,0.0
2024-04-02,69.42854872039422,11.842314417421713,3.2745191543474808,0.0,5.897313622635511,2.726116674614529,5.921157208710857,0.9100302018756954,0.0,0.0
2024-04-03,69.54707985697259,11.771950735001987,3.249900675407231,0.0,5.89590782677791,2.725466825586015,5.8998808104886775,0.909813269765594,0.0,0.0
2024-04-05,69.59022571303899,11.793407116506009,3.2091713277004246,0.0,5.886786465151335,2.7212503470982585,5.890753302392003,0.9084057281129755,0.0,0.0
2024-04-08,69.63165833134873,11.740890688259109,3.2110820036516627,0.0,5.890291339207748,2.7228705247281098,5.894260538223387,0.9089465745812495,0.0,0.0
2024-04-10,69.63442226015162,11.741356726074702,3.211209462946057,0.0,5.890525145873854,2.722978605168102,5.894494502441154,0.9050132973445004,0.0,0.0
2024-04-11,69.66207362109358,11.70630981217488,3.2124846126355076,0.0,5.892864233808521,2.7240598816662036,5.8968351665806304,0.9053726720406623,0.0,0.0
2024-04-15,69.64548016991544,11.72734129977371,3.2117194013259756,0.0,5.8914605581801585,2.723411012743658,5.8954305450792015,0.9051570129818571,0.0,0.0
2024-04-17,69.76163090469203,11.716178162059256,3.121405624082814,0.0,5.885852536389958,2.7208186253123388,5.8898187442985765,0.9042954031650339,0.0,0.0
2024-04-18,69.75056509497561,11.730182020065829,3.1209104968870207,0.0,5.884918903914026,2.7203870404885593,5.888884482690249,0.9041519609787049,0.0,0.0
2024-04-22,69.81969486823856,11.717852189419457,3.0790568654646324,0.0,5.880721220527046,2.7184466019417477,5.884683970675649,0.8995442837329106,0.0,0.0
2024-04-23,69.77315016429787,11.77798012589572,3.0800902648560906,0.0,5.875133615740924,2.715863652559484,5.8790926006571915,0.8986895759927154,0.0,0.0
2024-04-24,69.75105869315709,11.88110974789251,3.0078758855424073,0.0,5.873273439664384,2.715003759844857,5.877231171092729,0.8944473028060316,0.0,0.0
2024-04-25,69.79249168382702,11.828766038333598,3.0096626009821,0.0,5.876762236654522,2.716616505623317,5.880722319024236,0.8949786155552036,0.0,0.0
2024-04-26,69.66798418972331,11.992094861660078,3.0039525691699605,0.0,5.865612648221344,2.7114624505928853,5.869565217391305,0.8893280632411068,0.0,0.0
2024-04-29,69.67073797383296,11.992568876240167,3.0040713071662912,0.0,5.8658444997826,2.7115696272579943,5.869797225186766,0.8854104905332227,0.0,0.0
2024-04-30,70.69912959768962,10.669447675584614,3.048413621595604,0.0,5.95242870322089,2.7515944005455055,5.980506197104007,0.898479804259757,0.0,0.0
2024-05-02,71.17776444711058,9.934013197360528,3.055388922215557,0.0,5.934813037392521,2.7434513097380524,5.966806638672265,0.8038392321535692,0.0,0.38392321535692864
2024-05-03,64.45207684877107,11.584558691996708,10.479052627812958,0.0,5.309291259704483,2.404207362885049,4.829880862938714,0.6726056312833172,0.0,0.2683267146077063
2024-05-06,64.52595006984491,11.708872094272719,10.415845839750707,0.0,5.315376625237294,2.406963000107454,4.702890504674237,0.6554676027078334,0.0,0.26863426340484975
2024-05-07,63.830918045565674,11.7209368245757,9.669418559331042,0.0,5.258122807639159,3.92941926797293,4.652233993551358,0.6484073273571201,0.0,0.29054317400701557
2024-05-08,63.84449090973526,11.71279724988482,9.664386717227204,0.0,5.259240883155544,3.9302548109295814,4.649679271361236,0.64854520324627,0.0,0.2906049544600772
2024-05-09,64.11260187195273,12.9862272678743,7.63728246556817,0.0,5.281326737606321,4.370262286914125,4.669205309797501,0.6512687284244991,0.0,0.29182533186234383
2024-05-10,64.02374013789182,12.968228019048972,7.555618736228588,0.0,5.274006681356173,4.573885848319,4.662733669770417,0.6503660530243798,0.0,0.29142085436065107
2024-05-13,63.9267461669506,12.954287336740489,7.545428733674049,0.0,5.266893810335037,4.709681998864282,4.656445201590006,0.649488926746167,0.0,0.29102782509937536
2024-05-14,63.91313604428358,12.951529344971968,7.550919026328863,0.0,5.265772478887233,4.72287275565964,4.655453835781705,0.6493506493506493,0.0,0.29096586473635655
2024-05-16,63.88819919838258,12.950023055368353,7.583442698542191,0.0,5.263717944170539,4.721030042918455,4.653637427730287,0.6490972936544532,0.0,0.29085233923314296
2024-05-17,63.822549783856566,12.96506271702927,7.5756502019700935,0.0,5.258309120544256,4.790588902274822,4.648855502799234,0.6484303026008079,0.0,0.29055346892495215
2024-05-20,63.77283670868149,12.962045036113864,7.5768304772695085,0.0,5.25421328423736,4.857668885426993,4.63815323608554,0.6479252230562244,0.0,0.2903271491290185
2024-05-21,63.72545551034848,12.977180258269946,7.59596674332213,0.0,5.250309570139748,4.878825402441182,4.634707235096409,0.6474438351317885,0.0,0.2901114452503096
2024-05-22,63.46052214353662,12.937321636190676,7.874431878236973,0.0,5.2284818377197615,4.960715921502308,4.61543881901138,0.6447521403657118,0.0,0.27833562343656415
