date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TIGER BROKERS (HK) GLOBAL LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,GOLDHORSE SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,27.05663240184987,22.55424727479157,15.137742540961119,9.482669087056994,12.703769699487966,0.0,10.990034012329145,0.05047652738475789,0.0,2.0244284561385792
2024-03-04,27.00669766014498,22.473139812720156,15.139266126637976,9.482748298847858,12.680805235859468,0.0,11.044323201104609,0.14821241333270815,0.0,2.0248072513522444
2024-03-05,27.14451017688353,22.424805657040846,15.160365897494794,9.457643480398863,12.650138687723395,0.0,10.97731519119557,0.14590263560023678,0.0,2.039318273662768
2024-03-06,27.153948977698516,22.407818624923657,15.149594214937906,9.45495223691853,12.70280509954117,0.0,11.041767044555192,0.10402451700167901,0.0,1.985089284423352
2024-03-07,25.403978872523524,20.917708745070414,14.161261970605924,8.837957877091252,11.820657545916804,6.578013114136971,10.285640264866974,0.10847872041891593,0.0,1.886302889369221
2024-03-08,25.443357748729806,20.920913750547403,14.172803358396699,8.868717055898001,11.763467148928024,6.5829936305330685,10.304023562003763,0.08676894389576179,0.0,1.8569548010674772
2024-03-11,25.488185200561738,20.852483966184632,14.173137711728042,8.877267430983114,11.762707111411466,6.58371784128274,10.321368156641816,0.08396578807082612,0.0,1.8571667931356288
2024-03-12,25.566183212992943,20.80933330780352,14.171264603246009,8.85016634094801,11.729813502392055,6.585398412345933,10.334520332148262,0.09567943141940587,0.0,1.8576408567038598
2024-03-13,25.521965056122454,20.642604263663763,14.179113754104645,8.860274990932254,11.877907326080017,6.590113046938491,10.368464056582566,0.1005867220709945,0.0,1.8589707835048173
2024-03-14,25.50996780531808,20.846262912917897,14.203944332091877,8.874883855735687,11.726771469727716,6.601304270597787,10.277380226222977,0.08027540544812711,0.0,1.8792097219398476
