date,UPBEST SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CHONG HING SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,HANG SENG SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-27,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-28,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-08,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,84.09979598775926,0.0,0.0,15.900204012240735,0.0,0.0,0.0,0.0
2024-04-15,0.0,84.09622168387946,0.0,0.0,15.903778316120531,0.0,0.0,0.0,0.0
2024-04-17,0.0,56.658935372104345,0.0,32.61747272571085,10.723591902184806,0.0,0.0,0.0,0.0
2024-04-26,0.0,56.75644666265095,0.0,32.386771075352094,10.85678226199696,0.0,0.0,0.0,0.0
2024-05-06,0.0,56.82490451164527,0.0,32.425834984635706,10.74926050371902,0.0,0.0,0.0,0.0
2024-05-09,0.0,46.364552334981376,0.0,26.456873725894507,8.714295756496474,18.464278182627645,0.0,0.0,0.0
2024-05-10,0.0,46.36781178234991,0.0,26.458733655153022,8.707878333411445,18.465576229085627,0.0,0.0,0.0
2024-05-13,0.0,46.36998500187477,0.0,26.459973753280842,8.703599550056243,18.466441694788152,0.0,0.0,0.0
2024-05-14,0.0,40.2790402705845,0.0,23.86851284219427,8.360638410316035,16.643060987210653,0.0,0.0,10.848747489694535
2024-05-16,0.0,40.194072355236784,0.0,23.818162641071616,8.553950005273705,16.607952747600464,0.0,0.0,10.825862250817424
2024-05-17,0.0,39.84858624728124,0.0,23.592521331771792,9.245859126652167,16.465199933076793,0.0,0.0,10.847833361218003
2024-05-20,0.0,34.200276416635255,14.83675264300971,20.248415989086926,7.272988351013228,14.13135174914293,0.0,0.0,9.31021485111195
2024-05-22,0.0,34.20273205406667,14.837817946830853,20.249869859448204,7.266330395447773,14.132366403992174,0.0,0.0,9.310883340214328
2024-05-27,0.0,34.20334601852517,14.838084296689882,20.25023335966109,7.320313060960723,14.07697278667337,0.0,0.0,9.311050477489768
2024-05-29,0.0,29.399805941874973,12.730829059434152,17.374362765482296,6.257604460256588,12.067027060327435,0.0,14.258651758074203,7.911718954550355
2024-05-30,0.0,29.402070112747214,12.731809500338858,17.375700819419627,6.241143490850841,12.067956379767113,0.0,14.259749861376378,7.9215698354999695
2024-05-31,0.0,3.000789002590325,1.299959220974353,1.7709703347921835,0.6325231051002719,1.2321776550125885,0.0,1.4559669087564189,0.8088180829265785
2024-06-03,0.0,29.239326979067698,12.666646234944375,17.25612185479175,6.610683747586503,12.006190811854484,0.0,14.186766373471452,8.034263998283734
2024-06-04,0.0,29.221863179012818,12.659080815351395,17.2458152748212,6.666462471476485,11.999019863087126,0.0,14.178293030307671,8.029465365943306
2024-06-06,0.0,29.189230533884047,12.644944163989596,17.226556524399573,6.770689918923053,11.985620315129264,0.0,14.162459843965122,8.020498699709346
2024-06-11,0.0,29.198341924530034,12.643590253453048,17.224712054698134,6.7684353824739585,11.984336999250502,0.0,14.16094345106077,8.01963993453355
2024-06-12,0.0,29.210405508798775,12.648814078041315,17.231828615149198,6.5003825554705434,11.989288446824789,0.0,14.166794185156848,8.252486610558531
2024-06-13,0.0,29.026519068183198,12.569186789124748,17.132473693814244,6.699714129310869,11.913813028404597,0.0,14.077610850921477,8.58068244024086
2024-06-14,0.0,29.04816251997261,12.578558928707299,17.145248421212813,6.630145324507342,11.92269649242943,0.0,14.08810773795937,8.58708057521114
2024-06-24,0.0,29.045952525867314,12.577601947656724,17.14394400486914,6.637248934875228,11.921789409616554,0.0,14.087035909920875,8.586427267194157
2024-06-25,0.0,29.034907597535938,12.57281922579664,17.13742489923188,6.672750779526961,11.917256065100007,0.0,14.081679215149439,8.583162217659138
2024-06-26,0.0,29.034907597535938,12.57281922579664,17.12829872994144,6.672750779526961,11.917256065100007,0.0,14.081679215149439,8.592288386949578
2024-06-28,0.0,29.03446597511636,12.572627992577495,17.128038207647613,6.674170291728775,11.917074803029843,0.0,14.081465032093208,8.59215769780671
2024-07-10,0.0,28.973839996347646,12.579324618404833,17.137161205886382,6.7005524189252945,11.923422258069426,0.0,14.088965317831109,8.596734184535313
2024-07-16,0.0,28.980455431076475,12.582196785192401,17.14107403799318,6.679249878226985,11.926144666341939,0.0,14.09218217243059,8.598697028738432
2024-08-07,0.0,28.971635522551587,12.578367520847284,17.135857325461075,6.70765110475379,11.922515064824395,0.0,14.08789335930367,8.596080102258203
2024-08-08,0.0,28.93554821322533,12.585836746501819,17.146032857773648,6.71163420984515,11.929594835330482,0.0,14.096258964325411,8.595094172998158
2024-08-09,0.0,29.059881338308152,12.639916814484067,17.21970762737782,6.31078353416111,11.980855098171142,0.0,14.156829163863232,8.632026423634473
2024-08-14,0.0,29.25807891860268,12.726125044262773,16.6551198558958,6.353825073514694,12.062568318630394,0.0,14.253383215555864,8.690899573537788
2024-09-27,69.8284241908403,8.83878199314441,3.8445259921769988,5.031464091866777,1.8813340960991969,3.644067402456664,0.0,4.3059063193291385,2.6254959140865184
