date,INTERACTIVE BROKERS HONG KONG LTD,BOCOM INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,1.6374237037037036,0.8362962962962963,1.6,0.0,0.0,0.0,4.07372
2024-03-04,0.0,0.0,0.0,0.0,1.6455718518518518,0.84,1.5896296296296297,0.0,0.0,0.6011111111111112,4.676312592592593
2024-03-06,0.0,0.0,3.7511111111111113,0.0,1.6455718518518518,0.84,1.5896296296296297,1.4607407407407407,0.0,0.6011111111111112,9.888164444444444
2024-03-08,0.0,0.0,3.7511111111111113,0.0,1.6455718518518518,0.84,1.5896296296296297,1.4607407407407407,0.0,0.6033333333333333,9.890386666666668
2024-03-11,0.0,0.0,3.7511111111111113,0.0,1.639645925925926,0.84,1.5896296296296297,1.4622222222222223,0.0,0.6033333333333333,9.885942222222223
2024-03-12,0.0,0.0,3.788148148148148,2.9452277777777778,1.638905185185185,0.84,1.5896296296296297,1.4622222222222223,0.0,0.5937037037037036,12.857836666666667
2024-03-15,0.0,0.0,3.788148148148148,2.953375925925926,1.638905185185185,0.84,1.5785185185185187,1.4622222222222223,0.0,0.5937037037037036,12.854873703703703
2024-03-18,0.0,0.0,3.785185185185185,2.9570796296296296,1.638905185185185,0.84,1.5785185185185187,1.4622222222222223,0.0,0.5929629629629629,12.854873703703703
2024-03-19,0.0,0.0,3.785185185185185,2.9741166666666667,1.638905185185185,0.84,1.5785185185185187,1.4622222222222223,0.0,0.5929629629629629,12.871910740740741
2024-03-20,7.491111111111111,0.0,3.785185185185185,2.980783333333333,1.6374237037037036,0.84,1.5785185185185187,1.4607407407407407,0.0,0.5929629629629629,20.366725555555558
2024-03-21,7.491111111111111,0.0,3.785185185185185,2.980783333333333,1.638905185185185,0.84,1.585925925925926,1.4607407407407407,0.0,0.5929629629629629,20.375614444444444
2024-03-22,7.491851851851853,0.0,3.7844444444444445,2.980783333333333,1.638905185185185,0.84,1.585925925925926,1.4607407407407407,0.0,0.5929629629629629,20.375614444444444
2024-03-25,7.493333333333334,0.0,3.7844444444444445,2.980783333333333,1.638905185185185,0.8407407407407407,1.5851851851851853,1.4592592592592593,0.0,0.5929629629629629,20.375614444444444
2024-03-27,7.493333333333334,0.0,3.7844444444444445,2.9800425925925924,1.638905185185185,0.8407407407407407,1.5851851851851853,1.4592592592592593,0.0,0.5937037037037036,20.375614444444444
2024-04-02,7.479259259259259,0.0,3.799259259259259,2.98745,1.644831111111111,0.8481481481481482,1.5718518518518516,1.4592592592592593,0.0,0.5944444444444444,20.384503333333335
2024-04-05,7.479259259259259,0.0,3.799259259259259,2.9867092592592592,1.644831111111111,0.8481481481481482,1.571111111111111,1.4592592592592593,0.0,0.5951851851851853,20.383762592592593
2024-04-08,7.479259259259259,0.0,3.8044444444444445,2.9867092592592592,1.6463125925925925,0.8481481481481482,1.571111111111111,1.4592592592592593,0.0,0.595925925925926,20.39117
2024-04-10,7.479259259259259,0.0,3.802222222222222,2.988931481481482,1.6485348148148147,0.8481481481481482,1.571111111111111,1.4592592592592593,0.0,0.5951851851851853,20.39265148148148
2024-04-11,7.48,0.0,3.802222222222222,2.990412962962963,1.6455718518518518,0.8481481481481482,1.571111111111111,1.4592592592592593,0.0,0.5951851851851853,20.39191074074074
2024-04-12,7.480740740740741,0.0,3.791111111111111,2.995598148148148,1.6455718518518518,0.8481481481481482,1.571111111111111,1.4592592592592593,0.0,0.5951851851851853,20.386725555555554
2024-04-15,7.480740740740741,0.0,3.791111111111111,2.995598148148148,1.6470533333333333,0.8474074074074075,1.5703703703703702,1.4592592592592593,0.0,0.5951851851851853,20.386725555555554
2024-04-17,7.491851851851853,0.0,3.791111111111111,2.9941166666666668,1.6470533333333333,0.8474074074074075,1.5703703703703702,1.4592592592592593,0.0,0.5951851851851853,20.396355185185186
2024-04-18,7.494074074074073,0.0,3.791111111111111,2.9918944444444446,1.6470533333333333,0.8474074074074075,1.5703703703703702,1.4592592592592593,0.0,0.5951851851851853,20.396355185185186
2024-04-19,7.501481481481481,0.0,3.791111111111111,2.9918944444444446,1.6470533333333333,0.8474074074074075,1.5703703703703702,1.4592592592592593,0.0,0.5951851851851853,20.403762592592592
