date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD,MIRAE ASSET SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,ONE CHINA SECURITIES LTD,CHIEF SECURITIES LTD
2024-03-11,0.0,0.0,0.0,0.0,99.54904171364149,0.0,0.0,0.03945885005636979,0.41149943630214203
2024-03-26,95.61923757174368,0.0,0.0,0.0,4.368652511384836,0.0,0.0,0.0010596177262541182,0.011050299145221517
2024-04-05,92.30704933364507,2.400105213935001,0.0,0.0,5.281155015197568,0.0,0.0,0.0010229132569558102,0.010667523965396306
2024-04-09,92.30704933364507,1.5408580780921206,0.0,0.0,6.140402151040449,0.0,0.0,0.0010229132569558102,0.010667523965396306
2024-04-10,98.03755897690588,1.6365160168860193,0.0,0.0,0.31350881549540605,0.0,0.0,0.001086416687360318,0.01132977402532903
2024-04-11,98.34281977830365,1.6384979449495578,0.0,0.0,0.0031137127911321457,0.0,0.0,0.0028957528957528956,0.012672811059907835
2024-04-12,98.30608814741035,1.6378859561752988,0.0,0.0,0.040463147410358564,0.0,0.0,0.002894671314741036,0.012668077689243027
2024-04-18,98.30608814741035,1.6503361553784859,0.0,0.0,0.040463147410358564,0.0,0.0,0.002894671314741036,0.0002178784860557769
2024-05-06,97.82197169139282,1.6112367206615665,0.3066249574132004,0.0,0.2570694087403599,0.0,0.0,0.002880416266608852,0.00021680552544367702
2024-06-13,97.20252733298231,1.859014464025769,0.3066249574132004,0.0,0.6287360237866634,0.0,0.0,0.002880416266608852,0.00021680552544367702
2024-07-08,97.20252733298231,1.859014464025769,0.3066249574132004,0.0,0.5977638058661381,0.030972217920525288,0.0,0.002880416266608852,0.00021680552544367702
2024-07-19,97.20252733298231,2.1377644253104964,0.3066249574132004,0.0,0.31901384458141047,0.030972217920525288,0.0,0.002880416266608852,0.00021680552544367702
2024-07-23,90.58376436336606,1.766097810264193,0.3066249574132004,0.0,7.309443429243968,0.030972217920525288,0.0,0.002880416266608852,0.00021680552544367702
2024-08-05,90.58376436336606,1.766097810264193,0.5853749186979279,0.0,7.030693467959241,0.030972217920525288,0.0,0.002880416266608852,0.00021680552544367702
2024-08-06,90.58376436336606,2.075819989469446,0.5636943661535603,0.0,6.742651841298356,0.030972217920525288,0.0,0.002880416266608852,0.00021680552544367702
