date,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,TELECOM KING SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,HAFOO SECURITIES LTD
2024-08-19,30.395669383732027,0.0,25.407950936370604,11.014284149756715,10.319633274402742,8.838024312780638,8.823943551793732,5.200494391163541
2024-08-21,30.38616137760608,0.0,25.400003128079202,11.010838794438275,10.316405211379951,8.835259708775826,8.821183352362482,5.230148427358181
2024-08-23,30.3387104330309,0.0,25.36033855427331,10.993644299389416,10.300295141871105,8.883926480003748,8.488842387994442,5.634242703437076
2024-08-26,30.29329674270656,0.0,25.322376935431056,10.977188031122823,10.284876740523599,8.876865264372476,8.070728018336894,6.174668267506587
2024-08-29,30.304637414403597,0.0,25.331856681589173,10.981297477733236,10.288727011808014,8.88018842908172,8.036313154159322,6.176979831224945
2024-09-03,30.29329674270656,0.0,25.322376935431056,10.977188031122823,10.284876740523599,8.876865264372476,7.6341353125536,6.611260973289881
2024-09-04,30.29518626518424,0.0,25.32395640038048,10.977872725288092,10.285518252272762,8.883656380108842,7.622136630853436,6.611673345912146
2024-09-05,30.344396720031234,0.0,25.365091761030843,10.995704802811401,10.302225693088637,8.898086684888714,7.472081218274111,6.622413119875049
2024-09-09,30.193278230027655,0.0,25.37460352181997,10.999828127685506,10.306088967359885,8.901423415259137,7.474883204949922,6.749894532897923
2024-09-23,29.10579522194966,0.0,25.37460352181997,10.999828127685506,10.306088967359885,8.901423415259137,8.562366213027921,6.749894532897923
2024-09-24,29.10943384432672,0.0,25.346522275873923,11.00120325660619,10.307377369399779,8.902536214898504,8.569687309549481,6.763239729345397
2024-09-26,29.080350313002484,0.0,25.321198307757154,10.990211842577704,10.290834725322759,8.8936416004496,8.561125247826155,6.862637963064146
2024-09-27,29.096702644444793,0.0,25.28545321066525,10.996391808937691,10.296621421096203,8.898642632886085,8.534699551709595,6.8914887302603836
2024-09-30,29.096702644444793,0.0,25.229221661642278,10.996391808937691,10.296621421096203,8.898642632886085,8.534699551709595,6.94772027928336
2024-10-04,29.087615746162616,0.0,25.252572570696895,10.992957636514108,10.293405786917756,8.895863587389329,8.532034165612655,6.945550506706641
2024-10-07,29.093067203923223,0.0,25.238563775789096,10.995017882521982,10.295334926361493,8.897530806353371,8.533633197457402,6.946852207593435
2024-10-08,23.13500091312584,18.195579032746192,21.116577467972096,8.72831760066484,8.604335816564488,7.192183295661468,7.513296116481383,5.514709756783694
2024-10-09,23.2601362305015,19.436360775623875,21.3358435103662,8.728750483087984,9.090795247443339,7.356204064795597,6.615996104795096,4.175913583386411
2024-10-10,23.230181503748096,19.411330360051714,21.060710395295715,8.71750947688628,9.202916254576538,7.341777512565163,6.865038713047945,4.17053578382855
2024-10-14,23.432130071803993,19.580080241305975,21.243798947827415,8.793294014152456,8.758320685687078,7.390613733201717,6.594970510614343,4.206791795407028
2024-10-15,23.513188755632168,19.647813542919902,21.292220180206783,8.823712624714842,8.913955140194881,7.40615311071591,6.231747041204858,4.171209604410652
2024-10-17,23.40056338477923,19.553702858498564,21.190232984042087,8.781448093222057,8.871258357811827,7.420573111729832,6.630991202211428,4.151230007704973
2024-10-18,23.386561029886305,19.542002375805332,21.27229623741897,8.776193478166288,8.865950002374808,7.416132812728872,6.592118055758997,4.148746007860427
2024-10-21,23.351628346636254,19.512812338920753,21.240521647494724,8.763084411530874,8.977182496585321,7.400076253771457,6.612145510518751,4.142548994541868
2024-10-25,23.394727033043555,19.548825955077884,21.279723992103158,8.779257905790331,8.993751138715892,7.483569132478378,6.36995019641719,4.1501946463736115
2024-10-28,23.394727033043555,19.548825955077884,21.279723992103158,8.779257905790331,8.993751138715892,7.483569132478378,6.359973766978793,4.160171075812009
2024-10-29,23.4075708518846,19.559558355535795,21.25147903780909,8.78407776104838,8.998688751801266,7.417804302476225,6.418365909493305,4.162455029951335
2024-10-30,23.43447173316781,19.582036952764177,21.27590205540054,8.79417276127406,9.009030391237006,7.426329128661122,6.31081829402792,4.167238683467367
2024-10-31,23.442671234905188,19.58888852372527,21.28334629386488,8.797249759793845,9.012182566425171,7.428927531530455,6.278037328580152,4.168696761175037
2024-11-04,23.457914113774134,19.60162559843627,21.29718513783588,8.802969901970677,9.01304077463134,7.433757964093137,6.222099180711092,4.171407328547469
2024-11-07,23.46143451664755,19.60456727597613,21.300381273323087,8.804290991321896,9.01439338997844,7.4348735715069125,6.132989065545821,4.247069915700164
2024-11-08,23.475526700846334,19.61634282077474,21.253110100595634,8.80957931630907,9.019807913630084,7.439339351627476,6.136672864656205,4.249620931560456
2024-11-11,23.474351705600597,19.61536098510192,21.081869804688637,8.809138379926877,9.019356454902404,7.438966998389955,6.311547441527154,4.249408229862453
2024-11-12,23.45556776539831,19.599664970472368,21.065000304447267,8.802089395970368,9.012139256556024,7.433014411796,6.386515999235319,4.246007896124342
2024-11-18,23.589318207546313,19.565417360564975,21.028192230726997,8.786709004292383,8.996391832803905,7.420026282744065,6.37535647640987,4.238588604911496
2024-11-20,23.550518541298327,19.53323619886656,20.99360509967165,8.772256641838107,8.981594584427425,7.4078218374613,6.489476220268872,4.27149087616776
2024-11-26,23.556389072278357,19.538105325974932,20.998838258716706,8.774443336975642,8.520183899370098,7.409668414534118,6.929816044543262,4.272555647606889
2024-11-29,23.562262530729118,19.542976881181744,21.004074027392814,8.776631122557301,8.487401233291209,7.41151591244363,6.8966368423276965,4.31850145007649
2024-12-05,23.516209342631946,19.542002375805332,21.003026664793413,8.776193478166288,8.486978011272173,7.411146339161731,6.896292943354533,4.3681508448145845
2024-12-06,23.54203552496156,19.563463968917123,19.62834683718169,8.785831748077257,8.496298656379256,7.3843418257632285,6.903866652040254,5.695814786679631
2024-12-19,23.53821859117397,19.564440615982452,19.62932672332896,8.786270354287632,8.496722808521334,7.384710466806806,6.774414131118362,5.825896308780492
2024-12-20,23.50887834105599,19.54005365658415,19.604858883782004,8.77531832030934,8.486131693844602,7.375505468930449,6.765969864011236,5.943283771482235
2025-01-06,23.514740538028732,19.54492618353891,19.584811472500284,8.777506542297047,8.488247803971348,7.377344632211878,6.767657032896075,5.944765794555726
2025-01-07,23.508860921833286,19.556630168715124,19.521686250522567,8.782762730296453,8.49333077668441,7.381762368631264,6.80664111597975,5.9483256673371425
2025-01-13,23.48073922710189,19.53323619886656,19.49833408117652,8.772256641838107,8.483170911595716,7.372932180363079,6.798498897424533,6.060831861633601
2025-01-14,23.474889006902817,19.528369498041744,19.49347607620544,8.770071036329645,8.481057331723328,7.3710952161878565,6.821720027690503,6.059321806918664
2025-01-15,23.48659236391605,19.538105325974932,19.39351396638366,8.774443336975642,8.111374607533731,7.374770060352964,7.034511107086722,6.286689231776298
2025-01-24,23.47839878915055,19.53128922748418,19.386748310294127,8.77138226892485,8.10854485882996,7.37219728483357,7.066943214395134,6.284496046087633
2025-02-07,23.47839878915055,19.53128922748418,19.3618296106665,8.77138226892485,8.10854485882996,7.37219728483357,7.066943214395134,6.309414745715261
2025-02-11,23.47341504922502,19.53128922748418,19.3618296106665,8.77138226892485,8.10854485882996,7.37219728483357,7.071926954320659,6.309414745715261
2025-02-12,23.461722336991777,19.52156018959164,19.352184984970926,8.767013017644485,8.104505783924761,7.368525003608298,7.068404245475866,6.356084437792251
2025-02-13,23.461722336991777,19.52156018959164,19.352184984970926,8.767013017644485,8.104505783924761,7.368525003608298,7.023572928908366,6.400915754359753
2025-02-14,23.489804439897206,19.54492618353891,19.37534824819547,8.777506542297047,7.994513060967138,7.377344632211878,7.031979673090246,6.408577219802105
2025-02-17,23.499180085667234,19.552727283159257,19.343167981344344,8.781009968317267,7.997703965461693,7.380289202064386,7.034786395072357,6.411135118913459
2025-02-18,23.474584961488098,19.527278676342416,19.322922695475448,8.771819433592155,7.98933326820922,7.3725647142847714,7.027423523502807,6.514072727105084
2025-02-25,23.462891083989305,19.517551151655585,18.95462857209752,8.767449746883477,7.985353377417166,7.368892067089422,7.023922808582786,6.919311192284744
2025-02-27,23.457048513135636,19.512691022736032,18.949908618361167,8.765266535693996,7.983364918589475,7.367057115298491,7.047075084094888,6.917588192090318
2025-02-28,23.457048513135636,19.512691022736032,18.949908618361167,8.765266535693996,7.998305713820771,7.367057115298491,7.032134288863593,6.917588192090318
2025-03-03,23.45471229944447,19.51074764883316,18.948021294986457,8.764393555631054,8.007468657644736,7.36632339043593,7.031433920767641,6.916899232256554
2025-03-06,23.45471229944447,19.51074764883316,18.948021294986457,8.764393555631054,7.88297443100225,7.426080619224323,6.921879001322254,7.091191149556035
2025-03-10,23.49331943020969,19.542862900394933,18.794655544167753,8.77881999939895,7.895950033550306,7.438304161422547,6.828525329077934,7.227562601777886
2025-03-11,23.302036015396848,19.591724326913067,18.841646288844487,8.800768967188507,7.915691633556482,7.45690154677265,6.84559813413697,7.245633087190993
2025-03-12,23.302036015396848,19.591724326913067,18.841646288844487,8.800768967188507,7.665669787897718,7.45690154677265,6.970609056966352,7.370644010020376
2025-03-13,23.206879495165712,19.51171928739442,18.764704278494506,8.764830023925246,7.6343661515212515,7.42645043930598,6.94214378031352,7.748906543879366
2025-03-17,23.206879495165712,19.51171928739442,18.764704278494506,8.764830023925246,7.534765810340284,7.42645043930598,6.94214378031352,7.848506885060334
2025-03-18,23.201102400878458,19.50686206210253,18.760033014272537,8.762648117069975,7.50799622758041,7.424601707148068,6.990203384299003,7.846553086649023
2025-03-20,23.188042256586215,19.500066008029712,18.753497150207522,8.75959527185914,7.505380494297491,7.48671658391711,6.9628828325743966,7.843819402528412
2025-03-25,23.158074986880695,19.4748649267624,18.858496780473356,8.748274732112046,7.4956808500141845,7.477041060102015,6.953884289900428,7.833682373754877
2025-03-27,23.158074986880695,19.49971797997863,18.833643727257126,8.748274732112046,7.4956808500141845,7.477041060102015,6.953884289900428,7.833682373754877
2025-04-07,23.124741202305376,19.471650042605066,18.95047476076453,8.735682446030793,7.484891550349111,7.466278590591943,6.943874853407431,7.822406553945756
2025-04-14,23.122445857482802,19.47964322745968,18.94859375056221,8.734815348609086,7.484148605512784,7.4655374932643275,6.943185609490972,7.8216301076181365
2025-04-15,23.16268029348841,19.513538969444678,18.981565434758263,8.750014448709939,7.497171470826471,7.478527974131775,7.129273136051166,7.4872282725893
2025-04-16,23.160377411249932,19.511598892487555,19.1138980781833,8.749144503927857,7.496426086320004,7.477784443200839,7.128564328768492,7.362206255862019
2025-04-17,23.102953808596812,19.46322203394012,19.066507274963456,8.727451964612662,7.47783952422494,7.459244101004884,7.358828815616585,7.343952477040541
2025-04-22,23.098372219187638,19.459362246456756,19.062726160716135,8.725721207505954,7.476356580067602,7.457764844540246,7.377200657255035,7.342496084270636
2025-04-23,23.09264778718383,19.454539664373467,19.082784713599,8.723558726216686,7.474503726781115,7.455916598813324,7.375372377619562,7.340676405413017
2025-04-29,23.115562556212087,19.473844349010264,19.022336733315544,8.732215088845948,7.481920655670278,7.463315083748021,7.3628449953678325,7.347960537830027
2025-05-02,23.085782212972163,19.4487557201913,19.12666223268353,8.720965163088861,7.472281514737503,7.453699912827512,7.353359262513563,7.338493980985571
