date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,KGI ASIA LTD,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-04-03,35.22100887270702,24.554029017859985,18.100189146304977,13.381372499902039,0.0,0.0,5.43356752226927,3.309832940956715,0.0,0.0
2024-04-05,35.21998373491721,24.551859058651694,18.099662324714956,13.38098302353358,0.0,0.0,5.443596424970748,3.3039154332118175,0.0,0.0
2024-04-08,35.236393103894855,24.563298033678286,18.10809515193295,13.387217367347294,0.0,0.0,5.446132655054642,3.258863688091973,0.0,0.0
2024-04-09,35.241620528113295,24.561867578915315,18.107040618827384,13.386437756693228,0.0,0.0,5.44290372445925,3.2601297929915307,0.0,0.0
2024-04-10,32.64831682576935,22.644529367066223,16.692234166085452,12.334760075883398,7.679987758793878,0.0,4.9945328988286795,3.0056389075730214,0.0,0.0
2024-04-11,32.65305026586029,22.634388110213006,16.69331181862131,12.33654840231281,7.681101223912139,0.0,4.996867938072935,3.004732241007509,0.0,0.0
2024-04-12,32.653926979465105,22.63499582911924,16.691746321175774,12.336879630780983,7.681307456588356,0.0,4.996330866715901,3.004812916154641,0.0,0.0
2024-04-15,32.65918824989976,22.638642827975435,16.69510707321138,12.33886737516769,7.682545085246197,0.0,4.982366357161115,3.003283031338423,0.0,0.0
2024-04-16,32.65874974594233,22.638338866517643,16.696225580044484,12.338030372121679,7.682441934292254,0.0,4.982299460600545,3.003914040481057,0.0,0.0
2024-04-17,32.499695613477044,23.017108610288883,16.541424876320534,12.27794188948122,7.6450270256818715,0.0,5.029517559469778,2.989284425280666,0.0,0.0
2024-04-18,32.493834466638155,23.02097291607143,16.534434059226193,12.275727628118606,7.64698800190297,0.0,5.047980866098592,2.980062061944052,0.0,0.0
2024-04-19,32.497090398306064,23.023947662741048,16.538094865122908,12.276289664563715,7.634394038811056,0.0,5.0531627524890474,2.9770206179661662,0.0,0.0
2024-04-22,32.50295271990142,23.01540659174361,16.54174638996481,12.278504249227431,7.635771247431664,0.0,5.048061143308512,2.9775576584225467,0.0,0.0
2024-04-23,32.5067626912295,23.000895009249987,16.545726084398854,12.28145827196887,7.637608298708878,0.0,5.049275630603937,2.9782740138399806,0.0,0.0
2024-04-24,32.51949793659408,22.960700603653407,16.552208239617492,12.286269805679995,7.640600501180915,0.0,5.063956307373356,2.976766605900751,0.0,0.0
2024-04-25,32.56997285479294,22.943980797100057,16.53881891543098,12.277323037985086,7.635036674338852,0.0,5.055592308484994,2.979275411867097,0.0,0.0
2024-04-26,32.57052799952438,22.941885365937974,16.53807276992208,12.276273263213515,7.634383839119323,0.0,5.058500075401544,2.9803566868811835,0.0,0.0
2024-04-29,32.57061502941336,22.941946667668685,16.538784971421652,12.27630606595774,7.634404238530042,0.0,5.061586442715966,2.9763565842925557,0.0,0.0
2024-04-30,32.570908758722425,22.942153563428473,16.538934121994277,12.276416776513722,7.634473087346071,0.0,5.061498485855824,2.9756152061392105,0.0,0.0
2024-05-02,32.57417277420715,22.944452656310364,16.51119583529792,12.276310860156489,7.63523815775167,0.0,5.075367391921962,2.983262324354451,0.0,0.0
2024-05-03,32.57460802570019,22.94275495804293,16.51275264143068,12.276474894487247,7.635340178724881,0.0,5.075435208263776,2.982634093350287,0.0,0.0
2024-05-06,32.568515563069454,22.91040929570959,16.502984564428935,12.274178812690256,7.633912133154073,0.0,5.061794552754525,3.0482050781931664,0.0,0.0
2024-05-07,32.58366389459107,22.8722810873629,16.503977678155994,12.279887802694734,7.637462833264305,0.0,5.06307965864994,3.059647045281059,0.0,0.0
2024-05-08,32.581921990321504,22.861034704027684,16.482379853678182,12.2792313268281,7.63705453881464,0.0,5.098225865111488,3.060151721218401,0.0,0.0
2024-05-09,32.581921990321504,22.861034704027684,16.483048096618575,12.2792313268281,7.63705453881464,0.0,5.098225865111488,3.059483478278011,0.0,0.0
2024-05-10,32.583010658663966,22.861798565802495,16.480257522703894,12.27964161601912,7.637309717729762,0.0,5.098396213475335,3.059585705605426,0.0,0.0
2024-05-14,32.577082964568305,22.872650914528915,16.47470894514899,12.28547068290854,7.640935099527697,0.0,5.0887819045474805,3.0603694887700703,0.0,0.0
2024-05-16,32.581223469117404,22.869602994777193,16.47645708296733,12.286275693010264,7.641435774682967,0.0,5.084434964809362,3.060570020635479,0.0,0.0
2024-05-17,32.578827332435765,23.113288889668894,16.19778583970362,12.285372117492402,7.640873796874568,0.0,5.122838511045312,3.0610135127794336,0.0,0.0
2024-05-20,32.58209487893779,23.127642669862787,16.188712116083316,12.286604298880606,7.641640150745831,0.0,5.123352314470045,3.049953571019624,0.0,0.0
2024-05-21,32.587890940115436,23.131756869158668,16.192260705267564,12.288789975106965,7.6429995296923305,0.0,5.1110222027686465,3.04527977789039,0.0,0.0
2024-05-22,32.60782520741811,23.073788056632235,16.180328304990166,12.298528140846036,7.649056171258714,0.0,5.119355872335691,3.0711182465190485,0.0,0.0
2024-05-23,32.60799980188819,23.073911602307938,16.181084237176652,12.298593991757278,7.64909712716118,0.0,5.118178549276047,3.071134690432722,0.0,0.0
2024-05-24,32.603199135128335,23.11066646613029,16.178701999881888,12.272692215870602,7.6479709996297665,0.0,5.1167558345293855,3.070013348829731,0.0,0.0
2024-05-27,32.61703659089452,23.117628089216925,16.184244907918213,12.276389117368028,7.650274796950147,0.0,5.082818969382159,3.071607528270005,0.0,0.0
2024-05-28,32.617167594430505,23.12575376802429,16.182971105747338,12.27576902203154,7.650305523624132,0.0,5.082839384089544,3.0651936020526556,0.0,0.0
2024-05-29,32.61708025862293,23.125022445839218,16.181588972963745,12.275736152402438,7.650285039147385,0.0,5.080415932069226,3.0698711989550658,0.0,0.0
2024-05-30,32.615988600489146,23.124248476537037,16.18104739281372,12.275325296890152,7.6500289924435565,0.0,5.080245896084054,3.0731153447423267,0.0,0.0
2024-06-03,32.615551957695864,23.123938903322163,16.179492032414206,12.27449159314064,7.649926578560939,0.0,5.080177884876857,3.0764210499893316,0.0,0.0
2024-06-04,32.61860870278308,23.120081202099005,16.18301667806096,12.275641964347725,7.63725489375696,0.0,5.0873483213574735,3.078048237594798,0.0,0.0
2024-06-05,32.62385017043966,23.08228490414286,16.186286658336478,12.277614531016837,7.6384821203648,0.0,5.1055738330553355,3.0859077826440284,0.0,0.0
2024-06-06,32.623631742322736,23.082130360151282,16.18684782053782,12.277532328082225,7.638430978048456,0.0,5.105539649448178,3.0858871214093044,0.0,0.0
2024-06-07,32.623631742322736,23.082130360151282,16.18818689067078,12.277532328082225,7.638430978048456,0.0,5.104870114381697,3.0852175863428237,0.0,0.0
2024-06-11,32.62319489486348,23.0818212783764,16.1886396484988,12.277367925515222,7.638328695470238,0.0,5.104801757506015,3.0858457997698503,0.0,0.0
2024-06-12,32.613150631294225,23.14164667770487,16.13948025631608,12.273587881292759,7.6359769519670895,0.0,5.103230054474278,3.092927546950704,0.0,0.0
2024-06-14,32.60014437485937,23.160112388216135,16.136693380755652,12.270959657849986,7.634341810407203,0.0,5.102137266530545,3.0956111213811135,0.0,0.0
2024-06-17,32.574204877592145,23.187820646227884,16.126528207172715,12.261195819970897,7.628267267109141,0.0,5.0974089202148685,3.1245742617123478,0.0,0.0
2024-06-18,32.582919429393606,23.169946435632887,16.131511347837318,12.264476048192046,7.63030805154285,0.0,5.098772626075237,3.1220660613260587,0.0,0.0
2024-06-19,32.582483591063635,23.169636507887407,16.131964382304183,12.264311995097593,7.630205986387962,0.0,5.09870442345297,3.122693113806246,0.0,0.0
2024-06-20,32.582483591063635,23.169636507887407,16.132633196421512,12.264311995097593,7.630205986387962,0.0,5.09870442345297,3.122024299688918,0.0,0.0
2024-06-21,32.582047764393316,23.16932658843318,16.133086209822576,12.26347914122072,7.6301039239635395,0.0,5.0999738329976765,3.121982539168993,0.0,0.0
2024-06-24,32.57886658288471,23.174821810081557,16.12883607998731,12.262281783910419,7.629358950974513,0.0,5.106832030433014,3.1190027617284852,0.0,0.0
2024-06-25,32.573420796573416,23.172953860148745,16.126808659870395,12.260232057407071,7.6280836500541005,0.0,5.111327412297308,3.127173563648964,0.0,0.0
2024-06-26,32.562752334878304,23.158680152711426,16.122863618308994,12.254879762393935,7.62558529660403,0.0,5.115669029882733,3.159569805220576,0.0,0.0
2024-06-27,32.561881748558235,23.158060990365307,16.123769345539717,12.254552120228878,7.625381421631379,0.0,5.115532259150652,3.160822114525829,0.0,0.0
2024-06-28,32.559067921700105,23.156949722885663,16.115409047017653,12.236358877471885,7.622375531558262,0.0,5.1135157400040985,3.196323159362332,0.0,0.0
2024-07-02,32.56037319103424,23.157878068144747,16.116055102036384,12.236849424192773,7.622681107045206,0.0,5.113720737128128,3.192442370418527,0.0,0.0
2024-07-03,32.555413724242186,23.15435075208545,16.130301687618193,12.234183892546385,7.621520050518151,0.0,5.1129418354849925,3.191288057504646,0.0,0.0
2024-07-04,32.554310711531826,23.154041389658115,16.130754216483947,12.234020433122883,7.6214182203278735,0.0,5.114209609777222,3.191245419098138,0.0,0.0
2024-07-05,32.55474567147737,23.15435075208545,16.129633634853384,12.234183892546385,7.621520050518151,0.0,5.114277941014615,3.191288057504646,0.0,0.0
2024-07-08,31.53048622181459,22.425852891959067,15.61632887446003,11.849263715706185,7.381726626502029,0.0,4.953369065787994,3.079234979307043,3.163737624463063,0.0
2024-07-09,31.530363814503183,22.425765830556355,15.616268248917557,11.849217714623189,7.3816979692430325,0.0,4.953349835872365,3.0796112440491297,3.163725342235193,0.0
2024-07-10,31.530567827216878,22.42138168329252,15.618957434593991,11.846059204738113,7.381745731464974,0.0,4.9533818858146965,3.084160420210872,3.1637458126679565,0.0
2024-07-11,31.528119848883602,22.419640926295575,15.618391791436467,11.84513949734728,7.381172625591607,0.0,4.963996066975289,3.0800390585132047,3.163500184956973,0.0
2024-07-12,31.58144929771638,22.262491455472297,15.649346678809522,11.865175413341275,7.393657793427466,0.0,4.990538844366704,3.0884893080597315,3.168851208806627,0.0
2024-07-15,31.578788772768164,22.260615990120208,15.643492149741139,11.864175852019548,7.393034927426842,0.0,4.998542753222751,3.092765300321631,3.168584254379719,0.0
2024-07-16,31.56733317257341,22.25254067353011,15.639112857841313,11.859871973989929,7.390353011633177,0.0,5.030414558177145,3.0929389414039785,3.1674348108509385,0.0
2024-07-17,31.567128683817124,22.253044310665846,15.63965933583476,11.859147361430079,7.390305137963027,0.0,5.030381971857262,3.092918905779368,3.167414292652536,0.0
2024-07-18,31.563652780258433,22.25059399481083,15.636641800361717,11.857841533049882,7.389491380456409,0.0,5.04213464724408,3.092578339871743,3.1670655239469014,0.0
2024-07-19,31.558874945557626,22.217487352928647,15.641989848005144,11.860914528262983,7.391406389320046,0.0,5.0434413315669895,3.1179993258782575,3.167886278480307,0.0
2024-07-22,31.55907941131071,22.217631297074032,15.642091190376808,11.860991373550576,7.391454277258902,0.0,5.042826120653672,3.1180195269811604,3.1679068027941413,0.0
2024-07-23,31.558874945557626,22.19805087788889,15.64263773050647,11.860914528262983,7.391406389320046,0.0,5.0622299241054245,3.1179993258782575,3.167886278480307,0.0
2024-07-24,31.55618259320522,22.196612798186823,15.642272177565314,11.860146130148895,7.39092754405761,0.0,5.060606291276551,3.1255714155914807,3.1676810499681016,0.0
2024-07-25,31.54548202969862,22.19273091354315,15.638888830413514,11.858071952455527,7.389634971699987,0.0,5.059721260302304,3.1483429761025894,3.1671270657843107,0.0
2024-07-29,31.56572354860156,22.13697170483769,15.653460702045653,11.865680819784043,7.394376615394786,0.0,5.062967888248505,3.1516594320421407,3.169159289045624,0.0
2024-07-30,31.575956413823597,22.062455516908315,15.666963774412718,11.869527394452595,7.396773698394954,0.0,5.097026831601177,3.1611097144507667,3.1701866559558756,0.0
2024-07-31,31.575751691501395,22.06231247525131,15.667510546608252,11.869450438518788,7.396725741504322,0.0,5.096993785090864,3.161089219435097,3.1701661020899685,0.0
2024-08-01,31.575546971833806,22.062169435449114,15.668705656271381,11.868725139025333,7.396677785235541,0.0,5.09696073900906,3.161068724685184,3.1701455484905807,0.0
2024-08-02,31.56920197854443,22.056439692817737,15.68694815695666,11.866340161136346,7.395191449275855,0.0,5.0959365229689055,3.160433519224982,3.1695085190750825,0.0
2024-08-05,31.56920197854443,22.056439692817737,15.687596371231665,11.866340161136346,7.395191449275855,0.0,5.095288308693899,3.160433519224982,3.1695085190750825,0.0
2024-08-06,31.577307647731516,22.0361676485582,15.692272679749369,11.869386947934219,7.397090229470038,0.0,5.096596568607189,3.1608559597939125,3.1703223181555518,0.0
2024-08-07,31.611741672812716,21.930379821809186,15.728208136477189,11.882330127651219,7.405156515339972,0.0,5.102154241098776,3.1662500334685872,3.173779451342354,0.0
2024-08-08,31.620074499206364,21.87642883611749,15.733652595550208,11.885462299080764,7.407108507871696,0.0,5.135962106656673,3.1666950987936606,3.1746160567231487,0.0
2024-08-09,31.619869204408246,21.8762868023901,15.732901189450715,11.88538513216633,7.40706041687666,0.0,5.135928761184831,3.167973048141744,3.1745954453813727,0.0
2024-08-12,31.620690399595762,21.875556405379797,15.732011243434446,11.885693805836334,7.407252784603695,0.0,5.136062145670228,3.1680553231253787,3.174677892354357,0.0
2024-08-14,31.61403024049248,21.877687089163885,15.733543544630644,11.886851474907028,7.407974252579199,0.0,5.136562399200929,3.1683638923786126,3.1749871066472237,0.0
2024-08-19,31.61403024049248,21.877687089163885,15.734842214095076,11.885552805442593,7.407974252579199,0.0,5.136562399200929,3.1683638923786126,3.1749871066472237,0.0
2024-08-20,31.61403024049248,21.87703775443167,15.735491548827293,11.885552805442593,7.407974252579199,0.0,5.136562399200929,3.1683638923786126,3.1749871066472237,0.0
2024-08-21,31.628817377049025,21.880124490216527,15.742202024240934,11.891112150171724,7.411439256124994,0.0,5.099986666170777,3.169845861908628,3.1764721741173974,0.0
2024-08-23,31.628817377049025,21.878175574861007,15.742202024240934,11.889163234816204,7.411439256124994,0.0,5.1038844968818164,3.169845861908628,3.1764721741173974,0.0
2024-08-27,31.634160576495585,21.883820798797185,15.744861425765214,11.891171725037609,7.412691304143721,0.0,5.104746719218301,3.151538660586323,3.177008789956062,0.0
2024-08-28,31.635352767276277,21.88022707606028,15.746104572141745,11.891619865435326,7.412970664875027,0.0,5.1049391008673,3.1516574320431174,3.1771285213009293,0.0
2024-08-29,31.637408479662177,21.87515073675202,15.747127777491679,11.89239260062262,7.413452370760345,0.0,5.105270827420695,3.1518622314416516,3.177334975848817,0.0
2024-08-30,31.637202896401167,21.87695802174234,15.747025450972677,11.892315322584707,7.413404197354653,0.0,5.104587842139541,3.151191939618291,3.177314329186621,0.0
2024-09-02,31.65900960090542,21.782793800239588,15.758529726327295,11.900512387507298,7.4185140648493135,0.0,5.127614059826065,3.1735219906886223,3.179504369656398,0.0
2024-09-03,31.64524722016387,21.78681174969699,15.762387908129325,11.898516212534526,7.4172696938819795,0.0,5.135856054297887,3.174940117166694,3.178971044128735,0.0
2024-09-04,31.64318993972043,21.785395373284267,15.762013291117535,11.897742681377077,7.416787491806617,0.0,5.141373133765579,3.1747337120099672,3.1787643769185276,0.0
2024-09-05,31.6440128197981,21.784661653451,15.763073305886174,11.890900716128003,7.416980365112972,0.0,5.146707828193641,3.1748162708521224,3.178847040577986,0.0
2024-09-10,31.64565870835393,21.809200417856523,15.76454334286194,11.891519193231986,7.417366141821232,0.0,5.117718413660079,3.1749814014187425,3.179012380795569,0.0
2024-09-11,31.645452962921244,21.809058624525,15.765091002831259,11.891441880075568,7.4173179175380755,0.0,5.117685140622565,3.1749607591585125,3.178991712327776,0.0
2024-09-13,31.644630007943046,21.80849146963593,15.765981297838897,11.89113263750272,7.417125026675926,0.0,5.117552052798912,3.1761784664604975,3.178909041144072,0.0
2024-09-16,31.647099001295658,21.810193022804842,15.761359711225701,11.892060413477022,7.417703729362031,0.0,5.1160007743733775,3.1764262798657557,3.179157067595612,0.0
2024-09-17,31.64689323713438,21.81005121656615,15.761907416820014,11.89198309328294,7.417655500689113,0.0,5.115967510989317,3.17640562727168,3.1791363972464084,0.0
2024-09-19,31.6631568539089,21.82125959370956,15.765453977434523,11.89809448798665,7.421467499090495,0.0,5.071759394407273,3.1780380100605776,3.1807701834020143,0.0
2024-09-20,31.656772935994997,21.836371585858068,15.76292573677793,11.89569559709609,7.419971184634753,0.0,5.070736827522918,3.177397254816964,3.180128877298282,0.0
2024-09-23,31.67490174762892,21.813735597691824,15.771952655347912,11.902507877841517,7.424220362534452,0.0,5.052816394435297,3.177915330103075,3.181950034417004,0.0
2024-09-24,31.674778071793053,21.81365042514717,15.772541829389617,11.90246140405535,7.424191374389001,0.0,5.052796665525132,3.1776426193263205,3.181937610374356,0.0
2024-09-25,31.700606038699142,21.77477556247982,15.785402935708056,11.891976911229765,7.430245142743354,0.0,5.052227506872297,3.1802337045179927,3.184532197749576,0.0
2024-09-26,31.711139093175877,21.74748092194877,15.790647898812423,11.895928218674461,7.432713965477168,0.0,5.0539061936296985,3.182593396656192,3.185590311625408,0.0
2024-09-27,31.66484832984418,21.77339855546954,15.803311867015434,11.904816628352004,7.438674940221464,0.0,5.04165874047859,3.1851458100743524,3.1881451285444324,0.0
2024-09-30,31.66216453877081,21.771553125733973,15.802624409416605,11.903807621763232,7.438044466669394,0.0,5.0412314288243,3.1926994952281462,3.187874913593536,0.0
2024-10-02,31.616815431262165,21.880343037740435,15.779990615306167,11.88675802772993,7.427391099058974,0.0,5.018386089819951,3.2070067172337713,3.1833089818486084,0.0
2024-10-03,31.663162231835763,21.964853732153827,15.80182082838744,11.899942613215845,7.4376662338346025,0.0,4.816056695078639,3.2287848588857186,3.1877128066081672,0.0
2024-10-04,31.657688614311812,22.009732235856212,15.772480406163023,11.8734383270819,7.421100604870021,0.0,4.731955334426691,3.353642026554436,3.179962450735902,0.0
2024-10-07,31.582573524092396,22.093107784397066,15.75574971773869,11.869655019374221,7.418735973299584,0.0,4.688829767777585,3.412399013853361,3.1789491994670973,0.0
2024-10-08,31.50857143783954,22.362285835697957,15.692556120433993,11.842086696450512,7.40150530327052,0.0,4.67534447537805,3.346084321960706,3.1715658089687273,0.0
2024-10-09,29.499807943166388,20.997928220184605,14.71786721837052,11.10701558892992,6.9420733771197565,3.2348912121638533,4.395477346801398,3.2771208969244285,2.9661789817565025,2.8616392145826284
2024-10-10,29.464978140438664,20.99494022440326,14.698187659385514,11.091006232546114,6.932447051006251,3.2304055036358164,4.414903725718751,3.345495004103937,2.9699653774444936,2.8576710813172035
2024-10-14,29.45549181807924,20.98332119177691,14.692848084147439,11.087435455744217,6.930215132585948,3.2293654666192246,4.458434190258417,3.337735881435234,2.9690091897686544,2.8561435895847165
2024-10-15,29.470851176295426,20.991972166573557,14.6920275764969,11.085993498103322,6.929420148590919,3.2290516247680685,4.470756270288057,3.3053408697307995,2.968720650317221,2.8558660188357297
2024-10-16,29.47439332428542,20.99302241492447,14.693795223436254,11.086261490798021,6.92996735127396,3.229306616625231,4.471109317119374,3.29709763622859,2.9689550843492496,2.856091540959428
2024-10-17,29.47510950626619,20.993532512764656,14.694152259839086,11.086530869734052,6.930135738717586,3.2293850837605427,4.47121795813165,3.2947479058915077,2.969027225346682,2.856160939548046
2024-10-18,29.473856210639138,20.992639857811536,14.69413489286283,11.085452029843907,6.929841066061175,3.2292477687760925,4.4679906631113475,3.301897035761085,2.9689009809017772,2.8560394942311107
2024-10-21,29.477974582265297,20.9955731520412,14.696188099195293,11.08700099618128,6.9308093703311116,3.2296989904380875,4.468614973884984,3.288385443633287,2.969315824398103,2.8564385676313533
2024-10-22,29.459540397825652,20.979407774097663,14.6869977716433,11.07885340946468,6.926475157412508,3.227679283598727,4.465820505344125,3.353114470384683,2.9674589493467396,2.854652280881926
2024-10-23,29.458467272459316,20.978643555296248,14.687069885222789,11.078449839060557,6.926222846069889,3.2275617086309287,4.465657828493058,3.3560279171156178,2.9673508534488033,2.8545482942027953
2024-10-24,29.450528573979952,20.973597020702766,14.684325807754117,11.0748573770549,6.924356313291137,3.226691920023416,4.466275251776139,3.3790375187454127,2.9665511885005174,2.853779028171645
2024-10-25,29.436771151093094,21.01354650944989,14.679892904360281,11.063617194210114,6.921121692296748,3.2251846137909372,4.464188890670143,3.3780657173377024,2.9651654035522714,2.8524459232388226
2024-10-29,29.43177163806269,21.02756806110081,14.677399685403502,11.052639639916967,6.919946215614607,3.224636851523828,4.4719226492343065,3.3774919898903306,2.964661802698894,2.851961466554067
2024-10-30,29.418745175181915,21.06252115417,14.67090348787454,11.047747756350647,6.916883456647081,3.223209631553283,4.469943382232907,3.3759971164393727,2.963349647338292,2.850699192211961
2024-11-01,29.416783283132553,21.061116526183802,14.670531366406486,11.047010998601209,6.916422180050165,3.2223884214210137,4.47025154751427,3.3818345673484904,2.9631520259891153,2.8505090833528977
2024-11-04,29.409473081132614,21.049821660164387,14.703252180967619,11.044265767040095,6.914703418254684,3.216132667442385,4.469140670043801,3.3809941663576772,2.9624156694793635,2.849800719117373
2024-11-05,29.404661029467356,21.040317342818994,14.702058416567446,11.041852667327117,6.91357201715794,3.215606435757941,4.468409418050805,3.402257293662552,2.9619309516057655,2.849334427584088
2024-11-06,29.40373444480013,21.042199489847167,14.702201122990708,11.041504722102749,6.913354160205927,3.2155051072095104,4.468268611814354,3.4021500834675726,2.96183761674969,2.8492446408121963
2024-11-07,29.401952715330488,21.04819587203293,14.702522144948007,11.040229704838554,6.912935243116861,3.21531026256418,4.4679978555306965,3.4001260686178667,2.9616581431737754,2.8490719898466437
2024-11-08,29.401774554259546,21.048068330534097,14.70303900483654,11.040162806589764,6.912893354200224,3.2152907793983734,4.467970781707042,3.4001054655610705,2.9616401970124553,2.8490547259008845
2024-11-11,29.431878752679335,20.947213378512703,14.711421034793625,11.051466724695217,6.919971400214271,3.218582885166401,4.472545494661803,3.4302758908810507,2.964672592352211,2.8519718460433805
2024-11-12,29.432091726606437,20.946069904917728,14.711224499853293,11.050863443477944,6.919593650466313,3.2184071880712346,4.471694808724733,3.433727860447943,2.9645107557983055,2.8518161616360733
2024-11-13,29.410149560581928,20.944615205009963,14.709350928755368,11.049456043410396,6.918712394750787,3.217997302769778,4.500841842091498,3.433290552644127,2.964133205875686,2.8514529641104636
2024-11-14,29.38751517823394,20.925466027646923,14.698030446609355,11.040952257589495,6.913387675766411,3.2155206958013007,4.517375716492179,3.4906415724915485,2.9618519755754473,2.849258453793403
2024-11-15,29.390830545416648,20.92705573727576,14.698476110572539,11.04071062826106,6.913312266212299,3.2154856216823187,4.511266576950364,3.4918154704417206,2.961819668413271,2.8492273747740238
2024-11-18,29.380068606719934,20.927538666531074,14.693699785066233,11.036667889463125,6.910780842587327,3.21430821844129,4.527787640635374,3.500229118351638,2.9607351491563922,2.8481840830476153
2024-11-19,29.378466927497115,20.926397784107834,14.69350447722268,11.036066216203464,6.9104040955403,3.214132987717423,4.530569462446283,3.501855495192787,2.9605737421822917,2.848028811889823
2024-11-20,29.382240050734843,20.926662157102342,14.696603206154112,11.022217199120012,6.911291609730176,3.2145457839295273,4.531151330688798,3.505940100402729,2.960953973377173,2.84839458876029
2024-11-21,29.38313007953997,20.91881446635706,14.697654214390393,11.0225510773671,6.911500962339192,3.214643156979988,4.531288585547439,3.5108929221157186,2.961043664779954,2.848480870583187
2024-11-22,29.398304462270175,20.848879678191707,14.705244550398898,11.028243473250669,6.915070281215662,3.216303300929016,4.568178701792531,3.5072507933804746,2.9625728418869732,2.8499519166838883
2024-11-25,29.396522619657055,20.840948876944683,14.705565467576227,11.02757504714488,6.914651156129194,3.2161083595409616,4.567901822713139,3.5185541910985623,2.962393279200257,2.8497791799950423
2024-11-26,29.396522619657055,20.840948876944683,14.706171571447083,11.02757504714488,6.914651156129194,3.2161083595409616,4.567901822713139,3.5179480872277056,2.962393279200257,2.8497791799950423
2024-11-27,29.399908305320128,20.831225717970593,14.708471499004826,11.028481421825461,6.9154475372381885,3.21647876838505,4.5847946109608255,3.502350274768223,2.962734466917714,2.8501073976089915
2024-11-28,29.398482658412078,20.830215579699846,14.705333685398097,11.023097479481137,6.915112196518862,3.21632279636761,4.59669517286453,3.5021804404004326,2.962590799352895,2.84996919150451
