date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,DAH SING SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,OCBC BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,26.374000978173832,10.066430707523834,0.0,4.333407390000034,4.565468335924796,3.691330144307238,1.4881822770297184,0.0,1.6658888630559765,2.2939246518267535,54.478633347842184
2024-03-04,26.287509571302646,10.072814183583139,2.7704874378510715,4.333407390000034,4.5667199978972075,3.697588454169302,1.4955670826669538,0.0,1.6657636968587353,2.2964279757715795,57.18628579010067
2024-03-05,26.19911657697987,10.091088448380365,2.770986538062571,4.333407390000034,4.5698491528282394,3.6934579696603396,1.4941902544972998,0.0,1.663886203900116,2.2986819060684014,57.11466444037724
2024-03-06,26.200600422248165,10.075442673725206,2.754965264815688,4.313505964638672,4.600890369744075,3.6694260597900152,1.5875642376392904,0.0,1.667015358831148,2.296697396011141,57.166107747443405
2024-03-07,26.20793829056144,10.033136499057655,2.739945321146735,4.314382128019361,4.602767862702695,3.6694260597900152,1.6392578770999366,0.0,1.667015358831148,2.296196731222176,57.17006612843116
2024-03-08,26.202556144080063,10.049266353980645,2.683996030979886,4.3206404378814245,4.599638707771663,3.642139828791417,1.660285798236471,0.0,1.667015358831148,2.2719144889573686,57.09745314951008
2024-03-11,26.289157697204818,9.991533445503107,2.6883774737143162,4.3206404378814245,4.5808637781854715,3.614352933003854,1.6632897869702616,0.0,1.665638530661494,2.2813028924969436,57.0951569756217
2024-03-12,26.324298107080306,9.965712597758712,2.6898794680812115,4.3175112829503925,4.585244595088916,3.6127257724397177,1.6684216010571538,0.0,1.665638530661494,2.349956551683783,57.179388506801686
2024-03-13,26.326503535475698,9.96759009071733,2.6886278061087987,4.3175112829503925,4.596509552840631,3.6189840823017816,1.66904743204336,0.0,1.665638530661494,2.3502075099092514,57.200619823008736
2024-03-14,26.289579507289524,9.962333110433196,2.6893788032922465,4.3175112829503925,4.602767862702695,3.6196099132879875,1.6773084010612842,0.0,1.6621338771387384,2.3488309946550907,57.16945375281115
2024-03-15,26.298799249378312,9.963584772405609,2.6972642737184467,4.31625962097798,4.602767862702695,3.614978763990061,1.6801872235978337,0.0,1.6621338771387384,2.3487058284578493,57.18468147236753
2024-03-18,26.298799249378312,9.966213262547678,2.6893788032922465,4.316134454780738,4.613532155665444,3.6148535977928193,1.6789355616254207,0.0,1.6618835447442557,2.348580662260608,57.188311292087526
2024-03-19,26.29859084765991,9.949691324511829,2.6957891900839583,4.316134454780738,4.631005356800326,3.616105259765232,1.676682570075078,0.0,1.6618835447442557,2.347638160795381,57.193520709216706
2024-03-20,26.359294262913473,9.953070811837343,2.708609963667382,4.316134454780738,4.631005356800326,3.616105259765232,1.6753057419054238,0.0,1.6618835447442557,2.347638160795381,57.26904755720956
2024-03-21,26.37336763721579,9.952945645640101,2.7134579634020297,4.316134454780738,4.639641824409974,3.616105259765232,1.6759315728916302,0.0,1.6646372010835637,2.347638160795381,57.29985971998445
2024-03-22,26.479509824138365,9.957451628740788,2.7191029588976114,4.316134454780738,4.647151796244451,3.616105259765232,1.6740831810738697,0.0,1.6615080461525318,2.347638160795381,57.41868531058897
2024-03-25,26.48001048892733,9.958077459726994,2.7138459786134774,4.316134454780738,4.6319766464909184,3.6129761048342,1.6992415867193658,0.0,1.661257713758049,2.347638160795381,57.42115859464645
2024-03-26,26.47375217906526,9.958828456910442,2.7138459786134774,4.316134454780738,4.638234956352982,3.6129761048342,1.7108820430628044,0.0,1.661257713758049,2.347638160795381,57.433550048173345
2024-03-27,26.474964413685548,9.957326462543547,2.7138459786134774,4.316134454780738,4.638234956352982,3.6129761048342,1.7201443416586586,0.0,1.6637610377028749,2.3455103354422793,57.4428980856143
2024-03-28,26.473963084107616,9.957326462543547,2.71309498143003,4.317761615344875,4.626969998601268,3.6254927245583275,1.701119079677985,2.0544532411943233,1.6637610377028749,2.353020307276756,59.4869625324376
2024-04-02,26.477342571433134,9.957326462543547,2.71897779270037,4.319013277317288,4.626968746939295,3.631250369631426,1.7039979022145342,2.0544532411943233,1.6637610377028749,2.344008341075384,59.49709974275217
2024-04-03,26.460930153819866,9.953195978034584,2.771422429344464,4.312354435624052,4.602311006082764,3.603213141449381,1.685222972628343,2.0544532411943233,1.6446106095249597,2.3396275241719398,59.42734149187467
2024-04-05,26.36805683546684,9.943433014649765,2.75039450820793,4.300713979280613,4.610947473692413,3.6023369780686916,1.6867249669952382,2.0544532411943233,1.6504934207952997,2.4806898284628556,59.44824424681398
2024-04-08,26.344705203878526,9.959203955502165,2.7511455053913774,4.3065967905509535,4.617330949751717,3.596954831587317,1.6867249669952382,2.0544532411943233,1.6492417588228871,2.4594115749318393,59.42576877860635
2024-04-09,26.342577378525423,9.97046891325388,2.7480163504603454,4.299755519125238,4.611823637073101,3.5829362174962944,1.6799659923442096,2.0544532411943233,1.6523709137539189,2.459286408734598,59.40165457196134
2024-04-10,26.31654280949924,10.05782302813955,2.750895172996895,4.318280116316947,4.6155786229903395,3.584313045665948,1.6902296205179939,2.0544532411943233,1.649463302992004,2.459912239720804,59.49749120003405
2024-04-11,26.34508070247025,10.047559399965767,2.7487673476437933,4.295374702221793,4.6043136652386245,3.571796425941821,1.68885279234834,2.0544532411943233,1.644456655102353,2.458785743945633,59.459440676072695
2024-04-12,26.325766619489443,10.029594921506712,2.7368765589058723,4.290743552923867,4.592297710303463,3.5567251641319992,1.6949859360131623,2.056956565139149,1.6381983452402893,2.462540729862871,59.38468610351683
2024-04-15,26.352677351896315,10.239245798561903,2.7761790577551255,4.293872707854899,4.5988063525600085,3.564860966952682,1.6992415867193658,2.056956565139149,1.6350691903092573,2.434504440427305,59.651414018176006
2024-04-16,26.311497673003934,10.240247128139833,2.781436038039259,4.292370713488004,4.608193817353104,3.5586026570906184,1.68885279234834,2.056956565139149,1.6350691903092573,2.430999786904549,59.604226361816046
2024-04-17,26.411880963191436,10.33110777404122,2.7840645281813257,4.2857369050342164,4.618832944118612,3.5586026570906184,1.6894786233345462,2.056956565139149,1.6403261705933911,2.432751800750434,59.80973893147495
2024-04-18,26.414541370713803,10.418223447321145,2.7750525619799538,4.282482583905942,4.629472070884121,3.5752497613237075,1.6994919191138484,2.056956565139149,1.6442063227078707,2.4338782965256054,59.92955489961515
2024-04-19,26.414391171277114,10.418974444504594,2.778306883108227,4.277851434608015,4.63134956384274,3.5783789162547395,1.6956117669993689,2.056956565139149,1.6480864748223503,2.4338782965256054,59.93378551708191
2024-04-22,26.42078716395614,10.409086314922533,2.776803637079359,4.274597113479742,4.642239023002731,3.5755000937181904,1.7054998965814294,2.056956565139149,1.6468348128499373,2.4338792352720846,59.94218385600129
2024-04-23,26.454738494957837,10.408961148725291,2.7811519107715212,4.275473276860431,4.63823370469101,3.573998099351295,1.7008687472835022,2.056956565139149,1.6468348128499373,2.433880174018564,59.971096934648536
2024-04-24,26.006760226313002,10.407609353795086,2.7753942656984227,4.2828580824976665,4.655756972304789,3.5559741669485514,1.703372071228328,2.056956565139149,1.6443314889051117,2.874153837392212,59.96316703022232
