date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD
2024-04-24,60.0958338879276,14.654598695594304,6.734992679355783,3.5005989617995477,3.0613603087980836,3.420737388526554,3.873286303740184,4.658591774257953
2024-04-25,60.01861454593804,14.639010769844434,6.727828746177369,3.523467623986172,3.058103975535168,3.111288392500997,3.8691663342640603,5.052519611753756
2024-04-26,61.01672418370055,15.10485797717016,6.185293336872843,3.517387841783913,2.8537297584284573,3.0926466684364216,3.8492168834616405,4.380143350146005
2024-04-29,62.15033806177913,14.384197268991116,6.045340050377834,3.5131910380485216,2.850324804454461,2.969640726501392,3.7120509081267397,4.3749171417208
2024-04-30,62.50662427133016,14.043455219925807,6.041335453100159,3.510863804981452,2.8484366719660836,2.96767355590885,3.709591944886063,4.372019077901431
2024-05-02,62.63881544156531,14.013749338974089,6.028556319407721,3.503437334743522,2.8424114225277632,2.9613960867266,3.6488630354309888,4.362771020624009
2024-05-03,62.784241142252775,14.013749338974089,6.028556319407721,3.37123215230037,2.8424114225277632,2.948175568482285,3.6488630354309888,4.362771020624009
2024-05-08,64.37161358530462,13.809964318752478,5.920444033302498,3.3698955993128052,2.841284524910797,2.9470067397911985,3.63420113651381,3.1055900621118013
2024-05-09,64.38482886216467,13.796749041892427,5.920444033302498,3.3698955993128052,2.841284524910797,2.9470067397911985,3.63420113651381,3.1055900621118013
2024-05-10,63.80060662007121,14.427007780561782,5.9079519978900175,3.3627851773704336,2.835289463273111,2.9407886060925756,3.6265330344190954,3.0990373203217727
2024-05-13,63.813794012923644,14.427007780561782,5.9079519978900175,3.3627851773704336,2.835289463273111,2.9276012132401426,3.6265330344190954,3.0990373203217727
2024-05-14,64.27158866183257,14.396835860250496,5.5504284772577455,3.3618984838497035,2.8345418589321025,2.8609096901779827,3.6255767963085037,3.0982201713909028
2024-05-16,64.33750823994725,14.344100197758735,5.5504284772577455,3.3618984838497035,2.8345418589321025,2.847725774555043,3.6255767963085037,3.0982201713909028
2024-05-17,64.36387607119315,14.317732366512853,5.5504284772577455,3.3618984838497035,2.8345418589321025,2.847725774555043,3.6255767963085037,3.0982201713909028
2024-05-20,64.26311626680727,14.42130239915634,5.549696809912998,3.361455312417611,2.8341682045873977,2.847350382283153,3.6250988663327184,3.0978117585025045
2024-05-21,64.30266279989453,14.42130239915634,5.549696809912998,3.361455312417611,2.8341682045873977,2.807803849195887,3.6250988663327184,3.0978117585025045
2024-05-22,64.3120716921455,14.417501317870322,5.548234053769109,3.3605693199789144,2.8334211913547707,2.807063784923564,3.624143384290986,3.0969952556668425
2024-05-23,64.57322669463747,14.265110790612297,5.519863642323325,3.3433853415497574,2.818932738953717,2.7927101088239152,3.6056116428477774,3.0811590402517375
2024-05-24,60.16249677585762,19.834923910239876,4.655661594015992,3.2886252256899664,2.7727624451895796,2.708279597627031,3.54655661594016,3.030693835439773
2024-05-27,60.239876192932684,19.783337632189838,4.655661594015992,3.2886252256899664,2.7727624451895796,2.682486458602012,3.54655661594016,3.030693835439773
2024-05-28,59.6079442868197,19.783337632189838,4.655661594015992,3.2886252256899664,2.7727624451895796,2.6695898890895022,3.54655661594016,3.6755223110652566
2024-05-30,59.5977826479309,19.775686476730694,4.705427355936574,3.2873533582570578,2.771690086373598,2.6427742684027327,3.5451849941987885,3.6741008121696535
2024-05-31,65.37321129302566,14.026040995230115,4.705427355936574,3.2873533582570578,2.771690086373598,2.6169911048085597,3.5451849941987885,3.6741008121696535
2024-06-03,65.1779935275081,14.084142394822004,4.724919093851133,3.300970873786408,2.7831715210355985,2.679611650485437,3.559870550161812,3.6893203883495143
2024-06-04,65.2230122818358,14.065934065934066,4.7188106011635425,3.296703296703297,2.779573367808662,2.676147382029735,3.555268261150614,3.684550743374273
2024-06-05,64.67700258397933,14.263565891472869,4.844961240310078,3.2945736434108532,2.7777777777777777,2.9069767441860463,3.55297157622739,3.6821705426356592
2024-06-06,64.48525607863425,14.278323848939472,5.108639420589757,3.2979824107604756,2.7806518365235386,2.8065183652353856,3.5566476978789443,3.685980341438179
2024-06-07,63.76774193548387,14.309677419354838,5.096774193548387,3.2903225806451615,2.7741935483870965,3.535483870967742,3.741935483870968,3.483870967741935
2024-06-11,63.63870967741936,14.309677419354838,5.096774193548387,3.2903225806451615,2.7741935483870965,3.535483870967742,3.741935483870968,3.612903225806452
2024-06-12,63.18709677419355,14.309677419354838,5.096774193548387,3.2903225806451615,2.7741935483870965,3.535483870967742,3.741935483870968,4.064516129032258
2024-06-13,61.58812136862492,14.318915429309232,5.952227243382827,3.29244673983215,2.775984506132989,3.679793415106521,3.9380245319561005,4.454486765655261
2024-06-14,60.59393156875403,14.448030987734024,6.145900581020013,3.29244673983215,2.775984506132989,3.7056165267914785,3.9380245319561005,5.100064557779213
2024-06-17,60.15796970089343,14.489188139324098,6.1634080020717334,3.3018257153955717,2.7838922698433253,4.039880875307523,3.9492425223358802,5.114592774828434
2024-06-18,60.015538003366565,14.553929820018126,6.1634080020717334,3.3018257153955717,2.7838922698433253,4.1175708921403595,3.9492425223358802,5.114592774828434
2024-06-19,59.95073252949565,14.572799170232075,6.1713989368598465,3.3061065733177757,2.787501620640477,4.135874497601452,3.9543627641643977,5.121223907688319
2024-06-20,60.32982729515647,14.595507077002987,5.58369042981431,3.3112582781456954,2.791845214907155,4.2981430982989215,3.9605246071938707,5.129203999480587
2024-06-21,60.02612671456564,14.683213585891576,5.747877204441541,3.3311561071195297,2.8086218158066623,4.519921619856302,3.9843239712606136,4.8987589810581325
2024-06-24,60.005228074761476,14.690890079728138,5.750882237615998,3.332897660436544,2.8100901842896353,4.522284668670762,3.98640700562018,4.901320088877271
2024-06-25,59.51289773471259,14.717821133953123,5.761424643184497,3.365195757496399,2.8152415870106062,4.6615163022129105,3.993714809480162,5.172188031949719
2024-06-26,59.20776495278069,14.480587618048268,5.902413431269675,3.3709338929695702,2.8200419727177333,5.036726128016789,4.000524658971669,5.181007345225604
2024-06-27,59.23642088690633,14.379427971660983,5.956441878771976,3.3718184203621098,2.820781946995539,5.051167672526896,4.0015743899239045,5.18236683285227
2024-06-28,59.209662596822895,14.388867008008402,5.960351844558225,3.374031771038467,2.822633582775371,5.0544833924117105,4.004201129053433,5.185768675331495
2024-07-02,59.36720493632664,14.388867008008402,5.960351844558225,3.374031771038467,2.822633582775371,4.896941052907969,4.004201129053433,5.185768675331495
2024-07-03,59.72674040338322,14.261548471047494,5.907612231620039,3.3441769681197138,2.797657774886142,4.853610930383865,3.9687703318152243,5.139882888744307
2024-07-04,59.953434225844006,14.202561117578579,5.859526581296081,3.3242788772474454,2.781011512094166,4.82473160005174,3.9451558659940504,5.1093002198939335
2024-07-05,59.765373211293024,14.15495681320098,5.839886554080185,3.3131365218512308,2.771690086373598,4.615186283356968,3.8030166301405184,5.736753899703493
2024-07-08,60.99859890459815,13.858107247484398,5.515220990956566,3.273468347981149,2.7385046490892884,4.572665902432811,3.757483123169023,5.285950834288625
2024-07-10,62.89973244999363,11.950566951203974,5.516626321824436,3.274302458911963,2.739202446171487,4.573831061281692,3.758440565677156,5.287297744935661
2024-07-11,62.695884826092495,11.950566951203974,5.516626321824436,3.274302458911963,2.739202446171487,4.650273920244617,3.758440565677156,5.4147025098738695
2024-07-12,62.42021955578249,12.101097778912433,5.527189175389329,3.2805718662241508,2.744447281082461,4.735767168751596,3.7656369670666323,5.425070206790911
2024-07-15,62.49041165942214,11.991817949373562,5.535668626949629,3.2856047046791104,2.7486576323191,4.743032472513423,3.7714139606238817,5.433392994119151
2024-07-16,62.41834251312925,12.014858460356091,5.5463045984373,3.2919175099269884,2.753938772896119,4.752145510439349,3.7786601767644425,5.443832458050467
2024-07-17,62.42463117382938,12.033354714560614,5.554842847979474,3.2969852469531746,2.758178319435536,4.759461193072482,3.720333547145606,5.452212957023733
2024-07-19,62.2675387969732,12.120046171604464,5.553417981274849,3.296139540849045,2.7574708221110686,4.835193022957548,3.719379248428883,5.450814415800949
2024-07-22,62.0583717357911,12.096774193548388,5.670762928827445,3.289810547875064,2.7521761392729136,4.902713773681516,3.789042498719918,5.440348182283667
2024-07-23,62.66325224071703,12.099871959026888,5.672215108834827,3.2906530089628685,2.7528809218950063,4.929577464788732,3.7900128040973113,4.801536491677337
2024-07-24,62.676056338028175,12.099871959026888,5.685019206145967,3.2906530089628685,2.7528809218950063,4.903969270166454,3.7900128040973113,4.801536491677337
2024-07-25,61.9542886492039,12.134052388289676,5.701078582434515,3.364149974319466,2.7606574216743707,5.213148433487417,4.057524396507447,4.815100154083205
2024-07-26,61.77536231884058,12.03416149068323,5.900621118012422,3.390269151138716,2.7820910973084887,5.26656314699793,4.127846790890269,4.723084886128364
2024-07-29,61.83136899365367,11.915554979924881,5.905970729180158,3.3933428312394764,2.784613392047662,5.284289599792773,4.1574925527781375,4.727366921383241
2024-07-30,61.58433813042915,11.927913911577855,5.912096460521198,3.396862440036302,2.787501620640477,5.367561260210035,4.291455983404641,4.732270193180345
2024-07-31,61.45468689225982,11.927913911577855,6.041747698690522,3.396862440036302,2.787501620640477,5.367561260210035,4.291455983404641,4.732270193180345
2024-08-01,53.50212249848393,14.09945421467556,7.368101879927229,4.123711340206185,3.259551243177684,6.61006670709521,5.09399636143117,5.9429957550030315
2024-08-02,53.077622801698,14.09945421467556,7.519708914493632,4.123711340206185,3.259551243177684,6.867798665858096,5.09399636143117,5.958156458459673
2024-08-05,53.13826561552456,14.06913280776228,7.519708914493632,4.123711340206185,3.259551243177684,6.913280776228017,5.018192844147968,5.958156458459673
2024-08-06,52.908209633444415,14.268403514086641,7.512874886398062,4.089669797031203,3.2565889124507725,6.831263253559527,5.02877915783096,6.104210845198424
2024-08-07,52.97682169368277,14.119072867747311,7.514013028329041,4.0902893500984705,3.257082260263596,6.908044235721861,5.0295409786396,6.105135585517346
2024-08-08,52.78623629719854,14.190012180267967,7.536540803897686,4.110840438489647,3.2734470158343485,6.912302070645554,5.054811205846529,6.135809987819732
2024-08-09,50.86363636363637,14.121212121212121,8.106060606060606,4.090909090909091,3.257575757575758,7.893939393939394,5.409090909090909,6.257575757575758
2024-08-12,44.57013574660634,15.444947209653092,9.42684766214178,4.44947209653092,3.2428355957767727,9.125188536953242,6.003016591251885,7.737556561085973
2024-08-13,44.11542529082943,15.68212720954827,9.442513974920683,4.456866596162562,3.248224807372715,9.18567759480284,6.118749055748602,7.750415470614897
2024-08-14,43.30006049606776,15.849969751966123,9.452510586811858,4.612825166364186,3.4029038112522683,9.392014519056263,6.231094978826376,7.758620689655173
2024-08-15,42.960944595821985,15.864365728125945,9.461095973357555,4.6170148349984865,3.4059945504087197,9.521646987587042,6.31244323342416,7.856494096276112
2024-08-16,41.076573161485975,16.648976497346474,10.492797573919637,4.624715693707354,3.411675511751327,9.643669446550417,6.080363912054587,8.021228203184231
2024-08-19,35.27769159168477,16.89419795221843,12.131554452373566,5.383183369531492,3.971455165994415,10.78188023580515,7.275829972075706,8.284207260316476
2024-08-20,32.825377079769865,17.788835328875756,12.393095941533199,5.473487793500233,3.9807183952728966,11.133571761778883,7.479396672368216,8.925517026900948
2024-08-21,28.843361832553637,18.45458944991128,13.179545087917404,5.936441361509921,4.129698338441684,12.082593966768835,8.033553798999838,9.340216163897402
2024-08-22,27.83219066274894,18.674502122102513,13.336598106431602,6.007182500816193,4.178909565785178,12.3571661769507,8.161932745674177,9.451518119490695
2024-08-23,28.545780969479356,18.67145421903052,13.334421413416027,6.0062020564713565,4.178227517545292,11.718622490615308,8.095315815244001,9.449975518198139
2024-08-26,28.904087282201594,18.64517179612441,13.304022146230254,5.992509363295881,4.168702165771047,11.708190848396027,7.848884546490799,9.428431851489986
2024-08-27,28.88203796852182,18.65974363134837,13.256530910270973,5.971117962031478,4.1538211909784195,11.747525555735843,7.772188869057277,9.557033912055816
2024-08-28,29.747245625405057,18.30848995463383,13.237200259235257,5.865197666882696,4.131561892417369,11.406351263771873,7.760855476344783,9.543097861309139
2024-08-29,30.162337662337663,18.23051948051948,13.100649350649352,5.714285714285714,4.1396103896103895,11.168831168831169,7.922077922077922,9.561688311688311
2024-08-30,30.542031807854592,18.22460240181759,12.934112301200908,5.7124310288867255,4.138266796494645,10.970464135021098,7.919506653683869,9.558584875040571
2024-09-02,31.078463028737485,17.90442363577656,12.867290926703262,5.682918953826284,4.1168873103002905,11.059089441394898,7.878592185986438,9.412334517274783
2024-09-03,31.138014527845037,18.04681194511703,12.865213882163035,5.682001614205004,4.116222760290557,10.863599677159,7.8773204196933015,9.410815173527038
2024-09-04,31.3317191283293,18.04681194511703,12.865213882163035,5.682001614205004,4.116222760290557,10.460048426150122,8.087167070217918,9.410815173527038
2024-09-05,29.740259740259738,18.409090909090907,13.750000000000002,5.714285714285714,4.1396103896103895,10.811688311688311,7.970779220779221,9.464285714285714
2024-09-09,28.39627268268759,18.52215138139611,14.010135687428479,5.754454798103645,4.168710152035311,11.378126532614026,8.075854176884095,9.694294588850743
2024-09-10,27.395234182415777,18.619556285949056,14.08381265406738,5.784716516023007,4.19063270336894,11.733771569433033,8.118323746918653,10.073952341824159
2024-09-11,27.488073696331632,18.63793387070242,14.09771343971048,5.790426056917256,4.1947688764599445,11.580852113834512,8.126336568514558,10.083895377529199
2024-09-12,28.40409956076135,18.43175532780218,13.941760208231656,5.726370587278347,4.148365056124939,11.322596388482186,8.052708638360176,9.972344232959166
2024-09-13,28.738812042310823,18.437754271765662,13.946297803091944,5.728234336859235,4.149715215622457,11.049633848657445,7.973962571196094,9.975589910496337
2024-09-16,28.72946152594762,18.43175532780218,14.023100699528227,5.726370587278347,4.148365056124939,10.997234423295916,7.971368147063608,9.972344232959166
2024-09-17,28.98668398830789,18.39883078921728,13.592075349139332,5.716141604417019,4.140954855472556,11.253653783696006,7.957128937966873,9.954530691783047
2024-09-23,27.726009481772113,19.01258786987085,13.683178028445317,5.754454798103645,4.168710152035311,11.247343469020763,8.386463952918097,10.021252247833907
2024-09-24,24.82678983833718,19.185087429891126,15.1270207852194,5.80666446717255,4.206532497525569,11.745298581326296,8.990432200593863,10.112174199934016
2024-09-25,17.457655542512157,20.342109676337415,18.497400637263123,6.288780815025993,4.2763709542176755,13.013583766560455,10.682542344457488,9.441556263625692
2024-09-26,20.135823429541595,20.509337860780985,15.34804753820034,7.215619694397284,4.32937181663837,12.767402376910017,10.135823429541595,9.558573853989813
2024-09-27,21.748689328598005,20.920006764755623,15.288347708439032,6.443429731100964,4.312531709791983,12.447150346693725,9.233891425672248,9.605952984948418
2024-09-30,22.424548979935928,20.890237733940314,15.20822795481369,6.423874557410217,4.299443601416288,12.27448996796493,8.902377339403136,9.576799865115495
2024-10-02,22.53968253968254,20.701754385964914,15.43859649122807,6.416040100250626,4.260651629072681,12.848788638262324,8.304093567251462,9.490392648287385
2024-10-03,35.16073924522441,18.279235906196615,11.818605373505203,5.963658953253611,3.804938655070663,11.461407050784283,5.746233887249573,7.765180928715639
2024-10-04,34.7568988173456,19.021024967148488,11.678712220762154,6.2910643889618925,4.02431011826544,10.413929040735875,5.92969776609724,7.884362680683312
2024-10-07,36.457142857142856,18.579591836734693,10.710204081632654,5.959183673469388,4.0,10.56326530612245,5.893877551020408,7.836734693877551
2024-10-08,37.170731707317074,18.504065040650406,10.341463414634147,5.853658536585367,3.983739837398374,10.308943089430894,5.869918699186992,7.967479674796748
2024-10-09,38.78489326765189,17.569786535303777,9.540229885057471,5.911330049261084,4.022988505747127,10.19704433497537,5.927750410509032,8.045977011494253
2024-10-10,41.428804436470394,17.501223291469582,9.394878486380689,5.627140760071766,3.9960854672973416,8.269450334366335,5.790246289349208,7.992170934594683
2024-10-14,40.543209876543216,17.48148148148148,9.234567901234568,5.51440329218107,4.032921810699588,8.11522633744856,6.106995884773663,8.97119341563786
2024-10-15,42.73350751143043,17.34160679294579,8.458523840627041,5.502939255388635,4.000653167864141,7.740039190071848,5.323318092749837,8.899412148922274
2024-10-16,44.6060804184374,17.554756456358287,7.5351422033344235,5.508336057535143,4.004576659038902,7.273618829682903,4.9362536776724415,8.581235697940503
2024-10-17,46.36513157894736,16.842105263157894,7.417763157894737,5.542763157894736,4.029605263157895,7.072368421052631,4.967105263157895,7.7631578947368425
2024-10-18,46.47145912156604,16.844875801941107,7.418983385425235,5.510774798486593,4.030268136206613,7.073531830893239,4.885671985523935,7.764434939957229
2024-10-21,47.214461791290056,16.828266228430564,7.263763352506163,5.5053410024650775,4.026294165981923,6.5242399342645845,4.880854560394413,7.756778964667214
2024-10-22,47.6369582992641,16.745707277187243,7.0645952575633695,5.478331970564186,3.9901880621422734,6.492232215862632,4.8732624693376945,7.718724448078495
2024-10-23,47.58552954657063,16.762154198723195,7.071533802586348,5.483712555246358,3.9941070551645113,6.498608610247176,4.878048780487805,7.726305450973974
2024-10-24,47.55977726826073,16.770389780543727,7.075008188666885,5.4864068129708485,3.996069439895185,6.501801506714706,4.880445463478546,7.730101539469375
2024-10-25,47.30971128608924,16.79790026246719,7.2506561679790025,5.495406824146982,4.002624671916011,6.51246719160105,4.888451443569554,7.742782152230972
2024-10-28,47.52814488497308,16.544297601566324,7.211616903246859,5.465818241148638,3.9810735845978136,6.558981889378365,5.008973731440692,7.70109316364823
2024-10-29,48.45915538887983,16.370454916028045,7.206913419207566,5.4622533833360505,3.9784770911462575,6.473177890102723,5.005706831893038,7.04386107940649
2024-10-30,48.969578017664375,15.848871442590776,7.22930978083088,5.479228001308472,3.9908406934903504,6.395158652273471,5.021262675825973,7.065750736015702
2024-11-01,49.33812714495833,15.835920902108189,7.2234025167511025,5.474750776270632,3.9875796698806996,6.389932995587515,5.017159666612192,6.733126327831345
2024-11-04,49.82812244229825,15.779996726141757,7.235226714683255,5.483712555246358,3.9941070551645113,6.400392862989032,5.02537240137502,6.253069242101816
2024-11-05,49.86086102471763,15.779996726141757,7.235226714683255,5.483712555246358,3.9941070551645113,6.400392862989032,4.992633818955639,6.253069242101816
2024-11-06,50.00818464560485,15.779996726141757,7.153380258634801,5.483712555246358,3.9941070551645113,6.384023571779342,4.992633818955639,6.203961368472745
2024-11-07,52.01970443349754,15.829228243021346,6.847290640394088,5.500821018062398,4.006568144499179,5.402298850574713,4.170771756978653,6.223316912972086
2024-11-08,52.151067323481115,15.829228243021346,6.847290640394088,5.500821018062398,4.006568144499179,5.2709359605911335,4.170771756978653,6.223316912972086
2024-11-11,52.80898876404494,15.928618638466624,6.725049570389954,5.535360211500331,4.03172504957039,5.237937871777925,4.048248512888302,5.684071381361534
2024-11-12,52.841096795507106,15.923356458539809,6.722827882391807,5.533531549388834,4.030393128510076,5.219689461513049,4.046911133135117,5.682193591014205
2024-11-13,52.661250207262476,15.984082241750952,6.748466257668712,5.554634388990217,4.045763554966008,5.239595423644503,4.062344553142099,5.703863372575029
2024-11-15,53.18619316296051,15.997344839030866,6.256223033521407,5.5592432791237965,4.049120477928975,5.17756388981082,4.065715233986061,5.708596083637571
2024-11-18,53.42375124048958,15.944426066821038,6.235527621567979,5.540853456830963,4.035726099900761,5.160436652332121,4.0522659609659275,5.607012901091631
2024-11-19,53.37403068800528,15.904966177198482,6.385084969476984,5.52714073585217,4.025738327008745,5.1476654017488865,4.042237254578453,5.593136446131002
2024-11-20,53.500573864567954,15.805869814723724,6.509263813739957,5.492703721921627,4.000655845220527,5.115592720118052,4.017051975733727,5.558288243974422
2024-11-21,53.51581707916735,15.80068841173578,6.507129978692018,5.490903130634322,3.999344369775447,5.113915751516145,4.015735125389281,5.556466153089657
2024-11-22,53.71765476580413,15.787749754339995,6.338028169014084,5.4864068129708485,3.996069439895185,5.109728136259417,4.012446773665247,5.551916148051098
2024-11-25,53.71765476580413,15.787749754339995,6.338028169014084,5.50278414674091,3.9796921061251225,5.109728136259417,4.012446773665247,5.551916148051098
2024-11-26,53.78949091504338,15.779996726141757,6.334915698150271,5.500081846456049,3.977737763954821,5.058110983794402,4.010476346374202,5.549189720085121
2024-11-27,53.812172774869104,15.772251308900524,6.331806282722513,5.49738219895288,3.975785340314136,5.055628272251309,4.008507853403141,5.5464659685863875
2024-11-28,53.76379509141822,15.714050403557897,6.374567616537638,5.534508318234228,3.9861637292044145,5.089771042661835,4.0355789820457915,5.501564816339977
2024-11-29,54.78933508887426,15.371955233706386,5.974325213956551,5.529953917050691,3.982883475971034,4.986833443054641,3.867676102699144,5.497037524687294
2024-12-02,53.69885433715221,16.628477905073648,5.941080196399345,5.499181669394435,3.9607201309328968,4.959083469721767,3.8461538461538463,5.466448445171849
2024-12-03,55.04332188981527,16.609449076344614,5.770802681052803,5.492888670917116,3.9561876736962565,4.855321235899951,3.7927088442046757,4.479319928069315
2024-12-04,55.65603419927655,16.12956264386715,5.804011838211115,5.52449852022361,3.978954291351529,4.685958566261098,3.7158829332456427,4.505097007563301
2024-12-05,55.70866141732284,15.994094488188976,5.626640419947507,5.511811023622047,3.9698162729658795,4.330708661417323,3.543307086614173,5.31496062992126
2024-12-06,55.79068241469817,15.994094488188976,5.626640419947507,5.511811023622047,3.9698162729658795,4.248687664041995,3.543307086614173,5.31496062992126
2024-12-09,55.821580846179074,15.98884880288619,5.624795014758938,5.493604460478845,3.968514266972778,4.2472941948179725,3.5421449655624797,5.313217448343719
2024-12-10,55.89390962671905,15.962671905697444,5.615586116568435,5.484610347085789,3.9620170268500328,4.240340537000655,3.536345776031434,5.304518664047151
2024-12-11,55.99477295001633,15.926167918980724,5.602744201241425,5.472067951649787,3.952956550147011,4.230643580529239,3.5282587389741917,5.292388108461287
2024-12-12,56.921318968331704,15.426052889324193,5.599085863532484,5.484818805093046,3.6075742735879857,4.227881162259223,3.4443356186745024,5.288932419196866
2024-12-13,56.95872083537282,15.418502202643172,5.596345243922336,5.465818241148638,3.6058084516234294,4.225811714798499,3.442649698156306,5.286343612334802
2024-12-16,57.605335936229054,14.885309907271841,5.579957702944525,5.449812916870018,3.5952497153082805,4.213437449162193,3.4000325361965187,5.27086383601757
2024-12-17,57.667913481866975,14.880468368840463,5.578142787445113,5.448040331761262,3.5940803382663846,4.212067002764678,3.3501382338591643,5.269149455195967
2024-12-18,57.697935295073975,14.875629978865227,5.576329052186637,5.446268899365957,3.592911721671273,4.194439928466916,3.349048935132499,5.2674361892375225
2024-12-20,57.86234817813766,14.817813765182187,5.554655870445345,5.425101214574899,3.578947368421052,4.178137651821863,3.3360323886639676,5.246963562753036
2024-12-23,57.63204651914069,14.779518656113714,5.540300436116944,5.411080600872234,3.569697948635116,4.215797124858666,3.3274107575512843,5.524147956711356
