date,CITIBANK N.A.,MIRAE ASSET SECURITIES (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,IFAST SECURITIES (HK) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,61.255742725880545,27.258805513016842,11.485451761102604,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,59.25925925925925,28.000000000000004,12.74074074074074,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,59.73645680819912,27.672035139092237,12.591508052708638,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,59.73645680819912,31.039531478770133,9.224011713030746,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,24.242424242424242,72.60843731431966,3.1491384432560903,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,89.60190136660725,7.2489601901366605,3.1491384432560903,0.0,0.0
2024-03-12,0.0,92.89363678588016,0.0,0.0,0.0,6.367436557868514,0.5151374403580627,0.22378921589325676,0.0,0.0
2024-03-27,0.0,98.63926327789592,0.0,0.0,0.0,1.21924597559891,0.09863926327789592,0.042851483227282654,0.0,0.0
2024-04-05,0.32316817639663453,98.32049256954966,0.0,0.0,0.0,1.2153057606137778,0.09832049256954965,0.04271300087037813,0.0,0.0
2024-04-10,0.26700438822922046,98.41249354672173,0.0,0.0,0.0,1.2164429530201342,0.06130614352090862,0.042752968508002066,0.0,0.0
2024-04-12,0.2669763915438656,98.402174526742,0.0,0.0,0.0,1.2163154031666144,0.05242738806752647,0.0621062904799929,0.0,0.0
2024-04-16,0.26695270662623394,98.39344473837022,0.0,0.0,0.0,1.2162074972578876,0.052422736950771015,0.07097232079488999,0.0,0.0
2024-04-17,0.26695270662623394,98.39344473837022,0.0,0.0,0.0,1.2162074972578876,0.07177882444028647,0.05161623330537454,0.0,0.0
2024-04-22,0.26695270662623394,98.39344473837022,0.0,0.0,0.0,1.218627008194077,0.07823085360345829,0.04274469320601329,0.0,0.0
2024-04-29,0.15254018581330187,99.08199380622327,0.0,0.0,0.0,0.6963390355404808,0.04470210883350538,0.024424863589441084,0.0,0.0
2024-04-30,0.1525570591054902,98.63205634010545,0.0,0.0,0.0,0.7319051657387264,0.4590538696950703,0.024427565355259764,0.0,0.0
2024-05-03,35.471814629110746,63.30187288010618,0.0,0.0,0.0,0.7318242147175933,0.45900309688836455,0.035485179177112525,0.0,0.0
2024-05-06,35.47541134719086,63.30829146886666,0.0,0.0,0.0,0.7318984191362861,0.41249942388348626,0.035488777250311104,0.0364105636723971,0.0
2024-05-07,32.07231907730257,66.81889396313211,0.0,0.0,0.0,0.6616887229574319,0.3729290976365879,0.041251375045834864,0.03291776392546419,0.0
2024-05-08,22.18235578918246,60.62387605477936,0.0,0.0,16.449946972840873,0.45764743855766127,0.20951491677041545,0.05389173237423341,0.022767095494997003,0.0
2024-05-09,65.41101812145524,17.39521372250657,0.0,0.0,16.449946972840873,0.45764743855766127,0.2129732097569973,0.05043343938765159,0.022767095494997003,0.0
2024-05-10,70.05450751870417,11.531148917257216,0.0,0.0,17.617718956023605,0.49013555890268895,0.22809205165559643,0.05401367935010741,0.024383318106619915,0.0
2024-05-13,70.05450751870417,11.531148917257216,0.0,0.0,17.617718956023605,0.49013555890268895,0.23488234277389566,0.047223388231808196,0.024383318106619915,0.0
2024-05-14,65.41101812145524,17.39521372250657,0.0,0.0,16.449946972840873,0.45764743855766127,0.21931341356573064,0.04409323557891825,0.022767095494997003,0.0
2024-05-17,65.40862557930414,17.396416960641904,0.0,0.0,16.4510848262664,0.4576790943257015,0.21932858361578011,0.044096285536418346,0.022768670309653915,0.0
2024-05-22,65.44417512803737,17.396366822396235,0.0,0.0,16.451037412564233,0.4576777752479328,0.18387809861976143,0.04409615844643181,0.022768604688026883,0.0
2024-05-28,69.86934679160338,12.970205995693892,0.0,0.0,16.451985738537942,0.47442131264249215,0.16717154394449904,0.04409870038535923,0.022769917192440387,0.0
2024-06-04,69.46889086943938,13.469016962364128,0.0,0.0,16.35769123854775,0.4717021685117309,0.16621340081215305,0.04384594883493003,0.02263941148993119,0.0
2024-06-05,69.48880461173745,12.89956399473698,0.0,0.0,16.534374471476198,0.5156959028118183,0.4950566004202391,0.043858517582105724,0.022645901235204918,0.0
2024-06-07,69.49876576481012,12.901413134785363,0.0,0.0,16.594084272030596,0.5157698273217526,0.4234530488906218,0.04386480465827024,0.02264914750328986,0.0
2024-06-11,69.49876576481012,12.901413134785363,0.0,0.0,16.594084272030596,0.5157698273217526,0.4188658797760315,0.04845197377286059,0.02264914750328986,0.0
2024-06-12,69.49876576481012,12.901413134785363,0.0,0.0,16.651423885962977,0.5157698273217526,0.36152626584365205,0.04845197377286059,0.02264914750328986,0.0
2024-06-17,68.06527541650063,14.334903483094848,0.0,0.0,16.651423885962977,0.5157698273217526,0.3385904202707003,0.04845197377286059,0.045584993076241614,0.0
2024-06-18,65.98434125720193,13.896647850605476,0.0,0.0,19.199608670396525,0.500001389664785,0.32573742561819236,0.0494720663481555,0.044191340164925416,0.0
2024-06-21,65.98434125720193,13.896647850605476,0.0,0.0,19.199608670396525,0.5027807192349062,0.3229580960480713,0.0494720663481555,0.044191340164925416,0.0
2024-06-25,65.98452464994247,13.896686474077121,0.0,0.0,19.19966203258495,0.5025041829026287,0.3229589936575523,0.049472203847714544,0.044191462987565246,0.0
2024-06-26,64.03898854357168,15.842222580447917,0.0,0.0,19.19966203258495,0.5025041829026287,0.3229589936575523,0.049472203847714544,0.044191462987565246,0.0
2024-06-27,60.17821409725234,14.890359928735261,0.0,6.008390848437035,18.2158736461528,0.4723117675640939,0.14681372420963537,0.046499720479208355,0.04153626716962994,0.0
2024-06-28,57.909039261132534,18.099638509997536,0.0,5.781828968471435,17.528997129196224,0.45450203369549375,0.14127773392525855,0.04474632853860502,0.03997003504291123,0.0
2024-07-03,57.909039261132534,18.099638509997536,0.0,5.781828968471435,17.554135516015666,0.45450203369549375,0.11613934710581753,0.04474632853860502,0.03997003504291123,0.0
2024-07-05,57.914066938496426,18.099638509997536,0.0,5.781828968471435,17.554135516015666,0.4585241755866043,0.09678278925484793,0.05505306713457584,0.03997003504291123,0.0
2024-07-09,57.8386517780381,18.099638509997536,0.0,5.781828968471435,17.604412289654547,0.4585241755866043,0.12192117607428897,0.05505306713457584,0.03997003504291123,0.0
2024-07-15,57.8386517780381,18.099638509997536,0.0,5.781828968471435,17.604412289654547,0.4585241755866043,0.04927123816610441,0.1277030050427604,0.03997003504291123,0.0
2024-07-17,57.5493124027634,18.009094592769348,0.0,5.7529052171346535,17.51634575460608,0.4562303963501569,0.5492773850794651,0.1270641674045393,0.039770083892365644,0.0
2024-07-18,57.62435029689994,18.009094592769348,0.0,5.7529052171346535,17.51634575460608,0.4562303963501569,0.43271852285404133,0.1685851354934242,0.039770083892365644,0.0
2024-07-19,57.62435029689994,18.009094592769348,0.0,5.7529052171346535,17.51634575460608,0.4562303963501569,0.39244818633409867,0.18384284063452042,0.06478271527121196,0.0
2024-07-22,57.62435029689994,18.009094592769348,0.0,5.7529052171346535,17.566371017363767,0.4312177649713105,0.3424229235764061,0.18384284063452042,0.08979534665005828,0.0
