date,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,RUIBANG SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,SHANGHAI COMMERCIAL BANK LTD
2025-02-04,32.09935016484968,18.080758376310158,17.679370686681985,10.440179836643608,4.401824098065641,4.257726972485941,5.441381932604917,2.947129306499132,1.9658964989802126,2.68638212687872
2025-02-05,32.053162479059964,18.030760381283947,17.52374588276083,10.401175853615442,4.676417997425915,4.279008116325983,5.450682076120608,2.9463146357408694,1.9527899329910412,2.685942644675397
2025-02-06,32.12690608640219,18.034471009596437,17.842202327569623,10.22594338662951,4.532654556867345,4.340360121121458,5.507862052435774,2.9530931203832704,1.6963116296155063,2.740195709378895
2025-02-07,31.737839206425118,18.114585438468374,17.527752588006905,10.31242317096327,4.440448003549645,4.586314515507349,5.505612765287298,3.178533062892297,1.6757687652815312,2.9207224836182153
2025-02-10,31.7087969288966,18.006502574094448,17.657446538641324,10.143697008143173,4.5177240600918305,4.683791936269249,5.500574755835739,3.175624489351872,1.6742353230947966,2.93160638558097
2025-02-11,31.977570584736505,17.950641375698602,16.95606749707751,10.431332345512592,4.822611382542028,4.873879398656931,5.513020666222743,3.1683633959011046,1.7294410769427824,2.577072276709205
2025-02-12,31.969921757238573,18.052276255182917,16.716235251263818,10.237482426751471,4.81804079496648,5.050400209191814,5.689388598311481,3.1744396443431633,1.725610355644023,2.56620470710626
2025-02-13,31.869733316653615,18.220521965666972,17.007889853896042,9.943111538190669,4.779097460802161,5.116325293032677,5.671558996604133,3.2666817283743925,1.7372342872481128,2.38784555953123
2025-02-14,31.7087969288966,18.23696411654474,16.92539222732862,9.713276186213943,4.646511392637584,5.14132588083969,5.673420912673461,3.273909558926263,1.7623529716787336,2.9180498242603643
2025-02-17,31.554798089005544,18.11803926187877,17.376074862712933,9.726810355781529,4.8701505387477555,5.166946416455375,5.433388170306533,3.264754654783814,1.7807752662457168,2.7082623840820275
2025-02-18,31.42654812740214,18.16868307194508,17.05688831659459,9.697354044870668,5.40458699625802,5.172817883304756,5.407945968909518,3.2178958001337374,1.7567426967327187,2.6905370938487723
2025-02-19,31.29933645306358,18.054993462717416,17.19191158372351,9.768497482144683,5.657030562433787,5.161914936626454,5.3224929774288325,3.1245810439462787,1.7395954420257658,2.679646055889689
2025-02-20,31.310858577978003,17.89430962125357,17.285252178996977,9.668348699420527,5.87329593890032,5.1939346422639865,5.240787145480286,3.1257312860016517,1.740235833748243,2.6672460759564416
2025-02-21,31.264820902718238,17.747698141763205,17.34672079864976,9.513782076746347,6.041769580174709,5.313281876370457,5.196322841356013,3.127818764957703,1.7443604650725653,2.7034245521910063
2025-02-24,31.18873811869005,17.831184287823117,17.001154159988793,9.987329991833624,5.983730752784163,5.367023126452648,5.157009178026241,3.093538795868359,1.6934458063589723,2.696845782174033
2025-02-25,31.293797219615378,17.638261674573574,17.495453206580333,9.603053578378946,5.915959330021758,5.729943764338873,5.098819523629084,3.052648301117347,1.6940703303262754,2.4779930714184344
2025-02-26,31.5146773145086,18.254494650809196,15.608504480371192,10.082288231178104,6.088176702303965,5.7703872590518355,5.205056565266466,3.1778944325213008,1.7093726894930363,2.5891476744963016
2025-02-27,31.225341082825953,18.136616750368713,15.799961270766314,9.92674838584691,6.353781854981144,5.717409337424347,5.160583384562149,3.248151391696151,1.69367893995585,2.7377276015724696
2025-02-28,31.25538337152892,18.120889924136605,15.781986319258928,9.836770162040468,6.462741408315289,5.775992192955297,5.085925348535595,3.251276478515905,1.6886731913924444,2.7403616033205487
2025-03-03,31.15718379207995,18.31199730991898,15.477746929817707,10.010911298017835,6.5416526420479935,5.814067413913232,5.069946157866316,3.24106147078212,1.6866748470396746,2.6887581385161874
2025-03-04,31.300035391532425,18.276350142110168,15.21315113131222,10.023586325894634,6.667993952956755,5.880592574356481,5.006809609918201,3.2559213123555657,1.6611843430385538,2.7143752165249966
2025-03-05,31.303155410231735,18.181813650863823,15.643295875707103,9.958131489700087,6.3862291368713935,5.901114956859311,5.0073086936863636,3.2562458658345297,1.6480591320958435,2.7146457881498067
2025-03-06,31.25745738450795,18.205038601931335,15.68349808804792,9.857329995687625,6.396813272193114,5.89250019264262,4.986727358976271,3.294624263116059,1.7153280403131952,2.7106828025839076
2025-03-07,31.31564170764151,18.282138774230795,15.350373450079747,9.965427644571621,6.425340772834204,5.903468811460707,4.9827138222858105,3.300757055056578,1.7617333727895128,2.7124045890495143
2025-03-10,31.20362234939164,18.047822755740903,15.3815790486936,10.569022281807527,6.389108110813764,5.88235147994051,4.786034847136283,3.2889498984126844,1.7488071967390706,2.7027020313240184
2025-03-11,31.15306260877717,18.01857957278705,15.273986820710256,10.095563119052828,6.3523015891583645,5.872820209445734,4.778279956446556,3.2836207589975306,2.4734625656899825,2.698322798934526
2025-03-12,31.28756153376801,17.996740892844585,15.310040688608643,9.833613172857135,6.412937195807879,5.898175276931534,4.7989095017826955,3.281192102256957,2.484141389158101,2.6966882459844626
2025-03-13,31.36986430227816,18.13731566229797,15.177165562442005,9.769576675818291,6.419817256638605,5.913690584953404,4.768246012192159,3.2065788475845314,2.490675989608753,2.747069106186125
2025-03-14,31.971349652658148,17.972642793809314,15.31885278815638,10.367527140311076,5.4637377073325135,6.098345751600328,4.730714511814612,3.2714553725891578,2.0056329099587056,2.7997413717697666
2025-03-17,31.9431648332236,17.970361279703333,15.376551543615891,10.416028273820498,5.472483604800223,6.092969664080545,4.658731395907996,3.268571372383776,2.003864814397107,2.797273218067028
2025-03-18,31.532609147686564,18.06071106686304,15.476809382599646,10.318971871597247,5.5728472806388,6.038087984547984,4.8097186440107835,3.1428850429548545,2.0785214181842004,2.968838160916886
2025-03-19,31.47046245228259,18.028456199444765,15.463008886539061,10.515764334973527,5.545161625176638,6.036209070297701,4.7701751811760476,3.1266694464851397,2.0811058388464128,2.962986964778119
2025-03-20,31.34794412838715,17.974906504781593,15.419446789144148,10.594613534103035,5.586795264999685,6.012709376923424,4.671745415163524,3.3374363614024323,2.1029509276234664,2.9514516974715423
2025-03-21,31.613025163662673,17.99268028102741,15.640435981904302,10.016439880430216,5.738061037030376,6.0635533882537365,4.654205063369083,3.3019017897297602,2.238179363566819,2.741518051025624
2025-03-24,31.532609147686564,17.916787683639335,15.624079821247157,9.957489885826082,5.777017661491031,6.048129150819405,4.642365872820429,3.293502537026173,2.2391800785269407,2.968838160916886
2025-03-25,31.47571961952834,17.864417026389773,15.732873342135242,10.183419318577899,5.7198208246080595,5.933645902163501,4.593898150605188,3.290901584251716,2.2451633143321352,2.960140917408143
2025-03-26,31.472565108430604,17.672207772380627,16.078727514182656,10.1790580496113,5.672478033554311,5.933051229441965,4.392996828105959,3.3941329105366194,2.244938303032095,2.9598442507238634
2025-03-27,31.47677126375595,17.72802763246885,15.706669969929008,10.14032488966132,5.73337644502762,5.933844152895718,4.3935839307758275,3.394586519899803,2.281990741231856,3.2108244543540456
2025-03-28,31.44525247532064,17.64352028283037,15.904560437776926,10.043388674051567,5.730973198187617,5.927902387874903,4.422562310773787,3.3911874020725796,2.283043487222091,3.207609343889517
2025-03-31,31.413796745465973,17.54917867226275,15.888650578030033,10.063351934806953,5.7252403154617415,5.921972510343654,4.418138274890395,3.3877950847461444,2.2807596830377586,3.3511162009546016
2025-04-01,31.43476023487815,17.547543156270482,15.89925361213206,10.046710865854806,5.705704277851782,5.925924442961851,4.414413309706379,3.390055875027725,2.2822817111407128,3.353352514176047
2025-04-02,31.496765864540006,17.582156000596104,16.01753969671533,9.802411369794212,5.706929129685785,5.937613435455158,4.416434317700599,3.393399570375555,2.2867835528442164,3.359967062293037
2025-04-03,31.76116788454052,17.756721287323522,15.895780149067793,9.935268204621686,5.475017157891285,5.987457187447613,4.527677366408865,3.5398817831193656,2.279009605132087,2.842019374447262
2025-04-07,31.089323394715855,17.32501303707231,15.803736642311822,10.302607752712333,5.755204330791259,5.8608044102553185,4.8609036578300024,4.359303280375718,2.306701735793056,2.336401758142323
2025-04-08,30.349196971233255,16.832029951671135,15.649785214438852,12.125504447481369,5.167191587077608,5.721279462998647,5.29604923264064,4.18787348079856,2.4321880600022405,2.2389015916576915
2025-04-09,30.168431335236484,16.933517132016828,15.521347303378224,11.976428531343219,5.479055940408622,5.6872024255790254,5.242089172676163,4.239783790240219,2.385678945414625,2.366465423706588
2025-04-10,30.15105209841609,16.87895645547675,15.448397687288528,12.071942311349698,5.485500827585732,5.683926178408553,5.309478338952585,4.2373413627325025,2.3683025743368975,2.3651021654526585
2025-04-11,30.136584689409002,16.970022479281898,15.357814363468611,12.104536298134345,5.508459700155218,5.681198854515485,5.306930686734904,4.235308155055463,2.3671661893814524,2.33197858386362
2025-04-14,29.531982649764277,16.667185197834268,15.281672530248457,12.313090738591876,6.504496762367144,5.567222289139301,5.200462712658839,4.209898386438109,2.4387944487333195,2.285194284224409
2025-04-15,29.519952954827122,16.64786222789476,15.309915246463484,12.229739558718848,6.639717685094861,5.5649545109619964,5.198344332030379,4.176849303554246,2.378266032556394,2.3343981478979097
2025-04-16,29.522728168328747,16.64942731751732,15.173471097708212,12.24655786878556,6.753155631328782,5.565477680389753,5.23330389991604,4.14590482610115,2.375355901878059,2.334617608046377
2025-04-17,29.49869363934614,16.717283233252207,15.123544370899497,12.220932095782612,6.832199291057561,5.56094681068663,5.191469488805424,4.142529634312169,2.3796844460145494,2.3327169898432096
2025-04-22,29.569986761616423,16.73571482994786,15.01257493426516,12.018201816179735,7.030757918057614,5.574386635031395,5.2040163518480025,4.152541395352779,2.3634646037041893,2.338354753996841
2025-04-23,29.7455095007792,16.83505537184531,15.164834436213113,11.868524595417577,6.72518153451435,5.607475307651401,5.222277116472646,4.126672425169134,2.352234855968634,2.352234855968634
2025-04-24,29.695816462769947,16.869972371164923,15.152108317074472,11.798263562270238,6.840029903854239,5.598107423615266,5.213552746993046,4.119778379879028,2.3640656349726634,2.348305197406179
2025-04-25,29.636030631028664,16.836008485008534,15.027230718039874,11.755635969446358,7.071626882342898,5.586836896370546,5.265971263808724,4.117775617876714,2.359306121778102,2.343577414299581
2025-04-28,29.727675903014443,16.888071482107346,15.042145630743988,11.820387849770949,6.711683117048267,5.604113406618581,5.323276642435555,4.130509261972817,2.401312107227894,2.350824599060159
2025-04-29,29.768066757441208,16.929975765456955,14.869838172276722,11.836448155543442,6.76187908512092,5.611727689333996,5.330509353550931,4.12664209587286,2.410894271937973,2.354018653464993
2025-04-30,29.697688657041738,16.89940652695051,14.919794411043782,11.808464251064468,7.00438002292185,5.598460360355178,5.317906885089631,4.116885828053976,2.288559809469515,2.348453248009351
2025-05-02,29.671499400452095,16.893952105299338,14.906637214582878,11.798050817757515,7.013950659675918,5.593523292134903,5.313217226256521,4.113255303788391,2.349531743205314,2.34638223684713
