date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,53.04302685790533,26.68703542432646,9.194229795920075,7.232669603008286,7.034416517130751,9.581204402002735,5.965876531436005,0.0,1.7876343208978012,1.054525688806348,121.58061914143379
2024-03-04,53.0417552797681,26.685055694285847,9.195066360484036,7.2829304020111,7.0011994662718084,9.563552889703145,5.965876531436005,0.0,1.7878852902669895,1.0545809857240258,121.57790289995106
2024-03-05,53.08686284105691,26.664322194476163,9.194229795920075,7.278596997569781,7.005800989655879,9.57066368849682,5.965725949814492,0.0,1.7861452359739496,1.0534934517908756,121.60584114475495
2024-03-06,53.084871817394685,26.661634981783806,9.196321207329978,7.329092034650504,7.002923207555852,9.571081970778799,5.967131378281947,0.0,1.7836355422820644,1.0534869265872766,121.65017906664492
2024-03-07,53.10376144524894,26.634159524496702,9.196404863786375,7.449440212822026,7.000932183893623,9.499806669929269,5.967131378281947,0.0,1.7844804724916656,1.0456576024896163,121.68177435344016
2024-03-08,53.11050415563447,26.58129634044831,9.196404863786375,7.472512663496087,6.998319760073284,9.509092536589241,5.966294813717986,0.0,1.7843131595788733,1.0477992077733578,121.66653750109799
2024-03-11,53.09067757546858,26.58111748294454,9.196404863786375,7.595286878903098,6.957411418269734,9.507034587761897,5.966294813717986,0.0,1.7848987547736463,1.0456600285268518,121.7247864041527
2024-03-12,53.08279713727606,26.529871210885382,9.193577275560184,7.639725188540739,6.952177368418851,9.501479799057192,5.965792874979608,3.956849999790859,1.779912829972435,1.048572946338566,125.65075663081988
2024-03-13,53.14338114299816,26.48363186139798,9.193577275560184,7.629318325365056,7.006090942933748,9.491273711376861,5.965792874979608,3.956849999790859,1.7765665717165886,1.016775294575297,125.66325800069436
2024-03-14,53.10536764921174,26.480772149092534,9.191151238324696,7.686489147666194,7.02820469061751,9.48908191221928,5.965792874979608,3.956849999790859,1.7739508016379932,1.008727543469986,125.68638800701042
2024-03-15,53.10218870386869,26.449287874414928,9.191151238324696,7.7897212148590596,7.025583148243424,9.490980913779474,5.965792874979608,3.9563982549263197,1.7737834887252013,1.0087406775336403,125.75362838965505
2024-03-18,53.08177652850803,26.46570286063253,9.18450891568684,7.863121389701054,7.003337223358557,9.481962747779967,5.965792874979608,3.955896316187943,1.7737834887252013,1.0006426488980353,125.77652499445774
2024-03-19,53.11087224404262,26.477833883374537,9.186182044814764,7.866986317986556,6.955725071421699,9.48363587690789,5.966278082426706,3.955896316187943,1.7756573933484752,1.0006426488980353,125.77970987940921
2024-03-20,53.10918238362341,26.443301669364587,9.184659497308353,7.858754522677174,6.965760918213265,9.48363587690789,5.966278082426706,3.955896316187943,1.7760756756304559,0.9970470944021281,125.7405920367419
2024-03-21,53.21775173273436,26.405581726083664,9.18450891568684,7.852881839438163,6.973862125794214,9.482364298770667,5.966278082426706,3.955896316187943,1.7790036516043217,1.0038422573858194,125.8219709461127
2024-03-22,53.27582604476457,26.389624424339008,9.186098388358367,7.819000974597717,6.9868859302388815,9.482364298770667,5.966278082426706,3.9564819113827157,1.7805094678194526,0.9964470266403985,125.8395165493385
2024-03-25,53.27007048056451,26.329322759157247,9.190113898265384,7.798254173411469,7.003972677801341,9.50563752494008,5.966328276300544,3.9564819113827157,1.780676780732245,0.9974808531285424,125.79833933568408
2024-03-26,53.37494221430275,26.305250948455072,9.191201432198534,7.803557992746986,6.914886248133416,9.51087441911048,5.96641193275694,3.9564819113827157,1.7821491343648175,0.9885519485680107,125.7943081820197
2024-03-27,53.387892233752865,26.321349713267495,9.19260686066599,7.7277819745433405,6.903596809342753,9.483368176247422,5.961108113421424,3.9564819113827157,1.7839895764055331,0.9879789018416969,125.70615427087124
2024-03-28,53.38449578162319,26.349828713405525,9.194932510153803,7.6730204581864125,6.899450628050846,9.46444508581061,5.955670443755673,3.9564819113827157,1.7906151677521094,0.9879684447846473,125.65690914490553
2024-04-02,53.38576735976041,26.30500508212973,9.196973727689869,7.653528503846106,6.895702818804299,9.575507397322157,5.955670443755673,3.9560301665181763,1.799148126304518,0.9887046216009335,125.71203824773187
