date,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,KGI ASIA LTD,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,OCBC BANK (HONG KONG) LTD
2024-03-01,0.0,68.1885888381804,0.0,0.0,31.811411161819596,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,53.932410731434935,0.0,0.0,25.283305050681058,0.0,20.784284217884007,0.0,0.0,0.0
2024-03-05,0.0,53.44743537916439,0.0,0.0,25.752423529038754,0.0,20.80014109179686,0.0,0.0,0.0
2024-03-06,34.10781001539567,34.627600812232174,0.0,0.0,17.78314442365004,0.0,13.48144474872212,0.0,0.0,0.0
2024-03-07,28.99772801723025,29.440734424766063,0.0,14.98105487730195,15.118847708350783,0.0,11.461634972350955,0.0,0.0,0.0
2024-03-08,29.0022292468361,29.421598302798824,0.0,14.974925855237576,15.10611642168342,0.0,11.495130173444075,0.0,0.0,0.0
2024-03-11,24.63881360845654,25.247442757676403,14.693856821297793,12.851912063482462,12.916516335402392,0.0,9.651458413684411,0.0,0.0,0.0
2024-03-12,22.149081225774697,22.78018700052517,13.255480100183673,11.593842697574065,11.652122878961178,9.862605713726705,8.706680383254513,0.0,0.0,0.0
2024-03-13,20.639725166442503,21.233090699099844,12.355702333327377,10.806856348316007,10.861180489554883,9.193135179471351,8.122341637362092,6.787968146425942,0.0,0.0
2024-03-14,20.66550120418748,21.131973144670564,12.371132822209436,10.82035255211196,10.87474453636249,9.2046160784402,8.132485269747404,6.799194392270466,0.0,0.0
2024-03-15,20.67833212197713,21.145093688298974,12.378813883831812,10.82707075616999,10.881496511635236,9.21033109454462,8.075446027514802,6.803415916027433,0.0,0.0
2024-03-18,20.66980347105517,21.18154494615895,12.373708318169149,10.82260519741786,10.877008505314956,9.206532350123757,8.068187322789571,6.800609888970587,0.0,0.0
2024-03-20,20.64384871961062,21.23776168878962,12.354146051886126,10.816826708109092,10.871200968570076,9.197690787580658,8.081546220861698,6.796978854592109,0.0,0.0
2024-03-21,20.63356094370031,21.280936504667018,12.347989414726491,10.811436187632745,10.861859367999859,9.193107156737392,8.077518816008162,6.79359160852802,0.0,0.0
2024-03-22,20.647901840161627,21.3538426558119,12.356571609442431,10.818950435289175,10.865874621997207,9.199496620885258,8.077242850077248,6.680119366335155,0.0,0.0
2024-03-26,20.645956143691297,21.349474632913502,12.355407222961325,10.817930942178563,10.864850707118944,9.19862973241191,8.088260734492287,6.679489884232175,0.0,0.0
2024-03-27,20.643579354110905,21.325420886871967,12.361037124796683,10.822860272970102,10.869801417511006,9.202821207567583,8.091946255586997,6.682533480584758,0.0,0.0
2024-03-28,20.666232430222728,21.26996839812842,12.381349369250358,10.840644912020455,10.86012110350952,9.217943721329522,8.09540686641433,6.668333199124668,0.0,0.0
2024-04-02,20.639368689087746,21.328113872969116,12.374678946725277,10.83480454035732,10.854270239094543,9.212977576073465,8.091045485219034,6.6647406504734965,0.0,0.0
2024-04-03,20.298119217123524,21.40846905616284,12.362039493895557,10.823737909740345,10.843183726282478,9.203567473718861,8.082781320290488,6.978101802785902,0.0,0.0
2024-04-05,20.308251265023664,21.373169566408237,12.368210153105691,10.829140707397949,10.848596230550953,9.208161544011698,8.082885528111685,6.981585005390123,0.0,0.0
2024-04-08,20.331665409230283,21.30966883361989,12.382469926255206,10.841626029686307,10.860710489817976,9.218777978654728,8.08354772133789,6.971533611397721,0.0,0.0
2024-04-09,20.343112406431825,21.265365133823565,12.389441421002,10.847730008889389,10.866825213825152,9.223968272887848,8.088098865884202,6.975458677256019,0.0,0.0
2024-04-10,20.340903572692692,21.268263648955443,12.38929508525231,10.84760188279804,10.866696862194084,9.223859325578083,8.088003334699955,6.975376287829388,0.0,0.0
2024-04-12,20.3714615511053,21.149985584699138,12.407907425181538,10.863898149233721,10.88302181486615,9.237716256424083,8.100153878082633,6.985855340407439,0.0,0.0
2024-04-15,20.3371497437395,21.158229974338486,12.413438377814966,10.868740843817005,10.887873034020513,9.241834063666232,8.103764605168832,6.988969357434464,0.0,0.0
2024-04-17,20.389690263203107,21.007425038977807,12.433449652545772,10.886261965071553,10.905424997617265,9.256732504761738,8.116828403846695,7.004187173976067,0.0,0.0
2024-04-18,20.375558181462345,21.056500057932624,12.426036002982217,10.879770851702258,10.898922457973539,9.251213025227766,8.111988610946476,7.0000108117727775,0.0,0.0
2024-04-19,20.37516330298253,21.056500057932624,12.426036002982217,10.879770851702258,10.898922457973539,9.251213025227766,8.111988610946476,7.000405690252598,0.0,0.0
2024-04-22,20.326685695763498,21.122974796899772,12.42054284529565,10.874961248956234,10.89410438890783,9.247123356412434,8.108402557229837,7.005205110534741,0.0,0.0
2024-04-23,20.32957439431202,20.9341232944305,12.42230797339504,10.876506728885687,10.91539058980406,9.248437498433296,8.10955487153471,7.164104649204689,0.0,0.0
2024-04-24,20.341699829629768,21.09078265214378,12.219184593015598,10.882993946781456,10.928615922553018,9.253953665594615,8.114391759958604,7.168377630323164,0.0,0.0
2024-04-25,20.379614648033897,20.944495519775096,12.241959885580671,10.903278718587224,10.952151582523516,9.271202075299303,8.125558827561917,7.181738742638371,0.0,0.0
2024-04-26,20.308329565934713,21.22102077428029,12.19913919782136,10.865140552972804,10.913842466369633,9.238772688752507,8.097136743134508,7.156618010734185,0.0,0.0
2024-04-29,20.30552696427081,21.23228676889797,12.197455685265442,10.863641135657685,10.91194203500939,9.237497714381728,8.096019317457744,7.155630379059229,0.0,0.0
2024-04-30,7.013643238368133,7.333887479238238,4.213069808175208,3.7523627596187143,3.769046161962385,3.190683674347139,2.7964106148783423,2.471594985575033,0.0,0.0
2024-05-02,20.303445532298742,21.230504591414977,12.196205376702364,10.862527550670078,10.920679814871262,9.236550818341135,8.095189429443337,7.154896886258105,0.0,0.0
2024-05-03,20.24418420871453,21.22357165107272,12.16060731665002,10.830822204939542,11.109924554861038,9.20959134360681,8.071561339349438,7.1497373808059015,0.0,0.0
2024-05-06,20.27820447774378,21.26033382222403,12.145901619429731,10.817724603163143,11.096489437486566,9.198454279618545,8.061800483327966,7.141091277006237,0.0,0.0
2024-05-07,20.278602573609046,21.267033346731846,12.146140064269357,10.81793697361442,11.08806932739549,9.198634861021576,8.062351384506448,7.141231468851819,0.0,0.0
2024-05-08,20.3154542014469,21.35681642514498,12.156412406650809,10.83759604952352,10.887157866809979,9.215351233231358,8.077002826667778,7.15420899052467,0.0,0.0
2024-05-09,20.308903662863138,21.390431863767382,12.15249267895384,10.834101562500308,10.883647399016994,9.21237982470573,8.066140829101444,7.151902179091165,0.0,0.0
2024-05-10,20.2923863236685,21.493655554577057,12.142608992125107,10.82529013016759,10.874795670792334,9.20488734727413,8.02029048232486,7.1460854990704235,0.0,0.0
2024-05-13,20.288480354047014,21.498160520012323,12.140271728232516,10.823206429723603,10.892343715734569,9.203115549232532,8.010890191032056,7.143531511985385,0.0,0.0
2024-05-14,19.402178935891147,20.59472995566927,11.621174921578973,10.360425033953346,10.426606130416634,8.805846119189011,7.667982494769079,6.834326296705965,0.0,4.286730111826575
2024-05-16,19.40247077152518,20.59579179814811,11.621349720139623,10.360580869090146,10.426762961008752,8.805978571306575,7.665841624163286,6.834429094435776,0.0,4.28679459018255
2024-05-20,19.402543731805448,20.633848884492508,11.621393420601418,10.36061982860684,10.426802169393957,8.80601168495855,7.627514775715229,6.834454794351425,0.0,4.286810710074621
2024-05-21,19.40629209611469,20.648964646062684,11.618684613319386,10.358204892512486,10.42437180699054,8.803959109358143,7.620849564685238,6.832861764992068,0.0,4.285811505964763
2024-05-22,19.40579257534397,20.659687008674084,11.618160473889521,10.35773761555408,10.423901545125496,8.803561947178283,7.612987146310846,6.832553522502574,0.0,4.285618165421147
2024-05-23,18.692808970264252,23.772713601550713,11.16966239746906,9.957895884405339,10.021505675117345,8.463716357350929,7.2327223393674425,6.568795148810877,0.0,4.1201796256640435
2024-05-24,18.746679248936555,23.678595534541298,11.182393224354744,9.969245578258107,10.03292786939179,8.473363032775907,7.222874406878156,6.5762820531515125,0.0,4.117639051711923
2024-05-27,18.774710437698577,23.675552294347675,11.177539965121445,9.964918836014208,10.028573488460783,8.469685517010646,7.219739614423372,6.573427887593667,0.0,4.115851959329625
2024-05-28,18.86792684627957,23.296601528334115,11.233036433936592,10.014394642779736,10.07836534047826,8.511737492636373,7.2555856105562935,6.6060649469923165,0.0,4.136287158006743
2024-05-29,18.869675778738955,23.289673380633243,11.234077662376624,10.015322911157847,10.079117786736138,8.512526474600737,7.256258155520537,6.606677285672065,0.0,4.136670564563857
2024-05-30,19.928392473152417,18.97956180019656,11.864385554624379,10.57725040213952,10.644624602587232,8.990136900766663,7.663383415027079,6.983499033301152,0.0,4.368765818204997
2024-05-31,7.067464302901935,6.751534594164464,4.208984076989002,3.7523627596187143,4.6558541159282125,3.189321763951737,2.7186455313009046,2.477995964433421,0.0,1.5498540299671522
2024-06-03,19.422665421950683,18.571289484406293,11.571952528641809,10.31654264551512,12.800552775753262,8.768548271015495,7.474496566146183,6.812867699680885,0.0,4.26108460689027
2024-06-04,19.41822988860839,19.122324628644797,11.564850837523093,10.310211397689816,12.284150506828606,8.763167025177667,7.469909478033844,6.808686652280624,0.0,4.258469585213163
2024-06-06,19.417939235871508,19.123535208488295,11.564677734435588,10.31005707408886,12.283966637238763,8.76303585779041,7.469797668170303,6.8085847396232175,0.0,4.258405844293059
2024-06-11,19.458684699693755,19.087965891567706,11.56398537390273,10.309439825880693,12.281734500070671,8.762511227505392,7.46935046218561,6.808177119500409,0.0,4.258150899693029
2024-06-12,19.535689876378402,18.85171260361956,11.603277728283892,10.344469458832663,12.288924251092242,8.79228467370821,7.49472997935619,6.816292093738685,0.0,4.272619334990154
2024-06-13,19.54835874065812,18.7931333901668,11.613480782689908,10.353565611416563,12.297851311776945,8.800015951109279,7.4949320242921935,6.822285831086726,0.0,4.276376356803467
2024-06-14,19.600506781279446,18.68578683086235,11.639136577377338,10.359677557978223,12.305111014652438,8.8052108017775,7.499356454071748,6.826313182435327,0.0,4.278900799565631
2024-06-17,19.635019909953588,18.663337665957414,11.636861327190745,10.357652419932963,12.302705577965103,8.803489535136581,7.497890459402985,6.824978756102341,0.0,4.278064348358284
2024-06-18,19.66883234256935,18.69556135866715,11.624406987195773,10.34656715207932,12.289538618781016,8.794067608662594,7.4898658491235555,6.817674328946512,0.0,4.273485753974734
2024-06-19,19.70643782442157,18.62179781720711,11.598578471028512,10.323577895314868,12.435339751645564,8.774527883525947,7.4732239575081145,6.802525993911246,0.0,4.2639904054370685
2024-06-20,19.94568896630996,17.74989880426528,11.717560245804775,10.505187383415386,12.413762371603003,8.864539681352163,7.615751722996164,6.879879097641796,0.0,4.307731726611479
2024-06-21,20.026297920579196,17.979405824471666,11.742852775535827,10.83134488831058,11.692854132479273,8.883673923356419,7.631811085066379,6.894729419976212,0.0,4.317030030224445
2024-06-24,20.042788921236358,17.96195427368297,11.750296805550759,10.800251809752586,11.706719545874545,8.88930546252262,7.633612300424026,6.895304198766905,0.0,4.319766682189231
2024-06-25,20.04508958453582,17.894446532558188,11.75632133657361,10.805789240266828,11.731711108093236,8.893863125823962,7.651958077508805,6.8988395115121826,0.0,4.3219814831273675
2024-06-26,20.052828362825668,17.930714815263375,11.760430483652803,10.80956615108985,11.62452238234264,8.896971767603985,7.7002230671192065,6.901250839462225,0.0,4.323492130640249
2024-06-27,19.989942537433464,18.220172648106846,11.726660103171728,10.778526202147072,11.55022870415606,8.87142388292927,7.6781116773084985,6.873857133647262,0.0,4.311077111099799
2024-06-28,19.97095017912267,18.204586715570752,11.716628862701526,10.769306016067077,11.623998038979632,8.863835073711657,7.675328705471218,6.867977086535913,0.0,4.307389321839553
2024-07-02,20.006085921001766,18.23592357585896,11.736797535984573,10.787843994616066,11.471111777180006,8.87909302851516,7.688540799053309,6.879799427893396,0.0,4.314803939896768
2024-07-03,20.007072077165663,18.23682247574921,11.73737607569895,10.788375757745168,11.47395227320119,8.87953070394825,7.688919788823238,6.872934218966861,0.0,4.315016628701472
