date,WATON SECURITIES INTERNATIONAL LIMITED,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,ACER KING SECURITIES INTERNATIONAL LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,QUAM SECURITIES LTD
2024-03-01,74.87895793989733,11.189162914819311,0.8085820296328865,0.0,5.739807051927615,0.0,0.0,5.1036143757992996,2.2798756879235493,0.0
2024-03-04,70.39333075304629,10.538673540954097,0.7609834167750487,5.610422870287071,5.407734182776699,0.0,0.0,5.229587717179043,2.0592675189817564,0.0
2024-03-05,61.9292688327304,9.697924756240749,0.7006538662182857,5.138818719659506,4.984314497312818,0.0,10.869144220850027,4.800602556525861,1.879272550462358,0.0
2024-03-06,61.96994514377715,9.692625110163565,0.7002709783730096,5.127316622612901,4.982004702181967,0.0,10.863204535919461,4.802947089687993,1.861685817283951,0.0
2024-03-07,62.181423958292235,9.68347559699768,0.7294742989555908,5.124738025343618,5.007194365256589,0.0,10.860371974238129,4.545913103063827,1.8674086778523353,0.0
2024-03-08,62.155341898113214,9.677867847659252,0.7207789278557604,5.120115678047978,5.044004732437958,0.0,10.85408267829851,4.566031096355359,1.8617771412319732,0.0
2024-03-11,62.03858741110946,9.684437578044559,0.700985786978168,5.056535207396103,5.037494554192091,0.0,10.861450871158624,4.7686436354057555,1.8518649557152385,0.0
2024-03-12,63.85879666837443,9.703395456792135,0.6845242956677879,5.0216420308667535,5.12449693866779,0.0,8.991924419493069,4.759730095533277,1.855490094604762,0.0
2024-03-13,64.52663281727456,9.734783768568715,0.6875846617168919,5.028443068200791,5.1401677882260675,0.0,8.201175916799606,4.81682544213433,1.864386537079033,0.0
2024-03-14,64.76321905662581,9.737695730490683,0.6894521697189612,5.037840921971752,5.1525072665589375,0.0,7.927765171785007,4.84319376339058,1.848325919458264,0.0
2024-03-15,64.01117369580948,9.771880690180875,0.7160734409337884,5.036890168174358,5.707753269660189,0.0,7.951186150653798,4.9829242318816975,1.8221183527058216,0.0
