date,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,CMB WING LUNG BANK LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,33.85181754045982,9.185351424693987,22.881335202109174,15.046590662449805,0.0,3.591842525221209,1.99410225492506,9.08866875045871,1.6383162598105148,2.7219753798717274
2024-03-04,33.84625220185294,8.880376159659988,22.86515818601674,15.172974855599703,0.0,3.591252015720455,1.9780144118731073,9.311556225529946,1.6328880646528814,2.721527879094244
2024-03-05,33.94997264737158,8.229026844812287,22.936194216075283,15.268886973860237,0.0,3.610445732891875,2.101042382986304,9.526549467133108,1.6466491001547356,2.731232634714588
2024-03-06,31.28919926946648,7.570463439310624,21.137115376859615,13.683567848255452,8.667999937971263,3.355219346112839,1.5264516736828877,8.611218932054147,1.6373598474037738,2.521404328882923
2024-03-07,31.336400770585765,7.629902012277855,21.166377953294496,13.455460735672181,8.6915718600925,3.356817280358732,1.557008999918848,8.610040158345726,1.6705299971312673,2.525890232322632
2024-03-08,31.36410612704606,7.647896099683522,21.182785867389846,13.31074867976174,8.698309458974492,3.3675074444349797,1.6159348894332621,8.596547072132072,1.6881585315314669,2.528005829612558
2024-03-11,31.50541191048397,7.72095389910398,21.265971536515284,12.736744285820272,8.764103516540194,3.396707681254692,1.687288712963226,8.615595585803366,1.7582697812153325,2.5489530902996793
2024-03-12,31.528519078868317,7.735185836421793,21.28612852436235,12.606322417587155,8.772410587193892,3.4030937990142522,1.7292614295856088,8.621598088904618,1.7657944639218943,2.551685774140123
2024-03-13,31.535323215161448,7.734809409181696,21.290757899884337,12.59755647438199,8.747924845962029,3.4037283403986027,1.7569284903091447,8.606581242049643,1.783439904539483,2.5429501781316275
2024-03-14,31.54928534818665,7.718990191522034,21.297795709349614,12.57024912225917,8.738143421369744,3.4051702945063647,1.7599382685928575,8.60646914829388,1.8093756582229843,2.544582837696702
2024-03-15,31.474873324057583,7.697096604330164,21.247562809595163,12.510573328838934,8.717006868705232,3.3973495931964894,2.015563664850118,8.576318785992111,1.8244416650264634,2.539213355407738
2024-03-18,31.47211410597516,7.715403037502383,21.245024554227868,12.503653401928158,8.71391124813172,3.3969437423741247,2.0040925138814734,8.575294250266047,1.8346531273038333,2.5389100184092395
2024-03-19,31.498447602578906,7.7178392308456925,21.262765205188725,12.508822795418972,8.705372462080003,3.3935596607844323,1.9737663365081264,8.57908110888575,1.8169958808559719,2.543349716853421
2024-03-20,31.501319035009413,7.720677544556915,21.264774721909134,12.50895053294575,8.70092291917397,3.393880381763771,1.9686143783314938,8.579891906859,1.8154804743263881,2.545488105124166
2024-03-21,31.492236877797165,7.7332097111840925,21.258643866661686,12.50534407268375,8.696675003162138,3.40207300706932,1.9577688312754071,8.577365527411773,1.8281339436172173,2.548549159137458
2024-03-22,31.496578007025256,7.734035591008054,21.258016432437035,12.504974986070724,8.69378302634288,3.4018144792018847,1.962032836402282,8.577006960360817,1.8291341076833414,2.5426235734677256
2024-03-25,31.50114972382083,7.750885173154713,21.257971615523314,12.44618154650879,8.690707755720833,3.411505192582423,1.9734658798118845,8.576936172108834,1.8458380210617722,2.545358919706607
2024-03-26,31.509568981489284,7.7518747190622665,21.263866661554182,12.43107537506151,8.693117775039111,3.4067574212703353,1.9701645439393245,8.579314641440378,1.8481951082037669,2.5460647729398382
2024-03-27,31.519555961859535,7.7638243815227606,21.270606259263985,12.40279296968722,8.695873064920308,3.411106903325239,1.993307783449379,8.539053024150954,1.8396046180657675,2.564275033754855
2024-03-28,31.510316738877016,7.764711903302539,21.282296676992818,12.390721897710563,8.693324072467124,3.4079981462690054,1.9824421149370135,8.536549999836614,1.8734399715452623,2.558198478062045
2024-04-02,31.510100774020955,7.765713113726523,21.28146543451559,12.38425768457345,8.69326449031511,3.4039679619243155,1.9925510371840063,8.536016999548396,1.8763268085883196,2.556335695603335
2024-04-03,31.50760982976626,7.725095696076297,21.280441098585946,12.378253606468384,8.692824524322093,3.4027413124482453,2.011323501434707,8.530049524644179,1.8801330341258315,2.5915278721280592
2024-04-05,31.515235854863683,7.710935084872802,21.268295834263874,12.37892942301623,8.69492851438507,3.403564903662844,2.0323756003993543,8.529319347797589,1.8742603175200194,2.5921551192185333
2024-04-08,31.51786733450622,7.728481298175432,21.27000053004674,12.30545877950017,8.695625430023556,3.4116425929063796,2.0492036201997155,8.51977225952006,1.9068957477589676,2.5950524073627568
2024-04-09,31.51154746549356,7.722925532022307,21.265593206372273,12.302908984556469,8.714913540801216,3.4088266799818565,2.0593766915926475,8.51800689078265,1.9034953095785603,2.592405698818459
2024-04-10,31.498427555360685,7.7206060213408465,21.2887159361964,12.279287940540359,8.711285065157606,3.4095155203203795,2.078296744481658,8.500125224588551,1.9213595908239862,2.5923804011895304
2024-04-11,31.50353139640405,7.718799767945521,21.311510525985955,12.225930661223646,8.71269659638969,3.4069052975239407,2.1197800056735367,8.497549186927724,1.9106015276907622,2.592695034235173
2024-04-12,31.53598501603188,7.733169664596792,21.343068106570957,12.238525303337987,8.721672051798611,3.4100455890014336,2.0128989469248695,8.504192379155388,1.9082429634122793,2.5921999791697967
2024-04-15,31.529596482158578,7.731603085454738,21.351563908921026,12.236046032960992,8.71990522265703,3.408299684896954,2.017713919906938,8.501097977026197,1.9129736275295615,2.591200058487985
2024-04-16,31.525970809933572,7.728234808246656,21.365144309692784,12.23089380361008,8.718902497544823,3.407222019387358,2.0192226122177837,8.500120413141584,1.9133866367293577,2.5909020894959993
2024-04-17,31.541926678799374,7.721749410796039,21.384982230742732,12.195813543599979,8.723315293133044,3.3941165260797206,2.0297441900454802,8.50442247912627,1.9117162553753873,2.5922133923019732
2024-04-18,31.53360331352423,7.7223229405957925,21.40726891968039,12.19263608193122,8.721042546024428,3.3932322328653015,2.0198130948369126,8.502206761712603,1.9159667511170067,2.5919073577121114
2024-04-19,31.539293741749823,7.755909248025847,21.523482291701125,12.194836316386352,8.719977740771942,3.3938445620140487,2.015111528249997,8.503741036018512,1.7617978518816513,2.5920056832006964
2024-04-22,31.55676268015346,7.758357057956454,21.469614108492518,12.201485173438838,8.724807549431638,3.3904442772556074,2.012690013449924,8.508451075804915,1.7842107275806551,2.5931773364359882
2024-04-23,31.58225694312527,7.76463791682676,21.55521584925026,12.059174107249204,8.730285507274983,3.392554926339449,2.0103033115168705,8.515339181110306,1.788614382706389,2.60161787460051
2024-04-24,31.61135619246029,7.662781562994445,21.575182170934923,12.070285185053214,8.738329414814574,3.3956807574623515,2.009722529401669,8.521069359121267,1.811577875349945,2.6040149524073235
2024-04-25,31.62098978815875,7.663847007868796,21.58218049694264,12.058726062589113,8.738347021461964,3.3914247771443002,2.0085361165168103,8.522343459971257,1.8087967405074783,2.604808528838891
2024-04-26,31.638113938166512,7.655292477297872,21.593868192324734,12.01226662385644,8.743079218847877,3.393261382102366,2.004118396430096,8.519388715302671,1.8294158469949104,2.6111952086765178
2024-04-29,31.637128518036604,7.645936396546822,21.593159486810457,11.99546250550652,8.742792273109437,3.393150016087186,2.011728210162718,8.51910911103228,1.8504239728245973,2.61110950988338
2024-04-30,23.269894795075114,5.6174594815713474,15.8821234792876,8.787515359511742,6.428583627466841,2.5004142451646056,1.484774138136681,6.26479913958483,1.3778115622239595,1.9205327656454947
2024-05-02,31.66517607500929,7.616124665286023,21.594422348980828,11.898980342473035,8.761917874167175,3.4215980685553973,2.005989396427712,8.515614608462588,1.9021126410929314,2.618063979545026
2024-05-03,31.70350942482754,7.609761801075315,21.62056420728175,11.751673530365977,8.793726027869726,3.5296786792948605,2.010537926503468,8.395006571986064,1.9540259232765558,2.6315159075187404
2024-05-06,31.6957746419615,7.560208395143608,21.622754790624086,11.754564365235096,8.74022260279296,3.5491555144081066,2.033246139536577,8.397071688725571,2.0327579697502944,2.614243891822203
2024-05-07,31.63650398721413,7.555807582950989,21.582320541947123,11.732583494470223,8.723878508914295,3.534898639401421,2.25782345191178,8.3813692822511,1.9828133839022617,2.612001127036676
2024-05-08,31.543031427538796,7.516007103776323,21.51851787163866,11.59042643238658,8.682260491596962,3.524448605911037,2.6565675666362494,8.346039832695446,2.022483801207651,2.6002168666122905
2024-05-09,31.61104629760431,7.513020273240454,21.5649173180712,11.521196856058532,8.693050569654103,3.528875780107177,2.512128188002634,8.364036036265366,2.0883901586802427,2.60333852231598
2024-05-10,31.632773823677223,7.495723700547127,21.57905395380139,11.528326175851785,8.677585726060602,3.5662146435427484,2.4512898285982003,8.369518984747613,2.0942035085418493,2.6053096546314616
2024-05-13,31.700049436907168,7.643496961871461,21.625381668904257,11.395546975279203,8.693564378101279,3.6319833024802026,2.2946477843322852,8.328102420962004,2.066886155548283,2.6203409156138537
2024-05-14,31.719929927029977,7.74363754746812,21.638220041132996,11.248191039512173,8.698725499286995,3.6497903639384397,2.297654717550689,8.286730653098148,2.0727288832462336,2.6443913277362263
2024-05-16,31.737904280372074,7.7861397207125265,21.650481512504722,11.214858224210236,8.70004500265303,3.698625387511978,2.214581146870736,8.291426395653453,2.0606324581253026,2.6453058713859376
2024-05-17,31.733261466664537,7.826033810320037,21.64731434836392,11.213217646526482,8.696118504694967,3.7603425355812203,2.195071041967838,8.24823032059338,2.045522798599772,2.634887526687845
2024-05-20,31.737542103403715,7.660991547245727,21.658416320954764,11.214132248935273,8.685040139098529,3.758251448921506,2.3373123828248685,8.202728477212506,2.0989110976584855,2.6466742337446223
2024-05-21,31.704988128716877,7.6500528836391695,21.638010971299998,11.16658917556754,8.668899671844429,3.794765436632428,2.3385587243810906,8.175052502747178,2.222403299402021,2.640679205769274
2024-05-22,31.588198942216835,7.588397202833766,21.56721537352905,11.119465497952827,8.63220099543191,3.819602870595779,2.744775158719844,8.142892075929469,2.1638155824296312,2.633436300360893
2024-05-23,31.610680243137224,7.6509345452843105,21.58494910767494,11.127028392387574,8.638113243611528,3.8248637744109413,2.6847236384294653,8.117154358353302,2.109650284988855,2.6519024117218586
2024-05-24,31.6332067086852,7.618159389368098,21.60438901354425,11.13339455861245,8.639857439016945,3.8282449009089445,2.5719674037026485,8.086657278389604,2.230589573272942,2.6535337344989163
2024-05-27,31.633323934969944,7.612417163323672,21.60611021431556,11.133435816727465,8.639889456586253,3.8298472868988,2.5773768124685104,8.070487613190659,2.244626933083511,2.652484768435626
2024-05-28,31.638802779973545,7.604438120595618,21.617782702694928,11.132553824343663,8.640026677428278,3.833613970663166,2.57350012653967,8.056798237412156,2.248580203257733,2.6539033570912416
