date,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,ABN AMRO CLEARING HONG KONG LTD,ONE CHINA SECURITIES LTD,CGS INTERNATIONAL SECURITIES HK LTD
2024-03-01,78.71580236831359,0.0,21.284197631686403,0.0,0.0
2024-03-04,65.43486739469579,0.0,34.565132605304214,0.0,0.0
2024-03-07,82.28298185384992,0.0,17.717018146150075,0.0,0.0
2024-05-27,82.79052553663952,0.0,17.209474463360475,0.0,0.0
2024-05-30,81.65921640809887,0.0,18.34078359190113,0.0,0.0
2024-06-11,81.65921640809887,3.286878779910597,15.053904811990535,0.0,0.0
2024-07-18,84.43447525829255,9.923871669385536,5.6416530723219145,0.0,0.0
2024-07-22,61.00579510853551,7.170219035458207,31.82398585600629,0.0,0.0
2024-07-25,57.56995581737849,7.167403043691703,35.247913598429065,0.014727540500736377,0.0
2024-08-07,51.24599175446634,6.68804397617957,42.052221713238666,0.013742556115437472,0.0
2024-08-09,42.06314643440392,7.947740881872618,49.972781709308656,0.01633097441480675,0.0
2024-08-14,84.81888035126235,2.1953896816684964,12.952799121844127,0.03293084522502744,0.0
2024-08-15,80.40582726326743,7.284079084287201,12.278876170655566,0.031217481789802288,0.0
2024-08-19,66.55469422911283,23.25581395348837,10.163652024117141,0.025839793281653745,0.0
2024-08-28,3.5055986218776916,86.30490956072352,10.163652024117141,0.025839793281653745,0.0
2024-09-02,48.20619509939898,46.3245492371706,5.45538603791031,0.013869625520110956,0.0
2024-10-15,48.20619509939898,46.3245492371706,5.45538603791031,0.013869625520110956,0.0
