date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,THE BANK OF EAST ASIA LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,0.0,58.019987684267214,15.932005019105041,14.856343932409159,1.9602973506845125,0.0,5.040403885714936,1.873751265312541,0.8663848210258037,1.45082604148079
2024-03-04,0.0,58.302343761620065,15.912085359745957,14.792204391280784,1.946902970893789,0.0,5.072710007521895,1.8712740571583915,0.8643949782880798,1.238084473491042
2024-03-05,0.0,58.291389390451464,15.916013026243178,14.811182695872569,1.938589246629132,0.0,5.068963648454818,1.8656775494122284,0.8727274788647232,1.2354569640718915
2024-03-06,0.0,58.22469502412647,15.903891895981962,14.92204149308535,1.8936255394150077,0.0,5.065323124021306,1.8432091575070668,0.8640807648905626,1.2831330009722723
2024-03-07,0.0,58.946273970631125,16.01827912933162,15.015834225558763,1.9094691953385652,0.0,5.098741689333295,1.8512739445857178,0.8716500852693759,0.288477759951541
2024-03-08,0.0,58.32587717561678,15.920133743061612,14.878647138974275,1.8917070117926569,0.0,5.0389800299795935,1.8422040832737845,0.8722961792316547,1.230154638069641
2024-03-11,0.0,58.31392586494189,15.920943600812354,14.87791864738382,1.900240707968109,0.0,5.027964434115524,1.8534162214172996,0.8687889973994398,1.2368015259615532
2024-03-12,0.0,58.280586158608514,15.900734511117632,14.91739359456691,1.905896498405531,0.0,5.053255632541633,1.8449374221193735,0.8634426171972939,1.2337535654431155
2024-03-13,0.0,58.209022301529046,15.905220987989837,14.949080982624793,1.8915362253442942,0.0,5.0576607551980475,1.8851948988276068,0.8680223581341634,1.2342614903522156
2024-03-14,0.0,58.12585549395253,15.9216446663754,14.969937786402324,1.8936162944760935,0.0,5.083483772291802,1.885195698032319,0.8918507008413585,1.2284155876281793
2024-03-15,0.0,56.2878658641018,16.06311361171085,17.44910116234804,1.919108705089838,0.0,4.221891957777675,1.8528905944612084,0.8933905846197349,1.3126375198908478
2024-03-18,0.0,57.72345817187191,16.071341045269005,15.954537851012521,1.9440150792539606,0.0,4.181175467199,1.9173726850996178,0.9045976274877379,1.3035020728062416
2024-03-19,0.0,57.58173580495078,16.11185146186732,15.46297662494549,2.022330950272049,0.0,4.825207507995509,1.8585275687163265,0.9001200759930001,1.2372500052595217
2024-03-20,0.0,57.22623767266829,16.147195942586016,15.505508792911717,2.0282186117326724,0.0,5.065947756914819,1.8811263245665653,0.9072802330000157,1.2384846656198982
2024-03-21,0.0,57.21151011412237,16.09436077698713,15.44168785442968,2.020562780930204,0.0,5.136425050122651,1.8965837953535705,0.9030049281396048,1.2958646999147925
2024-03-22,0.0,57.14892645953774,16.13430825915544,15.525224954609271,2.037984340130117,0.0,5.118587861786575,1.8722416606419208,0.8951145291700116,1.2676119349689239
2024-03-25,0.0,57.07646939715503,16.204765790183604,15.478188425765325,2.0241397786007056,0.0,5.2241877447721405,1.8473032649312704,0.9029249503469039,1.2420206482450225
2024-03-26,0.0,57.43858050516811,16.452324986872338,14.734806038631278,2.0881097240736475,0.0,5.259947327378026,1.8516500708467534,0.8977269183287448,1.276854428701095
2024-03-27,0.0,57.31263183152028,16.54194147606741,14.722540454889735,2.114654332495597,0.0,5.262709565303911,1.8572892753916392,0.9024430980089855,1.2857899663224384
2024-03-28,0.0,57.27537323159727,16.56644984654423,14.778196627206494,2.133402364568402,0.0,5.12693406481077,1.9186201600630992,0.9187713360389449,1.2822523691707834
2024-04-02,0.0,57.25808821822134,16.550223658755126,14.849642437125816,2.095391629793496,0.0,5.123547379040542,1.9716229856395846,0.9120440560853091,1.2394396353387878
2024-04-03,0.0,57.20965214773839,16.506899226136305,14.916604398971684,2.129273304819325,0.0,5.150319958487224,1.926654709676579,0.9216491080226713,1.2389471461478219
2024-04-05,0.0,57.08374398840183,16.557693409381837,14.982440087862095,2.143446429153587,0.0,5.136783948126654,1.9302274646762467,0.9275677078915271,1.2380969645062274
2024-04-08,0.0,56.955656854642434,16.608758245295707,15.026553773746478,2.1640642633006353,0.0,5.1608037697249305,1.929699442109627,0.9148781040196283,1.239585547160562
2024-04-09,0.0,56.89828571006028,16.611052852163137,15.063076187032559,2.1643632427093777,0.0,5.213455726022491,1.883649765660547,0.9263597124681066,1.239756803883507
2024-04-10,0.0,56.734072126153436,16.625254258872346,15.120986097210135,2.1740910216574307,0.0,5.203244927976977,1.9021928129387755,0.9885484210962884,1.2516103340946154
2024-04-11,0.0,56.48864267196904,16.72941071386778,15.279323909276815,2.2163510623863223,0.0,5.181012311786745,1.936209888253402,0.9313946549488571,1.2376547875110433
2024-04-12,0.0,56.48703132976204,16.67186977887234,15.226642545614503,2.4661315528158556,0.0,5.087597575266756,1.9026608810017382,0.9228859399107897,1.2351803967559845
2024-04-15,0.0,56.47671616512112,16.68438562491655,15.14941115339375,2.5186380881378962,0.0,5.190256458928412,1.8226360457289024,0.9229000253566358,1.2350564384167306
2024-04-16,0.0,56.48943708036443,16.71618658596092,15.085585089062558,2.582246526575151,0.0,5.178518630004595,1.7859975788294469,0.9258780288549886,1.236150480347905
2024-04-17,0.0,56.63269961066928,16.807960125883056,14.8466271688624,2.5806454789056703,0.0,5.178033253562693,1.7863916357163039,0.9308003004119096,1.236842425988691
2024-04-18,0.0,56.40771610312749,16.958620996899228,14.77109511748536,2.738493838663276,0.0,5.14482927513268,1.7908924386817058,0.9399992091664604,1.248353020843803
2024-04-19,0.0,56.34913130087632,16.9996987745163,14.748261344308023,2.8290485349598877,0.0,5.094175407386288,1.7923590767601885,0.9465948223449338,1.2407307388480648
2024-04-22,0.0,56.39343214772538,17.054135269129702,14.749238313853743,2.753862696394781,0.0,5.055169448193427,1.8025274158775146,0.9465789970778604,1.2450557117475891
2024-04-23,0.0,56.28912506970055,17.115590522115408,14.6395071493727,2.906542077579132,0.0,5.053198538427725,1.802718660510204,0.9456934566193897,1.2476245256748877
2024-04-24,0.0,56.242235042321674,17.135330073675885,14.654806309565382,2.9120475531619108,0.0,5.030975657205043,1.825517627391458,0.9580815704483724,1.2410061662302716
