date,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,REALINK FINANCIAL TRADE LTD,CHINA SECURITIES (INTERNATIONAL)
2024-03-19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-04-08,0.0,80.77586990097211,0.0,0.0,0.0,19.224130099027892,0.0,0.0
2024-04-12,0.0,80.48626744709591,0.0,0.4592525889239082,0.0,19.05447996398019,0.0,0.0
2024-04-18,0.0,80.54757630161579,0.0,0.45780969479353684,0.0,18.994614003590666,0.0,0.0
2024-04-25,0.0,40.520163982825,49.7213124173993,0.22966529930252,0.0,9.528858300473182,0.0,0.0
2024-04-26,0.0,37.93067861926075,44.93920475110348,0.2098573019724776,6.530265455496509,8.707020607328678,1.6829732648381046,0.0
2024-05-02,0.0,38.67294278297377,44.19623567994177,0.20986593763903616,6.530534177120597,8.707378902827461,1.6830425194973686,0.0
2024-05-03,0.0,38.83778264566596,44.15834493118389,0.20982276641196654,6.529190790113547,8.582162563438473,1.6826963031861628,0.0
2024-05-06,0.0,39.520735179477455,43.47539239737239,0.20982276641196654,6.529190790113547,8.582162563438473,1.6826963031861628,0.0
2024-05-07,0.0,39.726443773998994,43.26968380285086,0.20982276641196654,6.529190790113547,8.582162563438473,1.6826963031861628,0.0
2024-05-08,0.0,39.932152368520526,43.06397520832932,0.20982276641196654,6.529190790113547,8.582162563438473,1.6826963031861628,0.0
2024-05-09,0.0,40.94012448167605,42.05600309517379,0.20982276641196654,6.529190790113547,8.582162563438473,1.6826963031861628,0.0
2024-05-10,0.0,41.04466742710663,41.950760552421066,0.2098313992364112,6.529459423297737,8.582515662885367,1.6827655350527877,0.0
2024-05-13,0.0,41.126954250336595,41.8684737291911,0.2098313992364112,6.529459423297737,8.582515662885367,1.6827655350527877,0.0
2024-05-17,0.0,41.13372377725109,41.85890523721682,0.20986593763903616,6.530534177120597,8.579813332890009,1.687157537882448,0.0
2024-05-20,0.0,41.57162640613907,41.42030272308556,0.20987457401634257,6.5308029208614835,8.580166408315183,1.687226967582362,0.0
2024-05-21,0.0,41.600465411890674,41.39985854031971,0.209770984378725,6.527579455079148,8.57593142018905,1.6863941881426912,0.0
2024-05-28,0.0,41.60836095298362,41.39134608599303,0.2138401630317403,6.526237283295612,8.574168075407279,1.6860474392887217,0.0
2024-05-30,0.0,43.48751429351636,39.50099970256647,0.21398095602411532,6.530534177120597,8.579813332890009,1.687157537882448,0.0
2024-05-31,0.0,5.604466138174416,4.83567877704087,0.026924634071052257,0.8217191205915371,1.0795742699643067,0.2122903840217582,0.0
2024-06-04,0.0,44.83639038988316,38.153438737949855,0.20990048741362596,6.531609284812243,8.581225808968826,1.6874352909722872,0.0
2024-06-11,0.0,38.772508092257354,32.99338995291635,0.1815125677166445,5.6482440189473495,20.945126686518684,1.4592186816436128,0.0
2024-06-12,0.0,38.79742158194395,32.8617043645729,0.1815125677166445,5.6482440189473495,21.051898785175535,1.4592186816436128,0.0
2024-06-17,0.0,45.616169373284635,38.63723441061867,0.2134138737764899,6.6409376016331265,7.176564578954513,1.7156801617325659,0.0
2024-06-21,0.0,45.63717636790539,38.60897585001701,0.21351215436778048,6.643995862385639,7.179869504720461,1.7164702606037252,0.0
2024-06-24,0.0,45.650554532164946,37.9628185634812,0.21357474370611984,6.645943495325728,7.810135235527715,1.7169734297942965,0.0
2024-06-25,0.0,45.650554532164946,37.75343155984775,0.21357474370611984,6.645943495325728,8.019522239161166,1.7169734297942965,0.0
