date,EVERBRIGHT SECURITIES INVESTMENT,GRAND CHINA SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,HANG SENG BANK LTD,SHANGHAI COMMERCIAL BANK LTD
2024-06-20,49.924348653913015,30.41442075421474,0.0,4.653462892173987,7.182387312397168,5.985675290735462,0.0,0.0,1.839705096565632
2024-06-21,49.8573915247665,30.37362979042123,0.0,4.651692371621497,7.302401105483219,5.977647471759812,0.0,0.0,1.8372377359477468
2024-06-26,49.85911899059465,30.374682180165962,0.0,4.643918002608557,7.307124847694885,5.977854586119878,0.0,0.0,1.837301392816066
2024-06-27,49.85800448281013,30.374003210693022,0.0,4.643814196466986,7.309196824356695,5.977720962309312,0.0,0.0,1.8372603233638523
2024-07-02,49.85817165580142,30.37410505417888,0.0,4.643494468892961,7.309221331962039,5.9777410055000635,0.0,0.0,1.837266483664635
2024-07-03,49.85705719036784,30.373426110506564,0.0,4.645625945554713,7.309057951030681,5.97760738676716,0.0,0.0,1.8372254157730472
2024-07-08,48.03645780361461,29.264298455032623,0.0,4.5362866155717425,7.042157592820988,5.759326787070988,3.591336156729101,0.0,1.7701365891599499
2024-07-10,48.019910931070804,29.254217932055703,0.0,4.569170511890416,7.03973181686977,5.757342901275882,3.5900990675604887,0.0,1.7695268392769403
2024-07-15,48.01370879245513,29.250439526157194,0.0,4.581496133100828,7.038822581685887,5.756599296424491,3.589635378819104,0.0,1.7692982913573678
2024-07-16,47.94407073205111,29.444460894130792,0.0,4.619990839883189,6.90394231630583,5.747121557157523,3.584429048135108,0.0,1.7559846123364518
2024-07-26,47.937888167387044,29.472902343964293,0.0,4.621544303140458,6.903052027493141,5.724888163572163,3.5839668227955515,0.0,1.7557581716473505
2024-07-29,47.93479748296484,29.47100214677927,0.0,4.627693608387424,6.902606969185763,5.724519064653908,3.583735754827137,0.0,1.7556449732016595
2024-08-02,47.898768922804905,29.48535833265375,0.0,4.677902216155846,6.897418859430254,5.705184104846564,3.581042161737775,0.0,1.754325402370908
2024-08-06,47.83097650112184,29.507959954608747,0.0,4.748481110182511,6.8876567561787745,5.697109403652497,3.5759738160213197,0.0,1.7518424582343164
2024-08-07,47.825848530252024,29.504796398893525,0.0,4.758693049179002,6.886918328787351,5.696498615138419,3.5755904349803886,0.0,1.7516546427692878
2024-08-08,47.821746945158566,29.50226604267792,0.0,4.769005045042399,6.884183679786593,5.696010078614285,3.5752837893299896,0.0,1.7515044193902478
2024-08-14,47.821746945158566,29.50226604267792,0.0,4.771149066120699,6.882039658708293,5.696010078614285,3.5752837893299896,0.0,1.7515044193902478
2024-08-16,47.79459170296799,29.539083478968088,0.0,4.772725409949134,6.878131740958829,5.691704237603064,3.5732535896112165,0.0,1.750509839941677
2024-08-21,47.79356758067603,29.538450527983535,0.0,4.774765899704048,6.877984359261611,5.691582278172483,3.57317702344493,0.0,1.7504723307573637
2024-08-22,47.78230513145051,29.555054637353294,0.0,4.7736407366071845,6.876363577354311,5.690241069309749,3.572335012127561,0.0,1.7500598357973973
2024-08-28,47.76618858968084,29.545085983240494,0.0,4.8057597311266,6.874044241765268,5.688321802174756,3.5711300956573355,0.0,1.7494695563547151
2024-08-29,47.75084960672456,29.567710914330814,0.0,4.804216474928353,6.871836804861083,5.686495132018531,3.5699833115975377,0.0,1.7489077555391221
2024-08-30,47.742672843295274,29.562647796516515,0.0,4.809815237866003,6.870660084774618,5.696223767063138,3.56937199453772,0.0,1.7486082759467285
2024-09-02,47.71101431761449,29.596520995668783,0.0,4.813042982790274,6.872521267970681,5.692446558212579,3.5670051171045216,0.0,1.7474487606386646
2024-09-03,47.71198387460853,29.59712243989169,0.0,4.813140790802811,6.870628782563854,5.692562236980943,3.5670776038208176,0.0,1.7474842713313592
2024-09-04,47.68138529915341,29.64227310407161,0.0,4.810054034820278,6.8662225215754225,5.688911491801305,3.564789971147617,0.0,1.7463635774303579
2024-09-09,47.68189495380133,29.64258994306795,0.0,4.809036572804612,6.866295912946076,5.688972299182743,3.5648280743144243,0.0,1.7463822438828653
2024-09-12,47.66661005223363,29.66514370458101,0.0,4.807494988714423,6.8640948540899664,5.687148643019357,3.563685333526239,0.0,1.745822423835378
2024-09-13,47.646245420555864,29.695192903401622,0.0,4.805441080021723,6.8611623031208175,5.684718919418605,3.5621628183074483,0.0,1.745076555173914
2024-09-16,47.654990403352876,29.692655781513317,0.0,4.805030508863395,6.856304153185802,5.684233223809682,3.5618584713619525,0.0,1.7449274579129765
2024-09-17,44.197225963262774,27.538207560578858,7.255828635833317,4.456385729240758,6.358822473079117,5.271795001828948,3.303416124429017,0.0,1.6183185117472088
2024-09-19,44.19689325992772,27.538000261290335,7.265678880916683,4.456352182918288,6.358774605788859,5.271755317352363,3.2942391622703098,0.0,1.618306329535445
2024-09-23,44.194266830509804,27.53636379753322,7.265247113175867,4.462029926958935,6.358396731430398,5.271442039829254,3.2940433999438823,0.0,1.618210160618637
2024-09-26,44.193391423403476,27.535818352834635,7.26510320199896,4.4639223583516,6.358270783290906,5.271337622262153,3.2939781510053288,0.0,1.61817810685294
2024-10-02,44.24746920640232,27.557161348232817,7.2707343788981085,4.474122336252577,6.363199074955578,5.27542343272083,3.1924578668571577,0.0,1.6194323556806112
2024-10-04,48.07475993796569,21.39012036512841,7.899633947599079,4.856814615044063,6.861907536742278,5.68865741550916,3.468597149484445,0.0,1.759509032526875
2024-10-07,48.08482337095937,21.385974827375207,7.898102949633325,4.855873334303082,6.860577656579521,5.687554918483501,3.4679249138827575,0.0,1.7591680287832339
2024-10-08,48.07447100417035,21.381370558501313,7.896402536635209,4.854827894633898,6.859100616397059,5.7078598079643434,3.4671782909737296,0.0,1.7587892907240967
2024-10-14,48.054813782942766,21.372627907309564,7.893173768261424,4.895883962744,6.854143933310299,5.705525915138535,3.4657605927801245,0.0,1.7580701375132906
2024-10-15,48.04447433249181,21.368029383044075,7.891475476817692,4.916346518272583,6.852669199022444,5.704298316946963,3.465014901410145,0.0,1.7576918719942887
2024-10-16,48.03413933034605,21.36343283718542,7.889777916023881,4.9368002702682645,6.851195099204308,5.703071246900622,3.464269530856326,0.0,1.7573137692151237
2024-10-17,48.02897349649064,21.361135305759717,7.888929409473364,4.947023846716473,6.850458287093443,5.702457909825412,3.4638969658207857,0.0,1.757124778820164
2024-10-18,48.024841629343676,21.359297636395446,7.888250735625501,4.955201124738406,6.849868951501248,5.701967335141441,3.463598971484625,0.0,1.7569736157696514
2024-10-22,48.01141796951976,21.35332739399961,7.886045851842686,4.981767564206996,6.847954310921003,5.700373550191043,3.4626308438910245,0.0,1.7564825154278798
2024-10-23,48.00625702138564,21.35103203552382,7.885198147789237,4.991981471442719,6.847218195669296,5.699760793195274,3.4622586312185253,0.0,1.756293703775486
2024-10-24,48.002129061681195,21.349196104014894,7.884520115752681,5.000151016339968,6.846629417402607,5.699270682440153,3.461960918690975,0.0,1.75614268367752
2024-10-25,47.99181226760706,21.344607656290616,7.882825545699275,5.020568733182894,6.84515791463425,5.69804577422977,3.46121686132125,0.0,1.7557652470348861
2024-10-28,47.92897573029082,21.469056794238227,7.872504421362529,4.99253098549029,6.836195427067829,5.690585221085298,3.4566850282399475,0.0,1.753466392225056
2024-10-29,47.89916029477364,21.455701422697107,7.86760713022794,5.053777879836274,6.829797710741172,5.687045248153911,3.454534709607171,0.0,1.7523756039627918
2024-10-30,47.88683372097599,21.45017992116473,7.865582446719821,5.080356280256044,6.825895566054962,5.685581719722296,3.453645704940442,0.0,1.7519246401657127
2024-10-31,47.88375306876686,21.49168793998346,7.865076438657526,5.043574693493222,6.825456443051396,5.685215955303894,3.4534235252629863,0.0,1.7518119354806543
2024-11-01,47.839896803264295,21.525564748142482,7.857872891350021,5.088231302259978,6.819205073625262,5.668761145340652,3.4502605681155125,0.0,1.7502074679017938
2024-11-04,47.72945903713233,21.68962203766916,7.839733096186198,5.091447601786897,6.805600517015524,5.655674885556237,3.442295687436884,0.0,1.7461671372167709
2024-11-05,47.715180351594874,21.73655460357779,7.837387771394419,5.068555968169082,6.801427713789264,5.653982940899372,3.4412658945450434,0.0,1.745644756030159
2024-11-06,47.69989123723282,21.729589678228617,7.83487648008097,5.101110495302629,6.797112205942401,5.652171266058209,3.4401632285292334,0.0,1.7450854086251233
2024-11-07,47.670360048413926,21.822878856630375,7.830025877475709,5.053120715974449,6.792904087249245,5.64867198476919,3.4380334100488463,0.0,1.7440050194382613
2024-11-08,47.661202630173875,21.882719636412496,7.828521739019073,5.007326967819932,6.791599178628284,5.647586881744735,3.437372968008402,0.0,1.7436699981932042
2024-11-11,47.660185356430084,21.935612209495474,7.828354648195127,5.037101487570567,6.710347575055395,5.647466340475662,3.437299601222106,0.0,1.7436327815555805
2024-11-12,47.65001500686218,21.98427955164852,7.826684132171778,5.004017656562971,6.708915633906823,5.646261210734222,3.436566105574689,0.0,1.7432607025388112
2024-11-13,47.62460811277863,22.025877380022713,7.822510959618888,5.0013495242114026,6.705338453314087,5.6432506353854315,3.4347337353006635,0.0,1.7423311993681818
2024-11-14,47.619529984872656,22.02352879959319,7.821676859081937,5.011479062639716,6.704623474909684,5.642648905530476,3.434367495704748,0.0,1.7421454176675948
2024-11-15,47.61242242487803,22.020241628294226,7.8205094171195295,5.025656787862485,6.7036227612612205,5.64180669928364,3.4338548914638602,0.0,1.74188538983701
2024-11-18,47.456792857454815,21.94826459993418,7.794946708153486,5.33609711409729,6.681710792548652,5.6233654629134415,3.422630733478709,0.0,1.7361917314194224
2024-11-19,47.45881011959547,22.00233174026441,7.795278050621782,5.336323937404113,6.669242611612858,5.578971787770616,3.4227762204150225,0.0,1.7362655323157288
2024-11-20,47.45376728576637,21.99999383709028,7.794449747262259,5.346382621699669,6.66853395747316,5.578378982607737,3.4224125262627614,0.0,1.7360810418377626
2024-11-21,47.45376728576637,21.99999383709028,7.794449747262259,5.374009458366304,6.640907120806524,5.578378982607737,3.4224125262627614,0.0,1.7360810418377626
2024-11-25,47.45780146708849,22.001864119879208,7.795112375866586,5.393594215893816,6.6138424981289194,5.578853216658826,3.422703475400833,0.0,1.7362286310833221
2024-11-26,47.454775766796494,22.000461377977267,7.794615393851771,5.420877767882674,6.5921689642234425,5.578497533561742,3.422485258909871,0.0,1.7361179367967425
2024-11-27,47.45074209983936,21.99859133365258,7.793952849733721,5.428917015229598,6.591608628331066,5.578023359976302,3.42219434686831,0.0,1.735970366369063
2024-11-28,47.44267682275121,21.99485219856631,7.792628099338608,5.444991410592989,6.590488242269826,5.577075254593508,3.4216126711255166,0.0,1.7356753007620358
2024-11-29,47.44872552349684,21.99765643070082,7.793621619910203,5.432936126421422,6.59132849610487,5.577786303410946,3.422048909392435,0.0,1.7358965905624641
2024-12-02,47.45175045229054,21.999058814929207,7.794118475203684,5.433282484405579,6.585373550489458,5.578141895815339,3.4222670702421785,0.0,1.736007256624023
2024-12-03,47.44771729960002,21.997189009023156,7.793456015555751,5.441320164945186,6.58481382789124,5.577667782683985,3.421976195290034,0.0,1.7358597050106248
2024-12-04,47.45175045229054,21.999058814929207,7.794118475203684,5.433282484405579,6.585373550489458,5.578141895815339,3.4222670702421785,0.0,1.736007256624023
2024-12-05,47.439653050651806,22.06780817254074,7.792131434036273,5.446768881761396,6.519959392131179,5.576719798163128,3.4213945936977073,0.0,1.7355646770177713
2024-12-06,47.434614286932714,22.06546425845138,7.791303799206771,5.456811775413521,6.519266880008463,5.576127471457861,3.421031193085797,0.0,1.7353803354434902
2024-12-10,47.42957659347623,22.063120842222958,7.790476340171702,5.4668525358968445,6.518574514979335,5.575535270566218,3.420667869662282,0.0,1.735196033024428
2024-12-12,47.422525620029184,22.05984089560756,7.789318192750628,5.4809060181437665,6.517605450966562,5.574706400608495,3.420159346499048,0.0,1.7349380753947585
2024-12-13,47.425547209071,22.061246467593506,7.789814499478004,5.474883608858651,6.518020728831924,5.575061600411777,3.4203772664825904,0.0,1.7350486192725527
2024-12-16,47.4215185092411,22.059372411412365,7.789152771228237,5.482913317375165,6.517467036770435,5.574588010731891,3.420086712675148,0.0,1.7349012305656502
2024-12-18,47.42655449098655,22.06171503139317,7.78997994910869,5.483495581550716,6.507539553545097,5.575180010405097,3.4204499126483734,0.0,1.7350854703623062
2024-12-23,47.42655449098655,22.06171503139317,7.78997994910869,5.4919912719524655,6.507539553545097,5.566684320003348,3.4204499126483734,0.0,1.7350854703623062
2024-12-27,47.42354788122419,22.060316427414875,7.789486102781143,5.500138258595819,6.507127007616753,5.564175774885273,3.4202330729852473,0.0,1.7349754744967048
2024-12-30,47.42858429402464,22.062659247912308,7.7903133514639125,5.4985983634900775,6.499322014890184,5.564766694108921,3.420596304046586,0.0,1.7351597300633719
2025-01-02,47.42858429402464,22.062659247912308,7.7903133514639125,5.502846390493935,6.495073987886327,5.564766694108921,3.420596304046586,0.0,1.7351597300633719
2025-01-07,47.42556231798364,22.06125349590346,7.789816981170546,5.508867403737346,6.4946601455111415,5.564412127514247,3.42037835615228,0.0,1.735049172027335
2025-01-08,43.695751377422866,28.210360004602496,7.177182292592091,5.056050876392392,5.9838838197918385,5.126795698386073,3.151380710365875,0.0,1.5985952204463643
2025-01-10,43.69489633623254,28.20980798251711,7.177041849041009,5.057908745515,5.983766726779755,5.126695376927846,3.1513190439514336,0.0,1.5985639390353104
2025-01-13,43.690621632176764,28.207048196118546,7.176339713723774,5.067197000587767,5.983181330451109,5.126193828523844,3.151010748076452,0.0,1.5984075503417423
2025-01-17,43.68976679173104,28.20649630363563,7.176199303145705,5.0984030813732355,5.983064264929853,5.0967448827697615,3.150949096139909,0.0,1.5983762762748661
2025-01-20,43.688911984735874,28.20594443274869,7.17605889806201,5.100259867409316,5.982947203989459,5.096645163007027,3.150887446615854,0.0,1.598345003431768
2025-01-21,43.66840664691751,28.192706006960442,7.172690823527203,5.1448009452684555,5.980139114980283,5.094253058785153,3.1494085814167607,0.0,1.5975948221441887
2025-01-22,43.640243216030115,28.17452344917729,7.168064880018012,5.209885419858786,5.972373576445131,5.090967579534581,3.147377406988161,0.0,1.596564471947917
2025-01-23,43.63402503054365,28.17177056194829,7.167364499963652,5.2211013767502505,5.971790025458898,5.090470149306232,3.147069881819752,0.0,1.5964084742092852
2025-02-03,43.63487772924399,28.172321096356423,7.167504565025029,5.221203407822451,5.971906726533114,5.088615421655103,3.147131382045694,0.0,1.5964396713181976
2025-02-04,43.64170051880553,28.176726146360075,7.168625282622361,5.214201754056784,5.965022453427901,5.089411082236461,3.147623470399315,0.0,1.5966892920915774
2025-02-05,43.63999462139465,28.1756247547184,7.168345070367481,5.28435760064168,5.898338495647864,5.089212143765118,3.1475004338845882,0.0,1.5966268795802188
2025-02-06,43.64511271376209,28.178929187985542,7.169185772858626,5.294750670840787,5.877528944668927,5.089809005842101,3.147869572288177,0.0,1.596814131753756
2025-02-10,43.628057072650705,28.16791742347744,7.1663841977909986,5.333713497231714,5.873278222919722,5.087820009816396,3.1466394475307387,0.0,1.596190128582281
2025-02-13,43.62778002854826,28.16773855336669,7.1663386902756265,5.334314641039993,5.873240926803349,5.087787701466618,3.1466194659418267,0.0,1.5961799925576405
2025-02-14,43.62351825500457,28.164986991795743,7.165638647490607,5.337700953628899,5.86875980572826,5.097059187549166,3.146312088862744,0.0,1.5960240699400146
2025-02-17,43.614145283406394,28.15893544818585,7.164099034680538,5.358040143952639,5.867498840974018,5.095964030787168,3.1456360706269955,0.0,1.5956811473864025
2025-02-18,43.62737512426612,28.167477131906537,7.1662721803312515,5.4113941487066946,5.791123881604862,5.097509831873402,3.1465902625375923,0.0,1.5922574387735324
2025-02-20,43.62311342982424,28.164725621406696,7.1655721505395675,5.42063393759324,5.790558181734351,5.097011886964819,3.146282891163666,0.0,1.5921019007734225
2025-02-21,43.622261190845705,28.16417538381229,7.165432160992512,5.422481678755797,5.790445055022342,5.096912309656769,3.1462214240948,0.0,1.5920707968197851
2025-02-24,43.62311342982424,28.164725621406696,7.1655721505395675,5.422587616644408,5.7886045026831825,5.097011886964819,3.146282891163666,0.0,1.5921019007734225
2025-02-25,43.62140898516591,28.163625167716795,7.165292176915136,5.428236553157139,5.788378330013511,5.096812736239408,3.1461599594275786,0.0,1.5900860913645292
2025-02-27,43.62140898516591,28.163625167716795,7.165292176915136,5.434097361307883,5.788378330013511,5.090951928088665,3.1461599594275786,0.0,1.5900860913645292
2025-02-28,43.62140898516591,28.163625167716795,7.165292176915136,5.443865374892455,5.788378330013511,5.081183914504093,3.1461599594275786,0.0,1.5900860913645292
2025-03-03,43.62123854802562,28.163515127077453,7.165264180755994,5.496591171938247,5.788355713718613,5.028807713105967,3.1461476667823196,0.0,1.5900798785957873
2025-03-04,43.62209074704591,28.164065338873318,7.165404163739472,5.496698555170994,5.788468796960459,5.028905957565523,3.144255497719328,0.0,1.590110942924995
2025-03-06,43.74515601453528,28.243520912303193,7.185618976119593,5.300618031811809,5.734269830659362,5.043093348546746,3.153125972225596,0.0,1.5945969137984135
2025-03-07,43.74429900038555,28.24296759167834,7.1854782021985875,5.312268825445187,5.724361958228717,5.042994548982362,3.153064199132978,0.0,1.5945656739482734
2025-03-10,43.7434420198148,28.242414292733347,7.185337433793296,5.314123822502169,5.724249814084445,5.042895753289079,3.1530024284607134,0.0,1.594534435322153
2025-03-13,43.77088206304786,28.26013061850505,7.189844760165512,5.295894079668035,5.686674371940467,5.04605913666955,3.1549802911746645,0.0,1.5955346788288713
2025-03-14,43.766592287222785,28.257360977606194,7.189140117700374,5.305175578348526,5.686117048050794,5.0455645964301,3.1546710865723417,0.0,1.5953783080688893
2025-03-17,43.77946413796295,28.26567152941767,7.191254459569575,5.306735842116532,5.658379128312474,5.047048508039185,3.155598882254815,0.0,1.595847512326803
2025-03-18,43.77517267987879,28.262900802388973,7.190549540775036,5.316018097666861,5.657824468785877,5.0465537738630735,3.1552895563962133,0.0,1.5956910802451711
2025-03-19,43.795779355276046,28.276205248424596,7.193934411953001,5.318520554028269,5.61341393951947,5.048929382892721,3.1567748738419823,0.0,1.59644223406392
2025-03-20,43.826725770437434,28.29618542002305,7.199017698156227,5.349757829993437,5.519240522826554,5.052496992993596,3.1590054738508213,0.0,1.597570291718877
2025-03-21,43.82242504221564,28.29340870784422,7.1983112566404746,5.359045883356871,5.518698918290461,5.052001190123856,3.158695479805969,0.0,1.5974135217225078
2025-03-24,43.817265282381726,28.290077372490813,7.197463709813519,5.370189141476977,5.518049133140812,5.05140635510967,3.158323567250957,0.0,1.5972254383355298
2025-03-26,43.813826117464785,28.28785691804277,7.196898789467116,5.377616522521971,5.517616028042481,5.051009876246697,3.158075674199238,0.0,1.597100074014946
2025-03-28,43.813912090008,28.28791242515587,7.196912911394988,5.377430852205677,5.517626854841336,5.05101978745974,3.1580818710512695,0.0,1.5971032078831173
2025-03-31,43.82853232802532,28.29735180166758,7.199314444943015,5.379225243877879,5.4860990884783325,5.0527052592197395,3.159135689494555,0.0,1.5976361442935776
2025-04-01,43.832834255126265,28.300129287887966,7.200021083387743,5.397420877422283,5.45915456792993,5.053201200300428,3.1594457699539342,0.0,1.597792957991448
2025-04-02,43.834072636805324,28.294592908937826,7.198612536989913,5.4924728728381185,5.371728341093881,5.052212638146822,3.158827684825173,0.0,1.5974803803629392
2025-04-03,43.878855285605155,28.323499801246783,7.205966928624044,5.517731129753751,5.255405372815403,5.0573741814538025,3.162054870033374,0.0,1.5991124304676867
2025-04-08,43.90473307695684,28.34020373787948,7.2102166864505035,5.552438862147578,5.168075616863249,5.060356795129643,3.1639197089321254,0.0,1.6000555156405833
2025-04-09,42.724423527462754,27.578322028046625,7.016381375026967,5.405083297149688,5.029140049429115,4.924317078439653,3.0788627142855707,2.6864293851720022,1.557040544987625
2025-04-10,42.721154500479386,27.576211893575,7.015844521907678,5.412321155724707,5.028755248578282,4.923940298039241,3.0786271374313947,2.6862238350574783,1.5569214092068346
2025-04-16,42.71706892016545,27.573574679535195,7.01517357102633,5.421366921531962,5.028274330314545,4.9234694036127244,3.078332717054097,2.6859669416437195,1.5567725151159757
2025-04-17,42.74977545969331,27.594686526227346,7.020544774095631,5.425517818491804,4.955558748975158,4.927239082823729,3.0806896580436205,2.688023465795964,1.5579644658534357
2025-04-22,42.75407191151929,27.59745985638026,7.021250355168037,5.426063095646771,4.956056794150995,4.9176840493095035,3.0809992745167882,2.6882936184038706,1.5581210449044867
2025-04-24,42.74998003305635,27.59481857692853,7.020578369978637,5.43511451550624,4.9555824631422665,4.917213390854083,3.080704400274125,2.6880363289746456,1.5579719212851162
