date,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,BANK OF CHINA (HONG KONG) LTD,ADEN FINANCIAL GROUP LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,53.04791539146502,0.0,46.95208460853499,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,53.06921806409832,0.0,46.93078193590168,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,38.927285086383755,0.0,33.88062012165802,0.0,27.192094791958226,0.0,0.0,0.0,0.0
2024-03-13,42.800677799390904,0.0,32.79509963670183,0.5635570881416682,22.649445484702152,1.191219991063458,0.0,0.0,0.0
2024-03-14,31.691211007653415,20.311336587964664,24.50587200953294,1.7775076211790493,16.75986360870178,0.8820235107086155,0.0,4.072185654259536,0.0
2024-03-15,31.450573602272897,19.977825071168585,24.319794252657793,2.702613393403908,16.632602769967804,0.875326138082171,0.0,4.0412647724468425,0.0
2024-03-18,30.989755985027816,19.68510755626865,23.963457678923877,4.128226497547241,16.38889985777397,0.8625007533892124,0.0,3.982051671069231,0.0
2024-03-19,29.607895438783675,19.601587718677006,22.894905969962544,3.9441452377375077,14.456791455388931,0.8240410842395027,4.866144619541224,3.8044884756696082,0.0
2024-03-20,29.60495619779523,19.609569046133117,22.892633142223314,3.943753693753197,14.45535629786161,0.8239592798662077,4.865661546647677,3.804110795719647,0.0
2024-03-21,29.60201754031871,19.49843397101672,22.89036076569652,4.062477045581932,14.453921425248502,0.8238774917331007,4.865178569656029,3.8037331907484844,0.0
2024-03-22,29.519971333298578,19.444391284636456,22.82691687118528,4.516457286680872,14.413860323741032,0.6335182634736467,4.851694034435678,3.7931906025484596,0.0
2024-03-25,29.5890943751418,19.212108423892733,22.874414525134494,4.546876684656176,14.44761136838234,0.6647673942507212,4.863054609483883,3.8020726190578555,0.0
2024-03-26,29.586158865629113,18.793523889898985,22.57451766154725,5.151601533641499,14.297364276894116,0.9325662039330483,4.862572149869342,3.8016954185866396,0.0
2024-03-27,29.393694676963733,18.543135130304623,22.47694757128955,5.118089281713066,14.25363881100524,1.5868770850349279,4.830940094897221,3.7966773487916403,0.0
2024-03-28,29.328172235892048,18.462462391583845,22.426843476214174,5.932770674056897,13.677694972060447,1.5833397256986854,4.82017128916635,3.768545235327555,0.0
2024-04-02,29.244766793038995,18.047119292733363,22.363064499574072,6.56312373047456,13.63879741659132,1.5788369169335654,4.80646335954268,3.7578279911114425,0.0
2024-04-03,29.244766793038995,17.95886132843273,22.30161080591289,6.651381694775194,13.63879741659132,1.5788369169335654,4.867917053203862,3.7578279911114425,0.0
2024-04-05,28.997372714738272,17.670810815365957,22.112951874590397,7.713315403229623,13.134481611920211,1.81829142836029,4.82673724619277,3.7260389056024765,0.0
2024-04-08,28.157745819267472,17.15914763224535,21.472665276393833,7.50885811097046,12.754169087474516,1.7656423003832795,4.686977742835615,3.6181504251704424,2.8766436052590336
2024-04-10,27.58985220404883,16.813076947273178,21.03959831178451,8.125292578994015,11.96035173006315,3.5155736830321764,4.592449411203084,3.5451785140471843,2.818626619553868
2024-04-11,27.48559606809679,16.74954393437325,20.960094180854522,8.472467399525778,11.915156125288554,3.502289083856475,4.575095529543037,3.5317820445626347,2.8079756338989634
2024-04-15,27.41186366633139,16.74954393437325,20.960094180854522,8.546199801291177,11.915156125288554,3.502289083856475,4.575095529543037,3.5317820445626347,2.8079756338989634
2024-04-18,27.22617442742525,16.6360817450432,20.818109528398207,8.799547420461403,11.83444230373726,3.8447290900136517,4.544103619720897,3.5078575887934083,2.7889542764067285
2024-04-25,27.22617442742525,16.443845290542516,20.818109528398207,8.991783874962087,11.83444230373726,3.8447290900136517,4.544103619720897,3.5078575887934083,2.7889542764067285
2024-04-26,27.16897160086404,16.40929638861501,20.774370195431704,8.991161695361367,11.809577864836603,4.02848378588563,4.534556352185095,3.500487498302434,2.7830946185181147
2024-04-29,27.079917715606538,16.21893621502716,20.706276400537313,9.416937741015396,11.770868678211329,4.024384247965197,4.51969307848399,3.489013673801501,2.7739722493515764
2024-05-08,26.862889255386218,16.45023052601599,20.540328655374292,9.34146692461977,11.583804350640396,4.26309048770839,4.4834705891916204,3.461051429851388,3.013667781211934
2024-05-09,26.73971794821079,16.833321645607782,20.44614745594177,9.298634573970416,11.530690468869594,4.2435434306890905,4.4629130487162385,3.445181870000126,2.9998495579941946
2024-05-10,26.761371918465183,16.999916620027868,20.14778050312315,9.306164659248848,11.54002808525392,4.2469798754339205,4.466527140180928,3.4479717971743185,3.0832594010918575
2024-05-13,26.685496591412765,17.238831994362986,20.090656397538712,9.27977930466854,11.503720226078729,4.234938602362593,4.453863394518626,3.438195916155393,3.0745175729016565
2024-05-20,26.611478850933846,17.45943975896787,20.034930809439192,9.254039918709516,11.471812280303045,4.223192124820381,4.441509683815332,3.428659369133834,3.0749372038769858
2024-05-21,26.59957894284963,17.514236465743345,20.02597174946205,9.249901771218461,11.466682407120885,4.221303631573205,4.421636685274984,3.427126168684009,3.073562178073428
2024-05-22,26.63849143487682,17.61151020715244,20.010485103211987,9.254476918143945,11.453601925533077,4.227478971576175,4.428105092261146,3.432139707432183,2.9437106398122235
2024-05-23,26.631335709557085,17.81272403947691,20.005109816279422,9.25199094798434,11.271442872433077,4.2263433712968,4.426915599087158,3.4312177539850297,2.9429198899001734
2024-05-24,26.7522248546896,18.17122071529955,20.041951575792574,9.293989039581156,10.689976295800586,4.245528253450841,4.447010950224779,3.887536676147147,2.4705616390137664
2024-05-27,26.55414007810356,19.31340051676203,19.889981233003013,9.225172417692761,10.470948652948644,4.214092568376331,4.4140834021297835,3.742685603100334,2.1754955278835433
2024-05-28,26.49264212040901,19.722953460765794,19.843917108131524,9.203807415421943,10.330901194018685,4.204332957041575,4.403860622799479,3.555868043328383,2.241717078083608
2024-05-29,26.466709420292865,20.104091830517664,19.82449260720195,9.19479813742898,10.214003453907655,4.200217485837614,4.390651075237879,3.3032218871672083,2.301814102408184
2024-05-30,26.419688895179338,20.237151247729663,19.789272586545163,9.178462739255028,10.195857344457954,4.192755416086561,4.391733639222871,3.2973534119731593,2.2977247195502617
2024-05-31,26.414996030023797,20.251319328780937,19.785757466130864,9.176832391216436,10.194046279087255,4.192010667127708,4.390953546245634,3.2967677110970457,2.2973165802903264
2024-06-03,26.40327115774198,20.30447239324439,19.759220253338363,9.172759053949363,10.189521429243577,4.190149951736338,4.389004525717046,3.2953043688231536,2.2962968662057897
2024-06-04,26.396241229209405,20.325691501289548,19.75395931785008,9.170316786845012,10.186808446939194,4.189034315172765,4.3878359436894385,3.294426986847734,2.2956854721568263
2024-06-05,26.41533086128773,20.313071901994885,19.741694689556443,9.164623218030993,10.180483769587688,4.186433472073,4.385111670747651,3.2923815780370713,2.3208688386845373
2024-06-06,26.39426136185715,20.394357076726102,19.7259482418892,9.157313295445213,10.172363572338876,4.183094272646758,4.36388902510861,3.2897554957764337,2.3190176582116564
2024-06-12,26.3919223809386,20.392549789475485,19.724200187041,9.156501801584117,10.171462127742032,4.182723579277086,4.37236401274431,3.289463967431471,2.3188121537658986
