date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,DEUTSCHE BANK AG,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-11-28,505384601.0,32750065.0,24432730.0,3760776.0,5906747.0,3629127.0,1613102.0,386296.0,826156.0,0.0
2024-11-29,505318951.0,32694961.0,24464678.0,3757301.0,6234636.0,3416739.0,1498636.0,406919.0,0.0,0.0
2024-12-02,505058498.0,33117545.0,24429278.0,3819671.0,6045027.0,3316308.0,1766576.0,363199.0,826206.0,0.0
2024-12-03,505024548.0,33134026.0,24286986.0,3830514.0,6050513.0,3640814.0,1790366.0,393175.0,827806.0,2751403.0
2024-12-04,504512577.0,33313231.0,24322286.0,3856561.0,6153245.0,3616322.0,1732258.0,549266.0,832486.0,0.0
2024-12-05,503556759.0,32984314.0,24383986.0,3865650.0,6365295.0,4181282.0,1814380.0,428620.0,842176.0,2758903.0
2024-12-06,504255659.0,33862283.0,24433648.0,3854670.0,6221154.0,3586443.0,1473698.0,361205.0,841476.0,0.0
2024-12-09,504095490.0,33491828.0,24378398.0,3853330.0,6280271.0,3590650.0,1639953.0,388780.0,836606.0,0.0
2024-12-10,504626314.0,33158146.0,24350988.0,3829087.0,6301253.0,3539219.0,1736163.0,355656.0,839987.0,2750653.0
2024-12-11,505952852.0,31970167.0,23621585.0,3816587.0,6300384.0,3598392.0,1768990.0,608348.0,840605.0,2772153.0
2024-12-12,504988916.0,33407674.0,23598735.0,3855026.0,6261037.0,3560807.0,1788690.0,354989.0,845305.0,0.0
2024-12-13,505148036.0,33734253.0,23511635.0,3873659.0,6523673.0,3549893.0,1421086.0,343315.0,847005.0,2760603.0
2024-12-16,504784487.0,34006952.0,23541535.0,3840828.0,6571043.0,3620031.0,1494320.0,359375.0,846855.0,2760403.0
2024-12-17,503921910.0,33154991.0,24736982.0,3855308.0,6370691.0,3584813.0,1519556.0,1002067.0,846005.0,2754653.0
2024-12-18,503608779.0,33823309.0,24569182.0,3850388.0,6458068.0,3347958.0,1885035.0,352779.0,840075.0,0.0
2024-12-19,503627405.0,33915642.0,24600050.0,3848903.0,6441916.0,3388912.0,1908511.0,363767.0,836425.0,0.0
2024-12-20,503703693.0,33847900.0,24593780.0,3844463.0,6492466.0,3267938.0,2004176.0,344605.0,836525.0,0.0
2024-12-23,503683247.0,33951858.0,24553330.0,3849055.0,6485116.0,3396491.0,1516572.0,404664.0,835475.0,2750153.0
2024-12-27,504839406.0,31866858.0,24528738.0,3850611.0,6501676.0,3417582.0,1534566.0,1224605.0,838475.0,2749953.0
2024-12-30,504850590.0,32246076.0,24540597.0,3848711.0,6413886.0,3443874.0,1483033.0,1103080.0,836015.0,0.0
2025-01-02,505055896.0,32204094.0,24399827.0,3852771.0,6484348.0,3323244.0,1628283.0,1097131.0,0.0,0.0
2025-01-03,504881247.0,32328796.0,24323834.0,3894006.0,6424544.0,3367967.0,1656883.0,1119507.0,831225.0,0.0
2025-01-06,504855108.0,32355910.0,24136234.0,3908577.0,6482745.0,3405607.0,1576899.0,1152981.0,830855.0,2750003.0
2025-01-07,504913286.0,32503625.0,24095091.0,3891548.0,6401654.0,3403852.0,1646990.0,1008787.0,837805.0,2747203.0
2025-01-08,504977600.0,32660181.0,23978890.0,3887048.0,6418136.0,3274698.0,1758014.0,1232630.0,837355.0,0.0
2025-01-09,504721263.0,33159409.0,23889990.0,3891213.0,6640494.0,3229547.0,1749580.0,999988.0,834955.0,2760653.0
2025-01-10,505012224.0,32498842.0,23906340.0,4111013.0,6498686.0,3231191.0,1822752.0,1032935.0,833205.0,0.0
2025-01-13,504687119.0,32593924.0,23897940.0,4120213.0,6568062.0,3233025.0,1864853.0,1001339.0,839705.0,0.0
2025-01-14,504609357.0,32675450.0,23900778.0,4231483.0,6451008.0,3319489.0,1919932.0,1025532.0,840402.0,0.0
2025-01-15,504829954.0,33058492.0,23940800.0,4256136.0,6367080.0,3276334.0,1601373.0,1033441.0,840052.0,0.0
2025-01-16,504606840.0,32779119.0,23975750.0,4258936.0,6381465.0,3339128.0,2141833.0,977817.0,839512.0,0.0
2025-01-17,504475114.0,32566890.0,24190052.0,4300486.0,6350910.0,3284128.0,2136604.0,1011443.0,846952.0,0.0
2025-01-20,504235060.0,32855204.0,24214113.0,4316496.0,6291164.0,3288357.0,2131754.0,976129.0,848052.0,0.0
2025-01-21,504083574.0,32586997.0,24339413.0,4339246.0,6211592.0,3562941.0,2117678.0,1012675.0,0.0,0.0
2025-01-22,505047591.0,32311900.0,24439585.0,4341696.0,6219035.0,3511702.0,1625919.0,988651.0,851047.0,0.0
2025-01-23,505007135.0,31723857.0,24643560.0,4323616.0,6223110.0,3462452.0,1747934.0,963097.0,851987.0,0.0
2025-01-24,504937321.0,32379688.0,24603960.0,4316606.0,6305497.0,3212915.0,1574167.0,1078223.0,856017.0,0.0
2025-01-27,504946090.0,32318649.0,24642610.0,4272176.0,6293912.0,3145079.0,1545307.0,1093349.0,855897.0,0.0
2025-02-03,504532460.0,32160941.0,24606620.0,4244326.0,6285482.0,3544769.0,1534207.0,1363992.0,855987.0,0.0
2025-02-04,504440800.0,32364479.0,24657121.0,4226716.0,6350350.0,3483669.0,1427931.0,1265401.0,855387.0,2749553.0
2025-02-05,504133697.0,32320337.0,24774469.0,4219272.0,6331225.0,3581563.0,1943468.0,1144620.0,858327.0,2744003.0
2025-02-06,504106140.0,32142970.0,24801478.0,4163592.0,6364507.0,3792923.0,1769268.0,1137779.0,857877.0,0.0
2025-02-07,504081169.0,32128127.0,25043278.0,4176471.0,6358074.0,3697805.0,1509176.0,1060392.0,868862.0,0.0
2025-02-10,503952955.0,32118633.0,24943778.0,4209171.0,6391673.0,3675062.0,1542504.0,1090760.0,862709.0,2738203.0
2025-02-11,503775520.0,32302391.0,25199978.0,4222621.0,6507381.0,3651814.0,1356918.0,1109823.0,833809.0,2675503.0
2025-02-12,504025725.0,31977720.0,25271728.0,4208631.0,6616928.0,3441933.0,1378768.0,1297552.0,880409.0,2699453.0
2025-02-13,504021646.0,31831232.0,25343221.0,4200846.0,6733869.0,3428533.0,1347676.0,1356615.0,797461.0,2625303.0
2025-02-14,503982088.0,32132417.0,25452871.0,4202556.0,6223168.0,3572111.0,1417246.0,1162543.0,783861.0,2613003.0
2025-02-17,504528289.0,31712650.0,25609051.0,4200856.0,6498397.0,3508708.0,1355965.0,952461.0,783692.0,0.0
2025-02-18,504640195.0,31599611.0,25796661.0,4207806.0,6431605.0,3528448.0,1267655.0,938219.0,784132.0,2660203.0
2025-02-19,504625067.0,31547138.0,25853750.0,4201669.0,5939596.0,3799344.0,1297655.0,901957.0,783182.0,2677553.0
2025-02-20,504470945.0,31350855.0,26002360.0,4170179.0,5956096.0,3748733.0,1292673.0,900531.0,785736.0,2695853.0
2025-02-21,504324462.0,31576613.0,26038242.0,4183144.0,6002174.0,3761559.0,1196514.0,1134091.0,785636.0,2650853.0
2025-02-24,503780774.0,31828986.0,26006442.0,4204994.0,6113653.0,3809779.0,1148496.0,1099208.0,785286.0,0.0
2025-02-25,502861849.0,31831147.0,25886953.0,4221944.0,6431761.0,3866111.0,1277296.0,1160659.0,787286.0,2604503.0
2025-02-26,502274170.0,32449339.0,26002373.0,4211334.0,6065786.0,3928512.0,1101546.0,929624.0,891626.0,2603253.0
2025-02-27,502397086.0,30486716.0,26048112.0,4428129.0,5972219.0,3886618.0,1224551.0,1072213.0,994176.0,2457353.0
2025-02-28,502999829.0,29634285.0,26089437.0,4511621.0,6198220.0,4236664.0,1391151.0,1168420.0,981072.0,2436453.0
2025-03-03,499441208.0,30184945.0,25986085.0,4619672.0,7919630.0,4260399.0,2092530.0,1022954.0,785272.0,2417998.0
2025-03-04,500529066.0,30292798.0,25534933.0,4982897.0,6238418.0,4378335.0,1293731.0,1134505.0,792182.0,0.0
2025-03-05,500970850.0,29764533.0,25504149.0,5038997.0,5919059.0,4249660.0,1801280.0,1119114.0,776532.0,2367398.0
2025-03-06,501640433.0,30145479.0,25303969.0,5045610.0,6135105.0,3950856.0,1845490.0,912356.0,777339.0,0.0
2025-03-07,500839363.0,29840924.0,25067507.0,4988793.0,6846568.0,4321691.0,1772570.0,1022872.0,782939.0,2369198.0
2025-03-10,500988681.0,29753084.0,24950004.0,4903625.0,6796367.0,4291588.0,2091810.0,994811.0,783189.0,2348398.0
2025-03-11,501174139.0,28767544.0,23035785.0,4827984.0,7838748.0,4101974.0,2266600.0,1556665.0,885734.0,2363998.0
2025-03-12,497204569.0,27976194.0,23479183.0,4914618.0,10545361.0,4736252.0,3824128.0,1135591.0,795484.0,2269598.0
2025-03-13,496552402.0,26932392.0,23052849.0,4904071.0,9598412.0,5680694.0,3761574.0,1163722.0,800834.0,2269748.0
2025-03-14,497442624.0,26670480.0,23088149.0,5026923.0,10264469.0,5672667.0,2695669.0,1029802.0,805544.0,0.0
2025-03-17,497757493.0,26619275.0,23165150.0,5143786.0,10265466.0,5604067.0,2606846.0,978241.0,809594.0,0.0
2025-03-18,497466708.0,27647118.0,23090740.0,5139723.0,9719999.0,5415686.0,2474571.0,1158494.0,809567.0,2256448.0
2025-03-19,499953927.0,27682903.0,23210195.0,5136148.0,8974071.0,4370059.0,2264821.0,1081684.0,823602.0,0.0
2025-03-20,500127509.0,30839962.0,24173487.0,5115201.0,6489374.0,4318816.0,2221456.0,1206140.0,825132.0,2239148.0
2025-03-21,503860162.0,28514124.0,24217294.0,5079426.0,6483501.0,4191669.0,2114766.0,1169038.0,837882.0,0.0
2025-03-24,504608634.0,27924157.0,24300999.0,5072946.0,6630955.0,4293652.0,2074224.0,1121470.0,838102.0,0.0
2025-03-25,504406595.0,28914211.0,24312927.0,5076506.0,6468598.0,4193479.0,2024310.0,1044809.0,838017.0,2220098.0
2025-03-26,503627331.0,29483966.0,24366949.0,5092756.0,6929173.0,4081904.0,2054628.0,919760.0,837496.0,2173798.0
2025-03-27,504384456.0,29194796.0,24372259.0,5134336.0,6370571.0,4135804.0,1759254.0,1013348.0,834616.0,0.0
2025-03-28,504324098.0,29115130.0,24306049.0,5161706.0,6404963.0,4289138.0,1799702.0,975204.0,839865.0,0.0
2025-03-31,504439454.0,29224721.0,24119369.0,5160576.0,6371142.0,4340824.0,1828683.0,950901.0,841113.0,0.0
2025-04-01,503606305.0,29299958.0,24694119.0,5161771.0,6409421.0,4231646.0,1821852.0,1158695.0,0.0,2179898.0
2025-04-02,503362551.0,29769751.0,24720924.0,5175766.0,6460740.0,4074613.0,1679052.0,1166336.0,841163.0,2180598.0
2025-04-03,502607740.0,30454815.0,24682874.0,5179991.0,6525779.0,4082545.0,1916797.0,975563.0,0.0,0.0
2025-04-07,501987844.0,30458903.0,24817964.0,5196971.0,6872496.0,4035213.0,1960472.0,890823.0,840920.0,2163998.0
2025-04-08,501616628.0,30673848.0,24771204.0,5248338.0,6557814.0,3975224.0,2278412.0,1125924.0,840930.0,2135398.0
2025-04-09,500063696.0,31172403.0,24539295.0,5383234.0,6622344.0,3976193.0,2640178.0,932814.0,847749.0,2119598.0
2025-04-10,500555644.0,31364685.0,24752968.0,5371304.0,6457939.0,3716879.0,2844123.0,1504115.0,845639.0,2147043.0
2025-04-11,497738752.0,31839359.0,24983024.0,5398132.0,7475637.0,3742011.0,2955461.0,1650516.0,876789.0,0.0
2025-04-14,494348767.0,33520654.0,25158062.0,5407899.0,6818977.0,3642744.0,5271591.0,2042431.0,882139.0,2164493.0
2025-04-15,494273081.0,32502801.0,24884293.0,5496305.0,7124000.0,3844983.0,4865915.0,1790556.0,870239.0,2184743.0
2025-04-16,495225458.0,33269684.0,25519026.0,5522789.0,6270466.0,4032422.0,4236040.0,1044875.0,870279.0,0.0
2025-04-17,494685232.0,32829567.0,26353490.0,5530048.0,6128408.0,4039103.0,4321740.0,1132914.0,870973.0,0.0
2025-04-22,493649939.0,33239330.0,26447294.0,5595929.0,6320690.0,3940014.0,3973676.0,1412332.0,875464.0,0.0
2025-04-23,492756853.0,34103616.0,26374234.0,5641530.0,6017338.0,4031766.0,4905130.0,1622850.0,876664.0,2193893.0
2025-04-24,489853634.0,34195434.0,26232456.0,5660585.0,6382460.0,5296460.0,5016498.0,2489791.0,916664.0,2188771.0
2025-04-25,489806519.0,35335929.0,26251404.0,5663445.0,6261668.0,5325952.0,3909500.0,2328825.0,967414.0,2201071.0
2025-04-28,483809359.0,35039715.0,27077489.0,6651155.0,6765702.0,5487384.0,7176399.0,2657790.0,1004914.0,0.0
2025-04-29,486890282.0,33964727.0,27277661.0,6719705.0,6583653.0,5425234.0,5508924.0,2366938.0,1047634.0,2194998.0
2025-04-30,483424635.0,34055572.0,33072346.0,6725455.0,6409890.0,5432976.0,3753095.0,2254739.0,1048712.0,0.0
2025-05-02,482705101.0,34791638.0,33213691.0,6720309.0,6596218.0,5468444.0,3494315.0,2190077.0,1068965.0,0.0
