date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,DBS BANK LTD,TOTAL_CCASS_PCT
2024-03-01,70.16323675995694,8.62794314675278,3.1968908144958736,2.094186813778256,2.074461966271977,1.8996112665949048,0.9546073376390385,0.8087711876569789,0.5555816110513097,0.061514495873699324,90.43680540007176
2024-03-04,70.09898057050592,8.660712163616791,3.1925671689989237,2.1032467348403303,2.0209135629709363,1.9019792967348403,0.9597836383207751,0.7954952637244349,0.5587211876569788,0.06150552565482597,90.35390511302475
2024-03-05,70.09753548618586,8.64147070326516,3.194612378902045,2.1260490312163616,2.0067406171510584,1.9080503767491925,0.9855640473627556,0.7953158593469681,0.5555599748833872,0.061362002152852535,90.37226047721565
2024-03-06,70.0975135450305,8.644630947255113,3.201052996053104,2.1493357194115537,2.0273721205597415,1.944506297093649,0.9787466810190169,0.7955132041621815,0.5558290814495874,0.06145170434158593,90.45595229637603
2024-03-07,70.09926324004306,8.647472640832436,3.1985156440617146,2.2003403839253677,2.0806911015428775,1.890641729458199,0.9111650520272695,0.7972893074991029,0.5775235737351991,0.061433763903839256,90.46433643702906
2024-03-08,70.11668340509509,8.684371151776103,3.1904414424111947,2.164333925367779,2.070536813778256,1.8777852888410478,0.8934937208467886,0.7962171869393613,0.5746710441334768,0.061433763903839256,90.42996774309293
2024-03-11,70.1166116433441,8.651897524219592,3.196128561176893,2.2103152673125224,2.090576282741299,1.8949438284894153,0.847637961966272,0.8012225690706855,0.5818588805166846,0.06150552565482597,90.45269804449228
2024-03-12,70.11391088984571,8.66729770362397,3.1891497308934342,2.1942944564047364,2.0732996411912454,1.9087399354144239,0.8888503767491926,0.7931314316469321,0.6082133835665591,0.06514743451740222,90.5020349838536
2024-03-13,70.15404343379979,8.663645712235377,3.2006075170434163,2.1706130785791173,2.0719361679224972,1.884749085037675,0.8706587728740581,0.7866943308216721,0.6071728381772514,0.06502185145317546,90.47514278794402
2024-03-14,70.14634434876211,8.658527090060998,3.2020418729817006,2.2354498205956226,2.0639115895227844,1.7187043774668103,0.7818119124506637,0.8415203085755293,0.6292317725152494,0.06480656620021528,90.34234965913168
2024-03-15,70.09948860782204,8.696323466092574,3.209121026193039,2.2420160208109077,2.0690370470039467,1.6480206853247221,0.7589378543236455,0.8452698600645856,0.6911083423035522,0.06468098313598851,90.32400389307499
2024-03-18,70.10519574811626,8.730336885540007,3.196833979189092,2.215266828130606,1.9897960172228204,1.710129817007535,0.8133332615715824,0.8466871546465735,0.7293620200932903,0.06474377466810191,90.40168548618587
2024-03-19,70.13927036239684,8.760776892716182,3.195981933979189,2.197344330821672,1.9786191245066378,1.7384477574452817,0.8774523860782204,0.8420011123071404,0.7293950663796196,0.06336236096160747,90.5226513275924
2024-03-20,70.13925035880875,8.750751237890205,3.1915739684248297,2.273214442052386,1.9243851811984212,1.746172030857553,0.9370907606745604,0.8374442411194832,0.7716986185862935,0.06329059921062075,90.63487143882311
2024-03-21,70.13935376749193,8.657727502691067,3.17960613562971,2.32795071761751,1.916866433440976,1.7036914424111946,0.9920961428058844,0.8251191603875135,0.7938651417294582,0.0629497308934338,90.59922617509866
2024-03-22,70.13144687836383,8.65825468245425,3.181920452099031,2.347236688195192,1.9049539827771795,1.7046128094725512,0.9727025296017223,0.8219680839612488,0.8566661822748475,0.0629497308934338,90.64271202009328
2024-03-25,70.13238623968425,8.677304628632939,3.1828723537854327,2.3857368675995696,1.8784509687836384,1.7019093469680662,0.9560976856835306,0.8200272156440617,0.885975780409042,0.06560491567994259,90.68636600287047
2024-03-26,70.12808073196986,8.618766774309293,3.1745300502332254,2.523591191245066,1.8870085575888051,1.6782872264083242,0.9286129350556154,0.8181483315392896,0.9099083243631144,0.06559594546106925,90.73253006817367
2024-03-27,70.1130995694295,8.588615428776462,3.1776534804449232,2.5140289379260854,1.8767825080731972,1.6583549874416934,0.9301737531395767,0.7913632579834948,0.918073232866882,0.06559594546106925,90.63374110154288
2024-03-28,70.10246627197704,8.583418586293504,3.1775278973806964,2.5046999102978114,1.8661617689271617,1.6843986185862934,0.931214298528884,0.792475565123789,0.9302317725152495,0.06559594546106925,90.6381906350915
2024-04-02,70.13219357732329,8.655891711517762,3.1669720667384285,2.5098129350556153,1.8466605130965195,1.6873543595263725,0.9336541980624327,0.7669804090419806,0.8539759418729818,0.06559594546106925,90.61909165769644
2024-04-03,70.13703749551489,8.72025430570506,3.171941567994259,2.4776995514890565,1.8246117151058485,1.6786186939361318,0.9277064585575888,0.7763273771080015,0.8233450304987442,0.06559594546106925,90.60313814137065
2024-04-05,70.13038159311087,8.801135378543236,3.177232203085755,2.5104229099390025,1.8117843021169717,1.6322244169357731,0.9254997847147471,0.7764188733405095,0.8105355579476139,0.06558697524219591,90.64122199497668
2024-04-08,70.15557757445282,8.892259992823826,3.178308629350556,2.517796429852888,1.7840125044851094,1.6583257804090419,0.9247821672048798,0.7732236813778257,0.8099677251524937,0.06558697524219591,90.75984146035164
2024-04-09,70.15966467527808,8.880164316469322,3.1686566738428414,2.517796429852888,1.7840125044851094,1.6447313419447434,0.9244951202009329,0.7898051309651954,0.8103247398636527,0.06558697524219591,90.74523790814496
2024-04-10,70.15650715823466,8.89570310369573,3.1683516864011483,2.52373471474704,1.7605464119124508,1.6030773591675638,0.910375995694295,0.7892814316469323,0.8099659311087191,0.06558697524219591,90.68313076785074
2024-04-11,70.15758109077862,8.926379332615717,3.1661450125583066,2.521976551847865,1.7857527269465374,1.576513383566559,0.9119906350914962,0.7877796376031575,0.810221600287047,0.06558697524219591,90.70992694653751
2024-04-12,70.16320728381773,8.971317330462863,3.163308216720488,2.5026547003946895,1.7809985109436672,1.573901489056333,0.9107886257624687,0.7890103516325799,0.8103499641191244,0.06558697524219591,90.73112344815215
2024-04-15,70.16595217079296,8.967089522784356,3.164420523860782,2.4989230893433803,1.7806935235019736,1.4780437746681019,0.9190232866881951,0.7933949946178687,0.9082006996770722,0.06558697524219591,90.74132856117689
2024-04-16,70.16280574094009,8.966189558665231,3.1654305705059205,2.4911907606745607,1.7803347147470399,1.5245687298170074,0.9204764621456764,0.7947405274488697,0.8980849838536061,0.06558697524219591,90.76940902404019
