date,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,CITIBANK N.A.,CHINA GALAXY INTERNATIONAL SECURITIES,UBS SECURITIES HONG KONG LTD,CHIYU BANKING CORPORATION LTD,TOTAL_CCASS_PCT
2024-03-01,18.13969291822707,18.895059407585908,2.3220903697657276,7.063941646241484,6.879774713321238,5.866769160801527,4.683887602675752,4.5306002323146535,2.0647162052635406,2.0678513703322174,72.51438362652912
2024-03-04,17.819177793697865,19.769028941542164,2.2498007265533078,7.063696596603474,6.80037863060658,5.864971721706737,4.691943670787682,4.5306002323146535,2.0647162052635406,2.0668711717801846,72.92118569085618
2024-03-05,17.773721085847342,19.770131664913198,2.3005260016210056,7.064186695879491,6.812753637325994,5.879810702536323,4.653953257832813,4.5306002323146535,2.0652063045395566,2.0668711717801846,72.91776075459056
2024-03-06,17.774749559178062,19.770009140094196,2.3022413490870632,7.0643092206984965,6.808220219022843,5.882138674097401,4.691235048496972,4.5306002323146535,2.064226105987524,2.0668711717801846,72.95460072075738
2024-03-07,17.730776136786407,19.770009140094196,2.2902339168246613,7.064676795155508,6.833337806918684,5.892063184436734,4.679595190691582,4.5306002323146535,2.064287368397026,2.0668711717801846,72.92245094339962
2024-03-08,17.72409853415068,19.768783891904153,2.2756534633631733,7.064676795155508,6.829294487891548,5.869224741961598,4.7037814061757635,4.5306002323146535,2.064226105987524,2.0665035973231722,72.89684325622777
2024-03-11,17.740592764022605,19.769028941542164,2.2831274773224233,7.082442893911102,6.828681863796528,5.877361431404432,4.615409400270503,4.5306002323146535,2.064226105987524,2.0665035973231722,72.8579747078951
2024-03-12,17.719702282382404,19.769028941542164,2.2882735197205957,7.082320369092098,6.824516019950389,5.894294912752484,4.60842168731788,4.5306002323146535,2.066063978272586,2.0665035973231722,72.84972554066842
2024-03-13,17.723255502133522,19.769028941542164,2.298443079697936,7.07999239753102,6.824761069588396,5.88111902255365,4.5609172834297524,4.5306002323146535,2.107569138185406,2.0665035973231722,72.84219026429966
2024-03-14,17.736749589287314,19.769641565637183,2.291336640195698,7.086486212938238,6.799766006511559,5.881340608688818,4.582955945148838,4.5306002323146535,2.107569138185406,2.0665035973231722,72.85294953623088
2024-03-15,17.35420584630041,19.769641565637183,2.2953799592228337,7.086486212938238,6.804176899995706,5.88256585687886,4.5871217889949785,4.5306002323146535,2.0754063731968295,2.0665035973231722,72.45208833280287
2024-03-18,17.37760808673019,19.76976409045619,2.312043334607391,7.087956510766287,6.805892247461765,5.88200836895239,4.600001169131823,4.5306002323146535,2.0750387987398167,2.0665035973231722,72.50741643648368
2024-03-19,17.57315157161979,19.76976409045619,2.3054269943811696,7.087956510766287,6.801726403615625,5.853622370247206,4.5078807001763606,4.5306002323146535,2.0718531534457107,2.0665035973231722,72.56848562434615
2024-03-20,17.635055704861376,19.770131664913198,2.3083675900372684,7.08746641149027,6.797070460493469,5.854602568799239,4.4991813767646605,4.5236163176314195,2.0642275150229428,2.0665035973231722,72.60622320733702
2024-03-21,17.612449875755114,19.770254189732203,2.2989331789739524,7.089428340154575,6.818757353457196,5.8534385830187,4.500590412183207,4.5236163176314195,2.0642275150229428,2.0665035973231722,72.59819936325248
2024-03-22,17.60362808878682,19.770989338646228,2.304936895105153,7.090040964249594,6.8029516518056665,5.861280171434963,4.533833601025762,4.5236163176314195,2.0642275150229428,2.0665035973231722,72.62200814103173
2024-03-25,17.598665833617154,19.770989338646228,2.306774767390215,7.115526126602448,6.800133580968572,5.863118043720024,4.491293106392357,4.5236163176314195,2.0880585923192405,2.0665035973231722,72.62467930461082
2024-03-26,17.604047123667815,19.77135691310324,2.3147388806254816,7.11589370105946,6.806259821918776,5.855153930484757,4.491170581573353,4.5236163176314195,2.088671216414261,2.0665035973231722,72.63741208380173
2024-03-27,17.585852188045706,19.770989338646228,2.3108180864173504,7.11589370105946,6.8076075949278225,5.855398980122765,4.491660680849369,4.5236163176314195,2.100739911086165,2.0665035973231722,72.62908039610946
2024-03-28,17.596328060070558,19.77135691310324,2.317311901824568,7.11589370105946,6.794619964113386,5.858707150235876,4.488187102230603,4.5236163176314195,2.1041093436087777,2.0665035973231722,72.63663405120107
2024-04-02,17.612717286172593,19.77135691310324,2.2521286981143858,7.115648651421451,6.798418233502514,5.853683632656708,4.491372563737482,4.5236163176314195,2.1041384432532912,2.0665035973231722,72.58958433691626
2024-04-03,17.659587930434423,19.770989338646228,2.18474004766213,7.120549644181616,6.800991254701601,5.8651397032335915,4.53792703270387,4.5236163176314195,2.1041384432532912,2.067116221418193,72.63479593386636
2024-04-05,17.687150317306262,19.770621764189215,2.1206595673229853,7.122264991647673,6.768522177665513,5.87374707176863,4.5220043198501925,4.5236163176314195,2.1251514497124946,2.0665035973231722,72.58024157441756
2024-04-08,17.686415168392237,19.770866813827222,2.1255605600831493,7.122264991647673,6.766806830199457,5.871419100207552,4.5264152133343405,4.5236163176314195,2.1251514497124946,2.0665035973231722,72.58502004235872
2024-04-09,17.715269763267703,19.770989338646228,2.1255605600831493,7.122693828514187,6.766806830199457,5.858186419755109,4.519002094210134,4.5236163176314195,2.1251514497124946,2.0665035973231722,72.59378019934304
2024-04-10,17.715637337724715,19.767926218171127,2.1901311396983107,7.122816353333191,6.763253610448337,5.862849898153633,4.537424987258,4.5236163176314195,2.1251514497124946,2.0665035973231722,72.67531090945441
2024-04-11,17.760236371842208,19.766578445162082,2.1862103454901796,7.124041601523233,6.763743709724354,5.862243400299564,4.520274943292359,4.5236163176314195,2.1251514497124946,2.0665035973231722,72.69860018200106
2024-04-12,17.857551709336214,19.766455920343077,2.1813093527300156,7.104682680120584,6.760680589249252,5.865720960974947,4.450563651108651,4.513201708016071,2.077091211982955,2.0665035973231722,72.64376138118493
2024-04-15,17.869603863157554,19.767068544438096,2.1712623175716788,7.105417829034609,6.761415738163276,5.873440024572205,4.449828440932218,4.510506161997981,2.077091211982955,2.0665035973231722,72.65213772917375
2024-04-16,17.898852375326115,19.766578445162082,2.1381806164405717,7.105417829034609,6.770605099588583,5.862412790861836,4.451053872909487,4.510506161997981,2.077091211982955,2.0665035973231722,72.6472020006274
2024-04-17,17.852194924249357,19.766578445162082,2.1407536376396576,7.108971048785728,6.7773439646338085,5.850860722089263,4.432140758060785,4.510506161997981,2.077091211982955,2.0665035973231722,72.58294447192478
2024-04-18,17.85644279846182,19.766578445162082,2.1549665166441336,7.108971048785728,6.771462773321613,5.849132325729982,4.422050839215798,4.510506161997981,2.063736006711508,2.0665035973231722,72.57035051335382
2024-04-19,17.84725343703651,19.766700969981084,2.159377410128281,7.108971048785728,6.785553127507084,5.851521620962971,4.463195898685565,4.510506161997981,2.0637972691210096,2.0665035973231722,72.62338054152939
2024-04-22,17.84480294065643,19.766578445162082,2.1587647860332604,7.109093573604731,6.817654630086158,5.845687356656453,4.4673331942488765,4.510506161997981,2.0555881062477352,2.0665035973231722,72.64251279201687
2024-04-23,17.84170588080646,19.766578445162082,2.1550890414631376,7.109461148061745,6.823780871036364,5.854202831577238,4.464913329073545,4.510506161997981,2.039846607601364,2.0665035973231722,72.63258791410308
2024-04-24,17.348614487447566,19.766700969981084,2.170894743114667,7.109461148061745,6.772933071149661,5.8490812941428665,4.465158378711554,4.510506161997981,2.5360991412905647,2.0665035973231722,72.59595299322086
2024-04-25,17.33357389202831,19.767313594076104,2.195767281372499,7.102844807835523,6.760680589249252,5.849938967875895,4.471774718937775,4.510506161997981,2.5326384890402034,2.0665035973231722,72.59154209973671
2024-04-26,17.336681795324758,19.766455920343077,2.19637990546752,7.103579956749548,6.758352617688174,5.846736107844719,4.496296897475665,4.510506161997981,2.520386007139793,2.0665035973231722,72.60187896735441
2024-04-29,17.35015928036557,19.76633339552407,2.1999331252186387,7.1060304531296286,6.746345185425771,5.847103682301731,4.496174617706299,4.510506161997981,2.51609763847465,2.0665035973231722,72.60518713746752
2024-04-30,17.345342952255336,19.766946019619095,2.209857635557971,7.1060304531296286,6.707259768163463,5.850411852414841,4.516557540283774,4.510506161997981,2.5148723902846086,2.0665035973231722,72.59428837102988
2024-05-02,17.365804597029022,19.767068544438096,2.2239479897434427,7.10664307722465,6.567213900041775,5.852392098539586,4.559360115505029,4.510506161997981,2.5151174399226166,2.0665035973231722,72.53455752176538
2024-05-03,17.387430840207344,19.76682349480009,2.2121856071190487,7.090838723346129,6.49774232766645,5.867095076820078,4.552684718316048,4.510506161997981,2.5148723902846086,2.0665035973231722,72.46668293788095
2024-05-06,17.42190632241703,19.766210870705066,2.2121856071190487,7.096719914658327,6.49774232766645,5.85603200460015,4.557725695681924,4.503522247314748,2.5158065807671055,2.0665035973231722,72.49435516825302
2024-05-07,17.425313921420763,19.766210870705066,2.2121856071190487,7.096719914658327,6.49774232766645,5.860093702350136,4.5861034852242355,4.499846502744624,2.5161972511525,2.0665035973231722,72.52691718036432
2024-05-08,17.42323841224924,19.769519040818178,2.2169640750602086,7.096719914658327,6.455348740291031,5.859379505180161,4.561028107128541,4.497396006364542,2.530457853573978,2.0665035973231722,72.47655525264737
2024-05-09,17.421653860027472,19.77123438828424,2.198340302571585,7.096719914658327,6.423492287349965,5.856806483981075,4.551961270522238,4.491024715776329,2.534125327718818,2.0665035973231722,72.41186214821322
2024-05-10,17.424182159667623,19.77123438828424,2.2292165569606186,7.096107290563307,6.426922982282079,5.858050110893967,4.525557172026854,4.491024715776329,2.5236145361205513,2.0665035973231722,72.41241350989873
2024-05-13,17.452002645070692,19.77123438828424,2.2901113920056573,7.096107290563307,6.389430387666824,5.84775091965812,4.5246499982669475,4.470685595821648,2.5314561245368137,2.0665035973231722,72.43993233919743
2024-05-14,17.457388958638933,19.771479437922245,2.3277265114399164,7.096964964296334,6.296556574861715,5.865357368574553,4.573414876230579,4.4450779086497905,2.5666197673924387,2.0665035973231722,72.46708996532968
2024-05-16,17.44501395191952,19.767926218171127,2.5154345341541995,7.093044170088205,6.355368487983684,5.864867269298537,4.5381322617757025,4.423513540505069,2.552639685544071,2.0665035973231722,72.62244371676329
2024-05-17,17.519080205007498,19.767558643714114,2.5773095677512705,7.092063971536171,6.295943950766696,5.869108098333906,4.549105278253662,4.411261058604659,2.556362969743968,2.0665035973231722,72.70429734103512
2024-05-20,17.456495507658758,19.769028941542164,2.620193254402706,7.0921864963551755,6.361617253752893,5.8614074134594984,4.51123469457178,4.402071697179351,2.5876067985900133,2.0665035973231722,72.72834565483551
