date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,WEST BULL SECURITIES LTD,CMB WING LUNG BANK LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,DBS BANK LTD,THE CORE SECURITIES COMPANY LTD,CHINA MERCHANTS BANK CO LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,92.72129709215217,0.0,0.0,0.0,7.278702907847837,0.0,0.0,0.0,0.0,0.0
2024-03-04,92.72141364341451,0.0,0.0,0.0,7.278586356585488,0.0,0.0,0.0,0.0,0.0
2024-03-05,92.72135536824992,0.0,0.0,0.0,7.278644631750085,0.0,0.0,0.0,0.0,0.0
2024-03-07,92.72170500524098,0.0,0.0,0.0,7.278294994759032,0.0,0.0,0.0,0.0,0.0
2024-03-08,92.72176327480712,0.0,0.0,0.0,7.2782367251928894,0.0,0.0,0.0,0.0,0.0
2024-03-11,86.44827451960121,6.766280619198181,0.0,0.0,6.785444861200611,0.0,0.0,0.0,0.0,0.0
2024-03-12,86.45422183360614,6.759573534583491,0.0,0.0,6.786204631810374,0.0,0.0,0.0,0.0,0.0
2024-03-13,86.47122402531322,6.740240318366308,0.0,0.0,6.7885356563204695,0.0,0.0,0.0,0.0,0.0
2024-03-14,84.11417729972209,6.54510946853186,0.0,0.0,6.602979460612395,0.0,0.0,0.0,1.4010644952476676,1.3366692758859993
2024-03-15,84.11472013470525,6.545312848467886,0.0,0.0,6.602451958947107,0.0,0.0,0.0,1.4009525664042075,1.3365624914755414
2024-03-18,84.11541231367525,6.545027645566573,0.0,0.0,6.602164266288549,0.0,0.0,0.0,1.4008915218451785,1.3365042526244457
2024-03-19,84.11598908340636,6.544789995467639,0.0,0.0,6.601924541557648,0.0,0.0,0.0,1.400840655442958,1.3364557241253983
2024-03-20,84.09253590915623,6.543982114206366,0.0,0.0,6.601109607674492,0.0,0.0,0.0,1.4006677373025223,1.3617046316604002
2024-03-21,84.09418597062901,6.543602003798385,0.0,0.0,6.600726178988056,0.0,0.0,0.0,1.4005863788306037,1.3608994677539419
2024-03-22,58.09841552654629,4.519416801904065,30.917688281030713,0.0,4.560894576196542,0.0,0.0,0.0,0.9677612198242369,0.9358235944981556
2024-03-25,58.09917511098618,4.5192807650559805,30.916757642178805,0.0,4.560757290845403,0.0,0.0,0.0,0.9677320896970957,0.9362971012365359
2024-03-26,58.088053437336065,4.532075705875556,30.91164012978244,0.0,4.56000236912163,0.0,0.0,0.0,0.9675719053393859,0.9406564525449268
2024-03-27,58.09740191622738,4.531552917510172,30.90807438047384,0.0,4.559476359332868,0.0,0.0,0.0,0.9629464814206398,0.9405479450350951
2024-03-28,58.1003438941955,4.531234757552215,30.905904327111454,0.0,4.5591562388723545,0.0,0.0,0.0,0.9628788730273095,0.9404819092411637
2024-04-02,56.344447073773196,4.721126070342028,32.20108391052415,0.0,4.750217662465649,0.0,0.0,0.0,1.0032304202412312,0.9798948626537453
2024-04-03,56.34353462597937,4.721224746931339,32.20175694765238,0.0,4.75031694710038,0.0,0.0,0.0,1.0032513888310735,0.9799153435054507
2024-04-05,56.473631251064816,4.672742401776905,32.13425708985088,0.0,4.7403595488452925,0.0,0.0,0.0,1.0011484189156326,0.9778612895464803
2024-04-08,56.47349044537171,4.669033520422099,32.13744100973027,0.0,4.7408292321792125,0.0,0.0,0.0,1.001247614498225,0.9779581777984903
2024-04-09,56.46958848281276,4.671314333882861,32.138781796338876,0.0,4.741027021429025,0.0,0.0,0.0,1.0012893869403123,0.9779989785961695
2024-04-10,56.49248370464532,4.6409195375655,32.14498438995023,0.0,4.741942011427735,0.0,0.0,0.0,1.0014826298327755,0.9781877265784359
2024-04-11,56.480675273635995,4.641163865904914,32.13945223159765,0.0,4.741125922242943,0.0,0.0,0.0,1.0013102744684552,0.9962724321500358
2024-04-12,56.48155895434379,4.639671908462809,32.139955076398266,0.0,4.7412001005612865,0.0,0.0,0.0,1.001325940686463,0.9962880195473844
2024-04-15,56.48058350207612,4.640241832333143,32.14029031500695,0.0,4.741249554063056,0.0,0.0,0.0,1.0013363851041481,0.9962984114165928
2024-04-16,56.49056773861369,4.63917726677198,32.132916680737125,0.0,4.74016181528251,0.0,0.0,0.0,1.0011066582344634,0.9960698403602213
2024-04-17,56.49226737301915,4.636666922310493,32.133586871315664,0.0,4.740260680001854,0.0,0.0,0.0,1.0011275381395504,0.9960906152132859
2024-04-18,56.48852986390664,4.644052360385969,32.130571233845814,0.0,4.739815821238321,0.0,0.0,0.0,1.0010335854249592,0.9959971351982901
2024-04-19,56.48757868443492,4.646016731949691,32.12973365721869,0.0,4.739692264177357,0.0,0.0,0.0,1.0010074905781539,0.9959711716411825
2024-04-22,56.48816769567443,4.645543813716632,32.13006868262936,0.0,4.739741686228725,0.0,0.0,0.0,1.0010179283536174,0.9954601933972372
2024-04-23,56.49032082602004,4.645592254561785,32.1304037150269,0.0,4.739791109310778,0.0,0.0,0.0,1.0010283663467578,0.9928637287337422
2024-04-24,56.48898357212311,4.647653498903188,32.13023619795476,0.0,4.739766397640914,0.0,0.0,0.0,1.0010231473229774,0.9923371860550603
2024-04-25,56.513267154909855,4.647462145435485,32.1073028593591,0.0,4.736383332947841,0.0,0.0,0.0,1.0003086551344293,0.9952758522132843
2024-04-26,56.51571418973857,4.650103574685589,32.103957664909494,0.0,4.7358898588212215,0.0,0.0,0.0,1.0002044350142993,0.9941302768308272
2024-04-29,56.51338093704322,4.650818338209173,32.105295659038894,0.0,4.73608723613198,0.0,0.0,0.0,1.0002461204562072,0.9941717091205201
2024-04-30,56.50914542458864,4.656500397790351,32.104961150051004,0.0,4.734995978075698,0.0,0.0,0.0,1.000235698769986,0.9941613507243307
2024-05-02,56.509802033523115,4.655034532255152,32.105630174997515,0.0,4.735094649132055,0.0,0.0,0.0,1.0002565423596026,0.9941820677325646
2024-05-03,56.51324521103793,4.647595720341315,32.104626648033616,0.0,4.734946644089603,0.0,0.0,0.0,1.0002252773009321,0.999360499196599
2024-05-06,55.64537406848417,4.285919745834514,29.632816504338717,0.0,4.370392049730797,0.0,0.0,4.219864631445253,0.9232155984930361,0.9224174016735057
2024-05-08,55.64366779941003,4.286084620008583,29.633956443123445,0.0,4.370560173452725,0.0,0.0,4.220026964558575,0.9232511134859236,0.9224528859607222
2024-05-09,55.64958484104557,4.285947197850593,29.629682124840006,0.0,4.369929776182145,0.0,0.0,4.219418279773409,0.9231179463496976,0.9223198339585826
2024-05-10,55.65150385164033,4.2857617479951235,29.62840006978566,0.0,4.369740692460859,0.0,0.0,4.219235708576418,0.9230780036994899,0.9222799258421246
2024-05-13,55.633847426054786,4.288104553646891,29.63794691963313,0.0,4.371148708356588,0.0,0.0,4.220595228823411,0.9233754374818764,0.9249817260033294
2024-05-14,55.62098474971516,4.289115296990508,29.64493284014713,0.0,4.372179025925963,0.0,0.0,4.221590059635083,0.9235930850614584,0.9276049425246942
2024-05-16,55.615433576567064,4.289651803299436,29.648640992620358,0.0,4.372725922306393,0.0,0.0,4.222118119513139,0.92370861320251,0.9277209724911084
2024-05-17,55.60629710418276,4.294834708392281,29.651208718578342,0.0,4.373104623032023,0.0,0.0,4.222483776822554,0.9237886111553446,0.9282824578366939
2024-05-20,48.324938360183886,3.6719620092359824,25.31124567531357,13.773388672524064,3.733025743670936,0.0,0.0,3.604450842107386,0.7885763009168392,0.7924123960473409
2024-05-21,48.32248783889283,3.674806840899896,25.311037761933044,13.773275534204563,3.7329950795933193,0.0,0.0,3.604421234178597,0.788569823338982,0.7924058869587663
2024-05-22,48.322501618315776,3.6751873653719325,25.310829851968197,13.773162397743741,3.7329644160194646,0.0,0.0,3.604391626736218,0.7885633458675408,0.7923993779771257
2024-05-23,48.31464737112697,3.67574594175308,25.314676739306723,13.775255723183847,3.73353177369328,0.0,0.0,3.6049394431686728,0.7886831963176678,0.7925198114497547
2024-05-24,48.27956165797873,3.679778089151998,25.314156821335004,13.774972804184356,3.76549469046066,0.0,0.0,3.6048654041903063,0.7886669981820178,0.7925035345169241
2024-05-27,49.929499604139785,3.5623577572478506,24.51186400946558,13.338396474879973,3.64615319531977,0.0,0.0,3.490614804340142,0.7636714248328479,0.7574427297740549
2024-05-28,49.928105493071264,3.562456943841556,24.512546492377783,13.338767855353806,3.6462547150267213,0.0,0.0,3.4907119933974946,0.7636926877077472,0.757463819223631
2024-05-29,49.92193126046091,3.563265721071043,24.5153743264985,13.340306651940336,3.64667535690084,0.0,0.0,3.4911146914396416,0.7637807893760383,0.75755120231269
2024-05-30,49.92213047147507,3.5632515463675074,24.515276804115846,13.340253584078813,3.6466608503930122,0.0,0.0,3.49110080375356,0.7637777510490925,0.7575481887670983
2024-05-31,49.938038564224755,3.5443826959783125,24.51683725535099,13.341102720531511,3.64689296836882,0.0,0.0,3.4913230199905927,0.763826367181169,0.7575964083738476
2024-06-03,49.939430715079425,3.5428054852562862,24.51693479014909,13.341155795149037,3.6469074767234524,0.0,0.0,3.4913369094446978,0.7638294058949202,0.7575994223030899
2024-06-05,49.93823968862969,3.545847044122458,24.51595947708855,13.340625067976122,3.6467623983715676,0.0,0.0,3.491198019876501,0.7637990198453604,0.7575692840897466
2024-06-06,49.93863847703317,3.5461884274610207,24.5155693735915,13.340412788930028,3.646704370262741,0.0,0.0,3.4911424671432814,0.76378686610245,0.7575572294758017
2024-06-07,49.93804595830766,3.5499264133162836,24.513911572222614,13.339510678346914,3.646457771401225,0.0,0.0,3.490906387749292,0.7637352170098726,0.7575060016461358
2024-06-11,55.85786493463417,3.130148117634679,21.61514500013921,11.762115429595282,3.2152646562955542,0.0,0.0,3.078107201733359,0.6734236357484104,0.6679310242193373
2024-06-12,55.86709784873646,3.1213467371379315,21.614917562695904,11.761991667045404,3.215230824851307,0.0,0.0,3.0780748134781715,0.6734165498949509,0.6679239961598702
2024-06-13,56.14354685461449,3.121993462656926,21.35745222198627,11.761785401916605,3.2151744406929956,0.0,0.0,3.07802083456747,0.6734047404705495,0.6486220430946906
2024-06-14,52.651386026956594,3.3739353590997023,23.09278730602231,12.709522456303063,3.4742456488162516,0.0,0.0,3.326040527106476,0.7280451062638492,0.6440375694317592
2024-06-17,52.67171278932297,3.3745978410041566,23.081765050284737,12.703456163613517,3.4725873810840397,0.0,0.0,3.3244529981175552,0.7276976081795605,0.6437301683934692
2024-06-18,52.670261017538536,3.3718866736962116,23.08395116897982,12.704659332563157,3.4729162765639803,0.0,0.0,3.3247678635030344,0.7277665298301423,0.6437911373251193
2024-06-19,53.755695912876824,3.299343721667464,22.55184846952146,12.411807234710862,3.392862904754919,0.0,0.0,3.2481294257290148,0.7113610706758394,0.6289512600636218
2024-06-20,53.75754648798263,3.299343721667464,22.55184846952146,12.411807234710862,3.392862904754919,0.0,0.0,3.2481294257290148,0.7113610706758394,0.6271006849578052
2024-06-21,53.75726836369065,3.300579862914954,22.550179237508317,12.410888543455679,3.39372203631775,0.0,0.0,3.2478890072272857,0.7116785051160062,0.6277944437693634
2024-06-24,53.757107171886396,3.300592688754342,22.55026686604302,12.410936771364025,3.39371671964837,0.0,0.0,3.2479016283134237,0.7116812706525427,0.6277968833378753
2024-06-25,50.47277098593549,3.534644539499022,24.15206103060771,13.29251241812889,3.634779748747336,0.0,0.0,3.478607096511082,0.7622335285541033,0.6723906520163638
2024-06-26,50.46825533643088,3.534966811028876,24.154263096917482,13.293724364129321,3.635111150113788,0.0,0.0,3.478924258822094,0.7623030252637747,0.6724519572937866
2024-06-27,50.46883322991441,3.536029895641446,24.153401370976667,13.29325009807166,3.6349814641215783,0.0,0.0,3.4788001449433996,0.762275829389945,0.672427966940894
2024-06-28,50.47214834766821,3.5380015775869107,24.15062511670759,13.29172213760896,3.6345636499738827,0.0,0.0,3.478400282679476,0.7621882114394521,0.6723506763355176
2024-07-02,50.46741062897338,3.5369527048522706,24.15158237366926,13.292248980847479,3.6347077129676864,0.0,0.0,3.478538155834724,0.7622184222504756,0.67634102060472
2024-07-03,50.462650528150654,3.540888329197664,24.151390916206132,13.29214360885861,3.6358679983318924,0.0,0.0,3.478510580329302,0.7622123798966782,0.6763356590290681
