date,GAOYU SECURITIES LIMITED,SUNHIGH FINANCIAL HOLDINGS LTD,WEALTH LINK SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHEER UNION SECURITIES LTD,QUAM SECURITIES LTD,VALUABLE CAPITAL LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,79.51272882103854,0.0,0.0,0.0,0.0,20.48727117896146
2024-03-05,0.0,0.0,0.0,0.0,50.30277761879503,0.0,36.67715946487036,0.0,0.0,13.020062916334613
2024-03-06,0.0,0.0,0.0,0.0,37.403448325644895,25.701789726553535,27.228786691501593,0.0,0.0,9.665975256299976
2024-03-07,0.0,0.0,0.0,0.0,37.44392950244006,25.698654244245944,27.192620194833477,0.0,0.0,9.664796058480519
2024-03-08,0.0,0.0,0.0,0.0,37.444516536122954,25.698413084986317,27.19236501601784,0.0,0.0,9.664705362872889
2024-03-11,0.0,0.0,0.0,0.0,37.45977554564783,25.692144532521777,27.185732047430477,0.0,0.0,9.66234787439992
2024-03-12,0.0,0.0,0.0,0.0,25.749426118738512,17.65407731333024,18.78531070417455,0.0,31.168898125840204,6.642287737916493
2024-03-13,0.0,0.0,0.0,0.0,25.717749752176864,17.624525985979496,18.78337242567233,0.0,31.16374746697619,6.710604369195121
2024-03-14,0.0,0.0,0.0,0.0,25.795904772849905,17.658195511695137,18.820633074836955,0.0,31.2255671144126,6.499699526205408
2024-03-15,0.0,0.0,0.0,0.0,25.79830207248636,17.657625031244546,18.82002503970506,0.0,31.224558315094146,6.499489541469881
2024-03-19,0.0,0.0,0.0,0.0,25.78331482210515,17.658423714196875,18.832507287407342,0.0,31.225970652391833,6.499783523898799
2024-03-20,0.0,0.0,0.0,0.0,25.81953200029131,17.64519771163003,18.837772366686405,0.0,31.20258267763909,6.494915243753163
2024-03-21,0.0,0.0,0.0,0.0,25.841079386391236,17.640072266911837,18.832300511824972,0.0,31.19351918539646,6.493028649475489
2024-03-22,0.0,0.0,0.0,0.0,25.811653874245028,17.628351893544263,18.90042119733778,0.0,31.170858467500214,6.48871456737272
2024-03-25,0.0,0.0,0.0,0.0,25.81146844176873,17.634836000098673,18.907373199754502,0.0,31.182323814284548,6.4639985440935455
2024-03-26,0.0,0.0,0.0,0.0,25.809469850866783,17.633470528666212,18.913652229810598,0.0,31.179909356199094,6.463498034457313
2024-03-27,0.0,0.0,0.0,0.0,25.816691545545368,17.631792426368666,18.911852298072247,0.0,31.176780799139348,6.462882930874375
2024-03-28,0.0,0.0,0.0,0.0,25.8262627980178,17.629517543509294,18.909412259782805,0.0,31.172758319601517,6.462049079088576
2024-04-02,0.0,0.0,0.0,0.0,25.728281519244305,17.72166187723023,18.911364240038317,0.0,31.1759762201853,6.46271614330185
2024-04-03,0.0,0.0,0.0,0.0,25.714382628459177,17.72497823301142,18.91490323161609,0.0,31.181810358636213,6.4639255482771
2024-04-05,0.0,0.0,0.0,0.0,25.722051625215464,17.723148366001034,18.912950520759512,0.0,31.1785912536337,6.463258234390286
2024-04-08,0.0,0.0,0.0,0.0,25.731635644731764,17.720861563476912,18.910510199091135,0.0,31.174568306936816,6.46242428576337
2024-04-09,0.0,0.0,0.0,0.0,25.736943833515408,17.720518593995877,18.910144205155348,0.0,31.173964954471394,6.458428412861974
2024-04-10,0.0,0.0,0.0,0.0,25.765678448529943,17.71366199118499,18.902827300335456,0.0,31.161902807723287,6.455929452226332
2024-04-11,0.0,0.0,0.0,0.0,25.806347775957494,17.703957548490497,18.892471372555462,0.0,31.14483073644862,6.452392566547924
2024-04-12,0.0,4.560709873662392,0.0,0.0,24.41389851542857,17.04844100422795,17.97680320537356,0.0,29.68900476056119,6.311142640746341
2024-04-15,0.0,4.560485715750685,0.0,0.0,24.345117622586297,17.10228221330349,17.994350818890183,0.0,29.687545552347522,6.310218077121823
2024-04-16,0.0,4.563990702684271,0.0,0.0,24.33800473070886,17.115426268438917,17.992809365937294,0.0,29.71036208237016,6.279406849860497
2024-04-17,0.0,4.58072030086514,0.0,0.0,24.301946290388006,17.178163951930877,17.904488590772086,0.0,29.819267304099434,6.215413561944456
2024-04-18,0.0,4.580748568584339,0.0,0.0,24.313821197280088,17.178269958733967,17.904599079739462,0.0,29.81945131941133,6.203109876250812
2024-04-19,0.0,4.594727167423541,0.0,0.0,24.089666314222168,17.230691116741088,17.959236701552822,0.0,29.910448269223828,6.2152304308365585
2024-04-22,0.0,4.595267603927819,0.0,0.0,24.080118605200212,17.232717808236384,17.961349085324223,0.0,29.91396636671145,6.216580530599913
2024-04-23,0.0,4.246512263065308,0.0,0.0,24.133435355666432,17.389120455735597,17.991867231392646,0.0,29.964793216672902,6.274271477467113
2024-04-24,0.0,4.280193939600085,0.0,0.0,24.711119840256636,17.527044166802803,18.131446552841542,0.0,30.202462251879442,5.147733248619494
2024-04-25,0.0,3.7509007472115496,0.0,0.0,24.664386185368496,17.741578421265814,18.299849100032105,0.0,30.344900080624427,5.198385465497608
2024-04-26,0.0,3.752290992974598,0.0,0.0,24.62389937882104,17.760718391658774,18.306631814209403,0.0,30.356147210743394,5.200312211592788
2024-04-29,0.0,3.7453500507980735,0.0,0.0,24.718808854654007,17.77175810140951,18.272768429651208,0.0,30.300621826084484,5.190692737402721
2024-04-30,0.0,3.7456553819172336,0.0,0.0,24.712671727274095,17.773206903448557,18.27425807541438,0.0,30.302464917321124,5.191742994624607
2024-05-02,0.0,3.7415434669544863,0.0,0.0,24.820847023269785,17.794412400096448,18.188423925412767,0.0,30.268729594292264,5.18604358997425
2024-05-03,0.0,3.7378440222376934,0.0,0.0,24.97340403982934,17.776818205207796,18.092216394929512,0.0,30.23880143956933,5.18091589822633
2024-05-06,0.0,3.726859212126395,0.0,0.0,25.001715982189765,17.916128480997372,18.039046824340566,0.0,30.149935374043118,5.166314126302788
2024-05-07,0.0,3.7391309732834443,0.0,0.0,24.590749008421735,18.090933533721458,18.098445599966123,0.0,30.249212750716442,5.2315281338908
2024-05-08,0.0,3.760411479925567,0.0,0.0,25.358381875108787,18.193894417942232,18.516233389601684,0.0,30.421370018664547,3.7497088187571865
2024-05-09,0.0,3.7660306872453835,0.0,0.0,25.325027544852794,18.22108167264429,18.46571919259259,0.0,30.466828869644097,3.7553120330208447
2024-05-10,0.0,3.7684542527311446,0.0,0.0,25.123659424095173,18.358990507320204,18.50283908753495,0.0,30.486435283144424,3.7596214451740986
2024-05-13,0.0,3.637415498999124,1.9085317552089827,0.0,26.47280931966261,17.20906154130525,18.042141133240758,0.0,29.12185611545908,3.608184636124194
2024-05-14,0.0,3.6368175203565314,1.4290324326597654,0.0,25.958219028053637,17.513714909682783,18.736338311804985,0.0,29.117068582114463,3.608809215327835
2024-05-16,0.0,3.640563663175385,1.4305044228147714,0.0,25.91486468123756,17.65548428448039,18.615452101239345,0.0,29.200697227368078,3.54243361968447
2024-05-17,0.0,3.6418288961688106,1.4310015769811149,0.0,26.01837692895846,17.77441754245993,18.472541447719145,0.0,29.209016423884655,3.452817183827888
2024-05-20,0.0,3.6493273158086694,1.4339479675544864,0.0,26.270513450104303,17.73708710953315,18.285127726020736,0.0,29.217224438186236,3.4067719927924225
2024-05-21,0.0,3.492839469301199,1.3724584353674727,4.515019846387839,24.823545344892977,17.064213720689484,17.5068856574484,0.0,27.96435229557218,3.260685230340446
2024-05-22,0.0,3.5072576047725574,1.3781238236064275,4.534244638214245,25.324713563209443,16.394799863193466,17.483441349757726,0.0,28.07978669309032,3.297632464155815
2024-05-23,0.0,3.4666883296478055,1.3621827406133264,4.481795962086113,25.839103516255214,16.518569655132463,17.32415535771929,0.0,27.74685567980456,3.2606487587412305
2024-05-24,0.0,3.48651913778767,1.3699749567031074,4.507433581449253,25.89935627243742,16.321205694237577,17.224210064931953,0.0,27.934764168274658,3.2565361241783712
2024-05-27,0.0,3.4981580884317762,1.374548306303261,4.522480622613456,25.465162015342642,16.53674732713203,17.33793270549712,0.0,27.998734929458884,3.2662360052208292
2024-05-28,0.0,3.510246293892409,1.3792981837879599,4.538108468347092,25.189969491490356,16.76784651889138,17.272080793152167,0.0,28.09548712072901,3.24696312970962
2024-05-29,0.0,3.5246007996816457,1.3849385697058132,4.556666227212736,24.57366090458608,16.95089277945002,17.489643914576313,0.0,28.21981986324717,3.299776941540225
2024-05-30,0.0,3.520798820622581,1.3834446395448181,4.552929866145792,24.4770085227779,16.947344197508762,17.618140959248006,0.0,28.189379206200183,3.310953787951957
2024-05-31,0.0,3.515121549885652,1.3812138418854218,4.545588289187473,24.605262494475053,16.883529573860617,17.619156886326223,0.0,28.14392397123414,3.3062033931454198
2024-06-03,0.0,3.5093182247342627,1.3789335130506135,4.538083704645478,24.79553958074496,16.855655541503644,17.537190639560187,0.0,28.095109356867187,3.290169438893667
2024-06-04,0.0,3.522833832412027,1.384244266645074,4.555561446768876,24.813772957968734,16.62213726751518,17.6047324734081,0.0,28.193876727070506,3.3028410282115104
2024-06-05,0.0,3.520176327771592,1.383200040395099,4.552124887947057,24.53574112804805,16.54241241322967,18.06293056585828,0.0,28.098939721328303,3.304474915421951
2024-06-06,0.0,3.527160845846653,1.385944501122065,4.561156935094517,24.432660451815753,16.555157259887984,18.098769925389934,0.0,28.154691914996942,3.2844581658461554
2024-06-07,0.0,3.5338594923532742,1.1643454680983163,4.569819306702945,24.542367377408905,16.557016221916353,18.133142404342124,0.0,28.20816220934529,3.2912875198327916
2024-06-11,0.0,3.527619132405875,1.162289377628455,4.561749569513307,24.674435060219295,16.52777857364447,18.10112151165372,0.0,28.158350074476363,3.286656700458513
2024-06-12,0.0,3.491226629456492,1.150298678515047,4.524625035764725,26.647417195668528,16.298820452435002,18.047648524648935,0.0,26.510059229700182,3.329904253811089
2024-06-13,0.0,3.4841193404437263,1.1479569499402733,4.515413998723402,26.655000544441044,16.455216238727193,17.965409604273617,0.0,26.45609119133186,3.3207921321188905
2024-06-14,0.0,3.4633716362686107,1.1411209409302907,4.488525001901107,26.546717644253924,16.46333682715129,18.293305165350475,0.0,26.298546888157176,3.305075895987122
2024-06-17,0.0,3.4629499668620243,1.1409820081674977,4.487978518914939,26.495944634404626,16.51930912536408,18.29107793479491,0.0,26.29534501038458,3.306412801107337
2024-06-18,0.0,3.4742297373326583,1.1446984970819807,4.502597086337202,26.438580168973058,16.529492830323033,18.205243018378514,0.0,26.38797597414544,3.317182687428118
2024-06-19,0.0,3.4725129013294254,1.1441328293682085,4.500372069176474,26.42435246264076,16.57248497661085,18.19624665975384,0.0,26.37493601115219,3.314962089968254
2024-06-20,0.0,3.459520191452963,1.1398519566012777,4.483533534578502,26.334171339305527,16.79486137478011,18.216201162127433,0.0,26.269301570960852,3.302558870193336
2024-06-21,0.0,3.4583584182651492,1.1394691724670707,4.4820278780831275,26.27032295632278,16.877808118605238,18.210083812633048,0.0,26.260479835997963,3.3014498076256285
2024-06-24,0.0,3.4560372111925775,1.1387043749584784,4.4790195968260065,26.273520601011523,16.880945192791465,18.178188693125264,0.0,26.243432739134526,3.3501515909601576
2024-06-25,0.0,3.4004542999543785,1.1203907688448378,4.406984218306855,27.516751880815082,16.552521140327066,17.885831699592618,0.0,25.8207943704053,3.296271621753868
2024-06-26,0.0,3.4088185224903,1.1231466352353776,4.417824239510701,27.210053635944607,16.65030644460983,18.001164211684088,0.0,25.8843067282015,3.304379582323596
