date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,48.800654831861664,0.7563777015465968,1.1406320525227645,8.049800471247792,2.4232588914937168,0.696932068244285,0.0,1.3987783523167148,0.27316855709334564,63.53960292632688
2024-03-04,50.7536397559628,48.66223644526431,0.765654826414765,1.1680541422066144,8.05228394393217,2.4344460126582725,0.7340203081133855,0.0,1.356212720568649,0.27344141370711533,114.19998956882809
2024-03-05,50.774104001995525,48.555404895275075,0.8057647486389041,1.189064101466878,8.00637193045868,2.448361699960525,0.733611023192731,0.0,1.3739484004636764,0.2737142703208849,114.16034507177288
2024-03-06,50.774104001995525,48.528667675691786,0.8187254377929627,1.1924748091389987,8.039880018698508,2.460230962659505,0.732388625563043,0.0,1.3749033986118702,0.2737142703208849,114.19508920047309
2024-03-07,50.778196851202075,48.44143200556196,0.8251375682165494,1.1939755205147318,8.044112365848843,2.4618681023421227,0.7145165173611306,0.0,1.375858396760064,0.2739871269346546,114.10908445474213
2024-03-08,50.778196851202075,48.39155006478643,0.8316861269470212,1.1967040866524283,7.96685744957994,2.465005953400474,0.6923151979109956,0.0,1.3765405382944882,0.2739871269346546,113.9728433957085
2024-03-11,50.77874256442961,47.80139517985108,0.8840745967907946,1.1999783660176642,8.056404692727472,2.469508087527673,0.7005185637898268,0.0,1.426200442000565,0.2809449705857808,113.59776746372047
2024-03-12,50.77874256442961,47.74743771626398,0.8753431851501656,1.2012062207796275,8.102108584818811,2.469508087527673,0.7043309163974163,0.0,1.4484382560227917,0.28640210286117385,113.61351763425125
2024-03-13,50.77874256442961,47.67506249946158,0.8816188872668678,1.2061176398274813,8.15446826828983,2.4805587803853437,0.6908245140158185,0.0,1.4515761070811428,0.2918592351365669,113.61082849589424
2024-03-14,50.78370644016146,47.61358722223774,0.8813460306530981,1.2406340014693424,8.151230074211767,2.4904953996889936,0.6851774053230884,0.0,1.3674680558866472,0.3089127734971703,113.52255740312931
2024-03-15,50.78534357984408,47.54832237593356,0.8941702915002718,1.2439082808345783,8.14513500317338,2.4984082414883138,0.6936438731917469,0.0,1.3681501974210712,0.30959491503159436,113.4866767584186
2024-03-18,50.794074991484706,47.563567625300564,0.9647037261597272,1.2485468432686624,8.234427330029499,2.503319660536167,0.7072867038802295,0.0,1.3310416979483983,0.30959491503159436,113.65656349363955
2024-03-19,50.80266997481845,47.636157239187234,1.0150457714002283,1.2495018414168562,8.477375993935555,2.5095953626528695,0.7072867038802295,0.0,1.2579843396115737,0.3116413396348668,113.96725856653786
2024-03-20,50.80266997481845,47.782782470585246,0.9977193764258553,1.2130754834786075,8.418827990678391,2.5030468039223974,0.701011069977681,0.0,1.2581209043467654,0.3116413396348668,113.98889541386825
2024-03-21,50.79939569545322,47.749536938622015,1.0835327814564113,1.2261726009395508,8.358930984322752,2.522419623500043,0.701011069977681,0.0,1.2566201929710323,0.313005622703715,114.01062550994641
