date,ICBC (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,GET NICE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,OSHIDORI SECURITIES LTD,CHRISTFUND SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,SHANGHAI COMMERCIAL BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,0.0,0.0,0.0,0.0,62.8738396800189,0.0,0.0,0.0,22.86364940789242,14.262510912088688
2024-03-05,0.0,0.0,0.0,20.31900773974871,50.47528886557259,0.0,0.0,0.0,17.828920317460636,11.376783077218073
2024-03-07,0.0,0.0,0.0,20.23990825943645,50.25736586667604,0.0,0.0,0.0,18.170231259992025,11.332494613895486
2024-03-12,0.0,0.0,0.0,20.207431830211263,50.176724207401094,0.0,0.0,0.0,18.301533173959918,11.314310788427727
2024-03-13,0.0,0.0,0.0,20.315570909156204,50.13560721549241,0.0,0.0,0.0,18.243782525673165,11.305039349678216
2024-03-14,0.0,0.0,0.0,15.37770164566373,37.949728955761344,0.0,0.0,24.30583558578205,13.809478740355411,8.557255072437464
2024-03-15,0.0,0.0,0.0,15.378116367340338,37.95075242308969,0.0,0.0,24.303794187691572,13.80985116858352,8.557485853294876
2024-03-19,0.0,0.0,0.0,15.379590094630514,37.788711572588426,0.0,0.0,24.200022661986985,14.110728283729365,8.52094738706471
2024-03-20,0.0,0.0,0.0,15.378362103801527,37.864579377512065,0.0,0.0,24.155912428348245,14.095730134186416,8.505415956151746
2024-03-21,0.0,0.0,0.0,15.377761715998957,37.76169113635093,0.0,0.0,24.0919798295818,14.285662345398528,8.482904972669779
2024-03-22,0.0,0.0,0.0,15.434281184680312,37.736469979799,0.0,0.0,24.07588871775278,14.276120904969911,8.477239212797999
2024-03-25,0.0,0.0,0.0,15.600579240893927,37.35184820206315,0.0,0.0,24.33529655459792,14.14369801032338,8.568577992121615
2024-03-28,0.0,0.0,0.0,15.600789882647332,37.352352533259875,0.0,0.0,24.335625134034405,14.142538763495912,8.568693686562478
2024-04-03,0.0,0.0,0.0,15.618339832690578,37.36849832556715,0.0,0.0,24.292112316792696,14.14865196596073,8.572397558988845
2024-04-09,0.0,0.0,0.0,15.61150030771718,37.37152721569576,0.0,0.0,24.294081305178537,14.149798779833189,8.573092391575338
2024-04-10,0.0,0.0,0.0,15.609220219663737,37.37253695485517,0.0,0.0,24.294737705573795,14.150181092438274,8.573324027469024
2024-04-11,0.0,0.0,0.0,15.643408608537058,37.35739659438071,0.0,0.0,24.284895422537478,14.144448571716515,8.56985080282824
2024-04-12,67.17016637325948,0.0,0.0,5.189453832888623,12.240568436276703,0.0,0.0,7.957217351492497,4.634586628596474,2.8080073774862284
2024-04-15,67.14891483752642,0.0,0.0,5.211439157442192,12.240243477200806,0.0,0.0,7.957006105584212,4.634463590929079,2.807932831317294
2024-04-16,67.07866679719758,0.0,0.0,5.3044153425271094,12.23017829671518,0.0,0.0,7.950463041083319,4.630652660812888,2.8056238616639235
2024-04-17,66.88999784968786,0.0,0.0,5.606911142732726,12.195779061052466,0.0,0.0,7.92810115516941,4.581478173308952,2.797732618048592
2024-04-18,66.52049199546443,0.0,0.0,6.027509912395771,12.13279276592836,0.0,0.0,7.884305671780494,4.652621941661973,2.782277712768974
2024-04-19,66.3535116324852,0.0,0.0,6.222292579999499,12.102336915719905,0.0,0.0,7.864514413727218,4.682050844911988,2.775293613156198
2024-04-22,66.30479780066426,0.0,0.0,6.2352043521609515,12.09345191188743,0.0,0.0,7.858740632911733,4.734549187808409,2.7732561145672188
2024-04-24,44.39401032956876,33.188388370225006,0.0,4.1805983454077795,8.097103782904457,0.0,0.0,5.113089692011755,3.1699912000532815,1.8568182798289663
2024-04-25,44.39011390712167,33.18547545516128,0.0,4.189008328301896,8.090541833865709,0.0,0.0,5.112640920718015,3.175564246276556,1.8566553085548692
2024-04-26,44.37531373755855,33.1744110396746,0.0,4.1963856491513765,8.087844355070109,0.0,0.0,5.109766443479035,3.200242496537925,1.8560362785284006
2024-04-29,44.35611419910559,33.16005771286372,0.0,4.194570030041372,8.08434504733304,0.0,0.0,5.107555638663154,3.242124130939804,1.8552332410533203
2024-04-30,8.64115507972072,6.460015858537998,0.0,0.818296503486139,1.5749368612047083,0.0,0.0,0.995019089225816,0.6443656283127999,0.36142386307856283
2024-05-02,44.35222442574653,33.15714976857226,0.0,4.235126144419002,8.083636097269258,0.0,0.0,5.1071077357254895,3.209685280384316,1.8550705478831409
2024-05-03,44.323720253358736,33.13584041768563,0.0,4.235325585469693,8.078440927019736,0.0,0.0,5.103825512991748,3.2689689675124325,1.853878335962025
2024-05-06,44.22940015207729,33.06532792896904,0.0,4.209405628454843,8.061250146054661,0.0,0.0,5.09296466158856,3.4917181675599838,1.8499333152956206
2024-05-07,44.211357221583896,33.051839267320624,0.0,4.210602299935761,8.057961641675787,0.0,0.0,5.090887038851684,3.5281738766729887,1.8491786539592578
2024-05-09,44.21006900411606,33.05087621259071,0.0,4.213393383112246,8.057726851169585,0.0,0.0,5.090738702088862,3.528071073784701,1.8491247731378384
2024-05-10,44.236363504423856,33.07053364118834,0.0,4.233392373153142,8.062519286602075,0.0,0.0,5.093766483618822,3.4532001474206835,1.8502245635930825
2024-05-13,44.235073829313784,33.06956949674393,0.0,4.239099788981137,8.06228423042601,0.0,0.0,5.093617979010171,3.450184053720457,1.8501706218045026
2024-05-14,44.247715888893644,33.07902053709873,0.0,4.2519762992843875,8.06458837211195,0.0,0.0,5.095073697660402,3.410925817956028,1.8506993869948585
2024-05-16,44.269146484311186,33.09504177326195,0.0,4.254035668496207,8.068494312274957,0.0,0.0,5.097541406124976,3.3641446151534375,1.8515957403772967
2024-05-17,44.21965990927069,33.058046249330594,0.0,4.255564591239767,8.059474889472448,0.0,0.0,5.091843083809102,3.465885355749581,1.8495259211278263
2024-05-20,44.242611368192456,33.075204463393796,0.0,4.2577733693286355,8.063658022206537,0.0,0.0,5.094485917960561,3.415780972962537,1.8504858859554756
2024-05-21,44.28522491580475,33.10706180084744,0.0,4.278802964592121,8.071424767080588,0.0,0.0,5.099392819056847,3.305824497792126,1.8522682348261328
2024-05-22,44.27617882024397,33.100299056718754,0.0,4.277928938083799,8.069776025770288,0.0,0.0,5.098351171536014,3.325576113673629,1.85188987397354
2024-05-23,44.244331494797706,33.07649040781281,0.0,4.332200534949532,8.063971532468944,0.0,0.0,5.094683988564817,3.3377642096521583,1.8505578317540312
2024-05-24,44.100045666356316,32.96862418723299,0.0,4.506415171613546,8.10219872270518,0.0,0.0,5.310591169914139,3.1269108637409513,1.8852142184368803
2024-05-27,43.940403637705344,32.84927786984137,0.0,4.351673281158791,8.008577643473124,0.0,0.0,5.291366846335994,3.6803109726771526,1.8783897488082124
2024-05-28,43.91013868834293,32.82665218484495,0.0,4.350412369213537,8.003061554025175,0.0,0.0,5.287722297437838,3.744916940859689,1.8770959652758785
2024-05-29,43.92157851389687,32.835204450579745,0.0,4.351545773936868,8.005146576546403,0.0,0.0,5.289099897747637,3.7198397857477015,1.8775850015447726
2024-05-30,43.94320334468016,32.85137089459209,0.0,4.366431462606426,8.00908791804574,0.0,0.0,5.291703991092063,3.65969295668482,1.878509432298708
2024-06-03,43.917764576459476,32.83235320024322,0.0,4.363903730682617,8.004451448337147,0.0,0.0,5.288640617894939,3.715464465237819,1.8774219611447782
2024-06-05,43.9320066568692,32.84300039549161,0.0,4.365318899884238,8.007047209807757,0.0,0.0,5.29035566978031,3.6842403783444375,1.878030789822455
2024-06-12,43.899720923157794,32.81886399823267,0.0,4.3736840818042,8.001162812219237,0.0,0.0,5.286467775113281,3.7145166265473173,1.9055837829255011
2024-06-13,43.91205421560649,32.81164897801914,0.0,4.372722554950024,7.999403807049984,0.0,0.0,5.285305578522392,3.7137000134998486,1.9051648523521234
2024-06-14,43.910307501330784,32.824182359646365,0.0,4.374392845905773,8.002459416378587,0.0,0.0,5.287324457606356,3.6954408326093398,1.9058925865227925
2024-06-17,43.89210129941649,32.81316766600037,0.0,4.372924946521198,7.99977405965225,0.0,0.0,5.285550209021292,3.7312287864341647,1.905253032954246
2024-06-18,43.86798993135547,32.795142318855426,0.0,4.3687880207461465,7.995379521886982,0.0,0.0,5.282646683267868,3.785847108793726,1.904206415094382
2024-06-19,43.83275888991051,32.768804047600305,0.0,4.355457111501568,7.98895831253263,0.0,0.0,5.278404110391186,3.8729404097353566,1.9026771183284503
2024-06-20,43.84390503907797,32.77713676466407,0.0,4.356564652434121,7.990989809597823,0.0,0.0,5.279746345766522,3.8484964419733916,1.9031609464861001
2024-06-21,43.86063489563415,32.789643789207304,0.0,4.358227020365262,7.9940389931305695,0.0,0.0,5.281760979247252,3.811807172147795,1.9038871502676666
2024-06-24,43.858099248247804,32.787748171992206,0.0,4.363756210999611,7.9935768460566035,0.0,0.0,5.28145563292807,3.811586806005893,1.903777083769816
2024-06-25,43.85049406485748,32.78206263517968,0.0,4.362999516869585,7.992190725387882,0.0,0.0,5.280539805763996,3.8282662913210945,1.9034469606202833
2024-06-26,43.90048303103792,32.8194337402343,0.0,4.372602663246028,8.001301713995858,0.0,0.0,5.286559549244522,3.714002438002658,1.9056168642387004
2024-06-27,43.853028832910304,32.783957595016396,0.0,4.28232503058169,7.992652712194524,0.0,0.0,5.280845046192564,3.9036337941561987,1.9035569889483306
2024-06-28,43.81680949370174,32.756880485126054,0.0,4.4231807363492335,7.986051375697058,0.0,0.0,5.2764834610723055,3.838609655556016,1.9019847924975852
2024-07-02,43.781376330344635,32.73039111014165,0.0,4.419603860547457,7.979593327604487,0.0,0.0,5.274019996161513,3.914568653106107,1.900446722094148
2024-07-05,43.813994238580364,32.754775836781924,0.0,4.434447209278956,7.985538267319364,0.0,0.0,5.277949235365192,3.831432623789565,1.90186258888464
2024-07-08,42.50104131415284,31.773229199200948,0.0,4.301562259325785,7.7462394769805325,2.9966519767134088,0.0,5.11978746527369,3.7166179223323326,1.8448703860204554
2024-07-10,42.449910942026875,31.735004793813076,0.0,4.279600737840615,7.736920455733327,2.9930468902034377,0.0,5.113628165872757,3.849237077859281,1.842650936650635
2024-07-11,42.48937751161337,31.764509491166464,0.0,4.283579572108443,7.744113632415568,2.9958295884646704,0.0,5.118382412875147,3.7598437036106547,1.8443640877456813
2024-07-16,42.48882221246713,31.764094356701474,0.0,4.285203785998071,7.744012423597263,2.9957904355819927,0.0,5.1179422364110465,3.7597945657291207,1.8443399835139116
2024-07-17,42.45315738833246,31.737431795113768,0.0,4.28160681551382,7.73751215301308,2.993275789765381,0.0,5.113646271018543,3.8405779299827527,1.8427918572601965
2024-07-19,42.482873914311,31.759647485876286,0.0,4.284603871280468,7.742928286819124,2.9953710345772997,0.0,5.11722574099454,3.7732678842802327,1.8440817818610546
2024-07-23,42.45006925608435,31.735123147356376,0.0,4.281295362399514,7.736949310052276,2.9930580525683728,0.0,5.113274293598572,3.8475727692484853,1.8426578086920553
2024-07-24,42.34746677217433,31.658418856428934,0.0,4.260341561718133,7.718248982090305,2.9858237842606394,0.0,5.100915429346277,4.090580538144917,1.8382040758364633
2024-07-25,42.318411426726485,31.636697455686004,0.0,4.2574184660707,7.712953355042915,2.9837751577875418,0.0,5.097415601111042,4.1563856860457165,1.8369428515296018
2024-07-26,42.280439829250916,31.60831038016159,0.0,4.253598356221857,7.706032651966605,2.9810978666173553,0.0,5.092841775987521,4.2423845461313325,1.835294593662818
2024-07-31,8.64115507972072,6.460015858537998,0.0,0.8693382375253642,1.5749368612047083,0.6092682355551918,0.0,1.0408604016541556,0.872741551342929,0.37509224749931863
2024-08-01,42.247005861809384,31.58331557820589,0.0,4.254132898047775,7.699938977306886,2.9787405134437592,0.0,5.0888145258735,4.314208341654019,1.8338433036587887
2024-08-02,42.24630008073483,31.582787945396127,0.0,4.2540618282423095,7.699810341653435,2.9786907504218,0.0,5.0887295118254965,4.315806874366075,1.833812667359931
2024-08-06,42.24159547614601,31.57927084380826,0.0,4.264724224220713,7.6989528804557175,2.9783590394282617,0.0,5.088162824087948,4.315326260329182,1.8336084515239075
2024-08-07,42.260420184235855,31.59334395228402,0.0,4.269410046617691,7.702383871613566,2.979686326877328,0.0,5.090430332660894,4.2698996978200325,1.8344255878906084
2024-08-08,42.25218231034003,31.587185424226515,0.0,4.268577805446867,7.7008824367779685,2.9791054930828946,0.0,5.089438049030652,4.2885604799629125,1.8340680011321604
2024-08-09,42.23242451034194,31.572414748299522,0.0,4.266581749812703,7.697281380295793,2.9777124154408163,0.0,5.087058145944538,4.333316688427515,1.8332103614371713
2024-08-13,42.21644362956695,31.560467648370466,0.0,4.264967262009764,7.688803953466657,2.9765856398023085,0.0,5.085133187321671,4.375082010526952,1.8325166689352306
2024-08-14,42.24535907598382,31.582084462405906,0.0,4.26788847994599,7.694070271034217,2.9786244023122013,0.0,5.0886161641799506,4.30958532358419,1.8337718205537221
2024-08-15,42.235951333579855,31.575051355771205,0.0,4.2669380513946304,7.692356856052521,2.977961083744007,0.0,5.087482965383387,4.3308949015235205,1.8333634525508749
2024-08-21,42.18662934910471,31.538178877619327,0.0,4.317563454813931,7.683373932892226,2.9744835025435754,0.0,5.0815419424417145,4.3870064395426915,1.83122250104182
2024-08-22,42.15288773147396,31.512954080358256,0.0,4.312968911431765,7.677228633555501,2.9721044576532787,0.0,5.07747763467781,4.464620694183809,1.8297578566656203
2024-08-23,42.13439269036252,31.499127426654915,0.0,4.311076549090247,7.673860165418654,2.9708004142747577,0.0,5.075249835761779,4.506537888068927,1.8289550303682005
2024-08-26,40.24090692891767,30.0835819429781,0.0,4.117340232011009,7.329003053905983,2.8372950300661377,4.463154460535307,4.847172185030899,4.33478290607347,1.7467632604814296
2024-08-27,40.22981050014142,30.075286396236216,0.0,4.116204875576007,7.326982081552348,2.83651264605392,4.461923745838042,4.845835577458599,4.361162586574254,1.74628159056919
2024-08-29,40.0607104094659,29.948869353911896,0.0,4.58313349255011,7.29618419016372,2.8245897823941895,4.443168705716592,4.825466820425949,4.278935892592273,1.7389413527793747
2024-08-30,40.070232167880896,29.955987697442886,0.0,4.584222826449926,7.297918370673749,2.825261139972588,4.444224772335992,4.826613752890053,4.2561846024044305,1.739354669949484
2024-09-03,40.07063069923635,29.956285634333568,0.0,4.584268420309455,7.297990954463334,2.8252892395140856,4.444268973799937,4.825667175429126,4.25622693365451,1.739371969259638
2024-09-11,40.09286619009437,29.972908599925553,0.0,4.573600183174416,7.302040663896856,2.8268570135161473,4.446735131691967,4.828344974018534,4.216310083986376,1.7403371596957824
2024-09-17,40.05243713802684,29.94268436310855,0.0,4.553149721861102,7.294677394311684,2.82400645279931,4.442251109888255,4.770681106932498,4.381530483575046,1.7385822294967095
2024-09-20,40.03954241472356,29.93304443461958,0.0,4.551683853364274,7.292328901852605,2.823097275120807,4.440820944759769,4.769145205068897,4.412314470648004,1.7380224998425038
2024-09-23,40.01715492915599,29.91630783974713,0.0,4.549138850339019,7.288251509899592,2.8215187843166922,4.438337929000518,4.7664786119209985,4.46576083394706,1.7370507116729912
2024-09-24,40.00786936172903,29.909366069546238,0.0,4.548083269661077,7.286560346423836,2.820864080028879,4.437308058531807,4.760626333817749,4.492674833262424,1.7366476469989571
2024-09-25,39.99141803834769,29.90100866795841,0.0,4.546812424994859,7.2845243049087,2.820075862255,4.436068167143676,4.759296099469458,4.524634049355023,1.7361623855671775
2024-09-26,39.982143187376195,29.89407399514869,0.0,4.568950026833923,7.282834870509013,2.8194218273486693,4.435039349633125,4.758192318603037,4.523584691553604,1.7357597329937426
2024-09-27,39.96108439255872,29.878328636837814,0.0,4.566543537999758,7.278998964952155,2.817936823768752,4.432703392222497,4.755675091778857,4.573883660221775,1.7348454996596703
2024-09-30,8.64001604768566,6.460015858537998,0.0,0.9816406454095853,1.573797829169645,0.6092682355551918,0.9583981272181077,1.028228080772493,0.9775324985687237,0.37509224749931863
