date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CCB INTERNATIONAL SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,CITIBANK N.A.,ABCI SECURITIES CO LTD
2024-03-01,52.63216526614386,6.538817985607456,0.0,20.611017426397517,11.486175083987552,0.0,0.0,8.731824237863616,0.0
2024-03-04,52.68462827110872,6.542034245246454,0.0,20.5039716647998,11.468339618182052,0.0,0.0,8.801026200662966,0.0
2024-03-05,52.57984237089352,6.534846646427643,0.0,20.642454943294428,11.454773388025863,0.0,0.0,8.788082651358547,0.0
2024-03-06,52.59204862408667,6.549438509982341,0.0,20.644528528908364,11.452151908419744,0.0,0.0,8.761832428602874,0.0
2024-03-07,52.27762518896579,6.5655817005996875,0.0,21.07160437840919,11.383629562890524,0.0,0.0,8.701559169134804,0.0
2024-03-08,52.2690429386336,6.581503831838095,0.0,21.06797761971929,11.389769758684674,0.0,0.0,8.691705851124338,0.0
2024-03-11,52.297749751222476,6.661062929304739,0.0,20.935336677261894,11.403608970152437,0.0,0.0,8.70224167205845,0.0
2024-03-12,49.302606034932246,6.324597630995547,0.0,19.68026409825113,10.749941145382557,0.0,5.747011307714505,8.195579782724014,0.0
2024-03-13,40.666800520480734,5.163855160024452,17.758353436055092,16.05870028136949,8.850457659159058,0.0,4.702893299049401,6.798939643861776,0.0
2024-03-14,40.623020229386206,5.212912986216509,17.76468099429846,16.03052009877297,8.85413751910096,0.0,4.7045690079696705,6.810159164255222,0.0
2024-03-15,40.54997163422257,5.2254658851640094,17.733539454561328,15.987632538680572,8.839441803891829,0.0,4.696321884210184,6.967626799269502,0.0
2024-03-18,40.59992815859737,5.25488467363023,17.75305366160253,15.88534208468194,8.856457267897877,0.0,4.701264359695954,6.9490697938940995,0.0
2024-03-19,40.62752775399223,5.283279376756665,17.732096674362694,15.82605924533668,8.845176918257879,0.0,4.695714647568945,6.990145383724906,0.0
2024-03-20,40.6242430134778,5.315165218084672,17.7290582696759,15.803563657024384,8.841260110791682,0.0,4.694910034236691,6.991799696708872,0.0
2024-03-21,40.691456568711196,5.342154537771322,17.754915046314196,15.629090014269947,8.85535690433992,0.0,4.701757281182671,7.025269647410752,0.0
2024-03-22,40.6810890798223,5.339157711038433,17.738467391190376,15.723772498504948,8.846853243196035,0.0,4.697401705161323,6.973258371086587,0.0
2024-03-25,40.725630739363794,5.349380637660095,17.75395743022326,15.753325929038606,8.852549876866316,0.0,4.701503690646396,6.863651696201529,0.0
2024-03-26,40.78868660115473,5.3624206476794605,17.756579364739263,15.670073838431028,8.852880242214333,0.0,4.702198016677764,6.867161289103422,0.0
2024-03-27,37.80753461270314,4.949055137049211,16.41264466922791,14.120566697954484,8.182349790900702,7.866330895128243,4.346304748612464,6.3152134484238465,0.0
2024-03-28,37.825481723470126,4.954446435291633,16.41738910000577,14.091106815342824,8.186035298691632,7.8686048286203665,4.347561142230609,6.309374656347034,0.0
2024-04-02,37.81887788938533,4.958713237204945,16.416332246037765,14.027712061579692,8.255128197314274,7.867403485540733,4.3472812720748655,6.308551610862397,0.0
2024-04-03,37.83328665201267,4.971773526185057,16.416554664564632,14.002471761798517,8.256073825006641,7.867510077943182,4.347340171704936,6.304989320784368,0.0
2024-04-05,37.90834850397399,4.99199011089769,16.424089850285924,13.96211613927451,8.260767035021924,7.87112125890123,4.349335597435655,6.232231504209072,0.0
2024-04-08,37.96067344222921,5.00137538170358,16.41428279916639,13.939572095456763,8.252152388573908,7.866421303575991,4.351948966343812,6.213573622950346,0.0
2024-04-09,36.28771038027467,4.780960001420813,15.690889710440711,13.311196040555973,7.9135089344038105,7.519740618611776,4.160154427206234,5.916285954864572,4.41955393222144
2024-04-10,36.318030640767304,4.776587343062722,15.688524635724482,13.310384864325375,7.900430445877553,7.5186071743815335,4.159527370599951,5.909019748716904,4.418887776544166
2024-04-11,36.32975321218451,4.810416830805272,15.707056932380429,13.291007063312996,7.904843501310194,7.5274886378607615,4.1594549512137124,5.845871219283979,4.424107651648149
2024-04-12,36.371162284588635,4.797962790821497,15.704154676491285,13.278747264397756,7.905509825010093,7.526097753602574,4.158686392044433,5.834388821505481,4.423290191538245
2024-04-15,36.388886866397925,4.831464540879883,14.984808346962266,13.24404060748291,8.63069470645628,7.527344374675921,4.159375235886685,5.809362456966113,4.424022864292018
2024-04-16,36.42090435281653,4.850006851822428,14.978018144637122,13.230032284988583,8.634093032131739,7.52393344074259,4.157490460403147,5.783503265833246,4.422018166624617
2024-04-17,36.43732267071583,4.8598371984435405,14.975753789614915,13.206768863818526,8.635245930249678,7.522795983416208,4.1618447500594495,5.779081161339115,4.421349652342741
2024-04-18,36.50363230788923,4.86921267181996,14.96311961558113,13.164029505887415,8.629686792485163,7.516449437191533,4.158333643265593,5.777916409551229,4.41761961632875
2024-04-19,36.49195156949938,4.876900938045052,14.952503980570805,13.137870063814008,8.625536592022435,7.511216834014737,4.155438804417311,5.834036942993928,4.4145442746223456
2024-04-22,36.497514253782256,4.8650399005307845,14.941338862513653,13.11677132038967,8.61657699868507,7.50560816654248,4.152335915102526,5.893566672644677,4.4112479098088855
2024-04-23,36.55274644814797,4.859866630414949,14.943367872791155,13.133070933992025,8.61211206553991,7.506627416306437,4.152899795777806,5.823948266840044,4.415360570189701
2024-04-24,36.63587184315561,4.855476662791808,14.961503912954516,12.950083510853291,8.619643660263488,7.515737845593357,4.1489129451160265,5.892050340301265,4.420719278970636
2024-04-25,36.62014037099034,4.863668759109747,14.967176431082574,12.958992819518542,8.619800985224165,7.518654080709888,4.150522794458107,5.878609165077171,4.422434593829472
2024-04-26,36.623933994845565,4.888699022426309,14.96818412277664,12.966041008738097,8.615201707538054,7.519160287428475,4.150802235765241,5.845245278400949,4.422732342080672
2024-04-29,36.60877391818166,4.902529000045823,14.963778909981379,13.06945644866205,8.612931753232395,7.5169473602733765,4.149580633534161,5.822616767948152,4.3533852081410025
2024-04-30,23.8389125574958,3.178438740386485,9.73568860327423,8.556422503047395,5.603676431143992,4.890653570002318,2.6997876088184105,3.8024027103350377,2.8323863251073464
2024-05-02,36.79289306358805,4.911832952580835,14.988117839622186,12.71987811252184,8.631661946440682,7.529173847580892,4.15633002161895,5.909646127005238,4.360466089041322
2024-05-03,36.78025553634669,4.912983966543477,14.986355264937421,12.541041076467971,8.644741913964557,7.528288430788539,4.155841244965601,6.090539259618309,4.359953306367435
2024-05-06,36.78283938846336,4.913329108898689,14.987408072352912,12.75163371592207,8.643620458500138,7.528817301067256,4.1561331972383835,5.875959159827318,4.360259597729878
2024-05-07,36.792869559052946,4.914668905661103,14.991494930848908,12.725115434038303,8.64803922729565,7.5315353933688876,4.157266517168395,5.877561452465146,4.361448580100659
2024-05-08,36.7877996780577,4.94132890984851,14.993684409926459,12.685020344048459,8.648104923317987,7.53263535966589,4.157873677968644,5.891467135866817,4.362085561299532
2024-05-09,36.785714207100206,4.938056741583062,14.989809165616796,12.687302302707131,8.646335256950328,7.530688486468065,4.156799040416571,5.904336655695549,4.360958143462292
2024-05-10,36.795792659905544,4.9411960350265245,14.975540795604017,12.667668329678802,8.68793358489863,7.523520239788691,4.152842302467333,5.898698980320155,4.356807072310306
2024-05-13,36.849173115610974,4.938139339485125,13.844384204890932,12.603464779586451,8.696030055516497,7.5316258844792285,5.304607314764436,5.871074322927445,4.361500982738913
2024-05-14,36.88116094030168,4.879031928155244,13.854638543972515,12.50576832092538,8.765768573815834,7.536538864210068,5.32817123093806,5.883923877497475,4.364997720183742
2024-05-16,36.92785835312152,4.969017654131378,13.853891034847798,12.450252032671894,8.783398665893369,7.536132239991625,5.354772091893841,5.759915715077962,4.364762212370612
2024-05-17,37.00032021263138,4.998251263357629,13.87026279073918,12.414634247122095,8.785882175455267,7.544494354823635,5.375438802040944,5.6411107882777705,4.369605365552105
