date,CMB WING LUNG BANK LTD,CITIBANK N.A.,CITRUS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES (INTERNATIONAL),BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,GET NICE SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,KGI ASIA LTD
2024-04-08,47.77307408856414,46.71824057004416,0.0,4.899203089232644,0.0,0.0,0.0,0.4430163239160993,0.0,0.16646592824295992
2024-04-09,47.48897946336713,46.43948689407974,0.0,4.880053216175263,0.0,0.0,0.0,0.4426449628722218,0.5833594668589703,0.1654759966466682
2024-04-10,47.47820249169022,46.43710373689574,0.0,4.864489002698204,0.0,0.0,0.0,0.47146997826895437,0.5832810403090226,0.16545375013786287
2024-04-11,44.583390422402466,43.60914370758538,6.14638622997247,4.532021462642247,0.0,0.0,0.0,0.4427237976687374,0.5477175836771335,0.1386167960515612
2024-04-12,44.60391059479088,43.629443712733654,6.149353117258178,4.525205277600341,0.0,0.0,0.0,0.4054216213070121,0.5479819693298356,0.13868370698009758
2024-04-15,44.568218974797,43.666271013746325,6.144449690848394,4.521721882000806,0.0,0.0,0.0,0.4050983425739312,0.5475450145462574,0.14669508148729032
2024-04-16,44.55225395911242,43.65502517392339,6.166048215595097,4.520609098605082,0.0,0.0,0.0,0.40499864897909815,0.544287203455253,0.1567777003296632
2024-04-17,44.550425741887,43.651091442340906,6.1720410568708095,4.520423593839575,0.0,0.0,0.0,0.4049820297187793,0.5442648684406913,0.15677126690224183
2024-04-18,44.5551009339835,43.65742128321884,6.182058544602884,4.504781945778003,0.0,0.0,0.0,0.4182671572090061,0.5443219844562841,0.138048150751479
2024-04-19,44.54313662635828,43.64145153322958,6.180398486637931,4.503572284126385,0.0,0.0,0.0,0.43089432501214253,0.5441758185733058,0.15637092606237754
2024-04-22,44.54174584479954,43.64021379821741,6.180205514501438,4.502307630901163,0.0,0.0,0.0,0.4350023402919834,0.5441588276348469,0.1563660436536214
2024-04-23,44.5493683940182,43.64768206582301,6.181263149756236,4.5034528660993836,0.0,0.0,0.0,0.4359511840726147,0.5442519510041209,0.13803038922642957
2024-04-24,44.545473334908806,43.6464888159461,6.18072270695745,4.497438462712722,0.0,0.0,0.0,0.4416586268652805,0.5442043657386955,0.14401368687094696
2024-04-25,44.54580717042963,43.647565340603244,6.180769026922858,4.494349557855152,0.0,0.0,0.0,0.45415237615979936,0.5442084441496826,0.13314808387963314
2024-04-26,44.50561598370026,43.60818458716499,6.17519246522443,4.4965341429669055,0.0,0.0,0.0,0.453742619908577,0.5343580578791328,0.22637214315570925
2024-04-29,44.51005957248853,43.61253857341651,6.175809016987559,4.490742883934388,0.0,0.0,0.0,0.45378792308153676,0.5437717219104113,0.21329030818106337
2024-04-30,40.52718551136363,39.71247698863636,5.623181818181818,4.080376988636364,0.0,0.0,0.0,0.4131818181818182,0.4979545454545454,0.19420454545454546
2024-05-02,44.50461629849247,43.611697460339116,6.175053758042734,4.472099306978936,0.0,0.0,0.0,0.46808315104717274,0.555185800855471,0.21326422424409974
2024-05-03,44.489959406723045,43.5963366548776,6.173020101713805,4.470875987373764,0.0,0.0,0.0,0.4843957047723446,0.5550029591893282,0.23040918535012117
2024-05-06,44.483522309766464,43.59002885307824,6.17212694897913,4.472224787930503,0.0,0.0,0.0,0.4967985942483202,0.5549226577481237,0.23037584824922105
2024-05-07,44.49451089242199,43.59655486060769,6.173651624266015,4.463972501225219,0.0,0.0,0.0,0.5031593444480001,0.5550597380235935,0.21309103900748433
2024-05-08,44.48834995783474,43.584904813652884,6.172796789297416,4.472710143546185,0.0,0.0,0.0,0.5030896744652105,0.5518642994877488,0.22628432171581747
2024-05-09,44.48330037412907,43.57995777413875,6.172096155218714,4.4732003082842535,0.0,0.0,0.0,0.507772278875907,0.5518016609548054,0.23187144839850435
2024-05-10,44.48674062538763,43.58295394632925,6.172573493037342,4.473546256828111,0.0,0.0,0.0,0.5078115489886634,0.5518443362136691,0.2245297932153265
2024-05-13,44.487517529962986,43.58471299503435,6.172681289214832,4.475121273075973,0.0,0.0,0.0,0.5094420496555124,0.5518539734760007,0.21867088958034114
2024-05-14,44.4794483285229,43.58182535484999,6.172219332104039,4.4891304955553775,0.0,0.0,0.0,0.5094039235371614,0.5549309637161682,0.21304160171436623
2024-05-16,44.48727237539965,43.58462611884331,6.173305041014619,4.48992014490475,0.0,0.0,0.0,0.4967686661005621,0.5550285774689604,0.21307907626814665
2024-05-17,44.471349732818496,43.57114659791032,6.171095525248333,4.4914308597657415,0.0,0.0,0.0,0.5152972013241879,0.5548299246590784,0.22485015827384092
2024-05-20,44.466968845443866,43.56373697431174,6.1704876085865585,4.491611890532365,0.0,0.0,0.0,0.521481270291589,0.554775268179646,0.23093814265423784
2024-05-21,42.684376891271725,41.720637973023386,5.923125086472297,4.31155214224693,0.0,4.10551604938545,0.0,0.5005761278721839,0.5325354358927178,0.2216802938353143
2024-05-22,42.679625840646814,41.715156401632264,5.922465803868379,4.311072238263513,0.0,4.105059078568194,0.0,0.512488856441767,0.5324761612119153,0.22165561936715378
2024-05-23,42.682742001805,41.72023692849658,5.922898219981107,4.311387001938087,0.0,4.105358800634655,0.0,0.5204260257957694,0.5325150388144844,0.20443598253430867
2024-05-24,42.68151591689036,41.719038492062225,5.922728081517224,4.311861603807774,0.0,4.105240871976407,0.0,0.5226851817150133,0.5324997420311642,0.20443010999982658
2024-05-27,42.678348856865846,41.715942849926954,5.922288602390485,4.311541654428674,0.0,4.104936254298769,0.0,0.5226463973534728,0.5324602294081979,0.21183515532760405
2024-05-28,42.63933145234608,41.76375911546585,5.916907512098735,4.3047543844717815,0.0,4.101206440689661,0.0,0.5252803876131626,0.5319764271547828,0.21678428015995083
2024-05-29,42.64299908594742,41.770804651443356,5.917516022318294,4.305197096653827,0.0,4.101628219469636,0.0,0.5253344088199067,0.5320311369997188,0.2044893783478353
2024-05-30,42.64424721648766,41.76317360551642,5.917805391605172,4.305646803354071,0.0,4.101828790998033,0.0,0.5253600979169332,0.5320571535698693,0.2098809405518365
2024-05-31,40.52116278409091,39.68122698863637,5.623181818181818,4.092763352272728,0.0,3.897615340909091,0.0,0.5027272727272727,0.5055681818181819,0.20500000000000002
2024-06-03,42.64057564966796,41.757066717364594,5.917295882835772,4.306830637330369,0.0,4.1014756334334805,0.0,0.5290218451553119,0.532011344732365,0.2157222894801498
2024-06-04,42.63022727429978,41.745617698826585,5.915859823448035,4.306144072149962,0.0,4.100480252654222,0.0,0.5541187107283494,0.531882231721775,0.21566993617129285
2024-06-05,42.62900415306633,41.742865840367074,5.915690089101615,4.304825047491378,0.0,4.100362604103299,0.0,0.5597215463013048,0.5318669712717865,0.21566374829721352
2024-06-06,42.62915703938219,41.73667950666562,5.915711305362269,4.304840486483093,0.0,4.100377309802967,0.0,0.5657009517616655,0.5318688787801458,0.21566452176205506
2024-06-07,42.62946281530384,41.73685933209062,5.915753738340124,4.304990913617327,0.0,4.100406721518754,0.0,0.5657050094944924,0.5311554009264645,0.21566606870838217
2024-06-11,42.63289595239231,41.7431471654389,5.916644971514623,4.304922077624908,0.0,4.101024465032225,0.0,0.5657902353327782,0.5312354217209496,0.2043397109433047
2024-06-13,42.63485857260916,41.71463766690822,5.91691734632702,4.302370092544053,0.0,4.101213257122113,0.0,0.5807628233592743,0.5312598773286507,0.21798036380151478
2024-06-17,42.63506249156544,41.71435889290376,5.916945646446923,4.3023906704197215,0.0,4.101232872881491,0.0,0.5807656010991978,0.531262418300131,0.2179814063833308
2024-06-18,42.640875001937715,41.72004588219306,5.9177523136811745,4.302977222636042,0.0,4.10179200091414,0.0,0.5808447778584889,0.5313348462065609,0.20437795457281396
2024-06-20,42.63970217485976,41.718898382300004,5.9175895473178235,4.302858870275723,0.0,4.101679182105271,0.0,0.5808288018616657,0.5310810601333452,0.20736198114641308
2024-06-21,42.62247415369209,41.70359638882288,5.915198621659743,4.301120355700865,0.0,4.100021951586107,0.0,0.6068923975864223,0.5308664836874732,0.21982964726441415
2024-06-24,42.62120044468452,41.702350139105484,5.915021854779932,4.30099182314032,0.0,4.099899428551142,0.0,0.609862612219853,0.5308506195351564,0.2198230779835966
2024-06-25,42.62604094394848,41.70589080829706,5.915693625134489,4.301480287743312,0.0,4.100365055045918,0.0,0.6129205645474198,0.5309109083587071,0.20669780692461262
2024-06-26,42.62400270499383,41.70186435585026,5.915410755862009,4.301633230576622,0.0,4.1001689888948425,0.0,0.6193465185943148,0.5308855219218976,0.20668792330622854
2024-06-27,42.61880607782641,41.693552916362606,5.914689561645383,4.302065003166204,0.0,4.099669105068677,0.0,0.633733814078163,0.5308207974954964,0.2066627243570622
2024-06-28,42.63256461875539,41.704621441731895,5.916598988630912,4.3034538299042655,0.0,4.100992592757992,0.0,0.6339384010532919,0.530992161274551,0.17683796589170478
2024-07-02,42.62013058794668,41.6889916510416,5.914873378765185,4.302198703031571,0.0,4.099796514860717,0.0,0.6337535093002387,0.5308372943799244,0.20941836067408867
2024-07-03,42.620385310869715,41.68864315022082,5.914908729521168,4.3022244154968785,0.0,4.099821017651715,0.0,0.6337572969832923,0.5308404669752548,0.20941961228116332
2024-07-04,42.22766100309682,41.29799068601784,5.908962405464292,4.233092543273218,0.0,4.0620433354602925,0.9088934938216161,0.6279175586998773,0.5259490528453706,0.2074899213206686
2024-07-05,42.228561208662846,41.2967392817424,5.912049193332426,4.233182783968024,0.0,4.0621299297431195,0.9059520484063461,0.6279309445912082,0.5259602649810554,0.20749434457257582
2024-07-08,42.22886128571403,41.29679586987389,5.965386363477218,4.179443971310091,0.0,4.062158795324517,0.9059584861208081,0.6279354066818125,0.5259640024658485,0.20749581903178713
2024-07-09,42.229369039959316,41.29365766837454,5.9652238722825786,4.182409319387693,0.0,4.062048146156926,0.9059338087122155,0.6279183023455345,0.5259496757292567,0.20749016705193823
2024-07-10,42.23041932724229,41.29456625015957,5.9653722334567,4.180144672031177,0.0,4.062149173418469,0.9059563402058216,0.6279339193112317,0.5259627566316822,0.20749532754305502
2024-07-11,42.24376502441558,41.273170803295486,5.967257416048347,4.180754860314076,0.0,4.066987022660464,0.9062426413877946,0.6281323595840365,0.5261289718809329,0.20756090041328404
2024-07-15,42.24391516457086,41.273080551316056,5.96727862450253,4.180651248037654,0.0,4.067001477292118,0.9062458622988764,0.6281345920528979,0.5261308418157147,0.20756163811329253
2024-07-16,42.24436559144021,41.272454373974995,5.967342250769623,4.180695824342812,0.0,4.067044841803573,0.9062555251694937,0.6281412895546972,0.5261364516998134,0.2075638512447811
2024-07-17,42.245216423956755,41.271271558119295,5.96746243742063,4.180780026623976,0.0,4.067126755070567,0.9062737778206656,0.628153940781119,0.5261470484739625,0.20756803173302912
2024-07-18,42.24371497793432,41.26743531340956,5.967250346597119,4.186554971312396,0.0,4.066982204472745,0.9062415677558552,0.6281316154312757,0.5261283485722926,0.20756065451444644
2024-07-19,42.24196342579287,41.26536884343146,5.967002926356532,4.1908830837661615,0.0,4.066813575094548,0.9062039922405505,0.6281055711954244,0.526106533700279,0.2075520484221772
2024-07-22,42.24646771050789,41.2606461554962,5.9676391912906395,4.189789740655049,0.0,4.0672472217515585,0.9063006212904315,0.6281725464516463,0.5261626327408074,0.20757417981578352
2024-07-23,42.24651776351174,41.26057656195942,5.967646261663232,4.189794704657328,0.0,4.067252040567235,0.9063016950622982,0.6281732907013929,0.5261632561306838,0.20757442574666926
2024-07-24,42.24391516457086,41.258034701977934,5.96727862450253,4.189536592134969,0.0,4.067001477292118,0.9062458622988764,0.6281345920528979,0.5261308418157147,0.21372214335409803
2024-07-25,42.244065305793384,41.25782592420606,5.967299833107469,4.189551482377583,0.0,4.0670159320265205,0.9062490832328534,0.6281368245376283,0.5261327117637887,0.21372290295471175
2024-07-26,42.24872021310545,41.25905458456744,5.967957374644377,4.190013132403176,0.0,4.067464079761906,0.9063489435434924,0.6282060394362503,0.5261906867477154,0.20604494579019977
2024-07-29,42.246367604856,41.25486143545528,5.967625050595717,4.197243935026652,0.0,4.067237584154462,0.9062984737543316,0.6281710579574438,0.5261613859654862,0.20603347223462745
2024-07-30,42.700009695287896,41.69618021374211,6.031705492450197,3.1701890958352936,0.0,4.110911638625051,0.9160303195318109,0.6349163676263365,0.5318113143396003,0.20824586256171243
2024-07-31,40.51991278409091,39.56426676136363,5.72375,3.007876988636364,0.0,3.901024431818182,0.8692613636363637,0.6025,0.5046590909090909,0.19761363636363635
2024-08-01,42.70016309607505,41.6898634659957,6.031727161493765,3.170320235596492,0.0,4.110926407171611,0.9160336103922364,0.6349186485782911,0.5318132248842306,0.2142341498126297
2024-08-02,42.7015948899071,41.69209966670893,6.031929413408517,3.170426540693002,0.0,4.111064252056665,0.9160643262297932,0.6349399382535281,0.5318310572960993,0.21004991544637652
2024-08-05,42.70133920539485,41.69244879715933,6.031893296000398,3.1704075571171955,0.0,4.111039636220633,0.9160588411077258,0.6349361364210945,0.5318278728491287,0.21004865772964915
2024-08-06,42.70287335839886,41.69215032748903,6.032110006937154,3.1705214619821995,0.0,4.111187335658752,0.9160917528254632,0.6349589480986478,0.5318469801029979,0.20825982850689334
2024-08-07,42.70527708642112,41.68886820145973,6.032449552047745,3.170699929393968,0.0,4.1114187527842585,0.9161433192715605,0.6349946896892363,0.5318769175612785,0.20827155137110184
2024-08-08,42.7348087524175,41.71625882236301,6.036621127493809,3.172892540183031,0.0,4.114261891938532,0.9167768531192577,0.6354338028940851,0.5322447224920092,0.14070148709876576
2024-08-09,42.726513243046135,41.70816102981165,6.035449322855004,3.1722766310314556,0.0,4.11346324795071,0.9165988920800364,0.6353104550373689,0.5321414052849783,0.16008577290266404
2024-08-12,42.72467023386327,41.70468447411268,6.035188983602385,3.178130770385991,0.0,4.11328581361395,0.9165593545646419,0.6352830509055142,0.5321184513525817,0.1600788675989753
2024-08-13,42.73419415977679,41.712063491411946,6.036534311546155,3.1788392201372693,0.0,4.1142027224896776,0.9167636684502831,0.6354246643732794,0.5322370679897649,0.1397406938248291
2024-08-14,42.73276017902567,41.70922570269436,6.036331750712226,3.1805301845873974,0.0,4.114064667060617,0.9167329056974165,0.6354033421802343,0.5322192083407055,0.14273205970136912
2024-08-15,42.73624287066195,41.70950882581643,6.036823707749728,3.175755613090825,0.0,4.114399960604659,0.9168076188217267,0.6354551271315504,0.5322625838534921,0.14274369226964853
2024-08-16,42.28203522041138,41.266924938794034,5.97266337621164,4.204107757962824,0.0,4.070671457283648,0.9070636402614891,0.628701408022278,0.5266056116610593,0.1412265893916509
2024-08-19,42.2789269388279,41.26116418386451,5.972224307479972,4.203798701157708,0.0,4.070372209788651,0.906996959242154,0.6286551902610498,0.526566899273731,0.15129461010431902
2024-08-20,42.27657096536336,41.25815354773575,5.971891508068742,4.203564446437749,0.0,4.070145390197631,0.9069464172600575,0.6286201587440781,0.5265375565791118,0.15757000961351939
2024-08-21,42.28343911029393,41.2635518400688,5.972861686478449,4.204247346899728,0.0,4.070806615736743,0.9070937574841053,0.6287222827872052,0.5266230965405466,0.1426542637104881
2024-08-22,42.28424137494164,41.26397900084653,5.97297501254363,4.204327116168444,0.0,4.070883853168327,0.9071109682235601,0.6287342118466979,0.526633088421574,0.14111537383960213
2024-08-23,42.28028048914841,41.25774222115454,5.972415506895635,4.209861946807481,0.0,4.070502521837893,0.9070259965454577,0.6286753165153299,0.5265837571943758,0.14691224390088528
2024-08-26,42.28419123250926,41.25835661054852,5.9729679295385685,4.210369925064712,0.0,4.070879025742986,0.9071098925332106,0.6287334662672177,0.5266324639179015,0.1407594538776287
2024-08-27,42.2845422320333,41.25786899831637,5.973017510926773,4.210404875191384,0.0,4.0709128179608065,0.9071174224192331,0.628738685360713,0.5266368354747126,0.1407606223167043
2024-08-28,42.285143959060605,41.25857470222575,5.9731025095073695,4.208923161616913,0.0,4.070970748782309,0.907130331086117,0.6287476325797231,0.5266443297409563,0.1407626254002511
2024-08-29,42.28519410375258,41.25850504252019,5.973109592831617,4.208928152853451,0.0,4.070975576425191,0.9071314068249409,0.6287483781928017,0.5266449542727711,0.14076279232645333
2024-08-30,42.28384023881238,41.258369881794316,5.972918348973496,4.208793393621933,0.0,4.070845234086172,0.9071023627721966,0.6287282472603681,0.5266280924336656,0.14277420024547022
2024-09-02,42.27556850310069,41.24899459246244,5.971749902547365,4.212119653326337,0.0,4.070048878889733,0.9069249117420648,0.6286052528997226,0.5265250713179306,0.15946323371371687
2024-09-03,42.283940522131175,41.26024648559628,5.9729325147652395,4.208447624979194,0.0,4.070854888788017,0.9071045141197304,0.628729738396341,0.526629341421756,0.14111436980227193
2024-09-04,42.28444194586039,41.25836407165381,5.973003344731863,4.209683379920157,0.0,4.070903162984182,0.9071152710104705,0.6287371941823013,0.5266355864510751,0.14111604320575982
2024-09-05,42.27446584951992,41.24732592985795,5.971594144230051,4.214618043129204,0.0,4.0699427217372905,0.9069012568502011,0.6285888572873738,0.5265113382144901,0.1600518591735109
2024-09-09,42.273463487086616,41.245399488785736,5.971452552810341,4.22376533254898,0.0,4.069846220040391,0.9068797534738173,0.6285739529274044,0.5264988541966432,0.15412035813006897
2024-09-10,42.279227720298444,41.25102353947751,5.972266795181048,4.2243412675777305,0.0,4.070401167300764,0.9070034118155499,0.6286596626506367,0.5265706453850392,0.14050579031327887
2024-09-11,42.27391454429925,41.24252002574608,5.9715162681182825,4.226774284726084,0.0,4.0698896452376765,0.9068894298669977,0.6285806598019245,0.526504471931412,0.15341067027229163
2024-09-12,42.2693041908952,41.236955273145604,5.970865020164294,4.233544406574904,0.0,4.06944578689661,0.9067905253577948,0.6285121073857152,0.5264470518483517,0.1581356377315247
2024-09-13,42.27774124439135,41.243378767316194,5.972224307479972,4.232136798191354,0.0,4.070372209788651,0.906996959242154,0.6286551902610498,0.526566899273731,0.14192762405554066
2024-09-16,42.27723996550915,41.242889752666926,5.972153495988229,4.2350508195207865,0.0,4.070323948184048,0.906986205157179,0.6286477364198134,0.5265606558733292,0.14014742068053934
2024-09-17,42.26897057982166,41.23091070492411,5.970985348760937,4.237186068983113,0.0,4.069527796906717,0.9068087995661377,0.6303029462439577,0.5264576611377499,0.1588500936556147
2024-09-19,42.27292945777295,41.234298135223106,5.971544586469367,4.240546819159453,0.0,4.069908945622817,0.9068937305524712,0.6303619799133916,0.5265069687409013,0.14700937654553425
2024-09-20,42.270731875788215,41.23471615366218,5.971502109043459,4.240516654850921,0.0,4.069879995113751,0.906887279539557,0.6303574959555297,0.5265032235355477,0.14890521251084168
2024-09-23,42.27313749000024,41.237062808541474,5.9718419453723595,4.243722027646578,0.0,4.0701116107192306,0.9069388902127473,0.6303933694046902,0.5265331866703458,0.14025867143233936
2024-09-24,42.2698934081765,41.23472229876739,5.971417156004548,4.2434201629934645,0.0,4.0698220953312045,0.9068743777890526,0.6303485282311775,0.526495733284683,0.14700623942197857
2024-09-25,42.27254953247078,41.23814330182445,5.971792383498645,4.243805368759202,0.0,4.07007783180152,0.9069313632903747,0.6303881376057158,0.5265288168341139,0.13978326391520385
2024-09-26,42.2540638187971,41.2201099322278,5.969180928894157,4.241831050901417,0.0,4.106813425869325,0.9065347637550052,0.6354453759401709,0.5262985666822639,0.13972213693276045
2024-09-27,42.24446297802363,41.21390546493262,5.968042229269169,4.24102186594213,0.0,4.1060299972945105,0.9063618303479225,0.6353241563926479,0.5261981683214751,0.15865330947589623
2024-09-30,40.51320823863636,39.52688039772727,5.72375,4.067422443181818,0.0,3.93795625,0.8692613636363637,0.6106818181818182,0.5046590909090909,0.1521590909090909
2024-10-02,42.25134140049324,41.224474933584936,5.969315338261475,4.238963772887218,0.0,4.089603193084179,0.9065551763987998,0.6368818246901301,0.5263104174635035,0.15655394313652063
2024-10-03,42.24974742424279,41.22349784030155,5.9691738548846,4.238863301916085,0.0,4.0895062622240985,0.9065336894307958,0.6398294514983811,0.526297942971719,0.15655023252997988
2024-10-04,42.23652581796547,41.211860339548466,5.9675402078334585,4.2467074173320585,0.0,4.088387043717765,0.9062855887514552,0.6396543425935166,0.526153905437638,0.17688533682017418
2024-10-07,42.23922816897345,41.21745923175638,5.967922019262867,4.252903328925777,0.0,4.088648624343412,0.9063435741498005,0.6427758532927208,0.5261875694881056,0.158531629807495
2024-10-08,42.238877844705726,41.210008399115,5.967872522432506,4.258673725373095,0.0,4.088614713855521,0.9063360571055104,0.6427705222298704,0.5261832053867014,0.16066300979607454
2024-10-09,42.2430014992251,41.2170606670763,5.96875651799567,4.259304544591174,0.0,4.089220342955834,0.9064703088091461,0.6292381645567117,0.5262611466659806,0.16068680812408684
2024-10-10,42.23978474704761,41.209780612751736,5.9682685200658945,4.258956309277206,0.0,4.0888860135095335,0.90639619695138,0.641035809596309,0.5262181202249923,0.16067367057534104
2024-10-14,42.232628766060074,41.20173289065324,5.967257416048347,4.25823478546835,0.0,4.088193301869356,0.9062426413877946,0.6409272096095129,0.5261289718809329,0.17865401702239286
2024-10-15,42.229376848900415,41.19915266114831,5.966797936556913,4.257669977488869,0.0,4.087878510525819,0.9061728606025948,0.6444317094814191,0.5260884598909894,0.18243103540466646
2024-10-16,42.236531727814345,41.20850262590433,5.967808884857019,4.258391350036075,0.0,4.088571115483319,0.9063263925174962,0.6445408948683156,0.5261775945055496,0.16314941401354238
2024-10-17,42.2625198154892,41.233858168497,5.97148087055712,4.26243418936879,0.0,4.091086808421811,0.9068840540675156,0.6479013472094872,0.5265013509528513,0.09733339543622856
2024-10-18,42.238133151587235,41.21101296152459,5.9680351579582736,4.267439280116497,0.0,4.088726136142299,0.9063607564335565,0.6416031761667703,0.5261975448488692,0.1524918352219083
2024-10-21,42.231127818985485,41.210693644438926,5.967045339797742,4.266731511347274,0.0,4.0880480075328185,0.9062104335361596,0.6497894277986581,0.526110273264146,0.15424354329878812
2024-10-22,42.23247866655153,41.21367043714057,5.967236207744917,4.267104932161694,0.0,4.088178771970949,0.9062394204996079,0.6447159848825238,0.5261271019594429,0.15424847708876258
2024-10-23,42.23234465191779,41.21718374932317,5.9673846690348205,4.271950029595386,0.0,4.088280483428768,0.9095792212772704,0.6328846890346048,0.5261401916890079,0.15425231469918674
2024-10-24,42.231694218925234,41.218444495693255,5.967292763555739,4.277807812780143,0.0,4.088217518596218,0.9095652125751789,0.6265959504148644,0.5261320884462871,0.15424993901307493
2024-10-25,42.21199059674232,41.20312135199279,5.964508663030232,4.277825034911705,0.0,4.086310119547284,0.9091408457665351,0.6529472645466199,0.5258866162226222,0.1682695072398888
2024-10-28,42.22244022788396,41.21474258319347,5.965985184620156,4.27663354992538,0.0,4.087321690735375,0.9093659047215796,0.6462390590896696,0.5260168001131273,0.1512549997172852
2024-10-29,42.22174009092235,41.21157184014394,5.965886256023949,4.276562634336338,0.0,4.0872539143355695,0.9093508255201388,0.6385295083528582,0.5260080776470123,0.1630968527178419
2024-10-30,42.21993456244857,41.21288043651012,5.965681342939787,4.275941987068208,0.0,4.086995087971637,0.9093195916222322,0.6385075764813355,0.5259900106016716,0.1647494043564344
2024-10-31,40.50775369318182,39.54028948863637,5.72375,4.111172443181818,0.0,3.9212517045454547,0.8724431818181819,0.6003409090909091,0.5046590909090909,0.1580681818181818
2024-11-01,42.22248497647996,41.21335642274035,5.96604171671965,4.285557576502982,0.0,4.083688573487048,0.9093745216326533,0.6287150714198793,0.5260217845093602,0.16475935650811083
2024-11-04,42.219284506189254,41.212482761204875,5.965589489919684,4.285232730636843,0.0,4.083379029319686,0.9093055909162059,0.6286674147291724,0.5259819119842228,0.17007656510005492
2024-11-05,42.23038821552254,41.2227293364415,5.96715844525544,4.308039553615819,0.0,4.084452961632124,0.9095447390944555,0.6406796416832063,0.5261202456943637,0.11088686106055493
2024-11-06,42.21443471825549,41.2071565054163,5.964904214357476,4.306412092913962,0.0,4.082909965891043,0.90920113771823,0.6493194188354353,0.5259214917104081,0.13974045490166218
2024-11-07,42.217042287822935,41.21099049013372,5.965356337263629,4.306738506797667,0.0,4.083219438944256,0.9092700525986522,0.641670484530055,0.5259613550752998,0.13975104683378828
2024-11-08,42.21029350888074,41.20025804221225,5.9644027206896135,4.306050035399172,0.0,4.0825666991057314,0.9091246974943815,0.6496200703945526,0.5258772753594984,0.15180695046405696
2024-11-11,42.20839424172532,41.19627286302441,5.964134350269807,4.30585628314772,0.0,4.082383002566408,0.9090837911055697,0.6555112820007079,0.5258536133246285,0.1525105728354248
