date,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,NANYANG COMMERCIAL BANK LTD
2024-03-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,96.31382939770202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6861706022979837,0.0
2024-03-08,74.86918384168514,22.265385656577926,0.0,0.0,0.0,0.0,0.0,0.0,2.865430501736936,0.0
2024-03-13,74.89945915805953,22.274389248715064,0.0,0.0,0.0,0.0,0.0,0.0,2.8261515932253953,0.0
2024-03-18,74.83893299075928,22.14415338793762,0.0,0.0,0.0,0.0,0.0,0.0,3.016913621303102,0.0
2024-03-19,74.71649918016907,22.107926347101614,0.0,0.0,0.0,0.0,0.0,0.0,3.175574472729318,0.0
2024-04-03,65.39767583250858,19.350572048221274,0.0,12.472243011800318,0.0,0.0,0.0,0.0,2.779509107469821,0.0
2024-04-05,65.42840463753109,19.360825836860165,0.0,12.478852002138032,0.0,0.0,0.0,0.0,2.7319175234707083,0.0
2024-04-10,65.50554045263821,19.265757518090997,0.0,12.493563753496154,0.0,0.0,0.0,0.0,2.735138275774631,0.0
2024-04-22,65.55062039401354,19.27901592666935,0.0,12.502161638769444,0.0,0.0,0.0,0.0,2.6682020405476736,0.0
2024-04-25,61.87751618698042,18.198723565101176,0.0,11.797895611342083,5.607174287625768,0.0,0.0,0.0,2.5186903489505483,0.0
2024-04-29,61.894748294288014,18.20379167992963,0.0,11.773332438460555,5.608735814897237,0.0,0.0,0.0,2.5193917724245694,0.0
2024-04-30,61.94650225145564,18.219012975449115,0.0,11.773886161921036,5.613425619462699,0.0,0.0,0.0,2.4471729917115104,0.0
2024-05-03,55.24529995282988,16.165273892850664,10.902238538294672,10.498562400898628,5.006180669431251,0.0,0.0,0.0,2.182444545694904,0.0
2024-05-06,55.24713098307926,16.165809668844506,10.902599878147413,10.495595997607362,5.006346592473527,0.0,0.0,0.0,2.18251687984793,0.0
2024-05-13,55.226081460375184,16.159650388324433,10.898445915406093,10.529697768154325,5.004439141274024,0.0,0.0,0.0,2.1816853264659377,0.0
2024-05-16,54.66822766337274,15.999696961771187,10.78835772383854,10.423334402767487,4.953887928821437,0.0,0.0,0.0,2.159647524560568,1.0068477948680443
2024-05-28,52.56667786968563,15.384638429855501,10.3736329025335,10.022641766478786,4.763451132171105,0.0,3.8441886329801895,0.0,2.076626599908973,0.9681426663863152
2024-05-29,52.574967783284144,15.38706463079679,10.359498571251832,10.024222365398865,4.76420234187118,0.0,3.844794872387268,0.0,2.0769540897901533,0.9682953452197632
2024-05-30,52.58740755737739,15.367044346510603,10.36194973436955,10.026594198743584,4.765329600781003,0.0,3.8457045901039675,0.0,2.077445518330548,0.9685244537833617
2024-06-12,52.58989621864008,15.36777158083843,10.362440106192532,10.022336271987156,4.765555116579029,0.0,3.8458865853093918,0.0,2.0775438319464294,0.9685702885069591
2024-06-13,52.67298659294113,15.234055334127373,10.37881243413013,10.03817124661324,4.773084543082223,0.0,3.8519629645926714,0.0,2.080826285555115,0.9701005989581214
2024-06-14,50.8787527334281,14.715127897765726,10.025272263059847,9.696234555659071,4.610495890805876,4.05345153458471,3.7207510697731627,0.0,1.362858617335022,0.9370554375884833
2024-06-17,50.88651877400092,14.702110169511576,10.02680250244202,9.69771457132214,4.611199628539708,4.054070246077942,3.7213189984706414,0.0,1.3630666416034765,0.9371984680315726
2024-06-18,51.228112053969156,14.598472620015604,9.962327720847965,9.635355905257338,4.581548492111692,4.020418752925552,3.6973900111778564,0.0,1.3452023900183816,0.9311720536764576
2024-06-24,51.449004546531576,14.53235475703257,9.91720739652472,9.5917164672066,4.560798225742301,4.002209896207495,3.680644182177998,0.0,1.3391098411865443,0.926954687390193
2024-06-25,51.62317431040334,14.490134598237084,9.888395405757262,9.563850109748543,4.540021395001355,3.9905824662296396,3.669950981768337,0.0,1.309629082811059,0.9242616500433793
2024-06-27,51.71143204687978,14.472705846463473,9.846431600715697,9.552346699036054,4.5345606516656805,3.985782588715424,3.665536760199247,0.0,1.3080538593343503,0.9231499469902944
2024-06-28,50.69768711017373,14.159754421080295,9.633516694749101,9.345790955629706,4.34824787748944,3.899595779169318,3.5862748055883813,2.1461751195051058,1.2797690780294995,0.9031881585854249
2024-07-02,50.83919528774668,14.127543124706976,9.611601903563887,9.324530696915987,4.338356272245358,3.890724789486619,3.578116573658384,2.1412928962131184,1.2475049131224345,0.9011335423405447
2024-07-08,51.06004213126242,14.078367482685955,9.578145506348465,9.278910726901389,4.323255171288145,3.8771818197174803,3.5656617414074754,2.1338394096445885,1.206599165287069,0.8979968454570099
2024-07-10,51.09580419442449,14.06807994895973,9.571146435252158,9.272130316661139,4.32009602421826,3.8743486333567683,3.563056193181366,2.132280141858742,1.2057174629432292,0.8973406491441176
2024-07-11,51.1885414219553,14.041402591124525,9.552996630924008,9.254547537827802,4.311903808369426,3.867001690117506,3.5562995550760013,2.128236690260823,1.2034310559620494,0.8956390183825533
2024-08-06,51.22141665926512,14.050420516416448,9.559131930398019,9.260491161889934,4.314673077760962,3.805261405183636,3.5585835465430398,2.1296035251871595,1.2042039453715097,0.896214231984178
2024-08-07,51.22889419412922,14.052471660569013,9.560527415859804,9.261843050417001,4.315302953318305,3.8058169145131333,3.5445045908852655,2.12991441437463,1.2043797405285415,0.8963450654050877
2024-08-13,51.235481534474644,14.052676807922637,9.560666986815432,9.261978260979054,4.315365950988918,3.8058724743667485,3.544556335927297,2.1299455082858016,1.1970979893912947,0.8963581508481717
2024-08-21,51.26392016056346,14.009353153064854,9.565973704454356,9.267119189271678,4.3177612261974465,3.807984951521225,3.5421417366470935,2.1311277500074675,1.1977624473234225,0.896855680948996
2024-08-22,51.30138753910989,13.946504972379973,9.572965209529025,9.273892269863483,4.320916958217713,3.8107681021899786,3.5447305898775214,2.132685332219094,1.1986378587020687,0.897511167911257
2024-08-26,51.310387860830076,13.948951748922378,9.574644691719175,9.275519282660428,4.321675020418671,3.793892651551574,3.545352477846847,2.133059490795278,1.1988481478749706,0.8976686273806036
2024-08-28,51.314889206057224,13.950175459168907,9.575484653820057,9.276333003160172,4.322054151273796,3.7942254812434038,3.545663503666764,2.1244738436403336,1.1989533201337177,0.8977473778356261
2024-08-30,51.3193913411395,13.942625838778355,9.576324763309852,9.277146866444195,4.3224333486553554,3.7945583693371607,3.5459745840626646,2.1246602353167225,1.199058510847136,0.8978261421090624
2024-09-05,51.5644429549617,13.627199920425968,9.622051997721796,9.270022121610308,4.298995899424947,3.8126774979520635,3.562906717739404,2.1348055508764348,1.204784050754598,0.902113288532781
2024-09-11,51.5644429549617,13.627199920425968,9.622051997721796,9.267083641843099,4.298995899424947,3.8126774979520635,3.562906717739404,2.1348055508764348,1.2077225305218056,0.902113288532781
2024-09-12,51.581115662083434,13.628666672398554,9.6251631659159,9.240685736658975,4.300385925098476,3.81391027875275,3.564058738333495,2.1354958131128114,1.2081130322489997,0.9024049753966044
2024-09-13,51.58490641747484,13.629668258754393,9.625870530204091,9.234015730486208,4.300701965395811,3.81419056739649,3.564320665100766,2.1356527531510983,1.2082018178623322,0.9024712941739671
2024-09-19,51.58793942297678,13.63046963384043,9.626436496497464,9.234558657137832,4.295075193581552,3.8144148279754035,3.564530234235203,2.1357783217912374,1.2082728557494882,0.9025243562146043
2024-09-25,51.67300861955431,13.652946459115773,9.642310618003794,9.161446570387358,4.299213163012839,3.8207048486364097,3.52623819363553,2.1393002485813883,1.1808186482199012,0.9040126308526997
2024-09-27,50.39189286304527,14.014876807600588,9.897921731152405,9.404310303851386,4.413182387382046,3.9219891422110997,3.6197163759520556,2.196011646871957,1.212121349517924,0.9279773924152659
2024-09-30,50.38225965016696,14.021870216272944,9.902860783605254,9.4090030447252,4.415384560715734,3.9088250306336203,3.621522610587049,2.1971074543561513,1.212726196786583,0.9284404521505002
2024-10-02,50.38603410787634,14.021658192255487,9.902711042929061,9.408860771647854,4.415317795900574,3.905741735209309,3.62146784971982,2.19707423200121,1.2127078592127534,0.9284264132475863
2024-10-03,50.58560201534051,13.91548952941229,9.876724929892823,9.384170591504827,4.403731378116818,3.8954925170122405,3.611964606366363,2.191308798768403,1.2095255424337599,0.9259900911519612
2024-10-04,50.84378153333452,13.883036582862147,9.852186360093349,9.317147039743746,4.297166194933812,3.8864076615945513,3.603540979294986,2.1861983477726996,1.2067047528599062,0.9238305475102805
2024-10-07,51.002151151461426,13.846785402063633,9.8264604760716,9.292818242520736,4.255931873875849,3.876259531107658,3.5941314661257615,2.180489778822852,1.203553823169182,0.9214182547813017
2024-10-08,51.18682000684615,13.798433282018433,9.78404457660945,9.258361496973771,4.240151347687103,3.8618867881085284,3.580804822888086,2.1724047631133145,1.1990911782798994,0.9180017374752756
2024-10-09,51.221243151032134,13.79039216549128,9.778342868238697,9.246989151254333,4.2376803750496554,3.8596362513234346,3.578718088238338,2.1711387817162024,1.1983924009843792,0.9174667666715405
2024-10-10,51.50750380257868,13.791422554079105,9.77907348508979,8.980190128560297,4.237997005457617,3.8375092771562618,3.5789854823945673,2.171301004559209,1.1984819422997306,0.9175353178247448
2024-10-14,51.52199249444321,13.787301923312933,9.776151672571224,8.97750700812187,4.236730767636307,3.836362697916092,3.5779161454474453,2.170652258595047,1.1981238572983626,0.9172611746575079
2024-10-16,51.52344088745803,13.786889995661067,9.775859587344893,8.977238784258924,4.23660418546915,3.836248077674463,3.5778092468965497,2.170587405319702,1.1980880605667086,0.9172337693505141
2024-10-17,51.60198851415032,13.743100531026892,9.776589833138381,8.970439485650381,4.236920655070362,3.806655087841778,3.578076505251593,2.170749545774766,1.1981775564068073,0.9173022856887173
2024-10-22,51.613554938885976,13.728249253721641,9.778781225248114,8.96796724407152,4.237870347616695,3.8075083377035748,3.57887851993723,2.171236112513067,1.1984461241679574,0.9175078961342209
2024-10-23,51.647809463627325,13.712111815319467,9.77366950435144,8.96327936482499,4.2356550602598855,3.805518016058599,3.5770077113266656,2.1701011292516266,1.1978196532453205,0.9170282817346859
2024-10-30,52.0525564739695,13.70464415830208,9.77366950435144,8.566000011500192,4.2356550602598855,3.805518016058599,3.5770077113266656,2.1701011292516266,1.1978196532453205,0.9170282817346859
