date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CCB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,DBS BANK (HONG KONG) LTD,BNP PARIBAS,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,36.15599436932952,37.880916573801095,7.242720510469088,0.0,0.0,3.6798647471831814,4.5527034350799696,3.7318225072944635,0.8496912140504735,5.906286642792213
2024-03-04,33.29008376011488,34.76338802483784,6.81353541519778,0.0,7.984780754095344,3.2216994632601423,4.176234449943958,3.427033543911913,0.9290583830564063,5.394186205581733
2024-03-05,33.28509421933716,34.71826456177125,6.696516499482981,0.0,7.975042977733943,3.3351247280058476,4.176461686085224,3.428698473828519,0.9722799402384954,5.412516913516579
2024-03-06,33.33478794562269,34.64249005449149,6.676502210453712,0.0,7.9650079263128575,3.4256972954936793,4.168282603782657,3.421992811324869,0.9620651414447176,5.403174011073324
2024-03-07,33.37186923237794,34.58926482983248,6.785593834146828,0.0,7.957211715872665,3.470036415578844,4.162659141642494,3.4173761744872104,0.850104108629769,5.395884547431773
2024-03-08,33.36214116832893,34.589782123587035,6.7052873343958,0.0,7.958620125682879,3.5216850009480374,4.16516590265201,3.425650952167683,0.8565380009348823,5.415129391302742
2024-03-11,33.151122745859006,34.343715989406576,6.629355162055712,0.0,7.904121480438262,3.5054491360838247,4.135863754215728,3.395159521888871,0.8197560135149775,6.115456196537045
2024-03-12,33.16192681905653,34.28603543704485,6.631984611083534,0.0,7.903861055495813,3.577726422980227,4.137138614770949,3.396206063847302,0.7986203757731872,6.106500599947607
2024-03-13,33.20141319051219,34.17379716551027,6.635891718023988,0.0,7.915228517595203,3.632665549942711,4.143787738796451,3.4004602791843723,0.7855395858329277,6.111216254601879
2024-03-14,33.196470134113284,33.96606239703151,6.70056302196019,0.0,7.915940779235093,3.724925183080329,4.145809044265303,3.3990490860585787,0.8412157645092474,6.109964589746463
2024-03-15,29.001964130665364,29.55930761532226,5.807372012148966,12.85588322795553,6.918491466450116,3.177406662684987,3.6204881298729514,2.969834390727544,0.7716439973653542,5.317608366806922
2024-03-18,29.017292265227724,29.50660034876693,5.923636748793114,12.829254221488698,6.905007526041956,3.1587398689930017,3.6128844256105053,2.9633873112114526,0.7771326731975025,5.306064610669113
2024-03-19,28.87000811541557,29.40126457392367,6.285829813521317,12.750339754376123,6.869575794904473,3.199892600256412,3.5894933510068943,2.9457071208112477,0.7979156904104053,5.289973185373893
2024-03-20,28.805527548884413,29.345105516930342,6.447512668960666,12.736671355336496,6.864751881722657,3.1405759083438274,3.5838672007487573,2.942549314732606,0.8491362846687096,5.284302319671527
2024-03-21,28.85833750109608,29.3655317703566,6.37919120549401,12.74509565549481,6.863954232665645,3.113674680989975,3.5849666597684773,2.9444955782394806,0.8569552484232894,5.287797467471626
2024-03-22,28.86470462992624,29.354501261690597,6.457307610702546,12.73556779469163,6.85958496242516,3.095598550325245,3.58025458694577,2.9422943594520055,0.8263417791231229,5.2838444647176805
2024-03-25,28.859699825349992,29.40108366682131,6.459605969332858,12.742105696335212,6.863106383104873,3.0867680633915016,3.578788751060835,2.943804808882975,0.7784798688224723,5.286556966897968
2024-03-26,28.849039342113176,29.40312087444647,6.481342319109867,12.736053051825264,6.863656581118257,3.0794594283231844,3.5768347691230127,2.9424064682602022,0.7840413732120682,5.2840457924685
2024-03-27,9.545281808248156,9.753376427853691,2.1639486956264626,4.2228646984675855,2.2763825298214413,1.0256637411173735,1.1841605611155526,0.9752572213184368,0.25547351266204604,1.7518445755503698
2024-03-28,28.74611101479143,29.42994571135594,6.48513119374358,12.756768260104954,6.8844697455017,3.1034953551766775,3.5822952569149593,2.946135207899956,0.773535702070344,5.2921125524404555
2024-04-02,9.504006760944593,9.756997688734453,2.157810490002831,4.2228646984675855,2.2814037870017807,1.0260006025946538,1.2149833862866943,0.9752572213184368,0.25286283621312416,1.726579964754352
2024-04-03,9.542503416891233,9.688783239585206,2.181699863817853,4.222443621620986,2.279298402768779,1.0183370039865283,1.2431113196395944,0.9752572213184368,0.2523001933306969,1.7097368908903403
2024-04-05,9.572652519107814,9.579808551685048,2.2595022748718745,4.222443621620986,2.2770245877971376,1.016736911969447,1.2707339607765737,0.9752572213184368,0.261913335630897,1.6844722800943221
2024-04-08,9.604401713341478,9.470918079154211,2.3914492733228423,4.222443621620986,2.269005389792058,1.0414962305495445,1.3164629063173663,0.9752572213184368,0.2687179374719579,1.6844722800943221
2024-04-09,28.850577951392616,28.500406740980296,7.28228059211295,12.706409204608274,6.805207315989607,3.134127646525966,3.966387550690599,2.9347975827002304,0.8012306109794022,5.018574804020063
2024-04-10,28.863272191928584,28.44535163997269,7.287052503810446,12.708985829618303,6.811403347463897,3.1441418351408195,3.9791052752734903,2.935392705423668,0.8057021931061245,5.019592478261976
2024-04-11,9.595030648120389,9.458201558386882,2.4433357519145247,4.222443621620986,2.2606680682293723,1.0382960465153823,1.3220211206924901,0.9752572213184368,0.24532332895169187,1.6592918846676246
