date,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,CENTRAL CHINA INTERNATIONAL SECURITIES,ORIENT SECURITIES (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,YICKO SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,GRAND CHINA SECURITIES LTD
2024-03-01,0.0,0.0,78.82762312633832,0.0,0.0,0.0,21.17237687366167,0.0,0.0,0.0
2024-03-04,0.0,0.0,78.88115631691649,0.0,0.0,0.0,21.11884368308351,0.0,0.0,0.0
2024-03-05,0.0,0.0,69.9409681227863,0.0,0.0,0.0,18.110979929161747,0.0,11.948051948051948,0.0
2024-03-06,0.0,0.0,70.51282051282051,0.0,0.0,0.0,17.35517568850902,0.0,12.132003798670466,0.0
2024-03-07,0.0,0.0,70.89783281733746,0.0,0.0,0.0,16.86115741843296,0.0,12.241009764229577,0.0
2024-03-08,0.0,0.0,18.302536799248355,74.01190103351081,0.0,0.0,4.434700908236768,0.0,3.2508612590040715,0.0
2024-03-11,0.0,0.0,18.34011901033511,74.01190103351081,0.0,0.0,4.397118697150015,0.0,3.2508612590040715,0.0
2024-03-12,0.0,0.0,18.316211475820595,74.03532949135555,0.0,0.0,4.397394136807818,0.0,3.2510648960160364,0.0
2024-03-13,0.0,0.0,18.28496207609854,74.08637873754152,0.0,0.0,4.34401053093462,0.0,3.2846486554253116,0.0
2024-03-14,0.0,0.0,18.25988842224033,74.11145239139974,0.0,0.0,4.34401053093462,0.0,3.2846486554253116,0.0
2024-03-15,0.0,0.0,18.241083181846673,74.1302576317934,0.0,0.0,4.34401053093462,0.0,3.2846486554253116,0.0
2024-03-18,0.0,0.0,18.27127992979817,74.12561113200451,0.0,0.0,4.287326062429485,0.0,3.3157828757678325,0.0
2024-03-19,0.0,0.0,18.30262003259371,74.12561113200451,0.0,0.0,4.255985959633947,0.0,3.3157828757678325,0.0
2024-03-20,0.0,0.0,18.277547950357278,74.15068321424094,0.0,0.0,4.255985959633947,0.0,3.3157828757678325,0.0
2024-03-21,0.0,0.0,18.24620784756174,74.18202331703648,0.0,0.0,4.255985959633947,0.0,3.3157828757678325,0.0
2024-03-22,0.0,0.0,18.282670009401443,74.17737386399249,0.0,0.0,4.211845816358508,0.0,3.3281103102475713,0.0
2024-03-25,0.0,0.0,18.24163429001128,74.20102769770648,0.0,0.21932573004135855,3.9917282867527257,0.0,3.3462839954881565,0.0
2024-03-26,0.0,0.0,18.24163429001128,74.20102769770648,0.0,0.4386514600827171,3.7724025567113677,0.0,3.3462839954881565,0.0
2024-03-27,0.0,0.0,18.318412320791335,74.1313466474676,0.0,0.6886621173229825,3.518437363050147,0.0,3.3431415513679332,0.0
2024-03-28,0.0,0.0,18.351380108906554,74.11278713150153,0.0,0.9075546097515178,3.285973587031358,0.0,3.3423045628090375,0.0
2024-04-02,0.0,0.0,18.39454420321592,74.08496527560533,0.0,1.1261965838703623,3.0532440718263154,0.0,3.341049865482075,0.0
2024-04-03,0.0,0.0,18.427472321261025,74.066428973541,0.0,1.2009757928316758,2.9649089885531996,0.0,3.3402139238130983,0.0
2024-04-05,0.0,0.0,18.427472321261025,74.066428973541,0.0,1.2697816976293237,2.8961030837555515,0.0,3.3402139238130983,0.0
2024-04-08,0.0,0.0,18.421217239006694,74.066428973541,0.0,1.3948833427159568,2.7772565209232503,0.0,3.3402139238130983,0.0
2024-04-09,0.0,0.0,18.422369573376702,74.07106217940698,0.0,1.4387589140497936,2.727386463155261,0.0,3.34042287001126,0.0
2024-04-10,0.0,0.0,18.41726618705036,74.07569596496715,0.0,1.4638723803565843,2.702533625273694,0.0,3.3406318423522054,0.0
2024-04-11,0.0,0.0,18.41726618705036,74.07569596496715,0.0,1.4701282452299032,2.6962777604003754,0.0,3.3406318423522054,0.0
2024-04-12,0.0,0.0,18.41216216216216,74.08033033033034,0.0,1.4764764764764764,2.69019019019019,0.0,3.340840840840841,0.0
2024-04-15,0.0,0.0,18.41216216216216,74.08033033033034,0.0,1.4827327327327329,2.683933933933934,0.0,3.340840840840841,0.0
2024-04-16,0.0,0.0,18.40985862629801,74.07106217940698,0.0,1.5075691229826098,2.6648317277617917,0.0,3.346678343550607,0.0
2024-04-17,0.0,0.0,18.39964964964965,74.08033033033034,0.0,1.5140140140140141,2.658908908908909,0.0,3.3470970970970972,0.0
2024-04-18,0.0,0.0,18.332603116980657,74.14408211804468,0.0,1.5146773486887402,2.6600738561682418,0.0,3.348563560117669,0.0
2024-04-19,0.0,0.0,18.32634411967203,74.15034111535333,0.0,1.5146773486887402,2.6600738561682418,0.0,3.348563560117669,0.0
2024-04-22,0.0,0.0,18.32634411967203,74.15660011266195,0.0,1.508418351380109,2.6600738561682418,0.0,3.348563560117669,0.0
2024-04-23,0.0,0.0,18.295660885354707,74.19072068123474,0.0,1.5027236866821112,2.6610731951662387,0.0,3.3498215515622065,0.0
2024-04-24,0.0,0.0,18.281924544828883,74.27892135393857,0.0,1.4327723205906275,2.6590752674716884,0.0,3.3473065131702437,0.0
2024-04-25,0.0,0.0,18.260815203800952,74.24981245311328,0.0,1.2065516379094774,2.93823455863966,0.0,3.3445861465366344,0.0
2024-04-26,0.0,0.0,18.253422516721884,74.25142214165156,0.0,1.2064762142901795,2.9443020566356193,0.0,3.344377070700756,0.0
2024-04-29,0.0,0.0,18.36403371838901,74.18045582266625,0.0,1.0677489853262567,3.0471433031532937,0.0,3.3406181704651887,0.0
2024-04-30,0.0,0.0,18.385062137013676,74.1897208518079,0.0,0.7431461937176045,3.3722600387185415,0.0,3.3098107787422717,0.0
2024-05-02,0.0,0.0,18.30739421213826,74.2546409150572,0.0,0.743796487280455,3.3814613413338335,0.0,3.312707044190262,0.0
2024-05-03,0.0,0.0,18.30625,74.25,0.0,0.7000000000000001,3.4312500000000004,0.0,3.3125,0.0
2024-05-06,0.0,0.0,18.29603700462558,74.25928241030128,0.0,0.43130391298912363,3.700462557819727,0.0,3.312914114264283,0.0
2024-05-07,0.0,0.0,18.301143821488843,74.2546409150572,0.0,0.15000937558597413,3.9814988436777297,0.0,3.312707044190262,0.0
2024-05-08,0.0,0.0,18.288569643972515,74.20362273579013,0.0,0.04372267332916927,4.15365396627108,0.0,3.3104309806371015,0.0
2024-05-09,0.0,0.0,18.28567861156199,74.1665626170558,0.0,0.04370083655887127,4.201523286302909,0.0,3.3025346485204143,0.0
2024-05-10,0.0,0.0,18.297022286035332,74.14944753105686,0.0,0.043698108496160806,4.207503589487484,0.0,3.3023284849241525,0.0
2024-05-13,0.0,0.0,18.303264872963357,74.14320494412885,0.0,0.043698108496160806,4.207503589487484,0.0,3.3023284849241525,0.0
2024-05-14,0.0,0.0,18.30950745989138,74.13696235720082,0.0,0.043698108496160806,4.207503589487484,0.0,3.3023284849241525,0.0
2024-05-16,0.0,0.0,18.315750046819403,74.1307197702728,0.0,0.043698108496160806,4.207503589487484,0.0,3.3023284849241525,0.0
2024-05-17,0.0,0.0,18.339575530586767,74.10736579275905,0.0,0.04369538077403246,4.207240948813983,0.0,3.302122347066167,0.0
2024-05-20,0.0,0.0,18.341865401423398,74.10413285054314,0.0,0.04370083655887127,4.207766262954177,0.0,3.3025346485204143,0.0
2024-05-21,98.36147206570548,0.0,0.3005214077152019,1.214069613377058,0.0,0.000716990406955151,0.06903593346968169,0.0,0.0541839893256107,0.0
2024-05-22,98.36116478410251,0.0,0.3012383981221571,1.2136599045730838,0.0,0.000716990406955151,0.06903593346968169,0.0,0.0541839893256107,0.0
2024-05-23,98.36045954904331,0.0,0.3019532235534658,1.2136512028103856,0.0,0.0007169852662395729,0.0690354384922103,0.0,0.05418360083439058,0.0
2024-05-24,98.36156778010543,0.0,0.3003177837416146,1.2136648770649356,0.0,0.0007169933445400076,0.06903621631713788,0.0,0.05469634942633772,0.0
2024-05-27,98.36166852962214,0.0,0.3002156636247271,1.2136661201942651,0.0,0.0007169940789399829,0.06903628702936407,0.0,0.05469640545056441,0.0
2024-05-28,98.36176927934524,0.0,0.30011354329864076,1.2136673633261414,0.0,0.0007169948133414625,0.06903635774173511,0.0,0.05469646147490585,0.0
2024-05-29,98.36166852962214,0.0,0.3013423686059185,1.2136661201942651,0.0,0.0007169940789399829,0.06739744342035839,0.0,0.05520854407837868,0.0
2024-05-30,98.36559792176496,0.0,0.30196899765836765,1.2137146042245586,0.0,0.0007170227217125419,0.06279070405854117,0.0,0.05521074957186573,0.0
2024-05-31,98.3656986795378,0.0,0.30196930697101676,1.213715847455759,0.0,0.0007170234561726992,0.062688336453956,0.0,0.05521080612529784,0.0
