date,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,46.17202268431002,29.74952741020794,0.0,24.078449905482042
2024-03-04,0.0,0.0,44.83901515151515,31.107954545454547,0.0,24.053030303030305
2024-03-05,0.0,0.0,44.16508538899431,31.736242884250476,0.0,24.09867172675522
2024-03-06,0.0,0.0,38.80530973451328,31.41592920353982,7.256637168141593,22.52212389380531
2024-03-13,0.0,0.0,38.86549966762686,31.46465765566142,7.267892754265455,22.401949922446267
2024-03-19,0.0,0.0,38.93451720310766,31.520532741398444,7.280799112097669,22.264150943396228
2024-03-21,0.0,33.76451565485815,25.78274290754079,20.873144201087758,4.8214023225047775,14.758194914008527
2024-04-17,89.52514396575617,3.5367844055061126,2.7007052012441104,2.1864318048840574,0.505034952114064,1.5458996704954886
2024-04-22,89.52238714048161,3.536675494241547,2.7006220360904107,2.1863644761963417,0.5080987867216851,1.5458520662683992
2024-04-24,89.52238714048161,3.530516721069163,2.7006220360904107,2.1863644761963417,0.5080987867216851,1.5520108394407834
2024-04-30,89.52100879151334,3.530462362776948,2.700580455434264,2.1863308134074426,0.509630633266101,1.551986943601903
2024-05-03,89.52100879151334,3.530462362776948,2.568168870960292,2.1863308134074426,0.509630633266101,1.6843985280758749
2024-05-14,89.51273958894619,3.5301362481718113,2.5679316449849896,2.186128858440459,0.5095835578477408,1.6934801016088061
2024-05-27,89.49758335129144,3.529538527845334,2.5674968445032786,2.202690638179971,0.5094972754979528,1.6931933626820181
2024-05-28,89.49482822312524,3.529429873168329,2.5674178056889545,2.165681566309568,1.2744735869966752,0.9681689447112424
2024-06-03,89.49482822312524,3.529429873168329,2.5612609284570866,2.165681566309568,1.2744735869966752,0.9743258219431105
2024-06-11,89.49758335129144,3.529538527845334,2.558261244343195,2.165748237539636,1.2745128220915556,0.9743558168888342
2024-06-17,89.49482822312524,3.529429873168329,2.5581824898411525,2.165681566309568,1.2744735869966752,0.9774042605590444
2024-06-18,89.48794114478322,3.5291582657411538,2.557985624797993,2.165514906191803,1.274375509827159,0.9850245486586737
2024-06-19,89.47417016758229,3.5286151762768725,2.5575919855962326,2.1805703030023236,1.2741794007663543,0.984872966775926
2024-06-24,89.47830101569714,3.5103108648815025,2.5577100646352724,2.1914435210834102,1.2742382271468145,0.9879963065558633
2024-07-08,89.47417016758229,3.510148808149824,2.5575919855962326,2.191342351076435,1.2741794007663543,0.992567286828863
2024-07-09,89.47279330296688,3.5100947925643236,2.5575526283392835,2.1913086298165703,1.2741597931798596,0.9940908531330789
2024-07-29,89.48105512635045,3.510418911016036,2.548554895503093,2.191510972944689,1.2742774477515466,0.9941826464341778
2024-07-30,89.48105512635045,3.510418911016036,2.5423989658038106,2.191510972944689,1.2742774477515466,1.0003385761334604
2024-08-02,89.48105512635045,3.510418911016036,2.54085998337899,2.191510972944689,1.2742774477515466,1.0018775585582813
2024-08-13,89.48105512635045,3.510418911016036,2.54085998337899,2.1930499553695095,1.2742774477515466,1.0003385761334604
2024-08-19,89.48656385631175,3.5106350232400656,2.541016406562625,2.19318496629421,1.2743558962046357,0.9942438513867086
2024-09-02,89.47554707457451,3.5102028253978026,2.5407035794527717,2.1929149610661414,1.2741990089563262,1.0064325505524607
2024-09-03,89.41225318324413,3.5077197514916647,2.5389063172787107,2.192901519345513,1.270222058190318,1.0779971704496525
2024-09-05,89.4108782235618,3.507665810638331,2.538867274600563,2.1928677974442174,1.2717403004813237,1.07798059327377
2024-09-09,89.40950330616639,3.507611871443949,2.5388282331231737,2.1912963247731816,1.2686452406581579,1.0841150238351531
2024-09-26,89.39575645756457,3.5039975399753995,2.5384378843788435,2.1909594095940963,1.268450184501845,1.1023985239852399
2024-10-08,89.39025890166657,3.503782055224156,2.538281778488408,2.1908246725293647,1.2683721788327902,1.1084804132587172
2024-10-09,89.39163322724967,3.505373368387067,2.538320803160986,2.1908583552419167,1.2683916793505834,1.1054225666097812
2024-10-14,89.40125468971031,3.5057506611722737,2.538594009471677,2.191094163232671,1.2685281997662832,1.0947782766467802
2024-10-15,89.39713095219791,3.505588954319716,2.538476913851689,2.1909930964498225,1.2684696874183183,1.0993403957625425
2024-10-24,89.38888461834115,3.5052655853639787,2.5382427550157582,2.1907909908524865,1.2683526789145976,1.1084633715120302
2024-11-11,89.38476202189153,3.505103923256672,2.538125691796827,2.19222727831755,1.2682941827573484,1.1114869019800764
2024-11-14,89.38063980569092,3.5049422760603215,2.5380086393752594,2.192126177921938,1.2682356919955113,1.1160474089560497
2024-11-18,88.98258394294635,3.4893330476569435,2.9720547274341156,2.182363564017018,1.2625876159284992,1.1110771020170793
2024-12-05,88.98122216610808,3.4846884899683213,2.972009243530294,2.1823301654347063,1.262568293466783,1.11718164149182
2024-12-06,88.96080051409162,3.483888735885431,2.9697971174148536,2.1680589981333576,1.2622785274947212,1.1551761069800177
2024-12-19,88.95671730848672,3.4837288291182813,2.969660806903199,2.1679594865439635,1.262220590260247,1.1597129786875966
2024-12-20,88.95263447769415,3.4835689370295575,2.9679946147726577,2.167859984089101,1.2621626583440426,1.1657793280704976
2024-12-23,88.96352285941612,3.4839953485525434,2.957647346838852,2.168125344268315,1.2623171552726604,1.1643919456515086
2024-12-27,88.96488409456047,3.4840486573330276,2.956162497131053,2.168158518858542,1.2623364700481983,1.1644097620687017
2025-01-03,88.96080051409162,3.483888735885431,2.9560268062058204,2.1680589981333576,1.2607484929159398,1.1704764527678326
2025-01-09,88.97441390708208,3.4844218644794025,2.956479157740099,2.16839076941911,1.2609414213135826,1.155352879965722
2025-01-10,88.97986043095005,3.4846351616062683,2.95666013712047,2.1685235063663075,1.2610186092066602,1.1493021547502449
2025-01-13,88.9880314671401,3.484955156264349,2.9569316477394474,2.1687226422602466,1.2611344087667207,1.1402246778291345
2025-01-16,88.98258394294635,3.484741819962658,2.956750635119831,2.1685898809341615,1.2610572066970707,1.1462765143399345
2025-01-20,88.98122216610808,3.4846884899683213,2.956705385427666,2.168556693142341,1.2610379076565201,1.1477893576970755
2025-01-22,88.96760668982296,3.484155279788227,2.9562529646687987,2.1682248710847243,1.2608449497345187,1.1629152449007696
2025-02-04,88.9880314671401,3.484955156264349,2.9569316477394474,2.1687226422602466,1.2611344087667207,1.1402246778291345
2025-02-17,88.9880314671401,3.484955156264349,2.9569316477394474,2.162600630567204,1.2611344087667207,1.146346689522177
2025-02-18,88.98530762167127,3.4848484848484853,2.950719314355678,2.162534435261708,1.261095806550352,1.1554943373125193
2025-02-19,88.99211754802174,3.4851151756332746,2.9371699701538225,2.1688222239228594,1.2611923165225378,1.1555827657457718
